Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MMM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MMM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MMM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MMM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MMM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MMM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MMM_M_R
8818,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Forest,Forest
8819,Forest,NULL,Forest,Water,Non_Wetland,Water,NULL,Water
8820,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
8821,Forest,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,NULL
8822,Forest,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,Wetland
8823,Forest,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
8824,Forest,NULL,Forest,Water,Non_Wetland,Forest,Forest,NULL
8825,Forest,NULL,Forest,Water,Non_Wetland,Forest,Forest,Grassland
8826,Forest,NULL,Forest,Water,Non_Wetland,Forest,Forest,Forest
8827,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
8828,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8829,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
8830,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8831,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
8832,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
8833,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
8834,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
8835,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
8836,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
8837,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
8838,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
8839,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
8840,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
8841,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
8842,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8843,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8844,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8845,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
8846,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
8847,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
8848,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8849,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
8850,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8851,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
8852,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
8853,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
8854,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
8855,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
8856,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
8857,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
8858,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8859,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
8860,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
8861,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
8862,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8863,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8864,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
8865,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
8866,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8867,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8868,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
8869,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
8870,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
8871,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
8872,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
8873,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
8874,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
8875,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
8876,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8877,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
8878,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
8879,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
8880,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
8881,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
8882,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
8883,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
8884,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
8885,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
8886,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
8887,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
8888,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
8889,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8890,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8891,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
8892,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
8893,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
8894,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Shrubland,Bareland
8895,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Water,Wetland
8896,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
8897,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
8898,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
8899,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
8900,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
8901,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
8902,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
8903,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
8904,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
8905,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8906,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
8907,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
8908,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8909,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
8910,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8911,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
8912,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
8913,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
8914,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
8915,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
8916,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8917,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
8918,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8919,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
8920,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
8921,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
8922,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
8923,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8924,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
8925,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
8926,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
8927,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8928,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8929,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8930,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
8931,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
8932,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
8933,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8934,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8935,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8936,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
8937,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8938,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8939,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
8940,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
8941,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
8942,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
8943,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
8944,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
8945,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
8946,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
8947,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
8948,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
8949,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
8950,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
8951,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
8952,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8953,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
8954,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
8955,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8956,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8957,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8958,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8959,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8960,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
8961,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8962,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8963,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8964,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8965,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
8966,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
8967,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
8968,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
8969,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
8970,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
8971,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
8972,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
8973,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
8974,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8975,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
8976,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
8977,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
8978,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8979,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
8980,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,NULL
8981,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
8982,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
8983,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
8984,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
8985,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
8986,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
8987,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
8988,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8989,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
8990,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
8991,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
8992,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
8993,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
8994,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8995,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
8996,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
8997,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8998,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
8999,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9000,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
9001,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
9002,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9003,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9004,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9005,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
9006,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
9007,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
9008,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
9009,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
9010,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
9011,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
9012,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
9013,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
9014,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
9015,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
9016,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
9017,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
9018,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
9019,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
9020,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
9021,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
9022,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
9023,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
9024,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
9025,Forest,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Bareland
9026,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
9027,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
9028,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
9029,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
9030,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9031,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
9032,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
9033,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
9034,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
9035,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
9036,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9037,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
9038,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
9039,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9040,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9041,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
9042,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9043,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9044,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9045,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9046,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
9047,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
9048,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
9049,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
9050,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
9051,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
9052,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
9053,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
9054,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
9055,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9056,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9057,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9058,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
9059,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9060,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9061,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
9062,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
9063,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
9064,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
9065,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
9066,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
9067,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
9068,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
9069,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,NULL
9070,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
9071,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
9072,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
9073,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9074,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
9075,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
9076,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
9077,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
9078,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
9079,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
9080,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
9081,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
9082,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
9083,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
9084,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
9085,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
9086,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
9087,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
9088,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
9089,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9090,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
9091,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9092,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
9093,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9094,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
9095,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
9096,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
9097,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9098,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
9099,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
9100,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
9101,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
9102,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
9103,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9104,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
9105,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
9106,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9107,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9108,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
9109,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
9110,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9111,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9112,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9113,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
9114,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9115,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
9116,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
9117,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
9118,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
9119,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
9120,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
9121,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
9122,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9123,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
9124,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
9125,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
9126,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9127,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9128,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9129,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
9130,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9131,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9132,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
