Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MHU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MHU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MHU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MHU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MHU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MHU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MHU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MHU_M_R
1995,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1996,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1997,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1998,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1999,Water,Water,Wetland,NULL,Wetland,Wetland,Bareland,Forest
2000,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
2001,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
2002,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
2003,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
2004,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
2005,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
2006,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
2007,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
2008,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2009,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
2010,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
2011,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
2012,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
2013,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
2014,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
2015,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Water
2016,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
2017,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
2018,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
2019,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
2020,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
2021,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
2022,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
2023,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
2024,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
2025,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
2026,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
2027,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
2028,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2029,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2030,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
2031,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
2032,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
2033,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
2034,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
2035,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2036,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2037,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2038,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2039,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2040,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2041,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
2042,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2043,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
2044,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
2045,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
2046,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
2047,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2048,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2049,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
2050,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2051,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
2052,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
2053,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
2054,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
2055,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
2056,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
2057,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2058,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
2059,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
2060,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
2061,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
2062,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
2063,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
2064,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
2065,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2066,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2067,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
2068,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
2069,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
2070,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
2071,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
2072,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
2073,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
2074,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
2075,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
2076,Water,Water,Wetland,Water,Wetland,Built-up,Water,Water
2077,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
2078,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
2079,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
2080,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
2081,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
2082,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
2083,Water,Water,Wetland,Water,Wetland,Water,Water,Water
2084,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
2085,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
2086,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Water
2087,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
2088,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
2089,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
2090,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Water,Water
2091,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2092,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
2093,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
2094,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
2095,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2096,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
2097,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
2098,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2099,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2100,Water,Water,Bareland,NULL,Non_Wetland,Built-up,Bareland,Forest
2101,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2102,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2103,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2104,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
2105,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
2106,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
2107,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2108,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2109,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
2110,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2111,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2112,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2113,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2114,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2115,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
2116,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
2117,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
2118,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2119,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2120,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2121,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2122,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
2123,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
2124,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
2125,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2126,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2127,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
2128,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
2129,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
2130,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
2131,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
2132,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
2133,Water,Water,Bareland,Water,Non_Wetland,Built-up,Built-up,Water
2134,Water,Water,Bareland,Water,Non_Wetland,Built-up,Water,Water
2135,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2136,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
2137,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2138,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
2139,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
2140,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
2141,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
2142,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
2143,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Water
2144,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
2145,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
2146,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
2147,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
2148,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
2149,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2150,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
2151,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Water
2152,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
2153,Water,Water,Built-up,Non_Water,Non_Wetland,Built-up,Bareland,Forest
2154,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
2155,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
2156,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
2157,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Water
2158,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Forest
2159,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
2160,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
2161,Water,Water,Water,NULL,Water,NULL,Water,Water
2162,Water,Water,Water,NULL,Water,NULL,Water,Forest
2163,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
2164,Water,Water,Water,NULL,Water,Grassland,Water,Water
2165,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
2166,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
2167,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
2168,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
2169,Water,Water,Water,NULL,Water,Wetland,Water,Water
2170,Water,Water,Water,NULL,Water,Wetland,Water,Forest
2171,Water,Water,Water,NULL,Water,Wetland,Forest,Water
2172,Water,Water,Water,NULL,Water,Bareland,Wetland,Forest
2173,Water,Water,Water,NULL,Water,Bareland,Water,Water
2174,Water,Water,Water,NULL,Water,Bareland,Water,Forest
2175,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
2176,Water,Water,Water,NULL,Water,Water,Wetland,Water
2177,Water,Water,Water,NULL,Water,Water,Wetland,Forest
2178,Water,Water,Water,NULL,Water,Water,Water,Grassland
2179,Water,Water,Water,NULL,Water,Water,Water,Wetland
2180,Water,Water,Water,NULL,Water,Water,Water,Water
2181,Water,Water,Water,NULL,Water,Water,Water,Forest
2182,Water,Water,Water,NULL,Water,Water,Forest,Water
2183,Water,Water,Water,NULL,Water,Water,Forest,Forest
2184,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
2185,Water,Water,Water,NULL,Water,Forest,Water,Water
2186,Water,Water,Water,NULL,Water,Forest,Water,Forest
2187,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
2188,Water,Water,Water,Non_Water,Water,NULL,Water,Water
2189,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
2190,Water,Water,Water,Non_Water,Water,Grassland,Water,Forest
2191,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
2192,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
2193,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
2194,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
2195,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
2196,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
2197,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
2198,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
2199,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
2200,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
2201,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
2202,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
2203,Water,Water,Water,Non_Water,Water,Water,Water,Water
2204,Water,Water,Water,Non_Water,Water,Water,Water,Forest
2205,Water,Water,Water,Non_Water,Water,Forest,Wetland,Water
2206,Water,Water,Water,Water,Water,NULL,Wetland,Water
2207,Water,Water,Water,Water,Water,NULL,Wetland,Forest
2208,Water,Water,Water,Water,Water,NULL,Water,Wetland
2209,Water,Water,Water,Water,Water,NULL,Water,Water
2210,Water,Water,Water,Water,Water,NULL,Water,Forest
2211,Water,Water,Water,Water,Water,Grassland,Water,Forest
2212,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
2213,Water,Water,Water,Water,Water,Wetland,Wetland,Wetland
2214,Water,Water,Water,Water,Water,Wetland,Wetland,Water
2215,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
2216,Water,Water,Water,Water,Water,Wetland,Water,Grassland
2217,Water,Water,Water,Water,Water,Wetland,Water,Wetland
2218,Water,Water,Water,Water,Water,Wetland,Water,Water
2219,Water,Water,Water,Water,Water,Wetland,Water,Forest
2220,Water,Water,Water,Water,Water,Bareland,Wetland,Water
2221,Water,Water,Water,Water,Water,Bareland,Wetland,Forest
2222,Water,Water,Water,Water,Water,Bareland,Water,Water
2223,Water,Water,Water,Water,Water,Bareland,Water,Forest
2224,Water,Water,Water,Water,Water,Built-up,Water,Grassland
2225,Water,Water,Water,Water,Water,Built-up,Water,Water
2226,Water,Water,Water,Water,Water,Water,Wetland,Grassland
2227,Water,Water,Water,Water,Water,Water,Wetland,Water
2228,Water,Water,Water,Water,Water,Water,Wetland,Forest
2229,Water,Water,Water,Water,Water,Water,Water,Grassland
2230,Water,Water,Water,Water,Water,Water,Water,Wetland
2231,Water,Water,Water,Water,Water,Water,Water,Bareland
2232,Water,Water,Water,Water,Water,Water,Water,Water
2233,Water,Water,Water,Water,Water,Water,Water,Forest
2234,Water,Water,Water,Water,Water,Forest,Water,Water
2235,Water,Water,Water,Water,Water,Forest,Water,Forest
2236,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2237,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2238,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
2239,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2240,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2241,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2242,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2243,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2244,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2245,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
2246,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2247,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2248,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
2249,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
2250,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2251,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2252,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2253,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
2254,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
2255,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2256,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2257,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2258,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2259,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2260,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2261,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
2262,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
2263,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
2264,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
2265,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2266,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2267,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
2268,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2269,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2270,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
2271,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
2272,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2273,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
2274,Water,Water,Forest,Non_Water,Non_Wetland,Built-up,Bareland,Forest
2275,Water,Water,Forest,Non_Water,Non_Wetland,Built-up,Water,Water
2276,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2277,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2278,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2279,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2280,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
2281,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2282,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2283,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
2284,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2285,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2286,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
2287,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
2288,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2289,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
2290,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
2291,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
2292,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
2293,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
2294,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2295,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
2296,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2297,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2298,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Forest
2299,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
2300,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
2301,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
2302,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2303,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
2304,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
2305,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2306,Water,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2307,Water,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
2308,Water,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
2309,Water,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
2310,Water,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Forest
2311,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
2312,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2313,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
2314,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2315,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
2316,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
2317,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
2318,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
2319,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
2320,Water,Forest,Wetland,NULL,Wetland,Water,Water,Water
2321,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
2322,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
2323,Water,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
2324,Water,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2325,Water,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
2326,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2327,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2328,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2329,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2330,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2331,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
2332,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2333,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2334,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
2335,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
2336,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
2337,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2338,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2339,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
2340,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
2341,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
2342,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
2343,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Water
2344,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
2345,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Water
2346,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
2347,Water,Forest,Wetland,Water,Wetland,Water,Water,Grassland
2348,Water,Forest,Wetland,Water,Wetland,Water,Water,Water
2349,Water,Forest,Wetland,Water,Wetland,Water,Water,Forest
2350,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2351,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Water
2352,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2353,Water,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2354,Water,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
2355,Water,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2356,Water,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2357,Water,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
2358,Water,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2359,Water,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Water
2360,Water,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
2361,Water,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Forest
2362,Water,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2363,Water,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Water
2364,Water,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2365,Water,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
2366,Water,Forest,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
2367,Water,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
2368,Water,Forest,Water,NULL,Water,Wetland,Wetland,Forest
2369,Water,Forest,Water,NULL,Water,Wetland,Water,Grassland
2370,Water,Forest,Water,NULL,Water,Wetland,Water,Water
2371,Water,Forest,Water,NULL,Water,Wetland,Water,Forest
2372,Water,Forest,Water,NULL,Water,Water,Wetland,Forest
2373,Water,Forest,Water,NULL,Water,Water,Water,Water
2374,Water,Forest,Water,NULL,Water,Water,Water,Forest
2375,Water,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
2376,Water,Forest,Water,Non_Water,Water,Wetland,Water,Water
2377,Water,Forest,Water,Non_Water,Water,Wetland,Water,Forest
