Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KEA_M_R
9208,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Water
9209,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
9210,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
9211,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9212,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
9213,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
9214,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
9215,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
9216,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
9217,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
9218,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Water,Grassland
9219,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
9220,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
9221,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
9222,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
9223,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
9224,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
9225,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
9226,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
9227,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
9228,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
9229,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9230,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
9231,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9232,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
9233,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
9234,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
9235,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9236,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
9237,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9238,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
9239,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
9240,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
9241,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
9242,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
9243,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
9244,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
9245,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
9246,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
9247,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
9248,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
9249,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
9250,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
9251,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9252,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9253,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
9254,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9255,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
9256,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
9257,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
9258,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
9259,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
9260,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
9261,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
9262,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Built-up
9263,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
9264,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
9265,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
9266,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
9267,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
9268,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
9269,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
9270,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
9271,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
9272,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
9273,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
9274,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
9275,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
9276,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Cropland
9277,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
9278,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
9279,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
9280,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
9281,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
9282,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9283,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
9284,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
9285,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9286,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
9287,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
9288,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
9289,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
9290,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
9291,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9292,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,NULL
9293,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
9294,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
9295,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
9296,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
9297,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9298,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9299,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9300,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
9301,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
9302,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
9303,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
9304,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
9305,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
9306,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
9307,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Water
9308,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
9309,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
9310,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
9311,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
9312,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
9313,Forest,Cropland,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
9314,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
9315,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
9316,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
9317,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
9318,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9319,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
9320,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
9321,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
9322,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
9323,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
9324,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
9325,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Cropland
9326,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
9327,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Water,Forest
9328,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
9329,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
9330,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
9331,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9332,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
9333,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9334,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9335,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9336,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9337,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9338,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
9339,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
9340,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
9341,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
9342,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9343,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9344,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
9345,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9346,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
9347,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
9348,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
9349,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
9350,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
9351,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9352,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
9353,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
9354,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
9355,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Forest
9356,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
9357,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
9358,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
9359,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
9360,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9361,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9362,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
9363,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
9364,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9365,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
9366,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
9367,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
9368,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9369,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Built-up
9370,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
9371,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
9372,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
9373,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
9374,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
9375,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
9376,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
9377,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
9378,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
9379,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9380,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
9381,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9382,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9383,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9384,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
9385,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
9386,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9387,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
9388,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
9389,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
9390,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
9391,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
9392,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9393,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
9394,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9395,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
9396,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
9397,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
9398,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9399,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
9400,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
9401,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
9402,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
9403,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
9404,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
9405,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
9406,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
9407,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
9408,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
9409,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
9410,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
9411,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
9412,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
9413,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
9414,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
9415,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
9416,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
9417,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
9418,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
9419,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
9420,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
9421,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
9422,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
9423,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
9424,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Water
9425,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
9426,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
9427,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
9428,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
9429,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
9430,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
9431,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
9432,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9433,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
9434,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
9435,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
9436,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9437,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9438,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
9439,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9440,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9441,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9442,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9443,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
9444,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
9445,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
9446,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
9447,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
9448,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9449,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
9450,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
9451,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
9452,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9453,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9454,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9455,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
9456,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9457,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
9458,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
9459,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9460,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
9461,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
9462,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
9463,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
9464,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
9465,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
9466,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
9467,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
9468,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
9469,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
9470,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
9471,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
9472,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9473,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
9474,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
9475,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
9476,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
9477,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
9478,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
9479,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
9480,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
9481,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
9482,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
9483,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
9484,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
9485,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Water,Forest
9486,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
9487,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
9488,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
9489,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
9490,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
9491,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
9492,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
9493,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
9494,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
9495,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
9496,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
9497,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9498,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
9499,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9500,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
9501,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
9502,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
9503,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
9504,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9505,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
9506,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9507,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Bareland
9508,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Built-up
9509,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
9510,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
9511,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
9512,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Water
9513,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
9514,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Built-up,Built-up
9515,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
9516,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
9517,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
9518,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
9519,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Cropland
9520,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
9521,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9522,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
