Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LCN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LCN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LCN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LCN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LCN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LCN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LCN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LCN_M_R
9485,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
9486,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
9487,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
9488,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
9489,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Wetland
9490,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
9491,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
9492,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
9493,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
9494,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
9495,Forest,Water,Wetland,NULL,Wetland,Shrubland,NULL,Forest
9496,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
9497,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
9498,Forest,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
9499,Forest,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
9500,Forest,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
9501,Forest,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
9502,Forest,Water,Wetland,NULL,Wetland,Shrubland,Forest,Water
9503,Forest,Water,Wetland,NULL,Wetland,Grassland,NULL,Forest
9504,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
9505,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
9506,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
9507,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
9508,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Grassland
9509,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Wetland
9510,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Water
9511,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
9512,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
9513,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
9514,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
9515,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
9516,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
9517,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
9518,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
9519,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
9520,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
9521,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
9522,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
9523,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Water
9524,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Forest
9525,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Water
9526,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
9527,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
9528,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
9529,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
9530,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
9531,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
9532,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
9533,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
9534,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
9535,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
9536,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Forest
9537,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
9538,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
9539,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
9540,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
9541,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
9542,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
9543,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
9544,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
9545,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
9546,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
9547,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
9548,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
9549,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
9550,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
9551,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
9552,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
9553,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
9554,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
9555,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
9556,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
9557,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
9558,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
9559,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
9560,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
9561,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
9562,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
9563,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
9564,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
9565,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
9566,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
9567,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
9568,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
9569,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
9570,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
9571,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
9572,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
9573,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
9574,Forest,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
9575,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Bareland
9576,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
9577,Forest,Water,Wetland,Water,Wetland,Wetland,NULL,Grassland
9578,Forest,Water,Wetland,Water,Wetland,Wetland,NULL,Built-up
9579,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
9580,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
9581,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
9582,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
9583,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
9584,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
9585,Forest,Water,Wetland,Water,Wetland,Water,NULL,Water
9586,Forest,Water,Wetland,Water,Wetland,Water,NULL,Forest
9587,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
9588,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
9589,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
9590,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
9591,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
9592,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
9593,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
9594,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
9595,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
9596,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
9597,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
9598,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
9599,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
9600,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
9601,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
9602,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
9603,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
9604,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
9605,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
9606,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
9607,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
9608,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
9609,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
9610,Forest,Water,Bareland,Water,Non_Wetland,Shrubland,Grassland,Water
9611,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
9612,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Forest,Grassland
9613,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Forest,Forest
9614,Forest,Water,Bareland,Water,Non_Wetland,Water,Grassland,Water
9615,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
9616,Forest,Water,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9617,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
9618,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Built-up
9619,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
9620,Forest,Water,Water,NULL,Water,NULL,Grassland,Forest
9621,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
9622,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
9623,Forest,Water,Water,NULL,Water,NULL,Water,Wetland
9624,Forest,Water,Water,NULL,Water,NULL,Water,Water
9625,Forest,Water,Water,NULL,Water,NULL,Water,Forest
9626,Forest,Water,Water,NULL,Water,NULL,Forest,Water
9627,Forest,Water,Water,NULL,Water,Shrubland,NULL,Forest
9628,Forest,Water,Water,NULL,Water,Shrubland,Shrubland,Wetland
9629,Forest,Water,Water,NULL,Water,Shrubland,Shrubland,Water
9630,Forest,Water,Water,NULL,Water,Shrubland,Grassland,Forest
9631,Forest,Water,Water,NULL,Water,Shrubland,Wetland,Forest
9632,Forest,Water,Water,NULL,Water,Shrubland,Water,Forest
9633,Forest,Water,Water,NULL,Water,Shrubland,Forest,Water
9634,Forest,Water,Water,NULL,Water,Shrubland,Forest,Forest
9635,Forest,Water,Water,NULL,Water,Grassland,NULL,Grassland
9636,Forest,Water,Water,NULL,Water,Grassland,NULL,Water
9637,Forest,Water,Water,NULL,Water,Grassland,NULL,Forest
9638,Forest,Water,Water,NULL,Water,Grassland,Grassland,Grassland
9639,Forest,Water,Water,NULL,Water,Grassland,Grassland,Water
9640,Forest,Water,Water,NULL,Water,Grassland,Grassland,Forest
9641,Forest,Water,Water,NULL,Water,Grassland,Wetland,Grassland
9642,Forest,Water,Water,NULL,Water,Grassland,Wetland,Water
9643,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
9644,Forest,Water,Water,NULL,Water,Grassland,Water,Grassland
9645,Forest,Water,Water,NULL,Water,Grassland,Water,Water
9646,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
9647,Forest,Water,Water,NULL,Water,Grassland,Forest,Water
9648,Forest,Water,Water,NULL,Water,Wetland,NULL,Grassland
9649,Forest,Water,Water,NULL,Water,Wetland,NULL,Bareland
9650,Forest,Water,Water,NULL,Water,Wetland,NULL,Water
9651,Forest,Water,Water,NULL,Water,Wetland,NULL,Forest
9652,Forest,Water,Water,NULL,Water,Wetland,Grassland,Grassland
9653,Forest,Water,Water,NULL,Water,Wetland,Grassland,Water
9654,Forest,Water,Water,NULL,Water,Wetland,Grassland,Forest
9655,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
9656,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
9657,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
9658,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
9659,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
9660,Forest,Water,Water,NULL,Water,Wetland,Water,Water
9661,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
9662,Forest,Water,Water,NULL,Water,Wetland,Forest,Water
9663,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
9664,Forest,Water,Water,NULL,Water,Bareland,Grassland,Grassland
9665,Forest,Water,Water,NULL,Water,Bareland,Forest,Forest
9666,Forest,Water,Water,NULL,Water,Water,NULL,Bareland
9667,Forest,Water,Water,NULL,Water,Water,NULL,Water
9668,Forest,Water,Water,NULL,Water,Water,NULL,Forest
9669,Forest,Water,Water,NULL,Water,Water,Grassland,Wetland
9670,Forest,Water,Water,NULL,Water,Water,Grassland,Water
9671,Forest,Water,Water,NULL,Water,Water,Grassland,Forest
9672,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
9673,Forest,Water,Water,NULL,Water,Water,Wetland,Wetland
9674,Forest,Water,Water,NULL,Water,Water,Wetland,Water
9675,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
9676,Forest,Water,Water,NULL,Water,Water,Bareland,Water
9677,Forest,Water,Water,NULL,Water,Water,Water,Grassland
9678,Forest,Water,Water,NULL,Water,Water,Water,Wetland
9679,Forest,Water,Water,NULL,Water,Water,Water,Water
9680,Forest,Water,Water,NULL,Water,Water,Water,Forest
9681,Forest,Water,Water,NULL,Water,Water,Forest,Water
9682,Forest,Water,Water,NULL,Water,Water,Forest,Forest
9683,Forest,Water,Water,NULL,Water,Forest,NULL,Forest
9684,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
9685,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
9686,Forest,Water,Water,NULL,Water,Forest,Water,Water
9687,Forest,Water,Water,NULL,Water,Forest,Water,Forest
9688,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
9689,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
9690,Forest,Water,Water,Non_Water,Water,Shrubland,Shrubland,Wetland
9691,Forest,Water,Water,Non_Water,Water,Shrubland,Shrubland,Water
9692,Forest,Water,Water,Non_Water,Water,Shrubland,Wetland,Wetland
9693,Forest,Water,Water,Non_Water,Water,Shrubland,Water,Wetland
9694,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
9695,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
9696,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
9697,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
9698,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
9699,Forest,Water,Water,Non_Water,Water,Water,NULL,Forest
9700,Forest,Water,Water,Non_Water,Water,Water,Grassland,Grassland
9701,Forest,Water,Water,Non_Water,Water,Water,Grassland,Water
9702,Forest,Water,Water,Non_Water,Water,Water,Grassland,Forest
9703,Forest,Water,Water,Non_Water,Water,Water,Wetland,Grassland
9704,Forest,Water,Water,Non_Water,Water,Water,Wetland,Wetland
9705,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
9706,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
9707,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
9708,Forest,Water,Water,Non_Water,Water,Water,Water,Water
9709,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
9710,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
9711,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
9712,Forest,Water,Water,Water,Water,NULL,Wetland,Water
9713,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
9714,Forest,Water,Water,Water,Water,NULL,Water,Water
9715,Forest,Water,Water,Water,Water,NULL,Water,Forest
9716,Forest,Water,Water,Water,Water,Shrubland,NULL,Forest
9717,Forest,Water,Water,Water,Water,Shrubland,Grassland,Water
9718,Forest,Water,Water,Water,Water,Shrubland,Water,Forest
9719,Forest,Water,Water,Water,Water,Grassland,NULL,Forest
9720,Forest,Water,Water,Water,Water,Grassland,Water,Water
9721,Forest,Water,Water,Water,Water,Wetland,NULL,Grassland
9722,Forest,Water,Water,Water,Water,Wetland,NULL,Forest
9723,Forest,Water,Water,Water,Water,Wetland,Grassland,Forest
9724,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
9725,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
9726,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
9727,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
9728,Forest,Water,Water,Water,Water,Wetland,Water,Water
9729,Forest,Water,Water,Water,Water,Wetland,Water,Forest
9730,Forest,Water,Water,Water,Water,Water,NULL,Water
9731,Forest,Water,Water,Water,Water,Water,NULL,Forest
9732,Forest,Water,Water,Water,Water,Water,Grassland,Water
9733,Forest,Water,Water,Water,Water,Water,Grassland,Forest
9734,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
9735,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
9736,Forest,Water,Water,Water,Water,Water,Wetland,Water
9737,Forest,Water,Water,Water,Water,Water,Wetland,Forest
9738,Forest,Water,Water,Water,Water,Water,Water,Grassland
9739,Forest,Water,Water,Water,Water,Water,Water,Wetland
9740,Forest,Water,Water,Water,Water,Water,Water,Water
9741,Forest,Water,Water,Water,Water,Water,Water,Forest
9742,Forest,Water,Water,Water,Water,Water,Forest,Water
9743,Forest,Water,Water,Water,Water,Water,Forest,Forest
9744,Forest,Water,Water,Water,Water,Forest,NULL,Forest
9745,Forest,Water,Water,Water,Water,Forest,Shrubland,Forest
9746,Forest,Water,Water,Water,Water,Forest,Wetland,Water
9747,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
9748,Forest,Water,Water,Water,Water,Forest,Water,Water
9749,Forest,Water,Water,Water,Water,Forest,Water,Forest
9750,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9751,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
9752,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9753,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
9754,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
9755,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
9756,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
9757,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
9758,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
9759,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
9760,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
9761,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
9762,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9763,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9764,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
9765,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
9766,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
9767,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
9768,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
9769,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
9770,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9771,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
9772,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9773,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
9774,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
9775,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
9776,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
9777,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
9778,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
9779,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Water
9780,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
9781,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
9782,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
9783,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
9784,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
9785,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
9786,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
9787,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
9788,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
9789,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
9790,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
9791,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
9792,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
9793,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
9794,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
9795,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
9796,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
9797,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
9798,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
9799,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
9800,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
9801,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
9802,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
9803,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
9804,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
9805,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
9806,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
9807,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
9808,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
9809,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
9810,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
9811,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
9812,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
9813,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
9814,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
9815,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
9816,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
9817,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
9818,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
9819,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9820,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
9821,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
9822,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9823,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
9824,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
9825,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9826,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
9827,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9828,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
9829,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9830,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
9831,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
9832,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
9833,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
9834,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
9835,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
9836,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
9837,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
9838,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
9839,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
9840,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
9841,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
9842,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
9843,Forest,Water,Forest,Water,Non_Wetland,NULL,Grassland,Forest
9844,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
9845,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
9846,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
9847,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
9848,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Wetland,Forest
9849,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
9850,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Water,Forest
9851,Forest,Water,Forest,Water,Non_Wetland,Grassland,NULL,Forest
9852,Forest,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
9853,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
9854,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
9855,Forest,Water,Forest,Water,Non_Wetland,Wetland,NULL,Water
9856,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
9857,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
9858,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
9859,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
9860,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
9861,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Water
9862,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
9863,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Wetland
