Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LCG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LCG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LCG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LCG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LCG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LCG_M_R
2745,Water,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2746,Water,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2747,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
2748,Water,Forest,Water,NULL,Water,NULL,NULL,Water
2749,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
2750,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
2751,Water,Forest,Water,Water,Water,NULL,NULL,Water
2752,Water,Forest,Water,Water,Water,NULL,NULL,Forest
2753,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2754,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2755,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2756,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2757,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2758,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2759,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2760,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2761,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2762,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
2763,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
2764,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2765,Permanent_ice_and_snow,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2766,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Bareland
2767,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2768,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2769,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2770,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2771,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2772,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2773,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2774,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
2775,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2776,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2777,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2778,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2779,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2780,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2781,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2782,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2783,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2784,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2785,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
2786,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
2787,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2788,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2789,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2790,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2791,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2792,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2793,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2794,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2795,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2796,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2797,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2798,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2799,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2800,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2801,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2802,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2803,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2804,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2805,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2806,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2807,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2808,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2809,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2810,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2811,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2812,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2813,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2814,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2815,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
2816,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2817,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2818,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2819,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2820,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2821,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2822,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2823,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2824,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2825,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2826,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
2827,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2828,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
2829,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2830,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
2831,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2832,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2833,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2834,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2835,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2836,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2837,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2838,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2839,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2840,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2841,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2842,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
2843,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2844,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2845,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2846,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2847,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2848,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2849,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2850,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2851,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
2852,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
2853,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
2854,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2855,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2856,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2857,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2858,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2859,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2860,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2861,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2862,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2863,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2864,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2865,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
2866,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2867,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2868,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2869,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2870,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2871,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2872,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2873,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2874,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2875,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2876,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2877,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,NULL
2878,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2879,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
2880,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2881,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
2882,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
2883,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
2884,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
2885,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
2886,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2887,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
2888,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
2889,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
2890,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2891,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
2892,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
2893,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
2894,Forest,NULL,Water,Water,Water,NULL,NULL,Water
2895,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
2896,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2897,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2898,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2899,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2900,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2901,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2902,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2903,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2904,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2905,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2906,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2907,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2908,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2909,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2910,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
2911,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2912,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2913,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2914,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2915,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2916,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2917,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2918,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2919,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2920,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2921,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2922,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2923,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2924,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2925,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2926,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2927,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
2928,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
2929,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2930,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2931,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2932,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2933,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2934,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2935,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2936,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2937,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2938,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2939,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2940,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2941,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2942,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2943,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2944,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2945,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2946,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2947,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2948,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2949,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2950,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2951,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2952,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2953,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2954,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2955,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2956,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2957,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
2958,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2959,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
2960,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2961,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2962,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2963,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
2964,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2965,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2966,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2967,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2968,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
2969,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
2970,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
2971,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
2972,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2973,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2974,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2975,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2976,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2977,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2978,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2979,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2980,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2981,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2982,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2983,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2984,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2985,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2986,Forest,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2987,Forest,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2988,Forest,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2989,Forest,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2990,Forest,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2991,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
2992,Forest,Cropland,Water,NULL,Water,NULL,NULL,Bareland
2993,Forest,Cropland,Water,NULL,Water,NULL,NULL,Water
2994,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
2995,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Water
2996,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
2997,Forest,Cropland,Water,Water,Water,NULL,NULL,Bareland
2998,Forest,Cropland,Water,Water,Water,NULL,NULL,Water
2999,Forest,Cropland,Water,Water,Water,NULL,NULL,Forest
3000,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3001,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3002,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3003,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3004,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
3005,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
3006,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3007,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
3008,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3009,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
3010,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
3011,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3012,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3013,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
3014,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
3015,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
3016,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3017,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3018,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3019,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
3020,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3021,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3022,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
3023,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
3024,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3025,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
3026,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
3027,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
3028,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
3029,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3030,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3031,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3032,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3033,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3034,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3035,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
3036,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3037,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
3038,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3039,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3040,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
3041,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3042,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3043,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
3044,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
3045,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
3046,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3047,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3048,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
3049,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3050,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3051,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
3052,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
3053,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
3054,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
3055,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
3056,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
3057,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
3058,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3059,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3060,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
3061,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3062,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
3063,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
3064,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
3065,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
3066,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
3067,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3068,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3069,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3070,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
3071,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
3072,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
3073,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
3074,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3075,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3076,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3077,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
3078,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
3079,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
3080,Forest,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Water
3081,Forest,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
3082,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
3083,Forest,Wetland,Water,NULL,Water,NULL,NULL,Bareland
3084,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
3085,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
3086,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
