Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LWQ_M_R
11875,Water,NULL,Wetland,Water,Wetland,Bareland,NULL,Bareland
11876,Water,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
11877,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
11878,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Cropland
11879,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
11880,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
11881,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Water
11882,Water,NULL,Wetland,Water,Wetland,Water,NULL,NULL
11883,Water,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
11884,Water,NULL,Wetland,Water,Wetland,Water,NULL,Water
11885,Water,NULL,Wetland,Water,Wetland,Water,Shrubland,Wetland
11886,Water,NULL,Wetland,Water,Wetland,Water,Shrubland,Bareland
11887,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
11888,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Cropland
11889,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
11890,Water,NULL,Wetland,Water,Wetland,Water,Water,Cropland
11891,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
11892,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
11893,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
11894,Water,NULL,Wetland,Water,Wetland,Forest,NULL,Forest
11895,Water,NULL,Wetland,Water,Wetland,Forest,Shrubland,Grassland
11896,Water,NULL,Wetland,Water,Wetland,Forest,Shrubland,Forest
11897,Water,NULL,Wetland,Water,Wetland,Forest,Bareland,Water
11898,Water,NULL,Wetland,Water,Wetland,Forest,Water,Grassland
11899,Water,NULL,Wetland,Water,Wetland,Forest,Water,Wetland
11900,Water,NULL,Wetland,Water,Wetland,Forest,Water,Bareland
11901,Water,NULL,Wetland,Water,Wetland,Forest,Water,Water
11902,Water,NULL,Wetland,Water,Wetland,Forest,Water,Forest
11903,Water,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland,NULL,NULL
11904,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
11905,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
11906,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,NULL
11907,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Water
11908,Water,NULL,Bareland,Water,Non_Wetland,NULL,Water,Bareland
11909,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
11910,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
11911,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Water
11912,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
11913,Water,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
11914,Water,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
11915,Water,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11916,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
11917,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
11918,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
11919,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
11920,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Water
11921,Water,NULL,Built-up,NULL,Non_Wetland,Water,Water,NULL
11922,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
11923,Water,NULL,Built-up,Water,Non_Wetland,NULL,Grassland,Water
11924,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
11925,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
11926,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
11927,Water,NULL,Water,NULL,Water,NULL,Shrubland,Water
11928,Water,NULL,Water,NULL,Water,NULL,Water,Water
11929,Water,NULL,Water,NULL,Water,Shrubland,Shrubland,NULL
11930,Water,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
11931,Water,NULL,Water,NULL,Water,Shrubland,Shrubland,Water
11932,Water,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
11933,Water,NULL,Water,NULL,Water,Shrubland,Water,Grassland
11934,Water,NULL,Water,NULL,Water,Shrubland,Water,Water
11935,Water,NULL,Water,NULL,Water,Shrubland,Water,Forest
11936,Water,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
11937,Water,NULL,Water,NULL,Water,Bareland,Water,Water
11938,Water,NULL,Water,NULL,Water,Water,Shrubland,Forest
11939,Water,NULL,Water,NULL,Water,Water,Water,Grassland
11940,Water,NULL,Water,NULL,Water,Water,Water,Water
11941,Water,NULL,Water,NULL,Water,Forest,NULL,Forest
11942,Water,NULL,Water,NULL,Water,Forest,Shrubland,Grassland
11943,Water,NULL,Water,NULL,Water,Forest,Shrubland,Forest
11944,Water,NULL,Water,NULL,Water,Forest,Water,Grassland
11945,Water,NULL,Water,NULL,Water,Forest,Water,Forest
11946,Water,NULL,Water,Non_Water,Water,NULL,Water,Grassland
11947,Water,NULL,Water,Non_Water,Water,Shrubland,NULL,Grassland
11948,Water,NULL,Water,Non_Water,Water,Bareland,Water,NULL
11949,Water,NULL,Water,Non_Water,Water,Water,Shrubland,NULL
11950,Water,NULL,Water,Non_Water,Water,Water,Water,Grassland
11951,Water,NULL,Water,Non_Water,Water,Forest,Shrubland,Forest
11952,Water,NULL,Water,Water,Water,NULL,NULL,NULL
11953,Water,NULL,Water,Water,Water,NULL,Built-up,Water
11954,Water,NULL,Water,Water,Water,Shrubland,Shrubland,Grassland
11955,Water,NULL,Water,Water,Water,Shrubland,Shrubland,Forest
11956,Water,NULL,Water,Water,Water,Shrubland,Water,Forest
11957,Water,NULL,Water,Water,Water,Water,Shrubland,NULL
11958,Water,NULL,Water,Water,Water,Water,Shrubland,Forest
11959,Water,NULL,Water,Water,Water,Water,Water,Grassland
11960,Water,NULL,Water,Water,Water,Water,Water,Bareland
11961,Water,NULL,Water,Water,Water,Water,Water,Water
11962,Water,NULL,Water,Water,Water,Water,Water,Forest
11963,Water,NULL,Water,Water,Water,Forest,Shrubland,NULL
11964,Water,NULL,Water,Water,Water,Forest,Shrubland,Forest
11965,Water,NULL,Water,Water,Water,Forest,Water,Forest
11966,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
11967,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
11968,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
11969,Water,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
11970,Water,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
11971,Water,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
11972,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
11973,Water,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Built-up
11974,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
11975,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Water
11976,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
11977,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
11978,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
11979,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11980,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11981,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
11982,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11983,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
11984,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
11985,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
11986,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11987,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
11988,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
11989,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
11990,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
11991,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
11992,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
11993,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Bareland
11994,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
11995,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
11996,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
11997,Water,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
11998,Water,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
11999,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Grassland
12000,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Water
12001,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
12002,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
12003,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
12004,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
12005,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
12006,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
12007,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
12008,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
12009,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
12010,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Cropland
12011,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12012,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
12013,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
12014,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
12015,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
12016,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
12017,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
12018,Water,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Water
12019,Water,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
12020,Water,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Wetland
12021,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
12022,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
12023,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Wetland
12024,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Water
12025,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Forest
12026,Water,NULL,Forest,Water,Non_Wetland,Grassland,Water,Water
12027,Water,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
12028,Water,NULL,Forest,Water,Non_Wetland,Bareland,Water,Grassland
12029,Water,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Forest
12030,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
12031,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
12032,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
12033,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
12034,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
12035,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
12036,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
12037,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
12038,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12039,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12040,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
12041,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
12042,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
12043,Water,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
12044,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
12045,Water,Cropland,NULL,Non_Water,Non_Wetland,Forest,Water,NULL
12046,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
12047,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
12048,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
12049,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
12050,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
12051,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
12052,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
12053,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
12054,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
12055,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12056,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12057,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12058,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
12059,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
12060,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
12061,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12062,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
12063,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
12064,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
12065,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
12066,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
12067,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
12068,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
12069,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
12070,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
12071,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
12072,Water,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12073,Water,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
12074,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12075,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
12076,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
12077,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
12078,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
12079,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
12080,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
12081,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
12082,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
12083,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
12084,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
12085,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Wetland
12086,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
12087,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Water
12088,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
12089,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
12090,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12091,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
12092,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12093,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
12094,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12095,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
12096,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
12097,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
12098,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
12099,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12100,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12101,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12102,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
12103,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Water
12104,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
12105,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12106,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
12107,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
12108,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Water
12109,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
12110,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Forest,Water
12111,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
12112,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
12113,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
12114,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
12115,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12116,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
12117,Water,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
12118,Water,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
12119,Water,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
12120,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12121,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12122,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
12123,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
12124,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
12125,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
12126,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Water
12127,Water,Cropland,Cropland,Water,Non_Wetland,Water,Grassland,Cropland
12128,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
12129,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
12130,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
12131,Water,Cropland,Wetland,NULL,Wetland,NULL,Shrubland,Forest
12132,Water,Cropland,Wetland,NULL,Wetland,NULL,Water,Grassland
12133,Water,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
12134,Water,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
12135,Water,Cropland,Wetland,NULL,Wetland,Water,NULL,Water
12136,Water,Cropland,Wetland,NULL,Wetland,Water,Water,Wetland
12137,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
12138,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
12139,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Water,NULL
12140,Water,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
12141,Water,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
12142,Water,Cropland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
12143,Water,Cropland,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
12144,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,NULL
12145,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
12146,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
12147,Water,Cropland,Wetland,Non_Water,Wetland,Cropland,Grassland,Grassland
12148,Water,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Grassland
12149,Water,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
12150,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
12151,Water,Cropland,Wetland,Water,Wetland,NULL,Water,Water
12152,Water,Cropland,Wetland,Water,Wetland,Bareland,Shrubland,Grassland
12153,Water,Cropland,Wetland,Water,Wetland,Water,Grassland,Grassland
12154,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
12155,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12156,Water,Cropland,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
12157,Water,Cropland,Bareland,Water,Non_Wetland,NULL,Grassland,Water
12158,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
12159,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
12160,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
12161,Water,Cropland,Water,NULL,Water,NULL,NULL,NULL
12162,Water,Cropland,Water,Water,Water,NULL,NULL,Grassland
12163,Water,Cropland,Water,Water,Water,NULL,NULL,Water
12164,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
12165,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
12166,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
12167,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
12168,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12169,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12170,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
12171,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12172,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
12173,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
12174,Water,Cropland,Forest,NULL,Non_Wetland,Water,Water,Grassland
12175,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
12176,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,NULL
12177,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
12178,Water,Wetland,NULL,NULL,Non_Wetland,Water,NULL,Water
12179,Water,Wetland,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
12180,Water,Wetland,NULL,Water,Non_Wetland,Forest,NULL,Wetland
12181,Water,Wetland,Shrubland,Water,Non_Wetland,Forest,Water,Forest
12182,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12183,Water,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12184,Water,Wetland,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
12185,Water,Wetland,Wetland,NULL,Wetland,Water,NULL,Water
12186,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
12187,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
12188,Water,Wetland,Wetland,NULL,Wetland,Forest,NULL,Grassland
12189,Water,Wetland,Wetland,NULL,Wetland,Forest,NULL,Forest
12190,Water,Wetland,Wetland,NULL,Wetland,Forest,Water,Water
12191,Water,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
12192,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
12193,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
12194,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
12195,Water,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
12196,Water,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Water
12197,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Water
12198,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
12199,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
12200,Water,Wetland,Wetland,Water,Wetland,Forest,Water,Water
12201,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
12202,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
12203,Water,Wetland,Water,Non_Water,Water,Forest,NULL,Forest
12204,Water,Wetland,Water,Non_Water,Water,Forest,Water,Water
12205,Water,Wetland,Water,Water,Water,Water,NULL,Forest
12206,Water,Wetland,Water,Water,Water,Water,Water,Wetland
12207,Water,Wetland,Water,Water,Water,Water,Water,Water
12208,Water,Wetland,Water,Water,Water,Water,Water,Forest
12209,Water,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
12210,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
12211,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
12212,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
12213,Water,Bareland,NULL,Water,Non_Wetland,Water,Water,Bareland
12214,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
12215,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
12216,Water,Bareland,Cropland,NULL,Non_Wetland,Water,Water,Bareland
12217,Water,Bareland,Cropland,NULL,Non_Wetland,Water,Water,Water
12218,Water,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
12219,Water,Bareland,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
12220,Water,Bareland,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
12221,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Bareland
12222,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
12223,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Bareland
12224,Water,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
12225,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
