Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MRV_M_R
3111,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
3112,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
3113,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
3114,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
3115,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
3116,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3117,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
3118,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3119,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
3120,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3121,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3122,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
3123,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3124,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
3125,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
3126,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
3127,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
3128,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
3129,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
3130,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
3131,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
3132,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3133,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
3134,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3135,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3136,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
3137,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
3138,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
3139,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
3140,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
3141,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
3142,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
3143,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
3144,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
3145,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
3146,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
3147,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
3148,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
3149,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
3150,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
3151,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
3152,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3153,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
3154,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3155,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
3156,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
3157,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3158,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3159,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
3160,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3161,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
3162,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3163,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3164,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3165,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3166,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3167,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3168,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
3169,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
3170,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
3171,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3172,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3173,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
3174,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3175,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
3176,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
3177,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
3178,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
3179,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
3180,Forest,NULL,Wetland,Water,Wetland,NULL,Forest,Forest
3181,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
3182,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
3183,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3184,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
3185,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
3186,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
3187,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
3188,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
3189,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
3190,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
3191,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
3192,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3193,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3194,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
3195,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
3196,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
3197,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
3198,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
3199,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
3200,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
3201,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
3202,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
3203,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
3204,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
3205,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
3206,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
3207,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
3208,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
3209,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
3210,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
3211,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
3212,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
3213,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
3214,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
3215,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland,Grassland,Forest
3216,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water,Wetland,Grassland
3217,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
3218,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3219,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
3220,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
3221,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3222,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3223,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
3224,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3225,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
3226,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
3227,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
3228,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
3229,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
3230,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
3231,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
3232,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
3233,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
3234,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3235,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
3236,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
3237,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3238,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3239,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3240,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
3241,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
3242,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
3243,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
3244,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
3245,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3246,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
3247,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
3248,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
3249,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
3250,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
3251,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3252,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
3253,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
3254,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
3255,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Wetland
3256,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Forest
3257,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
3258,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
3259,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
3260,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3261,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3262,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
3263,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3264,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3265,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3266,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3267,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3268,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
3269,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
3270,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
3271,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
3272,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
3273,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
3274,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Wetland
3275,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
3276,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
3277,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
3278,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
3279,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
3280,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
3281,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Forest
3282,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Forest,Grassland
3283,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
3284,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
3285,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
3286,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Forest
3287,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
3288,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
3289,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
3290,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
3291,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3292,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3293,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
3294,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3295,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
3296,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
3297,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
3298,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
3299,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
3300,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
3301,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
3302,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
3303,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
3304,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
3305,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Wetland
3306,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
3307,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
3308,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
3309,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3310,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
3311,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
3312,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
3313,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
3314,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Wetland
3315,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
3316,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Water,Grassland
3317,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Water,Wetland
3318,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Water,Water
3319,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Water,Forest
3320,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Forest,Forest
3321,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
3322,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
3323,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3324,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3325,Forest,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
3326,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
3327,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Wetland
3328,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
3329,Forest,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
3330,Forest,NULL,Built-up,Water,Non_Wetland,Water,Water,Grassland
3331,Forest,NULL,Water,NULL,Water,NULL,Water,Water
3332,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Forest
3333,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
3334,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
3335,Forest,NULL,Water,NULL,Water,Wetland,Water,Grassland
3336,Forest,NULL,Water,NULL,Water,Wetland,Water,Wetland
3337,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
3338,Forest,NULL,Water,NULL,Water,Water,Grassland,Forest
3339,Forest,NULL,Water,NULL,Water,Water,Wetland,Grassland
3340,Forest,NULL,Water,NULL,Water,Water,Wetland,Wetland
3341,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
3342,Forest,NULL,Water,NULL,Water,Water,Water,Grassland
3343,Forest,NULL,Water,NULL,Water,Water,Water,Wetland
3344,Forest,NULL,Water,NULL,Water,Water,Water,Water
3345,Forest,NULL,Water,NULL,Water,Water,Water,Forest
3346,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
3347,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
3348,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
3349,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Water
3350,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Forest
3351,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Forest
3352,Forest,NULL,Water,Non_Water,Water,Water,Water,Grassland
3353,Forest,NULL,Water,Non_Water,Water,Water,Water,Wetland
3354,Forest,NULL,Water,Non_Water,Water,Water,Water,Water
3355,Forest,NULL,Water,Non_Water,Water,Water,Water,Forest
3356,Forest,NULL,Water,Water,Water,NULL,Wetland,Forest
3357,Forest,NULL,Water,Water,Water,NULL,Water,Forest
3358,Forest,NULL,Water,Water,Water,Grassland,Wetland,Wetland
3359,Forest,NULL,Water,Water,Water,Grassland,Wetland,Forest
3360,Forest,NULL,Water,Water,Water,Grassland,Water,Forest
3361,Forest,NULL,Water,Water,Water,Wetland,Grassland,Forest
3362,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
3363,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
3364,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
3365,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
3366,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
3367,Forest,NULL,Water,Water,Water,Wetland,Water,Water
3368,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
3369,Forest,NULL,Water,Water,Water,Wetland,Forest,Forest
3370,Forest,NULL,Water,Water,Water,Water,Grassland,Forest
3371,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
3372,Forest,NULL,Water,Water,Water,Water,Wetland,Wetland
3373,Forest,NULL,Water,Water,Water,Water,Wetland,Water
3374,Forest,NULL,Water,Water,Water,Water,Wetland,Forest
3375,Forest,NULL,Water,Water,Water,Water,Water,Grassland
3376,Forest,NULL,Water,Water,Water,Water,Water,Wetland
3377,Forest,NULL,Water,Water,Water,Water,Water,Bareland
3378,Forest,NULL,Water,Water,Water,Water,Water,Water
3379,Forest,NULL,Water,Water,Water,Water,Water,Forest
3380,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3381,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3382,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
3383,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3384,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3385,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3386,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3387,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3388,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3389,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
3390,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3391,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
3392,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3393,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
3394,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3395,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3396,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3397,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
3398,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3399,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3400,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3401,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3402,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3403,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
3404,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3405,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3406,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
3407,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3408,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
3409,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3410,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
3411,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
3412,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
3413,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3414,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
3415,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3416,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3417,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3418,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
3419,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3420,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
3421,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3422,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3423,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3424,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3425,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3426,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3427,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
3428,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3429,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3430,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3431,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
3432,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
3433,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
3434,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
3435,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
3436,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3437,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3438,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3439,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3440,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
3441,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3442,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3443,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
3444,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3445,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3446,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
3447,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3448,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
3449,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3450,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3451,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3452,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3453,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
3454,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
3455,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
3456,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3457,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
3458,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
