Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MGR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MGR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MGR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MGR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MGR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MGR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MGR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MGR_M_R
1521,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Grassland
1522,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Grassland
1523,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Water
1524,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
1525,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland,Water,Grassland
1526,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1527,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1528,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1529,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1530,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1531,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1532,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1533,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1534,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
1535,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1536,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1537,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1538,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
1539,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1540,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1541,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1542,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Water
1543,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1544,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1545,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
1546,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1547,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1548,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1549,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1550,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1551,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1552,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1553,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1554,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
1555,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Water
1556,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
1557,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1558,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
1559,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1560,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1561,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Water
1562,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1563,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Water
1564,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1565,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
1566,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1567,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1568,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1569,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
1570,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1571,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1572,Forest,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
1573,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
1574,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Water
1575,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Forest
1576,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1577,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
1578,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Water
1579,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
1580,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
1581,Forest,NULL,Water,NULL,Water,Water,Wetland,Grassland
1582,Forest,NULL,Water,NULL,Water,Water,Wetland,Water
1583,Forest,NULL,Water,Non_Water,Water,NULL,Wetland,Wetland
1584,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
1585,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Water
1586,Forest,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
1587,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
1588,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
1589,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
1590,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
1591,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Water
1592,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Forest
1593,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
1594,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Water
1595,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Forest
1596,Forest,NULL,Water,Non_Water,Water,Water,Water,Grassland
1597,Forest,NULL,Water,Water,Water,NULL,Wetland,Water
1598,Forest,NULL,Water,Water,Water,Grassland,Wetland,Grassland
1599,Forest,NULL,Water,Water,Water,Grassland,Wetland,Wetland
1600,Forest,NULL,Water,Water,Water,Grassland,Wetland,Water
1601,Forest,NULL,Water,Water,Water,Grassland,Wetland,Forest
1602,Forest,NULL,Water,Water,Water,Grassland,Water,Grassland
1603,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1604,Forest,NULL,Water,Water,Water,Wetland,Wetland,Water
1605,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
1606,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
1607,Forest,NULL,Water,Water,Water,Wetland,Water,Water
1608,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
1609,Forest,NULL,Water,Water,Water,Water,Wetland,Wetland
1610,Forest,NULL,Water,Water,Water,Water,Wetland,Water
1611,Forest,NULL,Water,Water,Water,Water,Wetland,Forest
1612,Forest,NULL,Water,Water,Water,Water,Water,Grassland
1613,Forest,NULL,Water,Water,Water,Water,Water,Wetland
1614,Forest,NULL,Water,Water,Water,Water,Water,Water
1615,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1616,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1617,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1618,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1619,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1620,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1621,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1622,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1623,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1624,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1625,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1626,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1627,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1628,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1629,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1630,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1631,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1632,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1633,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1634,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1635,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
1636,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1637,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1638,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1639,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1640,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1641,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1642,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1643,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1644,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1645,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1646,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1647,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1648,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1649,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1650,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1651,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1652,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1653,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1654,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Water
1655,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1656,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
1657,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1658,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1659,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1660,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1661,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1662,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
1663,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1664,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
1665,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1666,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1667,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1668,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1669,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1670,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1671,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1672,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1673,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1674,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1675,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1676,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1677,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1678,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1679,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1680,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1681,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1682,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1683,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1684,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1685,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1686,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1687,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1688,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1689,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1690,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1691,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
1692,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1693,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1694,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Water
1695,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
1696,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1697,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1698,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
1699,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
1700,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1701,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1702,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1703,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1704,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1705,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
1706,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1707,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1708,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
1709,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1710,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1711,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1712,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1713,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1714,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1715,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1716,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
1717,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1718,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1719,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1720,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1721,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1722,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
1723,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
1724,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1725,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
1726,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1727,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
1728,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
1729,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1730,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1731,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1732,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1733,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
1734,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1735,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1736,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1737,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1738,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
1739,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
1740,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
1741,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1742,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1743,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1744,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1745,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
1746,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1747,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1748,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1749,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1750,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1751,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1752,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1753,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
1754,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1755,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1756,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1757,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1758,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1759,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1760,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1761,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
1762,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
1763,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
1764,Forest,Wetland,Water,NULL,Water,Water,Wetland,Grassland
1765,Forest,Wetland,Water,NULL,Water,Water,Wetland,Water
1766,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
1767,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
1768,Forest,Wetland,Water,Non_Water,Water,Grassland,Wetland,Water
1769,Forest,Wetland,Water,Non_Water,Water,Grassland,Wetland,Forest
1770,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
1771,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
1772,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
1773,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Water
1774,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
1775,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
1776,Forest,Wetland,Water,Water,Water,NULL,Wetland,Grassland
1777,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
1778,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Grassland
1779,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Forest
1780,Forest,Wetland,Water,Water,Water,Grassland,Water,Water
1781,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1782,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
1783,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Water
1784,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
1785,Forest,Wetland,Water,Water,Water,Wetland,Water,Grassland
1786,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
1787,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
1788,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
1789,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
1790,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
1791,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
1792,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
1793,Forest,Wetland,Water,Water,Water,Water,Water,Water
1794,Forest,Wetland,Water,Water,Water,Water,Water,Forest
1795,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1796,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1797,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1798,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1799,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1800,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1801,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1802,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1803,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1804,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1805,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1806,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1807,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1808,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1809,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1810,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
1811,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1812,Forest,Bareland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1813,Forest,Bareland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1814,Forest,Bareland,NULL,Water,Non_Wetland,Water,Water,Water
1815,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1816,Forest,Bareland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1817,Forest,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1818,Forest,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
1819,Forest,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
1820,Forest,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
1821,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
1822,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Water
1823,Forest,Bareland,Water,Water,Water,Grassland,Water,Water
1824,Forest,Bareland,Water,Water,Water,Water,Wetland,Water
1825,Forest,Bareland,Water,Water,Water,Water,Water,Water
1826,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1827,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1828,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1829,Forest,Built-up,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
1830,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1831,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
1832,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1833,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1834,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1835,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
1836,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Built-up
1837,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1838,Forest,Built-up,Wetland,Water,Wetland,Water,Wetland,Forest
1839,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1840,Forest,Built-up,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1841,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
1842,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1843,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1844,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1845,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1846,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1847,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1848,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1849,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1850,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1851,Forest,Built-up,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1852,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1853,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1854,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
1855,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1856,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
1857,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1858,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
1859,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1860,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1861,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
1862,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1863,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1864,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1865,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
