Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LZQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LZQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LZQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LZQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LZQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LZQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LZQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LZQ_M_R
22468,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Wetland
22469,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
22470,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
22471,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
22472,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
22473,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
22474,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
22475,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
22476,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
22477,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
22478,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Wetland
22479,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
22480,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
22481,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
22482,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
22483,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
22484,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
22485,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
22486,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
22487,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
22488,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
22489,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
22490,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
22491,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
22492,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
22493,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
22494,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
22495,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
22496,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
22497,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
22498,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Forest
22499,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
22500,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
22501,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
22502,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
22503,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Cropland,Built-up,NULL
22504,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Cropland,Built-up,Grassland
22505,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
22506,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
22507,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,Built-up,Forest
22508,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,Built-up,Grassland
22509,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,Built-up,Built-up
22510,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,Water,Forest
22511,Forest,Built-up,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
22512,Forest,Built-up,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
22513,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
22514,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
22515,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
22516,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
22517,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
22518,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
22519,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
22520,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Built-up
22521,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
22522,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
22523,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
22524,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
22525,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
22526,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
22527,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
22528,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
22529,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
22530,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Cropland
22531,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Wetland
22532,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Built-up
22533,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
22534,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
22535,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
22536,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Wetland
22537,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
22538,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
22539,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
22540,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
22541,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
22542,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
22543,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
22544,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
22545,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
22546,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
22547,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
22548,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
22549,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
22550,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
22551,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Wetland
22552,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
22553,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
22554,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
22555,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
22556,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
22557,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Built-up
22558,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
22559,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
22560,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland,Grassland,Built-up
22561,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland,Built-up,Grassland
22562,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland,Built-up,Cropland
22563,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
22564,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
22565,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Cropland
22566,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Built-up
22567,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
22568,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
22569,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
22570,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
22571,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
22572,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
22573,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
22574,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
22575,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Wetland
22576,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
22577,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
22578,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
22579,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
22580,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
22581,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
22582,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
22583,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
22584,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
22585,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
22586,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
22587,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Built-up,Wetland
22588,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Built-up,Forest
22589,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
22590,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
22591,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
22592,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
22593,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Built-up,Wetland
22594,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,NULL,Forest
22595,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
22596,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Forest,NULL,Grassland
22597,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
22598,Forest,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
22599,Forest,Built-up,Grassland,Water,Non_Wetland,NULL,Grassland,Grassland
22600,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
22601,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
22602,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
22603,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
22604,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
22605,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
22606,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
22607,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
22608,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
22609,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
22610,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
22611,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
22612,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
22613,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
22614,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
22615,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
22616,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
22617,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
22618,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
22619,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
22620,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Wetland
22621,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
22622,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
22623,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
22624,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
22625,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Water
22626,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
22627,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
22628,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
22629,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
22630,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
22631,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
22632,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
22633,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
22634,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
22635,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
22636,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
22637,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
22638,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
22639,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
22640,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
22641,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
22642,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
22643,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
22644,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
22645,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
22646,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
22647,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
22648,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
22649,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
22650,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
22651,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
22652,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
22653,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
22654,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
22655,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
22656,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
22657,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
22658,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Wetland
22659,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
22660,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
22661,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
22662,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Wetland
22663,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
22664,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
22665,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
22666,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
22667,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
22668,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
22669,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Wetland
22670,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
22671,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
22672,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
22673,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
22674,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
22675,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
22676,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
22677,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
22678,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
22679,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
22680,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
22681,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
22682,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
22683,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
22684,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
22685,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
22686,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
22687,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
22688,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
22689,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
22690,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
22691,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Forest
22692,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,Built-up,Forest
22693,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
22694,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
22695,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
22696,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
22697,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
22698,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
22699,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
22700,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
22701,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
22702,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
22703,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
22704,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
22705,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
22706,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
22707,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Forest
22708,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
22709,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
22710,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
22711,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
22712,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Forest
22713,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Cropland,Built-up,Grassland
22714,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Cropland,Built-up,Cropland
22715,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
22716,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
22717,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
22718,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
22719,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest,NULL,Wetland
22720,Forest,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
22721,Forest,Built-up,Cropland,Water,Non_Wetland,NULL,Built-up,Water
22722,Forest,Built-up,Cropland,Water,Non_Wetland,NULL,Water,Forest
22723,Forest,Built-up,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
22724,Forest,Built-up,Wetland,NULL,NULL,Bareland,NULL,Grassland
22725,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
22726,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Cropland
22727,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
22728,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
22729,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
22730,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
22731,Forest,Built-up,Wetland,NULL,Wetland,NULL,Grassland,Grassland
22732,Forest,Built-up,Wetland,NULL,Wetland,NULL,Grassland,Forest
22733,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,NULL
22734,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Grassland
22735,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Wetland
22736,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Built-up
22737,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Forest
22738,Forest,Built-up,Wetland,NULL,Wetland,NULL,Bareland,Grassland
22739,Forest,Built-up,Wetland,NULL,Wetland,NULL,Bareland,Wetland
22740,Forest,Built-up,Wetland,NULL,Wetland,NULL,Bareland,Forest
22741,Forest,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Grassland
22742,Forest,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Wetland
22743,Forest,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Built-up
22744,Forest,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Water
22745,Forest,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Forest
22746,Forest,Built-up,Wetland,NULL,Wetland,NULL,Water,Grassland
22747,Forest,Built-up,Wetland,NULL,Wetland,NULL,Water,Wetland
22748,Forest,Built-up,Wetland,NULL,Wetland,NULL,Water,Water
22749,Forest,Built-up,Wetland,NULL,Wetland,NULL,Water,Forest
22750,Forest,Built-up,Wetland,NULL,Wetland,NULL,Forest,Grassland
22751,Forest,Built-up,Wetland,NULL,Wetland,NULL,Forest,Wetland
22752,Forest,Built-up,Wetland,NULL,Wetland,NULL,Forest,Built-up
22753,Forest,Built-up,Wetland,NULL,Wetland,NULL,Forest,Forest
22754,Forest,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Grassland
22755,Forest,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Wetland
22756,Forest,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Forest
22757,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
22758,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Forest,Forest
22759,Forest,Built-up,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
22760,Forest,Built-up,Wetland,NULL,Wetland,Cropland,Built-up,Grassland
22761,Forest,Built-up,Wetland,NULL,Wetland,Cropland,Built-up,Wetland
22762,Forest,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Grassland
22763,Forest,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Wetland
22764,Forest,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Built-up
22765,Forest,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Water
22766,Forest,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Forest
22767,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
22768,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
22769,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Water
22770,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
22771,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,NULL
22772,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Wetland
22773,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Built-up
22774,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Forest
22775,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Water,Grassland
22776,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Water,Wetland
22777,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Water,Forest
22778,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Forest,Wetland
22779,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Forest,Forest
22780,Forest,Built-up,Wetland,NULL,Wetland,Bareland,NULL,Wetland
22781,Forest,Built-up,Wetland,NULL,Wetland,Bareland,NULL,Bareland
22782,Forest,Built-up,Wetland,NULL,Wetland,Built-up,NULL,Grassland
22783,Forest,Built-up,Wetland,NULL,Wetland,Built-up,NULL,Forest
22784,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Wetland
22785,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Forest
22786,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
22787,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Wetland
22788,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Built-up
