Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KVE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KVE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KVE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KVE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KVE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KVE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KVE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KVE_M_R
15093,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
15094,Forest,Water,Water,NULL,Water,NULL,Wetland,Wetland
15095,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
15096,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
15097,Forest,Water,Water,NULL,Water,NULL,Water,Grassland
15098,Forest,Water,Water,NULL,Water,NULL,Water,Wetland
15099,Forest,Water,Water,NULL,Water,NULL,Water,Water
15100,Forest,Water,Water,NULL,Water,NULL,Water,Forest
15101,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
15102,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
15103,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
15104,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
15105,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
15106,Forest,Water,Water,NULL,Water,Wetland,Water,Water
15107,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
15108,Forest,Water,Water,NULL,Water,Wetland,Forest,Water
15109,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
15110,Forest,Water,Water,NULL,Water,Water,NULL,Forest
15111,Forest,Water,Water,NULL,Water,Water,Wetland,Water
15112,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
15113,Forest,Water,Water,NULL,Water,Water,Water,Wetland
15114,Forest,Water,Water,NULL,Water,Water,Water,Water
15115,Forest,Water,Water,NULL,Water,Water,Water,Forest
15116,Forest,Water,Water,NULL,Water,Water,Forest,Water
15117,Forest,Water,Water,NULL,Water,Water,Forest,Forest
15118,Forest,Water,Water,NULL,Water,Forest,NULL,Grassland
15119,Forest,Water,Water,NULL,Water,Forest,NULL,Water
15120,Forest,Water,Water,NULL,Water,Forest,NULL,Forest
15121,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
15122,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
15123,Forest,Water,Water,NULL,Water,Forest,Water,Wetland
15124,Forest,Water,Water,NULL,Water,Forest,Water,Water
15125,Forest,Water,Water,NULL,Water,Forest,Water,Forest
15126,Forest,Water,Water,NULL,Water,Forest,Forest,Water
15127,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
15128,Forest,Water,Water,Non_Water,Water,NULL,Water,Wetland
15129,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
15130,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
15131,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
15132,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
15133,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
15134,Forest,Water,Water,Non_Water,Water,Wetland,Water,Wetland
15135,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
15136,Forest,Water,Water,Non_Water,Water,Water,Water,Water
15137,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
15138,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
15139,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Water
15140,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
15141,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
15142,Forest,Water,Water,Non_Water,Water,Forest,Forest,Water
15143,Forest,Water,Water,Water,Water,NULL,NULL,Water
15144,Forest,Water,Water,Water,Water,NULL,NULL,Forest
15145,Forest,Water,Water,Water,Water,NULL,Wetland,Grassland
15146,Forest,Water,Water,Water,Water,NULL,Wetland,Wetland
15147,Forest,Water,Water,Water,Water,NULL,Wetland,Water
15148,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
15149,Forest,Water,Water,Water,Water,NULL,Water,Wetland
15150,Forest,Water,Water,Water,Water,NULL,Water,Water
15151,Forest,Water,Water,Water,Water,NULL,Water,Forest
15152,Forest,Water,Water,Water,Water,NULL,Forest,Water
15153,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
15154,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
15155,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
15156,Forest,Water,Water,Water,Water,Wetland,Water,Water
15157,Forest,Water,Water,Water,Water,Wetland,Water,Forest
15158,Forest,Water,Water,Water,Water,Wetland,Forest,Water
15159,Forest,Water,Water,Water,Water,Water,NULL,Forest
15160,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
15161,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
15162,Forest,Water,Water,Water,Water,Water,Wetland,Water
15163,Forest,Water,Water,Water,Water,Water,Wetland,Forest
15164,Forest,Water,Water,Water,Water,Water,Water,Wetland
15165,Forest,Water,Water,Water,Water,Water,Water,Water
15166,Forest,Water,Water,Water,Water,Water,Water,Forest
15167,Forest,Water,Water,Water,Water,Water,Forest,Water
15168,Forest,Water,Water,Water,Water,Forest,NULL,Water
15169,Forest,Water,Water,Water,Water,Forest,NULL,Forest
15170,Forest,Water,Water,Water,Water,Forest,Wetland,Wetland
15171,Forest,Water,Water,Water,Water,Forest,Wetland,Water
15172,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
15173,Forest,Water,Water,Water,Water,Forest,Water,Water
15174,Forest,Water,Water,Water,Water,Forest,Water,Forest
15175,Forest,Water,Water,Water,Water,Forest,Forest,Water
15176,Forest,Water,Water,Water,Water,Forest,Forest,Forest
15177,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
15178,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
15179,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
15180,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
15181,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
15182,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
15183,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
15184,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
15185,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
15186,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
15187,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
15188,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
15189,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
15190,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Wetland
15191,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
15192,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
15193,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
15194,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
15195,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
15196,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
15197,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
15198,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
15199,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
15200,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
15201,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
15202,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
15203,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
15204,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
15205,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
15206,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
15207,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
15208,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
15209,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
15210,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
15211,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
15212,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
15213,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
15214,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
15215,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
15216,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
15217,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
15218,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
15219,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
15220,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
15221,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
15222,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
15223,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
15224,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
15225,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
15226,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
15227,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
15228,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
15229,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,NULL
15230,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Grassland
15231,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Cropland
15232,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Wetland
15233,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
15234,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
15235,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
15236,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
15237,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
15238,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
15239,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
15240,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
15241,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
15242,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
15243,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
15244,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
15245,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
15246,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
15247,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
15248,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
15249,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
15250,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
15251,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
15252,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
15253,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
15254,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
15255,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
15256,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
15257,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
15258,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
15259,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
15260,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
15261,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
15262,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
15263,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
15264,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
15265,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
15266,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
15267,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
15268,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
15269,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
15270,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
15271,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Grassland
15272,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
15273,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
15274,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
15275,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
15276,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
15277,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
15278,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
15279,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Wetland
15280,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
15281,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
15282,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Wetland
15283,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
15284,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
15285,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
15286,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
15287,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
15288,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
15289,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
15290,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
15291,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
15292,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
15293,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
15294,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
15295,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
15296,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
15297,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
15298,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Water
15299,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Forest
15300,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
15301,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Cropland
15302,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
15303,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
15304,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Cropland
15305,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Wetland
15306,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
15307,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
15308,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
15309,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
15310,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
15311,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
15312,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
15313,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
15314,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
15315,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
15316,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
15317,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
15318,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
15319,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
15320,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
15321,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
15322,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
15323,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
15324,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
15325,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
15326,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Built-up
15327,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
15328,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
15329,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
15330,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
15331,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
15332,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
15333,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Grassland
15334,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Wetland
15335,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
15336,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
15337,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
15338,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
15339,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
15340,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Built-up
15341,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
15342,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
15343,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
15344,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
15345,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
15346,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
15347,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
15348,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
15349,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
15350,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
15351,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
15352,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
15353,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
15354,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
15355,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
15356,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
15357,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Built-up
15358,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
15359,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
15360,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
15361,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
15362,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
15363,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
15364,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
15365,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
15366,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
15367,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
15368,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
15369,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
15370,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
15371,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Built-up
15372,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
15373,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
15374,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
15375,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
15376,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
15377,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
15378,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
15379,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Bareland
15380,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
15381,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
15382,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
15383,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
15384,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
15385,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
15386,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
15387,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
15388,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
15389,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
15390,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
15391,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
15392,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
15393,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
15394,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
15395,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
15396,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
15397,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
15398,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,NULL,Bareland
15399,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
15400,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
15401,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
15402,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
15403,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
15404,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
15405,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
15406,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Wetland
15407,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
15408,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
15409,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
15410,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
15411,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
15412,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Bareland
15413,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Built-up
15414,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
15415,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
15416,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
15417,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
15418,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
15419,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
15420,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
15421,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
15422,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Cropland
15423,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
15424,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Built-up
15425,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
15426,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
15427,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Built-up,Grassland
15428,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
15429,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Wetland
15430,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
15431,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
15432,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
15433,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
15434,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
15435,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
15436,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Built-up
15437,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
15438,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
15439,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
15440,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
15441,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
15442,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
15443,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
15444,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
15445,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Cropland
15446,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
15447,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
15448,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
15449,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
15450,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Bareland,Forest
15451,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Built-up,Forest
15452,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
15453,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
15454,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Water
