Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LMG_M_R
15808,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,NULL
15809,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
15810,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
15811,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
15812,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
15813,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
15814,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
15815,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
15816,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
15817,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Water
15818,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
15819,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
15820,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
15821,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
15822,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
15823,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
15824,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Water
15825,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
15826,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
15827,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
15828,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
15829,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Water
15830,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
15831,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
15832,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
15833,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
15834,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
15835,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
15836,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
15837,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Water
15838,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
15839,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,NULL
15840,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
15841,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
15842,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
15843,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
15844,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
15845,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
15846,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
15847,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
15848,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
15849,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Water,Forest
15850,Forest,Water,Forest,Water,Non_Wetland,Wetland,Shrubland,Forest
15851,Forest,Water,Forest,Water,Non_Wetland,Water,Shrubland,Water
15852,Forest,Water,Forest,Water,Non_Wetland,Water,Shrubland,Forest
15853,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
15854,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
15855,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
15856,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
15857,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
15858,Forest,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Water
15859,Forest,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
15860,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
15861,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
15862,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
15863,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
15864,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
15865,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
15866,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
15867,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
15868,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
15869,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
15870,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
15871,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
15872,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
15873,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
15874,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
15875,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
15876,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
15877,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
15878,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
15879,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
15880,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
15881,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
15882,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
15883,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
15884,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
15885,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
15886,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
15887,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
15888,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
15889,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
15890,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
15891,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
15892,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
15893,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
15894,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
15895,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
15896,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15897,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
15898,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
15899,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
15900,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
15901,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
15902,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15903,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
15904,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
15905,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
15906,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
15907,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
15908,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
15909,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
15910,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
15911,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
15912,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
15913,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
15914,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
15915,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Water
15916,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
15917,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
15918,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
15919,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
15920,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
15921,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Bareland
15922,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
15923,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
15924,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
15925,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
15926,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
15927,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
15928,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
15929,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
15930,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
15931,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
15932,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
15933,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
15934,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
15935,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
15936,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
15937,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
15938,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
15939,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
15940,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
15941,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
15942,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
15943,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
15944,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
15945,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
15946,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
15947,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
15948,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
15949,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
15950,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
15951,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
15952,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
15953,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
15954,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
15955,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
15956,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
15957,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
15958,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
15959,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
15960,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
15961,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
15962,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
15963,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
15964,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
15965,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
15966,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
15967,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
15968,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
15969,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Water
15970,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
15971,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
15972,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
15973,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
15974,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
15975,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
15976,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
15977,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
15978,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
15979,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
15980,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
15981,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
15982,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
15983,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
15984,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Built-up
15985,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
15986,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
15987,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
15988,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
15989,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
15990,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
15991,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
15992,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
15993,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
15994,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
15995,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Built-up,NULL
15996,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
15997,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Water
15998,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
15999,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
16000,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
16001,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
16002,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
16003,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
16004,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
16005,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
16006,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
16007,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
16008,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
16009,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
16010,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
16011,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
16012,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
16013,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
16014,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
16015,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
16016,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
16017,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
16018,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
16019,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
16020,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
16021,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
16022,Forest,Forest,NULL,Water,Non_Wetland,NULL,Shrubland,Bareland
16023,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
16024,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
16025,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,NULL,Forest
16026,Forest,Forest,NULL,Water,Non_Wetland,Forest,Shrubland,Forest
16027,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
16028,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
16029,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
16030,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
16031,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
16032,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
16033,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
16034,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
16035,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
16036,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
16037,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
16038,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
16039,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
16040,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
16041,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
16042,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
16043,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
16044,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
16045,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
16046,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
16047,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
16048,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
16049,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
16050,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
16051,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
16052,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
16053,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
16054,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
16055,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
16056,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
16057,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
16058,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
16059,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
16060,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
16061,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
16062,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
16063,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
16064,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
16065,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16066,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16067,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
16068,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
16069,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
16070,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
16071,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
16072,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16073,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
16074,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16075,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
16076,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
16077,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
16078,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
16079,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
16080,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
16081,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
16082,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
16083,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
16084,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
16085,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
16086,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
16087,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
16088,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
16089,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
16090,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
16091,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
16092,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
16093,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
16094,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
16095,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
16096,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
16097,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
16098,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
16099,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
16100,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
16101,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
16102,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
16103,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
16104,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16105,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
16106,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
16107,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
16108,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
16109,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
16110,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
16111,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
16112,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
16113,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
16114,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
16115,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
16116,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
16117,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
16118,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
16119,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
16120,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
16121,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
16122,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
16123,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
16124,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
16125,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
16126,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
16127,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
16128,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
16129,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
16130,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Bareland,NULL
16131,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
16132,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
16133,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
16134,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
16135,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
16136,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
