Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LMN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LMN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LMN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LMN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LMN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LMN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LMN_M_R
1839,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1840,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1841,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1842,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1843,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
1844,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1845,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1846,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1847,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1848,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1849,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1850,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1851,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1852,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
1853,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1854,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1855,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1856,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1857,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1858,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1859,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1860,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
1861,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1862,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1863,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1864,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1865,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1866,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1867,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1868,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1869,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1870,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1871,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1872,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1873,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1874,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1875,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1876,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1877,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
1878,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1879,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1880,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1881,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1882,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1883,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1884,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1885,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1886,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
1887,Bareland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
1888,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1889,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1890,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1891,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1892,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1893,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1894,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1895,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1896,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1897,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1898,Bareland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1899,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1900,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1901,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1902,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1903,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1904,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1905,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1906,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1907,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1908,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1909,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1910,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1911,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
1912,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1913,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1914,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1915,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1916,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1917,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1918,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1919,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1920,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1921,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1922,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1923,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1924,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1925,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
1926,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1927,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1928,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1929,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1930,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1931,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1932,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1933,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1934,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1935,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1936,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
1937,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1938,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1939,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1940,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1941,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1942,Bareland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1943,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1944,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
1945,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1946,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1947,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1948,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1949,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1950,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1951,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
1952,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
1953,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1954,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1955,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
1956,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
1957,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1958,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
1959,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1960,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1961,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1962,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1963,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1964,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1965,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1966,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1967,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1968,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1969,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1970,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1971,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1972,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1973,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1974,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1975,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1976,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1977,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1978,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1979,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1980,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1981,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1982,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1983,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
1984,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
1985,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
1986,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
1987,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1988,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1989,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1990,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1991,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1992,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1993,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1994,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1995,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1996,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1997,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1998,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1999,Bareland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2000,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Cropland
2001,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2002,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2003,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
2004,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2005,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2006,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2007,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2008,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2009,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
2010,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
2011,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2012,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2013,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2014,Bareland,Cropland,Water,NULL,Water,Grassland,NULL,Grassland
2015,Bareland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
2016,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2017,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2018,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2019,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2020,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2021,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2022,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2023,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
2024,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
2025,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2026,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
2027,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2028,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2029,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2030,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2031,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2032,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2033,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2034,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2035,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
2036,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2037,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2038,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2039,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2040,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2041,Bareland,Built-up,Wetland,NULL,Wetland,Water,Grassland,Forest
2042,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2043,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2044,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
2045,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2046,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2047,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2048,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
2049,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2050,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2051,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2052,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2053,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2054,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2055,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2056,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2057,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2058,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
2059,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2060,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2061,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2062,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
2063,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2064,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
2065,Water,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2066,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2067,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
2068,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
2069,Water,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
2070,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2071,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2072,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2073,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2074,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2075,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2076,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2077,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
2078,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2079,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2080,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2081,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2082,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
2083,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2084,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
2085,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2086,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2087,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2088,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
2089,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
2090,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
2091,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
2092,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
2093,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
2094,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2095,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2096,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2097,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2098,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2099,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
2100,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2101,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2102,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2103,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2104,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2105,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
2106,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Forest
2107,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2108,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2109,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2110,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
2111,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
2112,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
2113,Water,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
2114,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
2115,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2116,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2117,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2118,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2119,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2120,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
2121,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2122,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2123,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2124,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2125,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2126,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
2127,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
2128,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2129,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2130,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2131,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
2132,Water,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
2133,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2134,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
2135,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
2136,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2137,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
2138,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2139,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2140,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2141,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
2142,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
2143,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
2144,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
2145,Water,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
2146,Water,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
2147,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
2148,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
2149,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2150,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
2151,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2152,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
2153,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
2154,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
2155,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
2156,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
2157,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
2158,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
