Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MES_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MES_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MES_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MES_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MES_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MES_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MES_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MES_M_R
3657,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
3658,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Water
3659,Wetland,Wetland,Water,Water,Water,Wetland,Water,Grassland
3660,Wetland,Wetland,Water,Water,Water,Wetland,Water,Wetland
3661,Wetland,Wetland,Water,Water,Water,Wetland,Water,Water
3662,Wetland,Wetland,Water,Water,Water,Bareland,Wetland,Grassland
3663,Wetland,Wetland,Water,Water,Water,Bareland,Wetland,Forest
3664,Wetland,Wetland,Water,Water,Water,Water,Wetland,Grassland
3665,Wetland,Wetland,Water,Water,Water,Water,Wetland,Wetland
3666,Wetland,Wetland,Water,Water,Water,Water,Wetland,Water
3667,Wetland,Wetland,Water,Water,Water,Water,Wetland,Forest
3668,Wetland,Wetland,Water,Water,Water,Water,Water,Grassland
3669,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
3670,Wetland,Wetland,Water,Water,Water,Water,Water,Water
3671,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3672,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3673,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3674,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3675,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3676,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3677,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3678,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
3679,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3680,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3681,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
3682,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
3683,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3684,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
3685,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
3686,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3687,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3688,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
3689,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
3690,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
3691,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
3692,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
3693,Wetland,Bareland,Wetland,Water,Wetland,Water,Water,Water
3694,Wetland,Water,Wetland,NULL,Wetland,NULL,Water,Forest
3695,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3696,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3697,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
3698,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3699,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3700,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3701,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
3702,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3703,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
3704,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
3705,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
3706,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
3707,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
3708,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
3709,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3710,Wetland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
3711,Wetland,Water,Water,NULL,Water,Wetland,Wetland,Grassland
3712,Wetland,Water,Water,Non_Water,Water,Water,Wetland,Water
3713,Wetland,Water,Water,Non_Water,Water,Water,Water,Grassland
3714,Wetland,Water,Water,Water,Water,Wetland,Wetland,Grassland
3715,Wetland,Water,Water,Water,Water,Wetland,Wetland,Water
3716,Wetland,Water,Water,Water,Water,Wetland,Water,Grassland
3717,Wetland,Water,Water,Water,Water,Wetland,Water,Wetland
3718,Wetland,Water,Water,Water,Water,Wetland,Water,Water
3719,Wetland,Water,Water,Water,Water,Bareland,Water,Water
3720,Wetland,Water,Water,Water,Water,Water,Wetland,Grassland
3721,Wetland,Water,Water,Water,Water,Water,Wetland,Wetland
3722,Wetland,Water,Water,Water,Water,Water,Water,Grassland
3723,Wetland,Water,Water,Water,Water,Water,Water,Wetland
3724,Wetland,Water,Water,Water,Water,Water,Water,Water
3725,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3726,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3727,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3728,Wetland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3729,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3730,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
3731,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3732,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3733,Wetland,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
3734,Wetland,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
3735,Wetland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
3736,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3737,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3738,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3739,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3740,Wetland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3741,Wetland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3742,Wetland,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
3743,Wetland,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
3744,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3745,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3746,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3747,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3748,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3749,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
3750,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
3751,Wetland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3752,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3753,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3754,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
3755,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
3756,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Water
3757,Wetland,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
3758,Wetland,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
3759,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Grassland
3760,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Wetland
3761,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Water
3762,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Forest
3763,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3764,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
3765,Wetland,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
3766,Wetland,Forest,Water,NULL,Water,Water,Wetland,Grassland
3767,Wetland,Forest,Water,Water,Water,Wetland,Wetland,Grassland
3768,Wetland,Forest,Water,Water,Water,Wetland,Water,Grassland
3769,Wetland,Forest,Water,Water,Water,Water,Wetland,Grassland
3770,Wetland,Forest,Water,Water,Water,Water,Water,Grassland
3771,Wetland,Forest,Water,Water,Water,Water,Water,Water
3772,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3773,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3774,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3775,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3776,Wetland,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
3777,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3778,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Bareland
3779,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3780,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
3781,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
3782,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
3783,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
3784,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Bareland
3785,Bareland,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
3786,Bareland,NULL,Water,Water,Water,Water,Water,Water
3787,Bareland,Wetland,Wetland,Water,Wetland,Water,Water,Water
3788,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Water
3789,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Forest
3790,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Water
3791,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
3792,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
3793,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
3794,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
3795,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
3796,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Forest
3797,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
3798,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
3799,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Wetland,Water
3800,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
3801,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Water
3802,Bareland,Bareland,Water,Water,Water,Water,Wetland,Water
3803,Bareland,Bareland,Water,Water,Water,Water,Water,Water
3804,Bareland,Bareland,Water,Water,Water,Water,Water,Forest
3805,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3806,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3807,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3808,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3809,Bareland,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Forest
3810,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up,Bareland,Forest
3811,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3812,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3813,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3814,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
3815,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
3816,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
3817,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3818,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3819,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
3820,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
3821,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
3822,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
3823,Bareland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3824,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
3825,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Water
3826,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
3827,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Water
3828,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Forest
3829,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
3830,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
3831,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3832,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
3833,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
3834,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
3835,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
3836,Bareland,Water,Wetland,Water,Wetland,Built-up,Water,Water
3837,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
3838,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Water
3839,Bareland,Water,Wetland,Water,Wetland,Water,Water,Grassland
3840,Bareland,Water,Wetland,Water,Wetland,Water,Water,Wetland
3841,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
3842,Bareland,Water,Wetland,Water,Wetland,Water,Water,Forest
3843,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
3844,Bareland,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
3845,Bareland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
3846,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
3847,Bareland,Water,Water,NULL,Water,Water,Water,Water
3848,Bareland,Water,Water,Non_Water,Water,Bareland,Water,Water
3849,Bareland,Water,Water,Non_Water,Water,Water,Wetland,Water
3850,Bareland,Water,Water,Non_Water,Water,Water,Water,Water
3851,Bareland,Water,Water,Water,Water,Wetland,Water,Grassland
3852,Bareland,Water,Water,Water,Water,Bareland,Water,Grassland
3853,Bareland,Water,Water,Water,Water,Bareland,Water,Water
3854,Bareland,Water,Water,Water,Water,Water,Wetland,Water
3855,Bareland,Water,Water,Water,Water,Water,Water,Water
3856,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3857,Bareland,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
3858,Bareland,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
3859,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
3860,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3861,Bareland,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
3862,Bareland,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
3863,Bareland,Forest,Water,Water,Water,Bareland,Wetland,Water
3864,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3865,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
3866,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3867,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3868,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
3869,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3870,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
3871,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
3872,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3873,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
3874,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
3875,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
3876,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
3877,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
3878,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Forest
3879,Water,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
3880,Water,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
3881,Water,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
3882,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
3883,Water,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
3884,Water,NULL,NULL,Water,Non_Wetland,Water,Wetland,Water
3885,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
3886,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Water
3887,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3888,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3889,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3890,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3891,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
3892,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
3893,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
3894,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
3895,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Water
3896,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
3897,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
3898,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3899,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3900,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3901,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3902,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3903,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
3904,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Water
3905,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
3906,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Water
3907,Water,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
3908,Water,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Water
3909,Water,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Forest
3910,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
3911,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Wetland
3912,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Water
3913,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3914,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Water
3915,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
3916,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
3917,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3918,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3919,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3920,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3921,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
3922,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3923,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
3924,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
3925,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
3926,Water,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3927,Water,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3928,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
3929,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
3930,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
3931,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
3932,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
3933,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
3934,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
3935,Water,NULL,Wetland,NULL,Wetland,Forest,Wetland,Water
3936,Water,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
3937,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3938,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
3939,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3940,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3941,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3942,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3943,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3944,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3945,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
3946,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3947,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
3948,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
3949,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
3950,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
3951,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
3952,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3953,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3954,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
3955,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3956,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
3957,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
3958,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
3959,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
3960,Water,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
3961,Water,NULL,Wetland,Water,Wetland,NULL,Wetland,Water
3962,Water,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
3963,Water,NULL,Wetland,Water,Wetland,NULL,Water,Water
3964,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3965,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
3966,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
3967,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Water
3968,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3969,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3970,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
3971,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
3972,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
3973,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
3974,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
3975,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
3976,Water,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
3977,Water,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
3978,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
3979,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
3980,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Water
3981,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
3982,Water,NULL,Wetland,Water,Wetland,Built-up,Water,Grassland
3983,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
3984,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
3985,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Water
3986,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
3987,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
3988,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
3989,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
3990,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
3991,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland,Wetland,Grassland
3992,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3993,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3994,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3995,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
3996,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Water
3997,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
3998,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
3999,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
4000,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
4001,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4002,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4003,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4004,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4005,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
4006,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
4007,Water,NULL,Bareland,Water,Non_Wetland,NULL,Water,Water
4008,Water,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
4009,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
4010,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
4011,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
4012,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
4013,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
