Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NVF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NVF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NVF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NVF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NVF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NVF_M_R
885,Water,Wetland,NULL,Water,Non_Wetland,Grassland
886,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
887,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
888,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water
889,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
890,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
891,Water,Wetland,Shrubland,Water,Non_Wetland,Water
892,Water,Wetland,Grassland,Non_Water,Non_Wetland,Forest
893,Water,Wetland,Grassland,Water,Non_Wetland,Grassland
894,Water,Wetland,Cropland,Non_Water,Non_Wetland,Forest
895,Water,Wetland,Wetland,NULL,Wetland,Grassland
896,Water,Wetland,Wetland,NULL,Wetland,Wetland
897,Water,Wetland,Wetland,NULL,Wetland,Water
898,Water,Wetland,Wetland,NULL,Wetland,Forest
899,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
900,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
901,Water,Wetland,Wetland,Non_Water,Wetland,Water
902,Water,Wetland,Wetland,Non_Water,Wetland,Forest
903,Water,Wetland,Wetland,Water,Wetland,Grassland
904,Water,Wetland,Wetland,Water,Wetland,Wetland
905,Water,Wetland,Wetland,Water,Wetland,Water
906,Water,Wetland,Wetland,Water,Wetland,Forest
907,Water,Wetland,Built-up,NULL,Non_Wetland,Water
908,Water,Wetland,Water,NULL,Water,Grassland
909,Water,Wetland,Water,NULL,Water,Water
910,Water,Wetland,Water,NULL,Water,Forest
911,Water,Wetland,Water,Non_Water,Water,Grassland
912,Water,Wetland,Water,Non_Water,Water,Water
913,Water,Wetland,Water,Non_Water,Water,Forest
914,Water,Wetland,Water,Water,Water,Grassland
915,Water,Wetland,Water,Water,Water,Wetland
916,Water,Wetland,Water,Water,Water,Water
917,Water,Wetland,Water,Water,Water,Forest
918,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
919,Water,Wetland,Forest,NULL,Non_Wetland,Water
920,Water,Wetland,Forest,NULL,Non_Wetland,Forest
921,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
922,Water,Wetland,Forest,Non_Water,Non_Wetland,Water
923,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
924,Water,Wetland,Forest,Water,Non_Wetland,Grassland
925,Water,Wetland,Forest,Water,Non_Wetland,Water
926,Water,Wetland,Forest,Water,Non_Wetland,Forest
927,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
928,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
929,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Water
930,Water,Bareland,Shrubland,Water,Non_Wetland,Water
931,Water,Bareland,Grassland,Water,Non_Wetland,Water
932,Water,Bareland,Wetland,NULL,Wetland,Water
933,Water,Bareland,Wetland,Non_Water,Wetland,Grassland
934,Water,Bareland,Wetland,Non_Water,Wetland,Water
935,Water,Bareland,Wetland,Non_Water,Wetland,Forest
936,Water,Bareland,Wetland,Water,Wetland,Grassland
937,Water,Bareland,Wetland,Water,Wetland,Bareland
938,Water,Bareland,Wetland,Water,Wetland,Water
939,Water,Bareland,Wetland,Water,Wetland,Forest
940,Water,Bareland,Built-up,Non_Water,Non_Wetland,Water
941,Water,Bareland,Built-up,Water,Non_Wetland,Bareland
942,Water,Bareland,Built-up,Water,Non_Wetland,Water
943,Water,Bareland,Water,Non_Water,Water,Water
944,Water,Bareland,Water,Non_Water,Water,Forest
945,Water,Bareland,Water,Water,Water,Water
946,Water,Bareland,Water,Water,Water,Forest
947,Water,Bareland,Forest,NULL,Non_Wetland,Water
948,Water,Bareland,Forest,Non_Water,Non_Wetland,Grassland
949,Water,Bareland,Forest,Non_Water,Non_Wetland,Water
950,Water,Bareland,Forest,Water,Non_Wetland,Grassland
951,Water,Built-up,NULL,NULL,Non_Wetland,Water
952,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
953,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
954,Water,Built-up,Shrubland,Water,Non_Wetland,Forest
955,Water,Built-up,Grassland,NULL,Non_Wetland,Water
956,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
957,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
958,Water,Built-up,Cropland,Water,Non_Wetland,Water
959,Water,Built-up,Wetland,NULL,Wetland,Grassland
960,Water,Built-up,Wetland,NULL,Wetland,Forest
961,Water,Built-up,Wetland,Non_Water,Wetland,Forest
962,Water,Built-up,Wetland,Water,Wetland,Water
963,Water,Built-up,Built-up,NULL,Non_Wetland,Water
964,Water,Built-up,Built-up,Water,Non_Wetland,Water
965,Water,Built-up,Water,NULL,Water,Water
966,Water,Built-up,Water,Water,Water,Water
967,Water,Built-up,Water,Water,Water,Forest
968,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
969,Water,Built-up,Forest,NULL,Non_Wetland,Water
970,Water,Built-up,Forest,NULL,Non_Wetland,Forest
971,Water,Built-up,Forest,Non_Water,Non_Wetland,Forest
972,Water,Built-up,Forest,Water,Non_Wetland,Forest
973,Water,Water,NULL,NULL,Non_Wetland,Water
974,Water,Water,NULL,NULL,Non_Wetland,Forest
975,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
976,Water,Water,NULL,Non_Water,Non_Wetland,Water
977,Water,Water,NULL,Non_Water,Non_Wetland,Forest
978,Water,Water,NULL,Water,Non_Wetland,Grassland
979,Water,Water,NULL,Water,Non_Wetland,Water
980,Water,Water,NULL,Water,Non_Wetland,Forest
981,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
982,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
983,Water,Water,Shrubland,NULL,Non_Wetland,Water
984,Water,Water,Shrubland,NULL,Non_Wetland,Forest
985,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
986,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
987,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
988,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
989,Water,Water,Shrubland,Water,Non_Wetland,Grassland
990,Water,Water,Shrubland,Water,Non_Wetland,Water
991,Water,Water,Shrubland,Water,Non_Wetland,Forest
992,Water,Water,Grassland,NULL,Non_Wetland,Grassland
993,Water,Water,Grassland,NULL,Non_Wetland,Bareland
994,Water,Water,Grassland,NULL,Non_Wetland,Water
995,Water,Water,Grassland,NULL,Non_Wetland,Forest
996,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
997,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
998,Water,Water,Grassland,Non_Water,Non_Wetland,Water
999,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1000,Water,Water,Grassland,Water,Non_Wetland,Grassland
1001,Water,Water,Grassland,Water,Non_Wetland,Water
1002,Water,Water,Grassland,Water,Non_Wetland,Forest
1003,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1004,Water,Water,Cropland,NULL,Non_Wetland,Water
1005,Water,Water,Cropland,NULL,Non_Wetland,Forest
1006,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1007,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1008,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1009,Water,Water,Cropland,Water,Non_Wetland,Grassland
1010,Water,Water,Cropland,Water,Non_Wetland,Water
1011,Water,Water,Cropland,Water,Non_Wetland,Forest
1012,Water,Water,Wetland,NULL,Wetland,Grassland
1013,Water,Water,Wetland,NULL,Wetland,Bareland
1014,Water,Water,Wetland,NULL,Wetland,Built-up
1015,Water,Water,Wetland,NULL,Wetland,Water
1016,Water,Water,Wetland,NULL,Wetland,Forest
1017,Water,Water,Wetland,Non_Water,Wetland,Grassland
1018,Water,Water,Wetland,Non_Water,Wetland,Bareland
1019,Water,Water,Wetland,Non_Water,Wetland,Water
1020,Water,Water,Wetland,Non_Water,Wetland,Forest
1021,Water,Water,Wetland,Water,Wetland,Grassland
1022,Water,Water,Wetland,Water,Wetland,Bareland
1023,Water,Water,Wetland,Water,Wetland,Built-up
1024,Water,Water,Wetland,Water,Wetland,Water
1025,Water,Water,Wetland,Water,Wetland,Forest
1026,Water,Water,Bareland,NULL,Non_Wetland,Water
1027,Water,Water,Bareland,NULL,Non_Wetland,Forest
1028,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1029,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1030,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1031,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1032,Water,Water,Bareland,Water,Non_Wetland,Bareland
1033,Water,Water,Bareland,Water,Non_Wetland,Water
1034,Water,Water,Bareland,Water,Non_Wetland,Forest
1035,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1036,Water,Water,Built-up,NULL,Non_Wetland,Built-up
1037,Water,Water,Built-up,NULL,Non_Wetland,Water
1038,Water,Water,Built-up,NULL,Non_Wetland,Forest
1039,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
1040,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1041,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1042,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
1043,Water,Water,Built-up,Water,Non_Wetland,Water
1044,Water,Water,Built-up,Water,Non_Wetland,Forest
1045,Water,Water,Water,NULL,Water,Grassland
1046,Water,Water,Water,NULL,Water,Bareland
1047,Water,Water,Water,NULL,Water,Built-up
1048,Water,Water,Water,NULL,Water,Water
1049,Water,Water,Water,NULL,Water,Forest
1050,Water,Water,Water,Non_Water,Water,Grassland
1051,Water,Water,Water,Non_Water,Water,Bareland
1052,Water,Water,Water,Non_Water,Water,Water
1053,Water,Water,Water,Non_Water,Water,Forest
1054,Water,Water,Water,Water,Water,Grassland
1055,Water,Water,Water,Water,Water,Bareland
1056,Water,Water,Water,Water,Water,Water
1057,Water,Water,Water,Water,Water,Forest
1058,Water,Water,Forest,NULL,Non_Wetland,Grassland
1059,Water,Water,Forest,NULL,Non_Wetland,Bareland
1060,Water,Water,Forest,NULL,Non_Wetland,Built-up
1061,Water,Water,Forest,NULL,Non_Wetland,Water
1062,Water,Water,Forest,NULL,Non_Wetland,Forest
1063,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1064,Water,Water,Forest,Non_Water,Non_Wetland,Water
1065,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1066,Water,Water,Forest,Water,Non_Wetland,Grassland
1067,Water,Water,Forest,Water,Non_Wetland,Bareland
1068,Water,Water,Forest,Water,Non_Wetland,Water
1069,Water,Water,Forest,Water,Non_Wetland,Forest
1070,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1071,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1072,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1073,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1074,Water,Forest,Shrubland,Water,Non_Wetland,Water
1075,Water,Forest,Shrubland,Water,Non_Wetland,Forest
1076,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1077,Water,Forest,Grassland,Non_Water,Non_Wetland,Bareland
1078,Water,Forest,Grassland,Non_Water,Non_Wetland,Water
1079,Water,Forest,Grassland,Non_Water,Non_Wetland,Forest
1080,Water,Forest,Grassland,Water,Non_Wetland,Water
1081,Water,Forest,Wetland,NULL,Wetland,Water
1082,Water,Forest,Wetland,NULL,Wetland,Forest
1083,Water,Forest,Wetland,Non_Water,Wetland,Water
1084,Water,Forest,Wetland,Non_Water,Wetland,Forest
1085,Water,Forest,Wetland,Water,Wetland,Grassland
1086,Water,Forest,Wetland,Water,Wetland,Water
1087,Water,Forest,Wetland,Water,Wetland,Forest
1088,Water,Forest,Bareland,Non_Water,Non_Wetland,Forest
1089,Water,Forest,Water,NULL,Water,Forest
1090,Water,Forest,Water,Non_Water,Water,Forest
1091,Water,Forest,Water,Water,Water,Water
1092,Water,Forest,Water,Water,Water,Forest
1093,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1094,Water,Forest,Forest,NULL,Non_Wetland,Water
1095,Water,Forest,Forest,NULL,Non_Wetland,Forest
1096,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
1097,Water,Forest,Forest,Non_Water,Non_Wetland,Water
1098,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
1099,Water,Forest,Forest,Water,Non_Wetland,Grassland
1100,Water,Forest,Forest,Water,Non_Wetland,Water
1101,Water,Forest,Forest,Water,Non_Wetland,Forest
1102,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
1103,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland
1104,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1105,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1106,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1107,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1108,Forest,NULL,NULL,Non_Water,Non_Wetland,Water
1109,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1110,Forest,NULL,NULL,Water,Non_Wetland,Water
1111,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1112,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1113,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1114,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1115,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1116,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1117,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1118,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1119,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1120,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water
1121,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1122,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1123,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1124,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
1125,Forest,NULL,Shrubland,Water,Non_Wetland,Water
1126,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1127,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1128,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1129,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1130,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1131,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1132,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water
1133,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
1134,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
1135,Forest,NULL,Grassland,Water,Non_Wetland,Water
1136,Forest,NULL,Grassland,Water,Non_Wetland,Forest
1137,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1138,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1139,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1140,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water
1141,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1142,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1143,Forest,NULL,Cropland,Water,Non_Wetland,Water
1144,Forest,NULL,Cropland,Water,Non_Wetland,Forest
1145,Forest,NULL,Wetland,NULL,Wetland,NULL
1146,Forest,NULL,Wetland,NULL,Wetland,Grassland
1147,Forest,NULL,Wetland,NULL,Wetland,Wetland
1148,Forest,NULL,Wetland,NULL,Wetland,Water
1149,Forest,NULL,Wetland,NULL,Wetland,Forest
1150,Forest,NULL,Wetland,Non_Water,Wetland,NULL
1151,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
1152,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
1153,Forest,NULL,Wetland,Non_Water,Wetland,Water
1154,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1155,Forest,NULL,Wetland,Water,Wetland,Grassland
1156,Forest,NULL,Wetland,Water,Wetland,Wetland
1157,Forest,NULL,Wetland,Water,Wetland,Bareland
1158,Forest,NULL,Wetland,Water,Wetland,Water
1159,Forest,NULL,Wetland,Water,Wetland,Forest
1160,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1161,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water
1162,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1163,Forest,NULL,Bareland,Water,Non_Wetland,Water
1164,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1165,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1166,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland
1167,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1168,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1169,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland
1170,Forest,NULL,Built-up,Non_Water,Non_Wetland,Water
1171,Forest,NULL,Built-up,Water,Non_Wetland,Grassland
1172,Forest,NULL,Built-up,Water,Non_Wetland,Wetland
1173,Forest,NULL,Built-up,Water,Non_Wetland,Water
1174,Forest,NULL,Water,NULL,Water,NULL
1175,Forest,NULL,Water,NULL,Water,Grassland
1176,Forest,NULL,Water,NULL,Water,Wetland
1177,Forest,NULL,Water,NULL,Water,Water
1178,Forest,NULL,Water,NULL,Water,Forest
1179,Forest,NULL,Water,Non_Water,Water,Grassland
1180,Forest,NULL,Water,Non_Water,Water,Wetland
1181,Forest,NULL,Water,Non_Water,Water,Bareland
1182,Forest,NULL,Water,Non_Water,Water,Water
1183,Forest,NULL,Water,Non_Water,Water,Forest
1184,Forest,NULL,Water,Water,Water,Grassland
1185,Forest,NULL,Water,Water,Water,Wetland
1186,Forest,NULL,Water,Water,Water,Water
1187,Forest,NULL,Water,Water,Water,Forest
1188,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1189,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1190,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1191,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1192,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1193,Forest,NULL,Forest,NULL,Non_Wetland,Water
1194,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1195,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1196,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1197,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
1198,Forest,NULL,Forest,Non_Water,Non_Wetland,Water
1199,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1200,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1201,Forest,NULL,Forest,Water,Non_Wetland,Wetland
1202,Forest,NULL,Forest,Water,Non_Wetland,Water
1203,Forest,NULL,Forest,Water,Non_Wetland,Forest
1204,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1205,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1206,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1207,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1208,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1209,Forest,Cropland,Wetland,NULL,Wetland,Forest
1210,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1211,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1212,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1213,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1214,Forest,Wetland,NULL,Water,Non_Wetland,Grassland
1215,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1216,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1217,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1218,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water
1219,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1220,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
1221,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1222,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1223,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1224,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
1225,Forest,Wetland,Shrubland,Water,Non_Wetland,Water
1226,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest
1227,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
1228,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
1229,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1230,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water
1231,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Forest
1232,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland
1233,Forest,Wetland,Grassland,Water,Non_Wetland,Water
1234,Forest,Wetland,Grassland,Water,Non_Wetland,Forest
1235,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest
1236,Forest,Wetland,Wetland,NULL,Wetland,NULL
1237,Forest,Wetland,Wetland,NULL,Wetland,Grassland
1238,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1239,Forest,Wetland,Wetland,NULL,Wetland,Water
1240,Forest,Wetland,Wetland,NULL,Wetland,Forest
1241,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland
1242,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
1243,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland
1244,Forest,Wetland,Wetland,Non_Water,Wetland,Water
1245,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
1246,Forest,Wetland,Wetland,Water,Wetland,Grassland
1247,Forest,Wetland,Wetland,Water,Wetland,Water
1248,Forest,Wetland,Wetland,Water,Wetland,Forest
1249,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1250,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
1251,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest
1252,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland
1253,Forest,Wetland,Bareland,Water,Non_Wetland,Bareland
1254,Forest,Wetland,Bareland,Water,Non_Wetland,Water
1255,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland
1256,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland
1257,Forest,Wetland,Built-up,NULL,Non_Wetland,Forest
1258,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
1259,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Water
1260,Forest,Wetland,Built-up,Water,Non_Wetland,Grassland
1261,Forest,Wetland,Built-up,Water,Non_Wetland,Water
1262,Forest,Wetland,Water,NULL,Water,Grassland
1263,Forest,Wetland,Water,NULL,Water,Water
1264,Forest,Wetland,Water,NULL,Water,Forest
1265,Forest,Wetland,Water,Non_Water,Water,Grassland
1266,Forest,Wetland,Water,Non_Water,Water,Water
1267,Forest,Wetland,Water,Non_Water,Water,Forest
1268,Forest,Wetland,Water,Water,Water,Grassland
1269,Forest,Wetland,Water,Water,Water,Wetland
1270,Forest,Wetland,Water,Water,Water,Water
1271,Forest,Wetland,Water,Water,Water,Forest
1272,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
1273,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1274,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
1275,Forest,Wetland,Forest,NULL,Non_Wetland,Water
1276,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1277,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL
1278,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1279,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1280,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water
1281,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
1282,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
1283,Forest,Wetland,Forest,Water,Non_Wetland,Water
1284,Forest,Wetland,Forest,Water,Non_Wetland,Forest
1285,Forest,Bareland,Grassland,Water,Non_Wetland,Water
1286,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Water
1287,Forest,Bareland,Cropland,Water,Non_Wetland,Water
1288,Forest,Bareland,Wetland,NULL,Wetland,Water
1289,Forest,Bareland,Wetland,NULL,Wetland,Forest
1290,Forest,Bareland,Wetland,Non_Water,Wetland,Water
1291,Forest,Bareland,Wetland,Non_Water,Wetland,Forest
1292,Forest,Bareland,Wetland,Water,Wetland,Grassland
1293,Forest,Bareland,Wetland,Water,Wetland,Water
1294,Forest,Bareland,Wetland,Water,Wetland,Forest
1295,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Water
1296,Forest,Bareland,Bareland,Water,Non_Wetland,Water
1297,Forest,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1298,Forest,Bareland,Built-up,Non_Water,Non_Wetland,Water
1299,Forest,Bareland,Built-up,Water,Non_Wetland,Bareland
1300,Forest,Bareland,Built-up,Water,Non_Wetland,Water
1301,Forest,Bareland,Built-up,Water,Non_Wetland,Forest
1302,Forest,Bareland,Water,Water,Water,Grassland
1303,Forest,Bareland,Water,Water,Water,Water
1304,Forest,Bareland,Forest,Water,Non_Wetland,Water
1305,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1306,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1307,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1308,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1309,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1310,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Water
1311,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1312,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1313,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1314,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1315,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1316,Forest,Built-up,Wetland,NULL,Wetland,Forest
1317,Forest,Built-up,Wetland,Non_Water,Wetland,Water
1318,Forest,Built-up,Wetland,Non_Water,Wetland,Forest
1319,Forest,Built-up,Wetland,Water,Wetland,Grassland
1320,Forest,Built-up,Wetland,Water,Wetland,Bareland
1321,Forest,Built-up,Wetland,Water,Wetland,Water
1322,Forest,Built-up,Wetland,Water,Wetland,Forest
1323,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
1324,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Water
1325,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1326,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1327,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1328,Forest,Built-up,Built-up,Water,Non_Wetland,Grassland
1329,Forest,Built-up,Built-up,Water,Non_Wetland,Bareland
1330,Forest,Built-up,Built-up,Water,Non_Wetland,Water
1331,Forest,Built-up,Built-up,Water,Non_Wetland,Forest
1332,Forest,Built-up,Water,NULL,Water,Forest
1333,Forest,Built-up,Water,Non_Water,Water,Forest
1334,Forest,Built-up,Water,Water,Water,Bareland
1335,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1336,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1337,Forest,Built-up,Forest,NULL,Non_Wetland,Water
