Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LYH_M_R
4285,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4286,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4287,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4288,Wetland,NULL,Wetland,Water,Wetland,NULL,Grassland,Wetland
4289,Wetland,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
4290,Wetland,NULL,Wetland,Water,Wetland,NULL,Wetland,Water
4291,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4292,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4293,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
4294,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
4295,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
4296,Wetland,NULL,Water,Non_Water,Water,Water,Water,Water
4297,Wetland,NULL,Water,Water,Water,NULL,Water,Grassland
4298,Wetland,NULL,Water,Water,Water,Grassland,Water,Water
4299,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
4300,Wetland,NULL,Water,Water,Water,Water,Wetland,Water
4301,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
4302,Wetland,NULL,Water,Water,Water,Water,Water,Water
4303,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4304,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4305,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
4306,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4307,Wetland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4308,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4309,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4310,Wetland,Cropland,Water,NULL,Water,Wetland,NULL,Grassland
4311,Wetland,Cropland,Water,Non_Water,Water,Wetland,Wetland,Grassland
4312,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4313,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4314,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4315,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4316,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
4317,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
4318,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
4319,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Water
4320,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
4321,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4322,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
4323,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4324,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4325,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
4326,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4327,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4328,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
4329,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
4330,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
4331,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
4332,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
4333,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
4334,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
4335,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
4336,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
4337,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Forest
4338,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Water
4339,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
4340,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
4341,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
4342,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Wetland
4343,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Water
4344,Wetland,Wetland,Water,Water,Water,Wetland,Water,Grassland
4345,Wetland,Wetland,Water,Water,Water,Wetland,Water,Wetland
4346,Wetland,Wetland,Water,Water,Water,Wetland,Water,Water
4347,Wetland,Wetland,Water,Water,Water,Wetland,Water,Forest
4348,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
4349,Wetland,Wetland,Water,Water,Water,Water,Water,Water
4350,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
4351,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
4352,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
4353,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4354,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4355,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Wetland
4356,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
4357,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
4358,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
4359,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
4360,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Water
4361,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
4362,Wetland,Water,Water,NULL,Water,Wetland,Water,Wetland
4363,Wetland,Water,Water,NULL,Water,Water,Water,Water
4364,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Water
4365,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
4366,Wetland,Water,Water,Water,Water,Wetland,Water,Grassland
4367,Wetland,Water,Water,Water,Water,Wetland,Water,Water
4368,Wetland,Water,Water,Water,Water,Water,Water,Water
4369,Wetland,Water,Forest,Water,Non_Wetland,Water,Water,Water
4370,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4371,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4372,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
4373,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4374,Wetland,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
4375,Wetland,Forest,Water,NULL,Water,Wetland,Wetland,Wetland
4376,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4377,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4378,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
4379,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4380,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4381,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
4382,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4383,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4384,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4385,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4386,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
4387,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
4388,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
4389,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
4390,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
4391,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
4392,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
4393,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4394,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
4395,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
4396,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4397,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
4398,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4399,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
4400,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
4401,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
4402,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
4403,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4404,Bareland,NULL,NULL,Water,Non_Wetland,Water,Water,Water
4405,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4406,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4407,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
4408,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4409,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4410,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4411,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4412,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4413,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4414,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
4415,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
4416,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
4417,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
4418,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4419,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4420,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
4421,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
4422,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
4423,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4424,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
4425,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4426,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4427,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4428,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
4429,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
4430,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4431,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4432,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4433,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4434,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
4435,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4436,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
4437,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4438,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
4439,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
4440,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
4441,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
4442,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
4443,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
4444,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4445,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
4446,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4447,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4448,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4449,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4450,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4451,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
4452,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
4453,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
4454,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4455,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4456,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
4457,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4458,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4459,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4460,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
4461,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4462,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4463,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4464,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
4465,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4466,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4467,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4468,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4469,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4470,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4471,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4472,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
4473,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4474,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
4475,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4476,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4477,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4478,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
4479,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
4480,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
4481,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4482,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4483,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
4484,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
4485,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
4486,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
4487,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
4488,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
4489,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
4490,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
4491,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4492,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4493,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
4494,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
4495,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
4496,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
4497,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4498,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4499,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4500,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4501,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4502,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4503,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
4504,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
4505,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
4506,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
4507,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
4508,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
4509,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4510,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
4511,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4512,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
4513,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
4514,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
4515,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
4516,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4517,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
4518,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
4519,Bareland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
4520,Bareland,NULL,Water,Water,Water,Water,Water,Water
4521,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4522,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4523,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4524,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
4525,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4526,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4527,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
4528,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4529,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4530,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
4531,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4532,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4533,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
4534,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
4535,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
4536,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
4537,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
4538,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
4539,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
4540,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
4541,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
4542,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
4543,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
4544,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4545,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
4546,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
4547,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4548,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
4549,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4550,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4551,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4552,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
4553,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4554,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4555,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
4556,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
4557,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4558,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4559,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
4560,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4561,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
4562,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
4563,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
4564,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
4565,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
4566,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
4567,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
4568,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
4569,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
4570,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
4571,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
4572,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
4573,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
4574,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4575,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
4576,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
4577,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4578,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
4579,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
4580,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
4581,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
4582,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
4583,Bareland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
4584,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
4585,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4586,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4587,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4588,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4589,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
4590,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
4591,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4592,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4593,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4594,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4595,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4596,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
4597,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4598,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4599,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4600,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
4601,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4602,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
4603,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
4604,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
4605,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
4606,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4607,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4608,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
4609,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
4610,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
4611,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4612,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
