Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MYQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MYQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MYQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MYQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MYQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MYQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MYQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MYQ_M_R
1584,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
1585,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
1586,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
1587,Water,Water,Water,NULL,Water,NULL,Grassland,Forest
1588,Water,Water,Water,NULL,Water,NULL,Wetland,Water
1589,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
1590,Water,Water,Water,NULL,Water,NULL,Water,Water
1591,Water,Water,Water,NULL,Water,NULL,Water,Forest
1592,Water,Water,Water,NULL,Water,Grassland,Wetland,Water
1593,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
1594,Water,Water,Water,NULL,Water,Grassland,Water,Water
1595,Water,Water,Water,NULL,Water,Bareland,Grassland,Forest
1596,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
1597,Water,Water,Water,NULL,Water,Water,Wetland,Water
1598,Water,Water,Water,NULL,Water,Water,Wetland,Forest
1599,Water,Water,Water,NULL,Water,Water,Water,Grassland
1600,Water,Water,Water,NULL,Water,Water,Water,Bareland
1601,Water,Water,Water,NULL,Water,Water,Water,Water
1602,Water,Water,Water,NULL,Water,Water,Water,Forest
1603,Water,Water,Water,NULL,Water,Water,Forest,Water
1604,Water,Water,Water,NULL,Water,Forest,Wetland,Water
1605,Water,Water,Water,NULL,Water,Forest,Water,Water
1606,Water,Water,Water,NULL,Water,Forest,Water,Forest
1607,Water,Water,Water,Non_Water,Water,NULL,Wetland,Water
1608,Water,Water,Water,Non_Water,Water,NULL,Water,Water
1609,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
1610,Water,Water,Water,Non_Water,Water,NULL,Forest,Forest
1611,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
1612,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
1613,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
1614,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
1615,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
1616,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
1617,Water,Water,Water,Non_Water,Water,Water,Water,Water
1618,Water,Water,Water,Non_Water,Water,Water,Water,Forest
1619,Water,Water,Water,Non_Water,Water,Forest,Wetland,Forest
1620,Water,Water,Water,Non_Water,Water,Forest,Water,Water
1621,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
1622,Water,Water,Water,Water,Water,NULL,Wetland,Wetland
1623,Water,Water,Water,Water,Water,NULL,Wetland,Water
1624,Water,Water,Water,Water,Water,NULL,Wetland,Forest
1625,Water,Water,Water,Water,Water,NULL,Water,Grassland
1626,Water,Water,Water,Water,Water,NULL,Water,Wetland
1627,Water,Water,Water,Water,Water,NULL,Water,Water
1628,Water,Water,Water,Water,Water,NULL,Water,Forest
1629,Water,Water,Water,Water,Water,Grassland,Wetland,Grassland
1630,Water,Water,Water,Water,Water,Grassland,Wetland,Water
1631,Water,Water,Water,Water,Water,Grassland,Wetland,Forest
1632,Water,Water,Water,Water,Water,Grassland,Water,Grassland
1633,Water,Water,Water,Water,Water,Grassland,Water,Water
1634,Water,Water,Water,Water,Water,Grassland,Water,Forest
1635,Water,Water,Water,Water,Water,Cropland,Water,Water
1636,Water,Water,Water,Water,Water,Wetland,Grassland,Water
1637,Water,Water,Water,Water,Water,Wetland,Water,Water
1638,Water,Water,Water,Water,Water,Water,Grassland,Water
1639,Water,Water,Water,Water,Water,Water,Wetland,Grassland
1640,Water,Water,Water,Water,Water,Water,Wetland,Water
1641,Water,Water,Water,Water,Water,Water,Wetland,Forest
1642,Water,Water,Water,Water,Water,Water,Water,Grassland
1643,Water,Water,Water,Water,Water,Water,Water,Wetland
1644,Water,Water,Water,Water,Water,Water,Water,Bareland
1645,Water,Water,Water,Water,Water,Water,Water,Water
1646,Water,Water,Water,Water,Water,Water,Water,Forest
1647,Water,Water,Water,Water,Water,Water,Forest,Water
1648,Water,Water,Water,Water,Water,Water,Forest,Forest
1649,Water,Water,Water,Water,Water,Forest,Wetland,Water
1650,Water,Water,Water,Water,Water,Forest,Wetland,Forest
1651,Water,Water,Water,Water,Water,Forest,Water,Water
1652,Water,Water,Water,Water,Water,Forest,Water,Forest
1653,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
1654,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1655,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1656,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1657,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1658,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1659,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1660,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1661,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1662,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
1663,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1664,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1665,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1666,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1667,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1668,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
1669,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1670,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
1671,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1672,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1673,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1674,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1675,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1676,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1677,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1678,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1679,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1680,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1681,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1682,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1683,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1684,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1685,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
1686,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1687,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1688,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1689,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1690,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1691,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1692,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1693,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1694,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1695,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1696,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
1697,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
1698,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
1699,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
1700,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
1701,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
1702,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1703,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1704,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1705,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Forest
1706,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
1707,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1708,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1709,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1710,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1711,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
1712,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
1713,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1714,Water,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Water
1715,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1716,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1717,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1718,Water,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
1719,Water,Forest,Water,Water,Water,NULL,Wetland,Forest
1720,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1721,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
1722,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1723,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1724,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1725,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1726,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1727,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1728,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1729,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1730,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1731,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1732,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1733,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1734,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1735,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1736,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
1737,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Bareland
1738,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Water
1739,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1740,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1741,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1742,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1743,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1744,Forest,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
1745,Forest,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Forest
1746,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
1747,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
1748,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1749,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1750,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1751,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1752,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
1753,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
1754,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1755,Forest,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
1756,Forest,NULL,NULL,Water,Non_Wetland,Water,Water,Water
1757,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1758,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1759,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1760,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1761,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1762,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1763,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1764,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1765,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1766,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1767,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1768,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1769,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1770,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1771,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1772,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1773,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1774,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
1775,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1776,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1777,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1778,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1779,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1780,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1781,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1782,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1783,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1784,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1785,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1786,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1787,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1788,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1789,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1790,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1791,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1792,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1793,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1794,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
1795,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
1796,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1797,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
1798,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1799,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
1800,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1801,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1802,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1803,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
1804,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1805,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1806,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1807,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1808,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1809,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1810,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1811,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1812,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1813,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1814,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1815,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1816,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1817,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1818,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1819,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1820,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1821,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1822,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1823,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1824,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1825,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1826,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1827,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1828,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
1829,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Forest
1830,Forest,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Forest
1831,Forest,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Forest
1832,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
1833,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
1834,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1835,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1836,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
1837,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1838,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1839,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1840,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1841,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1842,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
1843,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
1844,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1845,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1846,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1847,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1848,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1849,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1850,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1851,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1852,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
1853,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1854,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
1855,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1856,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Bareland
1857,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
1858,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1859,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1860,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
1861,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1862,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
1863,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
1864,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
1865,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1866,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1867,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1868,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1869,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1870,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1871,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1872,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
1873,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1874,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1875,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1876,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
1877,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
1878,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
1879,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
1880,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1881,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
1882,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
1883,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1884,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
1885,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
1886,Forest,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
1887,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1888,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1889,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1890,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1891,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1892,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Forest
1893,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1894,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1895,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
1896,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1897,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1898,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
1899,Forest,NULL,Wetland,Water,Wetland,Forest,Wetland,Grassland
1900,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Forest
1901,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1902,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1903,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1904,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1905,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1906,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
1907,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1908,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1909,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1910,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1911,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
1912,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
1913,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
1914,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Bareland,Bareland
1915,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1916,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1917,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
1918,Forest,NULL,Water,NULL,Water,Wetland,Bareland,Forest
1919,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
1920,Forest,NULL,Water,Water,Water,NULL,Wetland,Forest
1921,Forest,NULL,Water,Water,Water,NULL,Water,Grassland
1922,Forest,NULL,Water,Water,Water,NULL,Water,Forest
1923,Forest,NULL,Water,Water,Water,Grassland,Wetland,Grassland
1924,Forest,NULL,Water,Water,Water,Grassland,Water,Grassland
1925,Forest,NULL,Water,Water,Water,Grassland,Water,Forest
1926,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
1927,Forest,NULL,Water,Water,Water,Water,Bareland,Forest
1928,Forest,NULL,Water,Water,Water,Water,Water,Grassland
1929,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1930,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1931,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1932,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1933,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1934,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1935,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1936,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1937,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1938,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1939,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1940,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1941,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1942,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1943,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1944,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1945,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
