Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MRA_M_R
4890,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
4891,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
4892,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
4893,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
4894,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
4895,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
4896,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
4897,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
4898,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
4899,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
4900,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
4901,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
4902,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
4903,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Water
4904,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
4905,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
4906,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4907,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4908,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4909,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4910,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
4911,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4912,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
4913,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4914,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4915,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4916,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4917,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
4918,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
4919,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
4920,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
4921,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
4922,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
4923,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4924,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4925,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4926,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4927,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
4928,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
4929,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
4930,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
4931,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Water
4932,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
4933,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
4934,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Wetland
4935,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Water
4936,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Forest
4937,Water,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
4938,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4939,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4940,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4941,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4942,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
4943,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
4944,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4945,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
4946,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
4947,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
4948,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
4949,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
4950,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Water
4951,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
4952,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
4953,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
4954,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
4955,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
4956,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Forest
4957,Water,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
4958,Water,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
4959,Water,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
4960,Water,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Forest
4961,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
4962,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Wetland
4963,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Forest
4964,Water,NULL,Grassland,Water,Non_Wetland,Water,Forest,Forest
4965,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
4966,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
4967,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
4968,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
4969,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4970,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4971,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4972,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4973,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
4974,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
4975,Water,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
4976,Water,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
4977,Water,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
4978,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4979,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
4980,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
4981,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4982,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4983,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4984,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
4985,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4986,Water,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
4987,Water,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
4988,Water,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
4989,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
4990,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
4991,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
4992,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
4993,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
4994,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
4995,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
4996,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
4997,Water,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
4998,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
4999,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
5000,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
5001,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
5002,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
5003,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
5004,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
5005,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
5006,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
5007,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
5008,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
5009,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
5010,Water,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
5011,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
5012,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
5013,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
5014,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
5015,Water,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
5016,Water,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
5017,Water,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
5018,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
5019,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
5020,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
5021,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
5022,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
5023,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
5024,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
5025,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
5026,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
5027,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
5028,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
5029,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
5030,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
5031,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
5032,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
5033,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
5034,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
5035,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
5036,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
5037,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
5038,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
5039,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
5040,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
5041,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
5042,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
5043,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
5044,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
5045,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
5046,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
5047,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
5048,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
5049,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
5050,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
5051,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
5052,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
5053,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
5054,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
5055,Water,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
5056,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
5057,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
5058,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
5059,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
5060,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
5061,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
5062,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
5063,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
5064,Water,NULL,Wetland,Water,Wetland,Wetland,Bareland,Grassland
5065,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
5066,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
5067,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
5068,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
5069,Water,NULL,Wetland,Water,Wetland,Wetland,Forest,Wetland
5070,Water,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
5071,Water,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
5072,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
5073,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
5074,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
5075,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
5076,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
5077,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
5078,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Water
5079,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
5080,Water,NULL,Wetland,Water,Wetland,Water,Bareland,Grassland
5081,Water,NULL,Wetland,Water,Wetland,Water,Bareland,Wetland
5082,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
5083,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
5084,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
5085,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
5086,Water,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
5087,Water,NULL,Wetland,Water,Wetland,Water,Forest,Forest
5088,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
5089,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
5090,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water,Grassland,Grassland
5091,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5092,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
5093,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5094,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
5095,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
5096,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
5097,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5098,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
5099,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5100,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5101,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
5102,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
5103,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
5104,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
5105,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
5106,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
5107,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
5108,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5109,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
5110,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
5111,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
5112,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
5113,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
5114,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
5115,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
5116,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
5117,Water,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
5118,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
5119,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
5120,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
5121,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
5122,Water,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Forest
5123,Water,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
5124,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5125,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5126,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
5127,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5128,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5129,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5130,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
5131,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
5132,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
5133,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
5134,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
5135,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
5136,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
5137,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
5138,Water,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
5139,Water,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
5140,Water,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
5141,Water,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Forest
5142,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
5143,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Wetland
5144,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Forest
5145,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
5146,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
5147,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
5148,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Bareland,Grassland
5149,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
5150,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
5151,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Water
5152,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Forest
5153,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
5154,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
5155,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
5156,Water,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
5157,Water,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Wetland
5158,Water,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Forest
5159,Water,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
5160,Water,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
5161,Water,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Water
5162,Water,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Forest
5163,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
5164,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
5165,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
5166,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Forest
5167,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
5168,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5169,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
5170,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
5171,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
5172,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
5173,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
5174,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
5175,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
5176,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
5177,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
5178,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
5179,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5180,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
5181,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
5182,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
5183,Water,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
5184,Water,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
5185,Water,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
5186,Water,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Wetland
5187,Water,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
5188,Water,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
5189,Water,NULL,Built-up,NULL,Non_Wetland,Water,Water,Grassland
5190,Water,NULL,Built-up,NULL,Non_Wetland,Water,Water,Water
5191,Water,NULL,Built-up,NULL,Non_Wetland,Water,Water,Forest
5192,Water,NULL,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
5193,Water,NULL,Built-up,Non_Water,Non_Wetland,Water,Wetland,Wetland
5194,Water,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Wetland
5195,Water,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Forest
5196,Water,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
5197,Water,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
5198,Water,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
5199,Water,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
5200,Water,NULL,Built-up,Water,Non_Wetland,Wetland,Bareland,Grassland
5201,Water,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
5202,Water,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Forest
5203,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
5204,Water,NULL,Built-up,Water,Non_Wetland,Water,Grassland,Grassland
5205,Water,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
5206,Water,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Wetland
5207,Water,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Forest
5208,Water,NULL,Built-up,Water,Non_Wetland,Water,Water,Grassland
5209,Water,NULL,Built-up,Water,Non_Wetland,Water,Water,Wetland
5210,Water,NULL,Built-up,Water,Non_Wetland,Water,Water,Forest
5211,Water,NULL,Water,NULL,Water,NULL,Grassland,Forest
5212,Water,NULL,Water,NULL,Water,Grassland,Grassland,Forest
5213,Water,NULL,Water,NULL,Water,Grassland,Wetland,Forest
5214,Water,NULL,Water,NULL,Water,Grassland,Water,Forest
5215,Water,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
5216,Water,NULL,Water,NULL,Water,Wetland,Grassland,Forest
5217,Water,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
5218,Water,NULL,Water,NULL,Water,Wetland,Wetland,Forest
5219,Water,NULL,Water,NULL,Water,Wetland,Water,Grassland
5220,Water,NULL,Water,NULL,Water,Wetland,Water,Forest
5221,Water,NULL,Water,NULL,Water,Wetland,Forest,Forest
5222,Water,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
5223,Water,NULL,Water,NULL,Water,Water,Grassland,Grassland
5224,Water,NULL,Water,NULL,Water,Water,Grassland,Forest
5225,Water,NULL,Water,NULL,Water,Water,Wetland,Grassland
5226,Water,NULL,Water,NULL,Water,Water,Wetland,Wetland
5227,Water,NULL,Water,NULL,Water,Water,Wetland,Water
5228,Water,NULL,Water,NULL,Water,Water,Wetland,Forest
5229,Water,NULL,Water,NULL,Water,Water,Water,Grassland
5230,Water,NULL,Water,NULL,Water,Water,Water,Wetland
5231,Water,NULL,Water,NULL,Water,Water,Water,Water
5232,Water,NULL,Water,NULL,Water,Water,Water,Forest
5233,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
5234,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
5235,Water,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
5236,Water,NULL,Water,Non_Water,Water,Wetland,Water,Forest
5237,Water,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
5238,Water,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
5239,Water,NULL,Water,Non_Water,Water,Water,Water,Grassland
5240,Water,NULL,Water,Non_Water,Water,Water,Water,Wetland
5241,Water,NULL,Water,Non_Water,Water,Water,Water,Water
5242,Water,NULL,Water,Non_Water,Water,Water,Water,Forest
5243,Water,NULL,Water,Water,Water,NULL,Water,Forest
5244,Water,NULL,Water,Water,Water,Grassland,Wetland,Grassland
5245,Water,NULL,Water,Water,Water,Grassland,Wetland,Wetland
