Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KMA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KMA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KMA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KMA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KMA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KMA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KMA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KMA_M_R
2185,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2186,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2187,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2188,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2189,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
2190,Water,Water,Water,NULL,Water,NULL,NULL,NULL
2191,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
2192,Water,Water,Water,NULL,Water,NULL,NULL,Cropland
2193,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
2194,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
2195,Water,Water,Water,NULL,Water,NULL,NULL,Water
2196,Water,Water,Water,NULL,Water,NULL,NULL,Forest
2197,Water,Water,Water,Non_Water,Water,NULL,NULL,NULL
2198,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2199,Water,Water,Water,Non_Water,Water,NULL,NULL,Cropland
2200,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
2201,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
2202,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
2203,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
2204,Water,Water,Water,Water,Water,NULL,NULL,NULL
2205,Water,Water,Water,Water,Water,NULL,NULL,Grassland
2206,Water,Water,Water,Water,Water,NULL,NULL,Cropland
2207,Water,Water,Water,Water,Water,NULL,NULL,Wetland
2208,Water,Water,Water,Water,Water,NULL,NULL,Bareland
2209,Water,Water,Water,Water,Water,NULL,NULL,Water
2210,Water,Water,Water,Water,Water,NULL,NULL,Forest
2211,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2212,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2213,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2214,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2215,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2216,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2217,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2218,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2219,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2220,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2221,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2222,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2223,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2224,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2225,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2226,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2227,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2228,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2229,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2230,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2231,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2232,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2233,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
2234,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2235,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2236,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2237,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2238,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2239,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2240,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2241,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2242,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2243,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2244,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2245,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2246,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2247,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2248,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2249,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2250,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2251,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2252,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2253,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2254,Water,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2255,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
2256,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
2257,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2258,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2259,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
2260,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2261,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
2262,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2263,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2264,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2265,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2266,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
2267,Water,Forest,Water,NULL,Water,NULL,NULL,Cropland
2268,Water,Forest,Water,NULL,Water,NULL,NULL,Water
2269,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
2270,Water,Forest,Water,Non_Water,Water,NULL,NULL,NULL
2271,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
2272,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
2273,Water,Forest,Water,Water,Water,NULL,NULL,Water
2274,Water,Forest,Water,Water,Water,NULL,NULL,Forest
2275,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2276,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2277,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2278,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2279,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2280,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2281,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2282,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2283,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2284,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2285,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
2286,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2287,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2288,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2289,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2290,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2291,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2292,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2293,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2294,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
2295,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2296,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2297,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2298,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2299,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2300,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2301,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2302,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2303,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
2304,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2305,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2306,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2307,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2308,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2309,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2310,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2311,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2312,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2313,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2314,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2315,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2316,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2317,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2318,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2319,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2320,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2321,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2322,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2323,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2324,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2325,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2326,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2327,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2328,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2329,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2330,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2331,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2332,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2333,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2334,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2335,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2336,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2337,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2338,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2339,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2340,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2341,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2342,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2343,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2344,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2345,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2346,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2347,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
2348,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
2349,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2350,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
2351,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2352,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2353,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2354,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2355,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2356,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2357,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2358,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2359,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2360,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
2361,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2362,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
2363,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2364,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2365,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2366,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2367,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
2368,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2369,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2370,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
2371,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2372,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
2373,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
2374,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2375,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2376,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2377,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2378,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2379,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2380,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2381,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2382,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2383,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2384,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2385,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
2386,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2387,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
2388,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2389,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
2390,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2391,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2392,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2393,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2394,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2395,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2396,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2397,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
2398,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2399,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2400,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2401,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2402,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2403,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
2404,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2405,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
2406,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2407,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
2408,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
2409,Forest,NULL,Water,NULL,Water,NULL,NULL,Cropland
2410,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
2411,Forest,NULL,Water,NULL,Water,NULL,NULL,Built-up
2412,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
2413,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
2414,Forest,NULL,Water,Non_Water,Water,NULL,NULL,NULL
2415,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2416,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
2417,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
2418,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
2419,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2420,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
2421,Forest,NULL,Water,Water,Water,NULL,NULL,Cropland
2422,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
2423,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
2424,Forest,NULL,Water,Water,Water,NULL,NULL,Water
2425,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
2426,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2427,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2428,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2429,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2430,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2431,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2432,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2433,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2434,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2435,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2436,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2437,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2438,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2439,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2440,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2441,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2442,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2443,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2444,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2445,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2446,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2447,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2448,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2449,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2450,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2451,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2452,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2453,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2454,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2455,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2456,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2457,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
2458,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
2459,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2460,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2461,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2462,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2463,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2464,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2465,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2466,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2467,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2468,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2469,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2470,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2471,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2472,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2473,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2474,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2475,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2476,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2477,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2478,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2479,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2480,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2481,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2482,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2483,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2484,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2485,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2486,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2487,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2488,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2489,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2490,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2491,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2492,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2493,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2494,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2495,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2496,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2497,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2498,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
2499,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2500,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
2501,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2502,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
2503,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2504,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2505,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2506,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2507,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2508,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
2509,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
2510,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
2511,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2512,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2513,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2514,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2515,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2516,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2517,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2518,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2519,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2520,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2521,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2522,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2523,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2524,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2525,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2526,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2527,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2528,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2529,Forest,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2530,Forest,Cropland,Water,NULL,Water,NULL,NULL,NULL
2531,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
