Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LBG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LBG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LBG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LBG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LBG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LBG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LBG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LBG_M_R
683,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
684,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
685,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
686,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
687,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
688,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
689,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
690,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
691,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
692,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
693,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
694,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
695,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
696,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
697,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
698,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
699,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
700,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
701,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
702,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
703,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
704,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
705,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
706,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
707,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
708,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
709,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
710,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
711,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
712,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
713,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
714,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
715,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
716,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
717,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
718,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
719,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
720,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
721,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
722,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
723,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
724,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
725,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
726,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
727,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
728,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
729,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
730,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
731,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
732,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
733,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
734,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
735,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
736,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
737,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
738,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
739,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
740,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
741,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
742,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
743,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
744,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
745,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
746,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
747,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
748,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
749,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
750,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
751,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
752,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
753,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
754,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
755,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
756,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
757,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
758,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
759,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
760,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
761,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
762,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
763,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
764,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
765,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
766,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
767,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
768,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
769,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
770,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
771,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
772,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
773,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
774,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
775,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
776,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
777,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
778,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
779,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
780,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
781,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
782,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
783,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
784,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
785,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
786,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
787,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
788,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
789,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
790,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
791,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
792,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
793,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
794,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
795,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
796,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
797,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
798,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
799,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
800,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
801,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
802,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
803,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
804,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
805,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
806,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
807,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
808,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
809,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
810,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
811,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
812,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
813,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
814,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
815,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
816,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
817,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
818,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
819,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
820,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
821,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
822,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
823,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
824,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
825,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
826,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
827,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
828,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
829,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
830,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
831,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
832,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
833,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
834,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
835,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
836,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
837,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
838,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
839,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
840,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
841,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
842,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
843,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
844,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
845,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
846,Bareland,Bareland,Water,Water,Water,NULL,NULL,Wetland
847,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
848,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
849,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
850,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
851,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
852,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
853,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
854,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
855,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
856,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
857,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
858,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
859,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
860,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
861,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
862,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
863,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
864,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
865,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
866,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
867,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
868,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
869,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
870,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
871,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
872,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
873,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
874,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
875,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
876,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
877,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
878,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
879,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
880,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
881,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
882,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
883,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
884,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
885,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
886,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
887,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
888,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
889,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
890,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
891,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
892,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
893,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
894,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
895,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
896,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
897,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
898,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
899,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
900,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
901,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
902,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
903,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
904,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
905,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
906,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
907,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
908,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
909,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
910,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
911,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
912,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
913,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
914,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
915,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
916,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
917,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
918,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
919,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
920,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
921,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
922,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
923,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
924,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
925,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
926,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
927,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
928,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
929,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
930,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
931,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
932,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
933,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
934,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
935,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
936,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
937,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
938,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
939,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
940,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
941,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
942,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
943,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
944,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
945,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
946,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
947,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
948,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
949,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
950,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
951,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
952,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
953,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
954,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
955,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
956,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
957,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
958,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
959,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
960,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
961,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
962,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
963,Bareland,Water,Water,Water,Water,NULL,NULL,Water
964,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
965,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
966,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
967,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
968,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
969,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
970,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
971,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
972,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
973,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
974,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
975,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
976,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
977,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
978,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
979,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
980,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
981,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
982,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
983,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
984,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
985,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
986,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
987,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
988,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
989,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
990,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
991,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
992,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
993,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
994,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
995,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
996,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
997,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
998,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
999,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1000,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1001,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1002,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1003,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1004,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1005,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1006,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1007,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1008,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1009,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1010,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1011,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1012,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1013,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1014,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1015,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1016,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1017,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1018,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1019,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1020,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1021,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1022,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1023,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
