Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NUG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NUG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NUG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NUG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NUG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NUG_M_R
879,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
880,Cropland,NULL,Grassland,Water,Non_Wetland,Wetland
881,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
882,Cropland,NULL,Grassland,Water,Non_Wetland,Water
883,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
884,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
885,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
886,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
887,Cropland,NULL,Cropland,Water,Non_Wetland,Water
888,Cropland,NULL,Wetland,NULL,Wetland,Grassland
889,Cropland,NULL,Wetland,NULL,Wetland,Water
890,Cropland,NULL,Wetland,NULL,Wetland,Forest
891,Cropland,NULL,Wetland,Non_Water,Wetland,Water
892,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
893,Cropland,NULL,Wetland,Water,Wetland,Grassland
894,Cropland,NULL,Wetland,Water,Wetland,Wetland
895,Cropland,NULL,Wetland,Water,Wetland,Bareland
896,Cropland,NULL,Wetland,Water,Wetland,Water
897,Cropland,NULL,Wetland,Water,Wetland,Forest
898,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
899,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
900,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
901,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
902,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
903,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Water
904,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
905,Cropland,NULL,Bareland,Water,Non_Wetland,Water
906,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
907,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
908,Cropland,NULL,Built-up,Water,Non_Wetland,Bareland
909,Cropland,NULL,Water,NULL,Water,Bareland
910,Cropland,NULL,Water,NULL,Water,Forest
911,Cropland,NULL,Water,Non_Water,Water,Grassland
912,Cropland,NULL,Water,Non_Water,Water,Bareland
913,Cropland,NULL,Water,Non_Water,Water,Water
914,Cropland,NULL,Water,Non_Water,Water,Forest
915,Cropland,NULL,Water,Water,Water,Grassland
916,Cropland,NULL,Water,Water,Water,Wetland
917,Cropland,NULL,Water,Water,Water,Bareland
918,Cropland,NULL,Water,Water,Water,Water
919,Cropland,NULL,Water,Water,Water,Forest
920,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
921,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
922,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
923,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
924,Cropland,NULL,Forest,NULL,Non_Wetland,Water
925,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
926,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
927,Cropland,NULL,Forest,Non_Water,Non_Wetland,Bareland
928,Cropland,NULL,Forest,Non_Water,Non_Wetland,Water
929,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
930,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
931,Cropland,NULL,Forest,Water,Non_Wetland,Wetland
932,Cropland,NULL,Forest,Water,Non_Wetland,Water
933,Cropland,NULL,Forest,Water,Non_Wetland,Forest
934,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
935,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
936,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
937,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
938,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
939,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
940,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
941,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
942,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
943,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
944,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
945,Cropland,Cropland,Water,NULL,Water,Grassland
946,Cropland,Cropland,Water,Water,Water,Water
947,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
948,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
949,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
950,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
951,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
952,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
953,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
954,Cropland,Wetland,Shrubland,Water,Non_Wetland,Grassland
955,Cropland,Wetland,Shrubland,Water,Non_Wetland,Water
956,Cropland,Wetland,Grassland,Water,Non_Wetland,Water
957,Cropland,Wetland,Wetland,Water,Wetland,Water
958,Cropland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
959,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
960,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
961,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Forest
962,Cropland,Wetland,Forest,Water,Non_Wetland,Grassland
963,Cropland,Wetland,Forest,Water,Non_Wetland,Water
964,Cropland,Bareland,NULL,NULL,Non_Wetland,Grassland
965,Cropland,Bareland,NULL,Non_Water,Non_Wetland,Bareland
966,Cropland,Bareland,NULL,Non_Water,Non_Wetland,Forest
967,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
968,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Water
969,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Forest
970,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
971,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
972,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Water
973,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
974,Cropland,Bareland,Cropland,Water,Non_Wetland,Water
975,Cropland,Bareland,Wetland,NULL,Wetland,Water
976,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
977,Cropland,Bareland,Bareland,NULL,Non_Wetland,Forest
978,Cropland,Bareland,Water,Non_Water,Water,Grassland
979,Cropland,Bareland,Water,Non_Water,Water,Bareland
980,Cropland,Bareland,Forest,NULL,Non_Wetland,Grassland
981,Cropland,Bareland,Forest,NULL,Non_Wetland,Bareland
982,Cropland,Bareland,Forest,NULL,Non_Wetland,Water
983,Cropland,Bareland,Forest,NULL,Non_Wetland,Forest
984,Cropland,Bareland,Forest,Non_Water,Non_Wetland,Grassland
985,Cropland,Bareland,Forest,Non_Water,Non_Wetland,Bareland
986,Cropland,Bareland,Forest,Non_Water,Non_Wetland,Water
987,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
988,Cropland,Built-up,NULL,Non_Water,Non_Wetland,Grassland
989,Cropland,Built-up,NULL,Water,Non_Wetland,Bareland
990,Cropland,Built-up,NULL,Water,Non_Wetland,Forest
991,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
992,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
993,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
994,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Water
995,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
996,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
997,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
998,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
999,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1000,Cropland,Built-up,Wetland,NULL,Wetland,Water
1001,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1002,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
1003,Cropland,Built-up,Water,NULL,Water,Water
1004,Cropland,Built-up,Water,Water,Water,Grassland
1005,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
1006,Cropland,Built-up,Forest,NULL,Non_Wetland,Water
1007,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
1008,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Forest
1009,Cropland,Built-up,Forest,Water,Non_Wetland,Forest
1010,Cropland,Water,NULL,NULL,Non_Wetland,Bareland
1011,Cropland,Water,NULL,Non_Water,Non_Wetland,Forest
1012,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
1013,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
1014,Cropland,Water,Shrubland,NULL,Non_Wetland,Water
1015,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
1016,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1017,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Water
1018,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
1019,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
1020,Cropland,Water,Grassland,Non_Water,Non_Wetland,Forest
1021,Cropland,Water,Wetland,NULL,Wetland,Grassland
1022,Cropland,Water,Wetland,NULL,Wetland,Bareland
1023,Cropland,Water,Wetland,Non_Water,Wetland,Grassland
1024,Cropland,Water,Wetland,Water,Wetland,Grassland
1025,Cropland,Water,Wetland,Water,Wetland,Bareland
1026,Cropland,Water,Wetland,Water,Wetland,Water
1027,Cropland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1028,Cropland,Water,Bareland,Water,Non_Wetland,Bareland
1029,Cropland,Water,Bareland,Water,Non_Wetland,Water
1030,Cropland,Water,Built-up,Water,Non_Wetland,Forest
1031,Cropland,Water,Water,NULL,Water,Bareland
1032,Cropland,Water,Water,NULL,Water,Forest
1033,Cropland,Water,Water,Water,Water,Water
1034,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
1035,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
1036,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
1037,Cropland,Water,Forest,NULL,Non_Wetland,Water
1038,Cropland,Water,Forest,NULL,Non_Wetland,Forest
1039,Cropland,Water,Forest,Non_Water,Non_Wetland,Forest
1040,Cropland,Water,Forest,Water,Non_Wetland,Grassland
1041,Cropland,Water,Forest,Water,Non_Wetland,Forest
1042,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
1043,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland
1044,Cropland,Forest,NULL,Non_Water,Non_Wetland,Grassland
1045,Cropland,Forest,NULL,Non_Water,Non_Wetland,Forest
1046,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1047,Cropland,Forest,Shrubland,NULL,Non_Wetland,Water
1048,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
1049,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1050,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1051,Cropland,Forest,Shrubland,Water,Non_Wetland,Grassland
1052,Cropland,Forest,Shrubland,Water,Non_Wetland,Wetland
1053,Cropland,Forest,Shrubland,Water,Non_Wetland,Forest
1054,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
1055,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
1056,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
1057,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1058,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Forest
1059,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
1060,Cropland,Forest,Cropland,NULL,Non_Wetland,Water
1061,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
1062,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1063,Cropland,Forest,Cropland,Water,Non_Wetland,Grassland
1064,Cropland,Forest,Wetland,NULL,Wetland,Bareland
1065,Cropland,Forest,Wetland,NULL,Wetland,Forest
1066,Cropland,Forest,Wetland,Non_Water,Wetland,Grassland
1067,Cropland,Forest,Wetland,Non_Water,Wetland,Forest
1068,Cropland,Forest,Wetland,Water,Wetland,Water
1069,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
1070,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
1071,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1072,Cropland,Forest,Built-up,Non_Water,Non_Wetland,Bareland
1073,Cropland,Forest,Water,NULL,Water,Bareland
1074,Cropland,Forest,Water,Non_Water,Water,Forest
1075,Cropland,Forest,Water,Water,Water,Forest
1076,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
1077,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland
1078,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
1079,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1080,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
1081,Cropland,Forest,Forest,Water,Non_Wetland,Grassland
1082,Cropland,Forest,Forest,Water,Non_Wetland,Forest
1083,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1084,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
1085,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1086,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
1087,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
1088,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
1089,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
1090,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Forest
1091,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
1092,Wetland,NULL,Grassland,Water,Non_Wetland,Water
1093,Wetland,NULL,Wetland,NULL,Wetland,Forest
1094,Wetland,NULL,Wetland,Non_Water,Wetland,Water
1095,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
1096,Wetland,NULL,Wetland,Water,Wetland,Water
1097,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
1098,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1099,Wetland,NULL,Bareland,Water,Non_Wetland,Water
1100,Wetland,NULL,Water,NULL,Water,Forest
1101,Wetland,NULL,Water,Non_Water,Water,Grassland
1102,Wetland,NULL,Water,Non_Water,Water,Bareland
1103,Wetland,NULL,Water,Non_Water,Water,Water
1104,Wetland,NULL,Water,Water,Water,Grassland
1105,Wetland,NULL,Water,Water,Water,Wetland
1106,Wetland,NULL,Water,Water,Water,Water
1107,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
1108,Wetland,NULL,Forest,NULL,Non_Wetland,Water
1109,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
1110,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1111,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water
1112,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
1113,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
1114,Wetland,NULL,Forest,Water,Non_Wetland,Forest
1115,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1116,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1117,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
1118,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1119,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1120,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1121,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1122,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest
1123,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
1124,Wetland,Wetland,Wetland,NULL,Wetland,Forest
1125,Wetland,Wetland,Wetland,Water,Wetland,Water
1126,Wetland,Wetland,Water,Water,Water,Grassland
1127,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
1128,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
1129,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
1130,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
1131,Wetland,Bareland,Bareland,NULL,Non_Wetland,Forest
1132,Wetland,Bareland,Water,Water,Water,Water
1133,Wetland,Water,NULL,NULL,Non_Wetland,Grassland
1134,Wetland,Water,NULL,Non_Water,Non_Wetland,Bareland
1135,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1136,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water
1137,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
1138,Wetland,Water,Shrubland,Water,Non_Wetland,Water
1139,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
1140,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
1141,Wetland,Water,Grassland,Non_Water,Non_Wetland,Forest
1142,Wetland,Water,Grassland,Water,Non_Wetland,Water
1143,Wetland,Water,Cropland,Water,Non_Wetland,Bareland
1144,Wetland,Water,Wetland,Non_Water,Wetland,Water
1145,Wetland,Water,Wetland,Non_Water,Wetland,Forest
1146,Wetland,Water,Wetland,Water,Wetland,Water
1147,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
1148,Wetland,Water,Bareland,Water,Non_Wetland,Water
1149,Wetland,Water,Water,Non_Water,Water,Grassland
1150,Wetland,Water,Water,Non_Water,Water,Bareland
1151,Wetland,Water,Water,Water,Water,Water
1152,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
1153,Wetland,Water,Forest,NULL,Non_Wetland,Water
1154,Wetland,Water,Forest,NULL,Non_Wetland,Forest
1155,Wetland,Water,Forest,Non_Water,Non_Wetland,Water
1156,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
1157,Wetland,Water,Forest,Water,Non_Wetland,Grassland
1158,Wetland,Water,Forest,Water,Non_Wetland,Bareland
1159,Wetland,Water,Forest,Water,Non_Wetland,Water
1160,Wetland,Water,Forest,Water,Non_Wetland,Forest
1161,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
1162,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1163,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Water
1164,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1165,Wetland,Forest,Shrubland,Water,Non_Wetland,Grassland
1166,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1167,Wetland,Forest,Wetland,Non_Water,Wetland,Water
1168,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
1169,Wetland,Forest,Wetland,Water,Wetland,Water
1170,Wetland,Forest,Water,Non_Water,Water,Grassland
1171,Wetland,Forest,Water,Non_Water,Water,Water
1172,Wetland,Forest,Water,Water,Water,Water
1173,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1174,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1175,Wetland,Forest,Forest,Non_Water,Non_Wetland,Water
1176,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
1177,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1178,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
1179,Bareland,NULL,NULL,NULL,Non_Wetland,Water
1180,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
1181,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland
1182,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland
1183,Bareland,NULL,NULL,Non_Water,Non_Wetland,Forest
1184,Bareland,NULL,NULL,Water,Non_Wetland,Grassland
1185,Bareland,NULL,NULL,Water,Non_Wetland,Bareland
1186,Bareland,NULL,NULL,Water,Non_Wetland,Water
1187,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1188,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1189,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1190,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
1191,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1192,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1193,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1194,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water
1195,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1196,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1197,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1198,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
1199,Bareland,NULL,Shrubland,Water,Non_Wetland,Forest
1200,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1201,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1202,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
1203,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
1204,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1205,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1206,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water
1207,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Forest
1208,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1209,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
1210,Bareland,NULL,Grassland,Water,Non_Wetland,Water
1211,Bareland,NULL,Grassland,Water,Non_Wetland,Forest
1212,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1213,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1214,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
1215,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
1216,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1217,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1218,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water
1219,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
1220,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
1221,Bareland,NULL,Cropland,Water,Non_Wetland,Water
1222,Bareland,NULL,Wetland,NULL,Wetland,Bareland
1223,Bareland,NULL,Wetland,NULL,Wetland,Water
1224,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
1225,Bareland,NULL,Wetland,Non_Water,Wetland,Water
1226,Bareland,NULL,Wetland,Non_Water,Wetland,Forest
1227,Bareland,NULL,Wetland,Water,Wetland,Grassland
1228,Bareland,NULL,Wetland,Water,Wetland,Bareland
1229,Bareland,NULL,Wetland,Water,Wetland,Water
1230,Bareland,NULL,Wetland,Water,Wetland,Forest
1231,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1232,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1233,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1234,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
1235,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1236,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1237,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
1238,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Forest
1239,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1240,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1241,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1242,Bareland,NULL,Bareland,Water,Non_Wetland,Forest
1243,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1244,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1245,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
1246,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1247,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1248,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Built-up
1249,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Water
1250,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Forest
1251,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
1252,Bareland,NULL,Water,NULL,Water,Grassland
1253,Bareland,NULL,Water,NULL,Water,Bareland
1254,Bareland,NULL,Water,NULL,Water,Water
1255,Bareland,NULL,Water,NULL,Water,Forest
1256,Bareland,NULL,Water,Non_Water,Water,Grassland
1257,Bareland,NULL,Water,Non_Water,Water,Bareland
1258,Bareland,NULL,Water,Non_Water,Water,Water
1259,Bareland,NULL,Water,Non_Water,Water,Forest
1260,Bareland,NULL,Water,Water,Water,Grassland
1261,Bareland,NULL,Water,Water,Water,Bareland
1262,Bareland,NULL,Water,Water,Water,Water
1263,Bareland,NULL,Water,Water,Water,Forest
1264,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
1265,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1266,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1267,Bareland,NULL,Forest,NULL,Non_Wetland,Water
1268,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1269,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1270,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland
1271,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water
1272,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest
1273,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
1274,Bareland,NULL,Forest,Water,Non_Wetland,Cropland
1275,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
1276,Bareland,NULL,Forest,Water,Non_Wetland,Water
1277,Bareland,NULL,Forest,Water,Non_Wetland,Forest
1278,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
1279,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
1280,Bareland,Cropland,NULL,Water,Non_Wetland,Bareland
1281,Bareland,Cropland,NULL,Water,Non_Wetland,Water
1282,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1283,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1284,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water
1285,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1286,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1287,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Water
1288,Bareland,Cropland,Shrubland,Water,Non_Wetland,Bareland
1289,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1290,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1291,Bareland,Cropland,Wetland,NULL,Wetland,Grassland
1292,Bareland,Cropland,Wetland,Non_Water,Wetland,Bareland
1293,Bareland,Cropland,Wetland,Water,Wetland,Grassland
1294,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1295,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
1296,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1297,Bareland,Cropland,Bareland,Water,Non_Wetland,Forest
1298,Bareland,Cropland,Built-up,NULL,Non_Wetland,Water
1299,Bareland,Cropland,Water,Non_Water,Water,Grassland
1300,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1301,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
1302,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
1303,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1304,Bareland,Cropland,Forest,Water,Non_Wetland,Grassland
1305,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
