Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MUP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MUP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MUP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MUP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MUP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MUP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MUP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MUP_M_R
2422,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2423,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2424,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2425,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
2426,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2427,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2428,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2429,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2430,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2431,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2432,Permanent_ice_and_snow,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2433,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2434,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2435,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2436,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2437,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2438,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2439,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2440,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
2441,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2442,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
2443,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2444,Permanent_ice_and_snow,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
2445,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
2446,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
2447,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2448,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
2449,Permanent_ice_and_snow,Water,Water,Water,Water,Bareland,Bareland,Bareland
2450,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2451,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2452,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2453,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
2454,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2455,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2456,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2457,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2458,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2459,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
2460,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2461,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2462,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
2463,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2464,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
2465,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2466,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
2467,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
2468,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
2469,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2470,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
2471,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2472,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2473,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
2474,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2475,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2476,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2477,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2478,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2479,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
2480,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2481,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2482,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2483,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
2484,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2485,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2486,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2487,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2488,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2489,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
2490,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
2491,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
2492,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2493,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2494,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2495,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
2496,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
2497,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2498,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
2499,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2500,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2501,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2502,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2503,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
2504,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2505,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
2506,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
2507,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2508,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2509,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2510,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
2511,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
2512,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2513,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2514,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
2515,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
2516,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2517,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2518,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
2519,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
2520,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2521,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2522,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
2523,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2524,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2525,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2526,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2527,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
2528,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
2529,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2530,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2531,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2532,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2533,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2534,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2535,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2536,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2537,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2538,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2539,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
2540,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2541,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2542,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2543,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2544,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2545,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2546,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2547,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2548,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2549,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2550,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2551,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2552,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2553,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2554,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2555,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2556,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2557,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2558,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2559,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2560,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
2561,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2562,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2563,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2564,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2565,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2566,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
2567,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2568,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2569,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2570,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2571,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2572,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2573,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2574,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
2575,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2576,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2577,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2578,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2579,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2580,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2581,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
2582,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
2583,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2584,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2585,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2586,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
2587,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2588,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2589,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2590,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2591,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2592,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2593,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2594,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2595,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2596,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2597,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2598,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
2599,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2600,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2601,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2602,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2603,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2604,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Water,Water
2605,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2606,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2607,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2608,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2609,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2610,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2611,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2612,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2613,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2614,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2615,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2616,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2617,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
2618,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2619,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2620,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2621,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2622,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
2623,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2624,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2625,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2626,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2627,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2628,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2629,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
2630,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2631,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2632,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2633,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2634,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2635,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
2636,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
2637,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
2638,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
2639,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
2640,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2641,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
2642,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
2643,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
2644,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
2645,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
2646,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
2647,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
2648,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
2649,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
2650,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
2651,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,NULL
2652,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
2653,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
2654,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
2655,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2656,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
2657,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2658,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2659,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2660,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
2661,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
2662,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
2663,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2664,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
2665,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
2666,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2667,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2668,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2669,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2670,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2671,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2672,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,NULL
2673,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
2674,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Water
2675,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
2676,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
2677,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2678,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
2679,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2680,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
2681,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2682,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
2683,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2684,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
2685,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2686,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,NULL
2687,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
2688,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
2689,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Water
2690,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
2691,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
2692,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
2693,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
2694,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
2695,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
2696,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
2697,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
2698,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
2699,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
2700,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
2701,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
2702,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
2703,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
2704,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Water
2705,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
2706,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
2707,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
2708,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
2709,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
2710,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
2711,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
2712,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
2713,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
2714,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2715,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
2716,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2717,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2718,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
2719,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2720,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2721,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
2722,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
2723,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
2724,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
2725,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
2726,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland,Forest
2727,Forest,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
2728,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2729,Forest,NULL,Wetland,Water,Wetland,Grassland,Bareland,Grassland
2730,Forest,NULL,Wetland,Water,Wetland,Wetland,Bareland,Bareland
2731,Forest,NULL,Wetland,Water,Wetland,Wetland,Bareland,Water
2732,Forest,NULL,Wetland,Water,Wetland,Wetland,Bareland,Forest
2733,Forest,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
2734,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
2735,Forest,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
2736,Forest,NULL,Wetland,Water,Wetland,Bareland,Bareland,Forest
2737,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
2738,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
2739,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
2740,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
2741,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
2742,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Forest
2743,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Bareland,Grassland
2744,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
2745,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
