Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LTG_M_R
2140,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
2141,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2142,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
2143,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2144,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2145,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
2146,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
2147,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
2148,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2149,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
2150,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2151,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
2152,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2153,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
2154,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2155,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
2156,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
2157,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2158,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
2159,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2160,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2161,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2162,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
2163,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
2164,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2165,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2166,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
2167,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2168,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2169,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2170,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
2171,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2172,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2173,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
2174,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2175,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2176,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2177,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2178,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
2179,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
2180,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
2181,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
2182,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2183,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2184,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
2185,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2186,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2187,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2188,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2189,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
2190,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2191,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2192,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2193,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2194,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2195,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2196,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
2197,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2198,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
2199,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2200,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2201,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2202,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2203,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
2204,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
2205,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2206,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2207,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2208,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2209,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2210,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
2211,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2212,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2213,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2214,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2215,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2216,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2217,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2218,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2219,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2220,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2221,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2222,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2223,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
2224,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2225,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2226,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2227,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2228,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
2229,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2230,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2231,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
2232,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
2233,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2234,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2235,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2236,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2237,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2238,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
2239,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2240,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2241,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
2242,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2243,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2244,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2245,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2246,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2247,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2248,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2249,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2250,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2251,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2252,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2253,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2254,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
2255,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2256,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
2257,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2258,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2259,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2260,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2261,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
2262,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2263,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
2264,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
2265,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2266,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
2267,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
2268,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2269,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
2270,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
2271,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
2272,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2273,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2274,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2275,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
2276,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
2277,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
2278,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
2279,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2280,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2281,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2282,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
2283,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
2284,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
2285,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2286,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2287,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2288,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2289,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
2290,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2291,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2292,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2293,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2294,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2295,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2296,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
2297,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2298,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2299,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2300,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2301,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2302,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
2303,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2304,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
2305,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2306,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
2307,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2308,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
2309,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
2310,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
2311,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2312,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
2313,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2314,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2315,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2316,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2317,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2318,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2319,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2320,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2321,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2322,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2323,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
2324,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2325,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
2326,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2327,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
2328,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2329,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2330,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2331,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
2332,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
2333,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2334,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2335,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2336,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2337,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2338,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2339,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2340,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2341,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2342,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2343,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2344,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2345,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2346,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
2347,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2348,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
2349,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2350,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
2351,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2352,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
2353,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
2354,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
2355,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2356,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2357,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2358,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2359,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2360,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2361,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
2362,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2363,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2364,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2365,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2366,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2367,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
2368,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2369,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2370,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
2371,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2372,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
2373,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2374,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2375,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
2376,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2377,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2378,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
2379,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
2380,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2381,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Forest
2382,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
2383,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
2384,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2385,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
2386,Forest,NULL,Wetland,NULL,Wetland,NULL,Bareland,NULL
2387,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
2388,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Water
2389,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
2390,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
2391,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
2392,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
2393,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
2394,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
2395,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
2396,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
2397,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,NULL
2398,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
2399,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,NULL
2400,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
2401,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
2402,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
2403,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
2404,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
2405,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
2406,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2407,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2408,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2409,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2410,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2411,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
2412,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2413,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
2414,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
2415,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
2416,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2417,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2418,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2419,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2420,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
2421,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
2422,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
2423,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
2424,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2425,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
2426,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
2427,Forest,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,NULL
2428,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2429,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
2430,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,NULL
2431,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
2432,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
2433,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
2434,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
2435,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Water
2436,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
2437,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,NULL
2438,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
2439,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
2440,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,NULL
2441,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
2442,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,NULL
2443,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
2444,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
2445,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
2446,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
2447,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
2448,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
2449,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
2450,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
2451,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2452,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2453,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2454,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2455,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
2456,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Forest
2457,Forest,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Wetland
2458,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2459,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
2460,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
2461,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2462,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
2463,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
2464,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Shrubland,NULL
2465,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2466,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Shrubland,NULL
2467,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Shrubland,NULL
