Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NWC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NWC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NWC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NWC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NWC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NWC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NWC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NWC_M_R
669,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
670,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
671,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
672,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
673,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
674,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
675,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
676,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
677,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
678,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
679,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
680,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
681,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,NULL
682,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
683,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
684,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
685,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
686,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
687,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
688,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
689,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
690,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
691,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
692,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
693,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
694,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
695,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
696,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
697,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
698,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
699,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
700,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
701,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
702,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
703,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
704,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
705,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
706,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
707,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
708,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
709,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
710,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
711,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
712,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
713,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
714,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
715,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
716,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
717,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
718,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
719,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
720,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
721,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
722,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
723,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
724,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
725,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
726,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
727,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
728,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
729,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
730,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
731,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
732,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
733,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
734,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
735,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
736,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
737,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
738,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
739,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
740,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
741,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
742,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
743,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
744,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
745,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
746,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
747,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
748,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
749,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
750,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
751,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
752,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
753,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
754,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
755,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
756,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
757,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
758,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
759,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
760,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
761,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
762,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
763,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
764,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
765,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
766,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
767,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
768,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
769,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
770,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
771,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
772,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
773,Forest,Water,Water,NULL,Water,NULL,NULL,Water
774,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
775,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
776,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
777,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
778,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
779,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
780,Forest,Water,Water,Water,Water,NULL,NULL,Water
781,Forest,Water,Water,Water,Water,NULL,NULL,Forest
782,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
783,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
784,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
785,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
786,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
787,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
788,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
789,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
790,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
791,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
792,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
793,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
794,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
795,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
796,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
797,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
798,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
799,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
800,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
801,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
802,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
803,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
804,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
805,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
806,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
807,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
808,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
809,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
810,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
811,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
812,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
813,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
814,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
815,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
816,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
817,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
818,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
819,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
820,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
821,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
822,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
823,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
824,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
825,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
826,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
827,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
828,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
829,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
830,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
831,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
832,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
833,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
834,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
835,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
836,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
837,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
838,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
839,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
840,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
841,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
842,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
843,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
844,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
845,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
846,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
847,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
848,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
849,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
850,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
851,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
852,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
853,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
854,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
855,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
856,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
857,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
858,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
859,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
860,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
861,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
862,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
863,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
864,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
865,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
866,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
867,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
868,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
869,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
870,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
871,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
872,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
873,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
874,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
875,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
876,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
877,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
878,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
879,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,NULL
880,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
881,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Forest
882,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
883,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
884,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
885,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
886,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
887,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
888,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
889,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
890,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
891,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
892,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
893,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,NULL
894,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
895,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
896,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
897,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
898,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
899,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
900,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
901,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
902,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
903,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
904,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
905,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
906,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,NULL
907,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
908,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Wetland
909,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
910,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
911,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
912,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
913,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
914,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
915,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
916,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
917,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
918,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
919,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
920,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,NULL
921,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
922,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
923,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Grassland
924,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
925,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
926,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
927,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
928,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
929,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
930,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
931,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
932,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
933,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
934,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
935,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
936,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
937,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
938,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
939,Forest,Forest,Water,Water,Water,NULL,NULL,Water
940,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
941,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
942,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
943,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
944,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
945,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
946,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
947,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
948,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
949,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
950,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
951,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
952,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
953,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
954,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
955,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
956,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
957,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
958,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
959,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
960,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
961,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
962,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
963,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
964,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
965,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
966,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
967,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
968,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
969,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
970,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
971,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
972,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
973,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
974,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
975,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
976,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
977,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
978,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
979,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
980,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
981,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
982,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
983,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
984,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
985,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
986,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
987,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
988,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
989,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
990,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
991,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
992,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
993,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
994,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
995,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
996,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
997,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
998,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
999,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1000,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1001,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1002,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
1003,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1004,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1005,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
1006,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
1007,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1008,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1009,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1010,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1011,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1012,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1013,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1014,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1015,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1016,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
