Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MPS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MPS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MPS_M_R
2372,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2373,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
2374,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
2375,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
2376,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2377,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
2378,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
2379,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
2380,Water,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2381,Water,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2382,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2383,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2384,Water,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Bareland
2385,Water,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
2386,Water,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
2387,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Forest
2388,Water,NULL,NULL,Water,Non_Wetland,Bareland,Water,Bareland
2389,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
2390,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Forest
2391,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2392,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2393,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
2394,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2395,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2396,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2397,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2398,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2399,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
2400,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2401,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2402,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2403,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2404,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2405,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
2406,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
2407,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2408,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2409,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
2410,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
2411,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
2412,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2413,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
2414,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2415,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
2416,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
2417,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
2418,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2419,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2420,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2421,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
2422,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Bareland
2423,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
2424,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2425,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2426,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
2427,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
2428,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2429,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2430,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
2431,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2432,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
2433,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
2434,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2435,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
2436,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Wetland
2437,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Forest
2438,Water,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
2439,Water,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Water
2440,Water,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2441,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2442,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2443,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Water
2444,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2445,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2446,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Forest
2447,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
2448,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
2449,Water,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
2450,Water,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Forest
2451,Water,NULL,Grassland,Water,Non_Wetland,Water,Forest,Forest
2452,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2453,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2454,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2455,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2456,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2457,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2458,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2459,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2460,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2461,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2462,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
2463,Water,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
2464,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
2465,Water,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
2466,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2467,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2468,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
2469,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2470,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2471,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
2472,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
2473,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
2474,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
2475,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
2476,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
2477,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2478,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2479,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2480,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2481,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
2482,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
2483,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2484,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
2485,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
2486,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
2487,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2488,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
2489,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
2490,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
2491,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Water
2492,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
2493,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
2494,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Bareland
2495,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
2496,Water,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2497,Water,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
2498,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2499,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
2500,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
2501,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Forest
2502,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Forest
2503,Water,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Water
2504,Water,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Forest
2505,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
2506,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
2507,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2508,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2509,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
2510,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
2511,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
2512,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
2513,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
2514,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2515,Water,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
2516,Water,NULL,Built-up,NULL,Non_Wetland,Water,Water,Grassland
2517,Water,NULL,Built-up,NULL,Non_Wetland,Water,Water,Forest
2518,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2519,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
2520,Water,NULL,Built-up,Water,Non_Wetland,Wetland,Grassland,Grassland
2521,Water,NULL,Built-up,Water,Non_Wetland,Water,Water,Forest
2522,Water,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
2523,Water,NULL,Water,NULL,Water,Grassland,Grassland,Forest
2524,Water,NULL,Water,NULL,Water,Grassland,Water,Forest
2525,Water,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
2526,Water,NULL,Water,NULL,Water,Wetland,Grassland,Forest
2527,Water,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
2528,Water,NULL,Water,NULL,Water,Water,Grassland,Grassland
2529,Water,NULL,Water,NULL,Water,Water,Wetland,Grassland
2530,Water,NULL,Water,NULL,Water,Water,Water,Grassland
2531,Water,NULL,Water,NULL,Water,Water,Water,Bareland
2532,Water,NULL,Water,NULL,Water,Water,Water,Forest
2533,Water,NULL,Water,Water,Water,Grassland,Water,Bareland
2534,Water,NULL,Water,Water,Water,Wetland,Water,Forest
2535,Water,NULL,Water,Water,Water,Bareland,Grassland,Bareland
2536,Water,NULL,Water,Water,Water,Water,Grassland,Grassland
2537,Water,NULL,Water,Water,Water,Water,Grassland,Forest
2538,Water,NULL,Water,Water,Water,Water,Water,Grassland
2539,Water,NULL,Water,Water,Water,Water,Water,Bareland
2540,Water,NULL,Water,Water,Water,Water,Water,Water
2541,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2542,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
2543,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2544,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2545,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2546,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Bareland
2547,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2548,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2549,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Bareland
2550,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2551,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2552,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2553,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2554,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2555,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2556,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2557,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
2558,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
2559,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2560,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2561,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Water
2562,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Forest
2563,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Bareland
2564,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Water
2565,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2566,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
2567,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
2568,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2569,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2570,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2571,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
2572,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2573,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2574,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2575,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
2576,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2577,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,Grassland
2578,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,Forest
2579,Water,Cropland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
2580,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2581,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2582,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2583,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2584,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2585,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
2586,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2587,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2588,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
2589,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2590,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2591,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
2592,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2593,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
2594,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2595,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Water,Forest
2596,Water,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2597,Water,Cropland,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2598,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2599,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2600,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2601,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2602,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
2603,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
2604,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
2605,Water,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2606,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2607,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2608,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
2609,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
2610,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2611,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
2612,Water,Cropland,Bareland,Water,Non_Wetland,Water,Water,Grassland
2613,Water,Cropland,Water,NULL,Water,Wetland,Grassland,Forest
2614,Water,Cropland,Water,NULL,Water,Water,Water,Grassland
2615,Water,Cropland,Water,Water,Water,Grassland,Grassland,Grassland
2616,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2617,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
2618,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2619,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2620,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2621,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2622,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2623,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2624,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2625,Water,Cropland,Forest,NULL,Non_Wetland,Water,Water,Forest
2626,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2627,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
2628,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
2629,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
2630,Water,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
2631,Water,Bareland,Water,Water,Water,Water,Water,Bareland
2632,Water,Bareland,Water,Water,Water,Water,Water,Water
2633,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2634,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2635,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2636,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2637,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
2638,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
2639,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2640,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
2641,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
2642,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
2643,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
2644,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2645,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2646,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
2647,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
2648,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2649,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
2650,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
2651,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2652,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2653,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2654,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2655,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
2656,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2657,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2658,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
2659,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
2660,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2661,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
2662,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
2663,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2664,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
2665,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
2666,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2667,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
2668,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
2669,Water,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
2670,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
2671,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
2672,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
2673,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
2674,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
2675,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,NULL
2676,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
2677,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Wetland
2678,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
2679,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
2680,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2681,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2682,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2683,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
2684,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
2685,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
2686,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
2687,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
2688,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
2689,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Bareland
2690,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
2691,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2692,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
2693,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
2694,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
2695,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
2696,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
2697,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
2698,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
2699,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Water
2700,Water,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
2701,Water,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
2702,Water,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
2703,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
2704,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Bareland
2705,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
2706,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Bareland
2707,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
2708,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Grassland
2709,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Bareland
2710,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
2711,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Forest
2712,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
2713,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
2714,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
2715,Water,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
2716,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
2717,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
2718,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
2719,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
2720,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2721,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2722,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
2723,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
