Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LHK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LHK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LHK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LHK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LHK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LHK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LHK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LHK_M_R
333,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Forest
334,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
335,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Bareland
336,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
337,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
338,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
339,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
340,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Grassland
341,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Wetland
342,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Bareland
343,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
344,NULL,NULL,Grassland,Water,Non_Wetland,Cropland,Grassland,Grassland
345,NULL,NULL,Grassland,Water,Non_Wetland,Cropland,Forest,Grassland
346,NULL,NULL,Grassland,Water,Non_Wetland,Cropland,Forest,Bareland
347,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,NULL,Grassland
348,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,NULL,Forest
349,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
350,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Wetland
351,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
352,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
353,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
354,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Forest,Grassland
355,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Forest,Bareland
356,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Forest,Forest
357,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,NULL,Grassland
358,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
359,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Bareland
360,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Forest
361,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
362,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
363,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
364,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
365,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
366,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
367,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Bareland
368,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Forest,Grassland
369,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Forest,Bareland
370,NULL,NULL,Grassland,Water,Non_Wetland,Built-up,Water,Grassland
371,NULL,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
372,NULL,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Bareland
373,NULL,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Forest
374,NULL,NULL,Grassland,Water,Non_Wetland,Water,Forest,Grassland
375,NULL,NULL,Grassland,Water,Non_Wetland,Forest,Grassland,Grassland
376,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
377,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
378,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
379,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
380,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
381,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
382,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
383,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
384,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
385,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
386,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
387,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
388,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
389,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
390,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
391,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
392,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
393,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
394,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
395,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
396,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
397,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
398,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
399,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
400,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
401,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
402,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
403,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
404,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
405,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
406,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
407,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
408,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
409,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
410,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
411,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
412,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
413,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
414,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
415,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
416,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
417,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
418,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
419,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
420,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
421,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
422,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
423,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
424,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
425,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
426,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
427,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
428,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
429,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
430,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
431,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
432,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
433,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
434,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
435,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
436,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
437,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
438,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
439,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
440,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
441,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
442,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
443,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
444,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
445,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
446,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
447,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Forest,Grassland
448,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Forest,Bareland
449,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
450,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
451,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
452,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
453,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
454,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
455,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
456,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
457,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
458,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
459,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
460,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
461,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
462,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
463,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Bareland
464,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
465,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
466,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
467,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
468,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
469,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
470,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
471,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
472,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
473,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
474,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
475,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
476,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
477,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
478,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
479,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
480,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
481,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
482,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
483,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
484,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
485,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
486,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
487,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
488,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
489,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
490,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
491,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Water
492,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
493,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
494,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
495,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
496,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
497,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
498,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
499,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
500,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
501,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
502,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
503,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
504,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
505,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
506,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
507,NULL,NULL,Wetland,Water,Wetland,Grassland,Bareland,Grassland
508,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
509,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
510,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
511,NULL,NULL,Wetland,Water,Wetland,Wetland,Bareland,Grassland
512,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
513,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Grassland
514,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
515,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
516,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
517,NULL,NULL,Wetland,Water,Wetland,Bareland,Forest,Grassland
518,NULL,NULL,Wetland,Water,Wetland,Bareland,Forest,Forest
519,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Water
520,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
521,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
522,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
523,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
524,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Forest,Forest
525,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
526,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Forest
527,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Wetland,Grassland
528,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water,Grassland,Grassland
529,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water,Grassland,Forest
530,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland,Grassland,Grassland
531,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
532,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
533,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
534,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
535,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
536,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Water
537,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
538,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,NULL
539,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
540,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
541,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
542,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
543,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
544,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
545,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
546,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
547,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
548,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Wetland
549,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
550,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
551,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
552,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
553,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
554,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
555,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
556,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
557,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Wetland
558,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
559,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
560,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
561,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
562,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Wetland
563,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
564,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Water
565,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
566,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
567,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
568,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
569,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
570,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Wetland
571,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
572,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
573,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
574,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
575,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
576,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
577,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Wetland
578,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Forest
579,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
580,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Forest
581,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
582,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
583,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
584,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
585,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
586,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
587,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
588,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
589,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
590,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
591,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
592,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,NULL,Grassland
593,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,NULL,Water
594,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,NULL,Forest
595,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
596,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Wetland
597,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Forest
598,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
599,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Forest,Grassland
600,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,NULL,Grassland
601,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,NULL,Water
602,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,NULL,Forest
603,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
604,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Bareland,Grassland
605,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Forest,Grassland
606,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
607,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,NULL,Grassland
608,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,NULL,Forest
609,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
610,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
611,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
612,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Forest,Forest
613,NULL,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
614,NULL,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Bareland
615,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
616,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
617,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
618,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
619,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
620,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
621,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
622,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
623,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
624,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
625,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
626,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
627,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
628,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
629,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
630,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
631,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
632,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
633,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
634,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
635,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
636,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
637,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
638,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
639,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,Built-up
640,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
641,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
642,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
643,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
644,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
645,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
646,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
647,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
648,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
649,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
650,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
651,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
652,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
653,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
654,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
655,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
656,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
657,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
658,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
659,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
660,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
661,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
662,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
663,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
664,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
665,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
666,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
667,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
668,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
669,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
670,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
