Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LWC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LWC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LWC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LWC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LWC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LWC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LWC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LWC_M_R
20055,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
20056,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
20057,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
20058,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
20059,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
20060,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
20061,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
20062,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
20063,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
20064,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
20065,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
20066,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
20067,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
20068,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
20069,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
20070,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
20071,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
20072,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
20073,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
20074,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
20075,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
20076,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Bareland
20077,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Water
20078,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
20079,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
20080,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
20081,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
20082,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
20083,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
20084,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
20085,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
20086,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
20087,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
20088,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
20089,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
20090,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
20091,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
20092,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
20093,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
20094,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
20095,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
20096,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
20097,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
20098,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
20099,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
20100,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
20101,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
20102,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
20103,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
20104,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
20105,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
20106,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
20107,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
20108,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
20109,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
20110,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
20111,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
20112,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
20113,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
20114,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
20115,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
20116,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
20117,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
20118,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
20119,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
20120,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
20121,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
20122,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
20123,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
20124,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Wetland
20125,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
20126,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Water
20127,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
20128,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
20129,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
20130,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
20131,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
20132,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
20133,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
20134,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
20135,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
20136,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
20137,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
20138,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
20139,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
20140,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
20141,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
20142,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
20143,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
20144,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
20145,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
20146,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
20147,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
20148,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Wetland
20149,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
20150,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
20151,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
20152,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
20153,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
20154,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
20155,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
20156,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
20157,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
20158,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
20159,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
20160,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
20161,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
20162,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
20163,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
20164,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
20165,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
20166,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
20167,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
20168,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
20169,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
20170,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
20171,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
20172,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
20173,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
20174,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
20175,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
20176,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
20177,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
20178,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
20179,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Wetland
20180,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
20181,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
20182,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
20183,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
20184,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
20185,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
20186,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
20187,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
20188,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
20189,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
20190,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
20191,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
20192,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
20193,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
20194,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
20195,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Bareland
20196,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
20197,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
20198,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
20199,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
20200,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
20201,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Built-up
20202,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
20203,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
20204,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
20205,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
20206,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
20207,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
20208,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
20209,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Wetland
20210,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
20211,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
20212,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
20213,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Water
20214,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
20215,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
20216,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
20217,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
20218,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
20219,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
20220,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
20221,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
20222,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
20223,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
20224,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
20225,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
20226,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
20227,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
20228,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
20229,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
20230,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
20231,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
20232,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
20233,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
20234,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
20235,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Wetland
20236,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Forest
20237,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
20238,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
20239,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
20240,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Wetland
20241,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
20242,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
20243,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
20244,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Water
20245,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
20246,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
20247,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
20248,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
20249,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
20250,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
20251,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
20252,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
20253,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
20254,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
20255,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
20256,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
20257,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
20258,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
20259,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Water
20260,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
20261,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
20262,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
20263,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Cropland
20264,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Wetland
20265,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Water
20266,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
20267,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Built-up,Grassland
20268,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Built-up,Forest
20269,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
20270,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
20271,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
20272,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
20273,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
20274,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
20275,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
20276,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
20277,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Water
20278,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
20279,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
20280,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
20281,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
20282,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Bareland
20283,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
20284,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
20285,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
20286,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
20287,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
20288,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Built-up
20289,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
20290,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
20291,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
20292,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
20293,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
20294,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
20295,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
20296,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
20297,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
20298,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
20299,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
20300,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
20301,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
20302,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
20303,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
20304,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Cropland
20305,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
20306,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
20307,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
20308,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
20309,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Water
20310,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
20311,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
20312,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
20313,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
20314,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
20315,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
20316,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
20317,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
20318,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
20319,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
20320,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
20321,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
20322,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
20323,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
20324,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
20325,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
20326,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Bareland
20327,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
20328,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
20329,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
20330,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Bareland
20331,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
20332,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
20333,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
20334,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
20335,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Water
20336,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
20337,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
20338,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
20339,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Water
20340,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
20341,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
20342,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
20343,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
20344,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
20345,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
20346,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
20347,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
20348,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
20349,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
20350,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
20351,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
20352,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
20353,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
20354,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
20355,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
20356,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
20357,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
20358,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
20359,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
20360,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
20361,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
20362,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
20363,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
20364,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
20365,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
