Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LGF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LGF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LGF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LGF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LGF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LGF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LGF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LGF_M_R
1039,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1040,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1041,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1042,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1043,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1044,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1045,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1046,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1047,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1048,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1049,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1050,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1051,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1052,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
1053,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1054,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1055,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1056,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1057,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1058,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1059,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1060,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1061,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1062,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1063,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1064,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1065,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1066,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1067,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1068,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1069,Wetland,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1070,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1071,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1072,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
1073,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
1074,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,NULL
1075,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1076,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1077,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1078,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1079,Wetland,Wetland,Water,Water,Water,NULL,NULL,NULL
1080,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
1081,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
1082,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
1083,Wetland,Wetland,Water,Water,Water,NULL,NULL,Forest
1084,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1085,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1086,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1087,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1088,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1089,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1090,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1091,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1092,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1093,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,NULL
1094,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1095,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1096,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1097,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1098,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1099,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1100,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1101,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1102,Wetland,Bareland,Water,Water,Water,NULL,NULL,Water
1103,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1104,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1105,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1106,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1107,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1108,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1109,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1110,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1111,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1112,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1113,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1114,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1115,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1116,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1117,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1118,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1119,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1120,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1121,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1122,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1123,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1124,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1125,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1126,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1127,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1128,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1129,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1130,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1131,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1132,Wetland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1133,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
1134,Wetland,Water,Water,NULL,Water,NULL,NULL,Forest
1135,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1136,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Water
1137,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1138,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
1139,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
1140,Wetland,Water,Water,Water,Water,NULL,NULL,Water
1141,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
1142,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1143,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1144,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1145,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1146,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1147,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1148,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1149,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1150,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1151,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1152,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1153,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1154,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1155,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1156,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1157,Wetland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1158,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1159,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1160,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1161,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1162,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1163,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1164,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1165,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1166,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1167,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1168,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1169,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1170,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1171,Wetland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1172,Wetland,Forest,Water,NULL,Water,NULL,NULL,Forest
1173,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
1174,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Water
1175,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1176,Wetland,Forest,Water,Water,Water,NULL,NULL,NULL
1177,Wetland,Forest,Water,Water,Water,NULL,NULL,Grassland
1178,Wetland,Forest,Water,Water,Water,NULL,NULL,Wetland
1179,Wetland,Forest,Water,Water,Water,NULL,NULL,Water
1180,Wetland,Forest,Water,Water,Water,NULL,NULL,Forest
1181,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1182,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1183,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1184,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1185,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1186,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1187,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1188,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,NULL
1189,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1190,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1191,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1192,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1193,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1194,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1195,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1196,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1197,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1198,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1199,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1200,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1201,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1202,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1203,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1204,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1205,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1206,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1207,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1208,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1209,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1210,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1211,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1212,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1213,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1214,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1215,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1216,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1217,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1218,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1219,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1220,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1221,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1222,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1223,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1224,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1225,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1226,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1227,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1228,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1229,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1230,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1231,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1232,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1233,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1234,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1235,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1236,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1237,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1238,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1239,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1240,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1241,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1242,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1243,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1244,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1245,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1246,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Built-up
1247,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1248,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1249,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1250,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1251,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1252,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1253,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1254,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1255,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1256,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1257,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1258,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1259,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1260,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1261,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1262,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1263,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1264,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1265,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1266,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1267,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1268,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1269,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1270,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1271,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1272,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1273,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1274,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1275,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1276,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1277,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1278,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1279,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1280,Bareland,NULL,Water,NULL,Water,NULL,NULL,Cropland
1281,Bareland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1282,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1283,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
1284,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1285,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1286,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1287,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
1288,Bareland,NULL,Water,Water,Water,NULL,NULL,Cropland
1289,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
1290,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
1291,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
1292,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
1293,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1294,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1295,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1296,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1297,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1298,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1299,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1300,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1301,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1302,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1303,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1304,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1305,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1306,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1307,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1308,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1309,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1310,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1311,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1312,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1313,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1314,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1315,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1316,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1317,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1318,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1319,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1320,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1321,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1322,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1323,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1324,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1325,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1326,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1327,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1328,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1329,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1330,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1331,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1332,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1333,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1334,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1335,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1336,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1337,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1338,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1339,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1340,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1341,Bareland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1342,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1343,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1344,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1345,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1346,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1347,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1348,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1349,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1350,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1351,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1352,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1353,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1354,Bareland,Wetland,Water,Water,Water,NULL,NULL,Grassland
1355,Bareland,Wetland,Water,Water,Water,NULL,NULL,Wetland
1356,Bareland,Wetland,Water,Water,Water,NULL,NULL,Water
1357,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1358,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1359,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1360,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1361,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1362,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1363,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1364,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1365,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1366,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1367,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1368,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1369,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1370,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1371,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1372,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1373,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1374,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1375,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1376,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1377,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1378,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1379,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
1380,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
