Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MLM_M_R
11538,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
11539,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
11540,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
11541,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Water
11542,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
11543,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
11544,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
11545,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
11546,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
11547,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
11548,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
11549,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
11550,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Water
11551,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
11552,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
11553,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
11554,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
11555,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
11556,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
11557,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
11558,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
11559,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11560,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
11561,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
11562,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
11563,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
11564,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Wetland
11565,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Forest
11566,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
11567,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
11568,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,NULL
11569,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
11570,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
11571,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
11572,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
11573,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
11574,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Forest
11575,Forest,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Forest
11576,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Shrubland,Water
11577,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
11578,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,NULL
11579,Forest,NULL,NULL,Water,Non_Wetland,Water,Water,Water
11580,Forest,NULL,NULL,Water,Non_Wetland,Water,Water,Forest
11581,Forest,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,NULL
11582,Forest,NULL,NULL,Water,Non_Wetland,Forest,Forest,Forest
11583,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
11584,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
11585,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
11586,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
11587,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
11588,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
11589,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11590,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
11591,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
11592,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
11593,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
11594,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
11595,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
11596,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
11597,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
11598,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
11599,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
11600,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
11601,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
11602,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
11603,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
11604,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
11605,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11606,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
11607,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
11608,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
11609,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
11610,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
11611,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11612,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11613,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
11614,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
11615,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
11616,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
11617,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
11618,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11619,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
11620,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11621,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
11622,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
11623,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11624,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
11625,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
11626,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
11627,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
11628,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
11629,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
11630,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
11631,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
11632,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
11633,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
11634,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
11635,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
11636,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
11637,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
11638,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
11639,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
11640,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
11641,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
11642,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
11643,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
11644,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
11645,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11646,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11647,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
11648,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11649,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
11650,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11651,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11652,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
11653,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
11654,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
11655,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11656,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
11657,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
11658,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
11659,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
11660,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
11661,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
11662,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
11663,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
11664,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
11665,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
11666,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
11667,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
11668,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
11669,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
11670,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
11671,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
11672,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
11673,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
11674,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
11675,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
11676,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
11677,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
11678,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
11679,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
11680,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
11681,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
11682,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
11683,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
11684,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
11685,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
11686,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
11687,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
11688,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
11689,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
11690,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
11691,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
11692,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
11693,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
11694,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
11695,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
11696,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
11697,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
11698,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
11699,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
11700,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
11701,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
11702,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11703,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
11704,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
11705,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
11706,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
11707,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
11708,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11709,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
11710,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
11711,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
11712,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
11713,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11714,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
11715,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
11716,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
11717,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
11718,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
11719,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
11720,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
11721,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
11722,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
11723,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
11724,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
11725,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11726,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
11727,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
11728,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
11729,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
11730,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
11731,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
11732,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
11733,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
11734,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
11735,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
11736,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
11737,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
11738,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
11739,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
11740,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
11741,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
11742,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Water
11743,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
11744,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
11745,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
11746,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
11747,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
11748,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
11749,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
11750,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
11751,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
11752,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
11753,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
11754,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
11755,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
11756,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
11757,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
11758,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
11759,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
11760,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
11761,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
11762,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
11763,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
11764,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
11765,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
11766,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11767,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
11768,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
11769,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
11770,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
11771,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
11772,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
11773,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
11774,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
11775,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
11776,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
11777,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
11778,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
11779,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
11780,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
11781,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
11782,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
11783,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
11784,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11785,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
11786,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
11787,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
11788,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
11789,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
11790,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
11791,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
11792,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
11793,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
11794,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
11795,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
11796,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
11797,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
11798,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
11799,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
11800,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
11801,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
11802,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
11803,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
11804,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
11805,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
11806,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,NULL
11807,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
11808,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
11809,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
11810,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Forest
11811,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Water
11812,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
11813,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
11814,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
11815,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
11816,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
11817,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Bareland,Grassland
11818,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
11819,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
11820,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Forest,NULL
11821,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Forest,Grassland
11822,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
11823,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Wetland
11824,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
11825,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,NULL
11826,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
11827,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
11828,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,NULL
11829,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
11830,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Wetland
11831,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
11832,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Bareland,Grassland
11833,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
11834,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Shrubland,NULL
11835,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Shrubland,Water
11836,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Shrubland,Forest
11837,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,NULL
11838,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,Grassland
11839,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
11840,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
11841,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
11842,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
11843,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
11844,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
11845,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11846,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
11847,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
11848,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
11849,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
11850,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
11851,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
11852,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
11853,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
11854,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
11855,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
11856,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11857,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
