Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MCU_M_R
5528,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
5529,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
5530,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
5531,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
5532,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
5533,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
5534,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
5535,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
5536,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
5537,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
5538,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
5539,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
5540,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
5541,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
5542,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
5543,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
5544,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
5545,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
5546,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Bareland,Forest
5547,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
5548,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
5549,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland,Forest
5550,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
5551,Forest,NULL,Wetland,Water,Wetland,NULL,Bareland,Forest
5552,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Forest
5553,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
5554,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
5555,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
5556,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
5557,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
5558,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
5559,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
5560,Forest,NULL,Wetland,Water,Wetland,Grassland,Bareland,Grassland
5561,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
5562,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Water
5563,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
5564,Forest,NULL,Wetland,Water,Wetland,Grassland,Forest,Forest
5565,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
5566,Forest,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
5567,Forest,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
5568,Forest,NULL,Wetland,Water,Wetland,Bareland,Grassland,Forest
5569,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
5570,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
5571,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Forest
5572,Forest,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
5573,Forest,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
5574,Forest,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
5575,Forest,NULL,Wetland,Water,Wetland,Bareland,Bareland,Forest
5576,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
5577,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Water
5578,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
5579,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
5580,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
5581,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
5582,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
5583,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
5584,Forest,NULL,Wetland,Water,Wetland,Forest,Grassland,Grassland
5585,Forest,NULL,Wetland,Water,Wetland,Forest,Grassland,Forest
5586,Forest,NULL,Wetland,Water,Wetland,Forest,Wetland,Forest
5587,Forest,NULL,Wetland,Water,Wetland,Forest,Water,Forest
5588,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
5589,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Forest
5590,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5591,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
5592,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5593,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5594,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
5595,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
5596,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
5597,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5598,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
5599,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5600,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5601,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
5602,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
5603,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
5604,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
5605,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
5606,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
5607,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
5608,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5609,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5610,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
5611,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5612,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Forest,Grassland
5613,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
5614,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Water
5615,Forest,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
5616,Forest,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
5617,Forest,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
5618,Forest,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
5619,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
5620,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5621,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5622,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
5623,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
5624,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
5625,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
5626,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
5627,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
5628,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5629,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5630,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5631,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
5632,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
5633,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
5634,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Bareland,Grassland
5635,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
5636,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5637,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5638,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
5639,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5640,Forest,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
5641,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
5642,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
5643,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
5644,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
5645,Forest,NULL,Water,NULL,Water,NULL,Wetland,Forest
5646,Forest,NULL,Water,NULL,Water,NULL,Bareland,Forest
5647,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
5648,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
5649,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Water
5650,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
5651,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
5652,Forest,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
5653,Forest,NULL,Water,NULL,Water,Grassland,Bareland,Forest
5654,Forest,NULL,Water,NULL,Water,Grassland,Water,Grassland
5655,Forest,NULL,Water,NULL,Water,Grassland,Forest,Grassland
5656,Forest,NULL,Water,NULL,Water,Grassland,Forest,Forest
5657,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
5658,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Forest
5659,Forest,NULL,Water,NULL,Water,Wetland,Forest,Grassland
5660,Forest,NULL,Water,NULL,Water,Wetland,Forest,Forest
5661,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
5662,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Forest
5663,Forest,NULL,Water,NULL,Water,Bareland,Wetland,Grassland
5664,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
5665,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
5666,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Water
5667,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Forest
5668,Forest,NULL,Water,NULL,Water,Bareland,Water,Forest
5669,Forest,NULL,Water,NULL,Water,Bareland,Forest,Grassland
5670,Forest,NULL,Water,NULL,Water,Bareland,Forest,Bareland
5671,Forest,NULL,Water,NULL,Water,Water,Grassland,Wetland
5672,Forest,NULL,Water,NULL,Water,Water,Grassland,Forest
5673,Forest,NULL,Water,NULL,Water,Water,Wetland,Grassland
5674,Forest,NULL,Water,NULL,Water,Water,Wetland,Wetland
5675,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
5676,Forest,NULL,Water,NULL,Water,Water,Bareland,Forest
5677,Forest,NULL,Water,NULL,Water,Water,Forest,Forest
5678,Forest,NULL,Water,NULL,Water,Forest,Bareland,Forest
5679,Forest,NULL,Water,NULL,Water,Forest,Forest,Forest
5680,Forest,NULL,Water,Non_Water,Water,NULL,Bareland,Forest
5681,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
5682,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,Forest
5683,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
5684,Forest,NULL,Water,Non_Water,Water,Grassland,Bareland,Grassland
5685,Forest,NULL,Water,Non_Water,Water,Bareland,Grassland,Grassland
5686,Forest,NULL,Water,Non_Water,Water,Bareland,Grassland,Wetland
5687,Forest,NULL,Water,Non_Water,Water,Bareland,Wetland,Forest
5688,Forest,NULL,Water,Non_Water,Water,Bareland,Bareland,Grassland
5689,Forest,NULL,Water,Non_Water,Water,Bareland,Bareland,Bareland
5690,Forest,NULL,Water,Non_Water,Water,Bareland,Bareland,Water
5691,Forest,NULL,Water,Non_Water,Water,Bareland,Bareland,Forest
5692,Forest,NULL,Water,Non_Water,Water,Water,Forest,Forest
5693,Forest,NULL,Water,Water,Water,NULL,Bareland,Forest
5694,Forest,NULL,Water,Water,Water,Grassland,Grassland,Water
5695,Forest,NULL,Water,Water,Water,Grassland,Grassland,Forest
5696,Forest,NULL,Water,Water,Water,Grassland,Wetland,Forest
5697,Forest,NULL,Water,Water,Water,Grassland,Bareland,Grassland
5698,Forest,NULL,Water,Water,Water,Grassland,Bareland,Forest
5699,Forest,NULL,Water,Water,Water,Bareland,Grassland,Forest
5700,Forest,NULL,Water,Water,Water,Bareland,Wetland,Water
5701,Forest,NULL,Water,Water,Water,Bareland,Bareland,Grassland
5702,Forest,NULL,Water,Water,Water,Bareland,Bareland,Bareland
5703,Forest,NULL,Water,Water,Water,Bareland,Bareland,Water
5704,Forest,NULL,Water,Water,Water,Bareland,Bareland,Forest
5705,Forest,NULL,Water,Water,Water,Bareland,Forest,Water
5706,Forest,NULL,Water,Water,Water,Water,Grassland,Forest
5707,Forest,NULL,Water,Water,Water,Water,Water,Forest
5708,Forest,NULL,Water,Water,Water,Forest,Bareland,Forest
5709,Forest,NULL,Water,Water,Water,Forest,Forest,Forest
5710,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5711,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
5712,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
5713,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
5714,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5715,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5716,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
5717,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
5718,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5719,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
5720,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
5721,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
5722,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5723,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5724,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5725,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5726,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
5727,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5728,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5729,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
5730,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5731,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
5732,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5733,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
5734,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
5735,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5736,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5737,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5738,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
5739,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5740,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5741,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5742,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5743,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
5744,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
5745,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5746,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
5747,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5748,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5749,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
5750,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
5751,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
5752,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
5753,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Water
5754,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
5755,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
5756,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5757,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5758,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
5759,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
5760,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
5761,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5762,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
5763,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
5764,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
5765,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5766,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
5767,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5768,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
5769,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5770,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5771,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5772,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
5773,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
5774,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
5775,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
5776,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5777,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
5778,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
5779,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5780,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
5781,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
5782,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
5783,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5784,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
5785,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
5786,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
5787,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5788,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
5789,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
5790,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
5791,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
5792,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Wetland
5793,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
5794,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
5795,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
5796,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
5797,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
5798,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
5799,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5800,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
5801,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
5802,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
5803,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
5804,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
5805,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5806,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
5807,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
5808,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
5809,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
5810,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
5811,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5812,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
5813,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5814,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
5815,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
5816,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5817,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
5818,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
5819,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
5820,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
5821,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
5822,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5823,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
5824,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Bareland,Forest
5825,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5826,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5827,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5828,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
5829,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
5830,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
5831,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5832,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5833,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
5834,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
5835,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5836,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5837,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Water
5838,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5839,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,Grassland
5840,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
5841,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Bareland,Grassland
5842,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Bareland,Forest
5843,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
5844,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
5845,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
5846,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Forest
5847,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
5848,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
5849,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Water
5850,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
5851,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5852,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5853,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
5854,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5855,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
5856,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5857,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5858,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5859,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
5860,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
5861,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5862,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5863,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5864,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5865,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5866,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5867,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
5868,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
5869,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5870,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5871,Forest,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
