Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LCH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LCH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LCH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LCH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LCH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LCH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LCH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LCH_M_R
13662,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
13663,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
13664,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
13665,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
13666,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
13667,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
13668,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
13669,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
13670,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
13671,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
13672,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
13673,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
13674,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Bareland
13675,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Water
13676,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
13677,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
13678,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
13679,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
13680,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
13681,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
13682,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
13683,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
13684,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
13685,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
13686,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
13687,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
13688,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
13689,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
13690,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
13691,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
13692,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
13693,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
13694,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
13695,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
13696,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
13697,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
13698,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
13699,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
13700,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
13701,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
13702,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
13703,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
13704,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
13705,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
13706,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
13707,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
13708,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
13709,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
13710,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Water
13711,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
13712,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
13713,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
13714,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
13715,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,NULL
13716,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
13717,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
13718,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Water
13719,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
13720,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
13721,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
13722,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
13723,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
13724,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
13725,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
13726,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Water
13727,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
13728,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
13729,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
13730,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
13731,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
13732,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
13733,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Bareland,Forest
13734,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Grassland
13735,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Water
13736,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
13737,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
13738,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
13739,Forest,Forest,NULL,Water,Non_Wetland,NULL,Shrubland,Forest
13740,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Grassland
13741,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
13742,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,NULL,Forest
13743,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
13744,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
13745,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
13746,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Water,Forest
13747,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Forest,Forest
13748,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Grassland
13749,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Water
13750,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
13751,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Shrubland,Grassland
13752,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Shrubland,Water
13753,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Shrubland,Forest
13754,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Wetland
13755,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Grassland
13756,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Forest
13757,Forest,Forest,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
13758,Forest,Forest,NULL,Water,Non_Wetland,Forest,NULL,Forest
13759,Forest,Forest,NULL,Water,Non_Wetland,Forest,Shrubland,Forest
13760,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Water
13761,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
13762,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
13763,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
13764,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
13765,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
13766,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
13767,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
13768,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
13769,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
13770,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
13771,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
13772,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
13773,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
13774,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
13775,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
13776,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
13777,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
13778,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
13779,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
13780,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
13781,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
13782,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
13783,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
13784,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
13785,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
13786,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
13787,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
13788,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
13789,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
13790,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
13791,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
13792,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
13793,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13794,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13795,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
13796,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
13797,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
13798,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
13799,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13800,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
13801,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13802,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
13803,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
13804,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
13805,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
13806,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
13807,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
13808,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
13809,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
13810,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
13811,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
13812,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
13813,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
13814,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
13815,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
13816,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
13817,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
13818,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
13819,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
13820,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
13821,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
13822,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
13823,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
13824,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
13825,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
13826,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
13827,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
13828,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
13829,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
13830,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13831,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
13832,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
13833,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
13834,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
13835,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
13836,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
13837,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13838,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
13839,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
13840,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
13841,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
13842,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
13843,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
13844,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
13845,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
13846,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
13847,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
13848,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
13849,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
13850,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
13851,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
13852,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
13853,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
13854,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
13855,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
13856,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
13857,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
13858,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
13859,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
13860,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
13861,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
13862,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
13863,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
13864,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
13865,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
13866,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
13867,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
13868,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
13869,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
13870,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
13871,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
13872,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
13873,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
13874,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
13875,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
13876,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
13877,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
13878,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
13879,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
13880,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
13881,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
13882,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
13883,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
13884,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
13885,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
13886,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
13887,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
13888,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
13889,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
13890,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
13891,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
13892,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
13893,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
13894,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
13895,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
13896,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
13897,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
13898,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
13899,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
13900,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13901,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
13902,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
13903,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
13904,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
13905,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
13906,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
13907,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
13908,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
13909,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
13910,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
13911,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
13912,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
13913,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
13914,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
13915,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
13916,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
13917,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
13918,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13919,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
13920,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
13921,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
13922,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
13923,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
13924,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
13925,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
13926,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
13927,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
13928,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
13929,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
13930,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
13931,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
13932,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
13933,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
13934,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
13935,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
13936,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
13937,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
13938,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
13939,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
13940,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
13941,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
13942,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
13943,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
13944,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
13945,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
13946,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
13947,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Water
13948,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
13949,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
13950,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
13951,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
13952,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
13953,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
13954,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
13955,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
13956,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
13957,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Bareland
13958,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
13959,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
13960,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
13961,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
13962,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Built-up
13963,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
13964,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
13965,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
13966,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
13967,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
13968,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
13969,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
13970,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
13971,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
13972,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Water
13973,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
13974,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
13975,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
13976,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
13977,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
13978,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
13979,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
13980,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
13981,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
13982,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
13983,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
