Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MQU_M_R
4154,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
4155,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
4156,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
4157,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
4158,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
4159,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
4160,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
4161,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
4162,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
4163,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
4164,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
4165,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
4166,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
4167,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
4168,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
4169,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
4170,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
4171,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
4172,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
4173,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
4174,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
4175,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
4176,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
4177,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
4178,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4179,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4180,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Water
4181,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4182,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
4183,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
4184,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
4185,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4186,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
4187,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
4188,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
4189,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
4190,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
4191,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4192,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4193,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4194,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4195,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4196,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
4197,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
4198,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4199,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
4200,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4201,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4202,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4203,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
4204,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
4205,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
4206,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
4207,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4208,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
4209,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4210,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
4211,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
4212,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
4213,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4214,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4215,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
4216,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4217,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
4218,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
4219,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4220,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
4221,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
4222,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Water
4223,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
4224,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
4225,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
4226,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
4227,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4228,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
4229,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
4230,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4231,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
4232,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
4233,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4234,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
4235,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
4236,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
4237,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
4238,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
4239,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
4240,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
4241,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
4242,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
4243,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4244,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
4245,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Grassland
4246,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
4247,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
4248,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
4249,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
4250,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4251,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4252,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4253,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
4254,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
4255,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
4256,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Water
4257,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
4258,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
4259,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4260,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
4261,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
4262,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
4263,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4264,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4265,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4266,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4267,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
4268,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
4269,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
4270,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4271,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4272,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4273,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Forest
4274,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
4275,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
4276,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
4277,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
4278,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
4279,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
4280,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
4281,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
4282,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
4283,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
4284,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
4285,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
4286,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
4287,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
4288,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
4289,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
4290,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
4291,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
4292,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Water
4293,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
4294,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Bareland,Forest
4295,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Grassland
4296,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Forest
4297,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Forest
4298,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
4299,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
4300,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
4301,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
4302,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Bareland,Forest
4303,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Grassland
4304,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Wetland
4305,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
4306,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Grassland
4307,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
4308,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
4309,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Grassland
4310,Forest,Forest,NULL,Water,Non_Wetland,Water,Grassland,Forest
4311,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
4312,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
4313,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Grassland
4314,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
4315,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
4316,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Grassland
4317,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
4318,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
4319,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
4320,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4321,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4322,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
4323,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
4324,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4325,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
4326,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
4327,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
4328,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
4329,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
4330,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4331,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4332,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4333,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4334,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4335,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
4336,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4337,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4338,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4339,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
4340,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4341,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
4342,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
4343,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4344,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4345,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4346,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
4347,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
4348,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4349,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4350,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
4351,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4352,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4353,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4354,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
4355,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
4356,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
4357,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4358,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
4359,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4360,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4361,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
4362,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4363,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4364,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
4365,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
4366,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
4367,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
4368,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
4369,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
4370,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
4371,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4372,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
4373,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
4374,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
4375,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
4376,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4377,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4378,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
4379,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
4380,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4381,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
4382,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4383,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4384,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4385,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
4386,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
4387,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
4388,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
4389,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
4390,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
4391,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
4392,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
4393,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
4394,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
4395,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
4396,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Water
4397,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
4398,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
4399,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
4400,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
4401,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
4402,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
4403,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
4404,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
4405,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
4406,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Grassland
4407,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Forest
4408,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
4409,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4410,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
4411,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
4412,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
4413,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
4414,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
4415,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
4416,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4417,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4418,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4419,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4420,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
4421,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4422,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4423,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4424,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
4425,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
4426,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
4427,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4428,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4429,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
4430,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
4431,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
4432,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4433,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4434,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
4435,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4436,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4437,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
4438,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
4439,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4440,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
4441,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
4442,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
4443,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
4444,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
4445,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
4446,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
4447,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4448,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4449,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4450,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
4451,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
4452,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
4453,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
4454,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
4455,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
4456,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
4457,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
4458,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Water
4459,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
4460,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Grassland
4461,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Water
4462,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
4463,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
4464,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
4465,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4466,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Water
4467,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
4468,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
4469,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
4470,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4471,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4472,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4473,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Bareland,Forest
4474,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
4475,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
4476,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4477,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4478,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4479,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4480,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4481,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4482,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
4483,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
4484,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
4485,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
4486,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
4487,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Forest,Grassland
4488,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
