Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KME_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KME_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KME_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KME_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KME_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KME_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KME_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KME_M_R
2539,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2540,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2541,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2542,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2543,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2544,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2545,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2546,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2547,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2548,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,NULL
2549,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2550,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
2551,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2552,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
2553,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2554,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2555,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2556,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2557,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2558,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2559,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
2560,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2561,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
2562,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2563,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2564,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2565,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,NULL
2566,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2567,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2568,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
2569,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
2570,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2571,Water,Water,Water,NULL,Water,NULL,NULL,NULL
2572,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
2573,Water,Water,Water,NULL,Water,NULL,NULL,Cropland
2574,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
2575,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
2576,Water,Water,Water,NULL,Water,NULL,NULL,Water
2577,Water,Water,Water,NULL,Water,NULL,NULL,Forest
2578,Water,Water,Water,Non_Water,Water,NULL,NULL,NULL
2579,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2580,Water,Water,Water,Non_Water,Water,NULL,NULL,Cropland
2581,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
2582,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
2583,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
2584,Water,Water,Water,Water,Water,NULL,NULL,NULL
2585,Water,Water,Water,Water,Water,NULL,NULL,Grassland
2586,Water,Water,Water,Water,Water,NULL,NULL,Cropland
2587,Water,Water,Water,Water,Water,NULL,NULL,Wetland
2588,Water,Water,Water,Water,Water,NULL,NULL,Bareland
2589,Water,Water,Water,Water,Water,NULL,NULL,Water
2590,Water,Water,Water,Water,Water,NULL,NULL,Forest
2591,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2592,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2593,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2594,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2595,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2596,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2597,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2598,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2599,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2600,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2601,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2602,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2603,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2604,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,NULL
2605,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2606,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2607,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2608,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2609,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2610,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2611,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2612,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2613,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2614,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2615,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2616,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2617,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2618,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2619,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2620,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2621,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2622,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2623,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2624,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2625,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2626,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2627,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2628,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2629,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2630,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2631,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2632,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2633,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2634,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2635,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2636,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2637,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
2638,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2639,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2640,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2641,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
2642,Water,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,NULL
2643,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2644,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2645,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2646,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2647,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2648,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2649,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2650,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2651,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2652,Water,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2653,Water,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2654,Water,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2655,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
2656,Water,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
2657,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
2658,Water,Forest,Water,Water,Water,NULL,NULL,Water
2659,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2660,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2661,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2662,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2663,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2664,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2665,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2666,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2667,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
2668,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
2669,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2670,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2671,Permanent_ice_and_snow,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2672,Permanent_ice_and_snow,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2673,Permanent_ice_and_snow,Cropland,Water,NULL,Water,NULL,NULL,Grassland
2674,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2675,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2676,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2677,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2678,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2679,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
2680,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2681,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2682,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2683,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2684,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2685,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2686,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2687,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
2688,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2689,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
2690,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2691,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
2692,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
2693,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2694,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2695,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2696,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2697,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2698,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2699,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2700,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2701,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2702,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2703,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2704,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
2705,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2706,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2707,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2708,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2709,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2710,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2711,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2712,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2713,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2714,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2715,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2716,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2717,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2718,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2719,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2720,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2721,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2722,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2723,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
2724,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2725,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2726,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
2727,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2728,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2729,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
2730,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2731,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2732,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2733,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2734,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2735,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2736,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2737,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2738,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2739,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2740,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2741,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2742,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2743,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2744,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
2745,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2746,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2747,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2748,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
2749,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2750,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
2751,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2752,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2753,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2754,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2755,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2756,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2757,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2758,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2759,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2760,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2761,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
2762,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2763,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
2764,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2765,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2766,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2767,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2768,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2769,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,NULL
2770,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2771,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2772,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2773,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2774,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2775,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2776,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2777,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2778,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2779,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2780,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2781,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2782,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2783,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
2784,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2785,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2786,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
2787,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2788,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2789,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2790,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2791,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2792,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2793,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2794,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2795,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
2796,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2797,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2798,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2799,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2800,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,NULL
2801,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2802,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2803,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
2804,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2805,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
2806,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
2807,Forest,NULL,Water,NULL,Water,NULL,NULL,Cropland
2808,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
2809,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
2810,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
2811,Forest,NULL,Water,Non_Water,Water,NULL,NULL,NULL
2812,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2813,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
2814,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
2815,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2816,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
2817,Forest,NULL,Water,Water,Water,NULL,NULL,Cropland
2818,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
2819,Forest,NULL,Water,Water,Water,NULL,NULL,Water
2820,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
2821,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2822,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2823,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2824,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2825,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2826,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2827,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2828,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2829,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2830,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2831,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2832,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2833,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2834,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
2835,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2836,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2837,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2838,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2839,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2840,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2841,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2842,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2843,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2844,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2845,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2846,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2847,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2848,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2849,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2850,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2851,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
2852,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2853,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2854,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2855,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2856,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2857,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2858,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2859,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2860,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2861,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2862,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2863,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2864,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2865,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2866,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2867,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2868,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2869,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2870,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2871,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2872,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2873,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2874,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2875,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2876,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2877,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2878,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2879,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2880,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2881,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2882,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2883,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2884,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2885,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
