Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LNH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LNH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LNH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LNH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LNH_M_R
12580,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Grassland
12581,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Cropland
12582,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Wetland
12583,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Water
12584,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Forest
12585,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Forest
12586,Water,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
12587,Water,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
12588,Water,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
12589,Water,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
12590,Water,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
12591,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
12592,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
12593,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
12594,Water,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
12595,Water,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
12596,Water,Wetland,Wetland,NULL,Wetland,Bareland,Shrubland,NULL
12597,Water,Wetland,Wetland,NULL,Wetland,Bareland,Shrubland,Wetland
12598,Water,Wetland,Wetland,NULL,Wetland,Bareland,Shrubland,Water
12599,Water,Wetland,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
12600,Water,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
12601,Water,Wetland,Wetland,NULL,Wetland,Bareland,Water,NULL
12602,Water,Wetland,Wetland,NULL,Wetland,Bareland,Water,Cropland
12603,Water,Wetland,Wetland,NULL,Wetland,Bareland,Water,Wetland
12604,Water,Wetland,Wetland,NULL,Wetland,Bareland,Water,Water
12605,Water,Wetland,Wetland,NULL,Wetland,Bareland,Water,Forest
12606,Water,Wetland,Wetland,NULL,Wetland,Water,NULL,Water
12607,Water,Wetland,Wetland,NULL,Wetland,Water,Shrubland,NULL
12608,Water,Wetland,Wetland,NULL,Wetland,Water,Shrubland,Grassland
12609,Water,Wetland,Wetland,NULL,Wetland,Water,Shrubland,Wetland
12610,Water,Wetland,Wetland,NULL,Wetland,Water,Shrubland,Water
12611,Water,Wetland,Wetland,NULL,Wetland,Water,Shrubland,Forest
12612,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
12613,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
12614,Water,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
12615,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
12616,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
12617,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
12618,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
12619,Water,Wetland,Wetland,NULL,Wetland,Water,Forest,Wetland
12620,Water,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
12621,Water,Wetland,Wetland,NULL,Wetland,Forest,NULL,Wetland
12622,Water,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Forest
12623,Water,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Wetland
12624,Water,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
12625,Water,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
12626,Water,Wetland,Wetland,NULL,Wetland,Forest,Forest,Wetland
12627,Water,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
12628,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
12629,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
12630,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
12631,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
12632,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
12633,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
12634,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
12635,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Water
12636,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
12637,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Forest
12638,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
12639,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
12640,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
12641,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
12642,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
12643,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
12644,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
12645,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
12646,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
12647,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
12648,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
12649,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
12650,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
12651,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
12652,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,NULL
12653,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
12654,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
12655,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
12656,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
12657,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
12658,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Shrubland,NULL
12659,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Shrubland,Cropland
12660,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Shrubland,Wetland
12661,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Shrubland,Forest
12662,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Cropland
12663,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
12664,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,NULL
12665,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
12666,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Cropland
12667,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
12668,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Water
12669,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Forest
12670,Water,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
12671,Water,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Cropland
12672,Water,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
12673,Water,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Water
12674,Water,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
12675,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Cropland
12676,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
12677,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,NULL
12678,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
12679,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Cropland
12680,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
12681,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
12682,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
12683,Water,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Wetland
12684,Water,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Forest
12685,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
12686,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Water
12687,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
12688,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
12689,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
12690,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
12691,Water,Wetland,Wetland,Water,Wetland,NULL,Shrubland,Forest
12692,Water,Wetland,Wetland,Water,Wetland,NULL,Wetland,Cropland
12693,Water,Wetland,Wetland,Water,Wetland,NULL,Wetland,Wetland
12694,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Grassland
12695,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Cropland
12696,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Wetland
12697,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Water
12698,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
12699,Water,Wetland,Wetland,Water,Wetland,NULL,Forest,Forest
12700,Water,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
12701,Water,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
12702,Water,Wetland,Wetland,Water,Wetland,Shrubland,Water,Grassland
12703,Water,Wetland,Wetland,Water,Wetland,Shrubland,Water,Wetland
12704,Water,Wetland,Wetland,Water,Wetland,Shrubland,Water,Water
12705,Water,Wetland,Wetland,Water,Wetland,Shrubland,Water,Forest
12706,Water,Wetland,Wetland,Water,Wetland,Wetland,NULL,Wetland
12707,Water,Wetland,Wetland,Water,Wetland,Wetland,Shrubland,Wetland
12708,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Cropland
12709,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
12710,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
12711,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
12712,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
12713,Water,Wetland,Wetland,Water,Wetland,Wetland,Forest,Wetland
12714,Water,Wetland,Wetland,Water,Wetland,Bareland,Shrubland,Grassland
12715,Water,Wetland,Wetland,Water,Wetland,Bareland,Shrubland,Cropland
12716,Water,Wetland,Wetland,Water,Wetland,Bareland,Shrubland,Wetland
12717,Water,Wetland,Wetland,Water,Wetland,Bareland,Shrubland,Water
12718,Water,Wetland,Wetland,Water,Wetland,Bareland,Shrubland,Forest
12719,Water,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Wetland
12720,Water,Wetland,Wetland,Water,Wetland,Bareland,Water,Grassland
12721,Water,Wetland,Wetland,Water,Wetland,Bareland,Water,Cropland
12722,Water,Wetland,Wetland,Water,Wetland,Bareland,Water,Wetland
12723,Water,Wetland,Wetland,Water,Wetland,Bareland,Water,Bareland
12724,Water,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
12725,Water,Wetland,Wetland,Water,Wetland,Bareland,Water,Forest
12726,Water,Wetland,Wetland,Water,Wetland,Water,Shrubland,Wetland
12727,Water,Wetland,Wetland,Water,Wetland,Water,Shrubland,Water
12728,Water,Wetland,Wetland,Water,Wetland,Water,Shrubland,Forest
12729,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Cropland
12730,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
12731,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
12732,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
12733,Water,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
12734,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
12735,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
12736,Water,Wetland,Wetland,Water,Wetland,Forest,Shrubland,Forest
12737,Water,Wetland,Wetland,Water,Wetland,Forest,Water,Wetland
12738,Water,Wetland,Wetland,Water,Wetland,Forest,Water,Water
12739,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,Water,Forest
12740,Water,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12741,Water,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12742,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
12743,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,NULL
12744,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,NULL,Wetland
12745,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
12746,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
12747,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
12748,Water,Wetland,Bareland,Water,Non_Wetland,NULL,Water,Wetland
12749,Water,Wetland,Bareland,Water,Non_Wetland,Shrubland,Water,Forest
12750,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
12751,Water,Wetland,Bareland,Water,Non_Wetland,Bareland,Shrubland,Forest
12752,Water,Wetland,Bareland,Water,Non_Wetland,Bareland,Water,Wetland
12753,Water,Wetland,Bareland,Water,Non_Wetland,Water,NULL,Wetland
12754,Water,Wetland,Bareland,Water,Non_Wetland,Water,Shrubland,Forest
12755,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
12756,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
12757,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
12758,Water,Wetland,Water,NULL,Water,NULL,Shrubland,Grassland
12759,Water,Wetland,Water,NULL,Water,NULL,Shrubland,Forest
12760,Water,Wetland,Water,NULL,Water,NULL,Water,Forest
12761,Water,Wetland,Water,NULL,Water,Shrubland,Shrubland,Forest
12762,Water,Wetland,Water,NULL,Water,Shrubland,Water,Water
12763,Water,Wetland,Water,NULL,Water,Shrubland,Water,Forest
12764,Water,Wetland,Water,NULL,Water,Wetland,Shrubland,Forest
12765,Water,Wetland,Water,NULL,Water,Wetland,Water,NULL
12766,Water,Wetland,Water,NULL,Water,Wetland,Water,Wetland
12767,Water,Wetland,Water,NULL,Water,Water,Water,Grassland
12768,Water,Wetland,Water,NULL,Water,Water,Water,Wetland
12769,Water,Wetland,Water,NULL,Water,Water,Water,Water
12770,Water,Wetland,Water,NULL,Water,Water,Water,Forest
12771,Water,Wetland,Water,NULL,Water,Forest,Shrubland,Forest
12772,Water,Wetland,Water,NULL,Water,Forest,Forest,Forest
12773,Water,Wetland,Water,Non_Water,Water,NULL,Shrubland,Forest
12774,Water,Wetland,Water,Non_Water,Water,NULL,Water,Wetland
12775,Water,Wetland,Water,Non_Water,Water,NULL,Water,Water
12776,Water,Wetland,Water,Non_Water,Water,NULL,Water,Forest
12777,Water,Wetland,Water,Non_Water,Water,NULL,Forest,Forest
12778,Water,Wetland,Water,Non_Water,Water,Shrubland,NULL,Forest
12779,Water,Wetland,Water,Non_Water,Water,Shrubland,Shrubland,Forest
12780,Water,Wetland,Water,Non_Water,Water,Shrubland,Water,Wetland
12781,Water,Wetland,Water,Non_Water,Water,Shrubland,Water,Forest
12782,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
12783,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Water
12784,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
12785,Water,Wetland,Water,Non_Water,Water,Bareland,Water,Bareland
12786,Water,Wetland,Water,Non_Water,Water,Water,NULL,Forest
12787,Water,Wetland,Water,Non_Water,Water,Water,Shrubland,Wetland
12788,Water,Wetland,Water,Non_Water,Water,Water,Shrubland,Forest
12789,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
12790,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
12791,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
12792,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
12793,Water,Wetland,Water,Non_Water,Water,Water,Forest,Wetland
12794,Water,Wetland,Water,Non_Water,Water,Water,Forest,Forest
12795,Water,Wetland,Water,Non_Water,Water,Forest,Shrubland,Forest
12796,Water,Wetland,Water,Non_Water,Water,Forest,Water,Forest
12797,Water,Wetland,Water,Non_Water,Water,Forest,Forest,Forest
12798,Water,Wetland,Water,Water,Water,NULL,Shrubland,Wetland
12799,Water,Wetland,Water,Water,Water,NULL,Shrubland,Forest
12800,Water,Wetland,Water,Water,Water,NULL,Wetland,Wetland
12801,Water,Wetland,Water,Water,Water,NULL,Water,Grassland
12802,Water,Wetland,Water,Water,Water,NULL,Water,Wetland
12803,Water,Wetland,Water,Water,Water,NULL,Water,Water
12804,Water,Wetland,Water,Water,Water,NULL,Water,Forest
12805,Water,Wetland,Water,Water,Water,NULL,Forest,Forest
12806,Water,Wetland,Water,Water,Water,Shrubland,Shrubland,Forest
12807,Water,Wetland,Water,Water,Water,Shrubland,Water,Wetland
12808,Water,Wetland,Water,Water,Water,Shrubland,Water,Forest
12809,Water,Wetland,Water,Water,Water,Wetland,NULL,Forest
12810,Water,Wetland,Water,Water,Water,Wetland,Shrubland,Forest
12811,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
12812,Water,Wetland,Water,Water,Water,Wetland,Water,Water
12813,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
12814,Water,Wetland,Water,Water,Water,Bareland,Water,Wetland
12815,Water,Wetland,Water,Water,Water,Bareland,Water,Bareland
12816,Water,Wetland,Water,Water,Water,Bareland,Water,Water
12817,Water,Wetland,Water,Water,Water,Water,Wetland,Wetland
12818,Water,Wetland,Water,Water,Water,Water,Water,Grassland
12819,Water,Wetland,Water,Water,Water,Water,Water,Wetland
12820,Water,Wetland,Water,Water,Water,Water,Water,Water
12821,Water,Wetland,Water,Water,Water,Water,Water,Forest
12822,Water,Wetland,Water,Water,Water,Forest,Water,Wetland
12823,Water,Wetland,Water,Water,Water,Forest,Water,Forest
12824,Water,Wetland,Water,Water,Water,Forest,Forest,Forest
12825,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
12826,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
12827,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
12828,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Wetland
12829,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
12830,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
12831,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
12832,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12833,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12834,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
12835,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
12836,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12837,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
12838,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
12839,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
12840,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
12841,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
12842,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
12843,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
12844,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
12845,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
12846,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
12847,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
12848,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
12849,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
12850,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
12851,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
12852,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Forest
12853,Water,Wetland,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
12854,Water,Wetland,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
12855,Water,Wetland,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
12856,Water,Wetland,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
12857,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
12858,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,NULL
12859,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
12860,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
12861,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
12862,Water,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Wetland
12863,Water,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
12864,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
12865,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
12866,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
12867,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
12868,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Wetland
12869,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
12870,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
12871,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
12872,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
12873,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
12874,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
12875,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Cropland
12876,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
12877,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
12878,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
12879,Water,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
12880,Water,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
12881,Water,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
12882,Water,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
12883,Water,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
12884,Water,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
12885,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
12886,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
12887,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
12888,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
12889,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
12890,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
12891,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
12892,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
12893,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
12894,Water,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
12895,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
12896,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
12897,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
12898,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
12899,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Shrubland,Wetland
12900,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
12901,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
12902,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,NULL
12903,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Cropland
12904,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
12905,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
12906,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
12907,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
12908,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
12909,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
12910,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Wetland
12911,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
12912,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
12913,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
12914,Water,Wetland,Forest,Water,Non_Wetland,NULL,Shrubland,Forest
12915,Water,Wetland,Forest,Water,Non_Wetland,NULL,Water,Grassland
12916,Water,Wetland,Forest,Water,Non_Wetland,NULL,Water,Wetland
12917,Water,Wetland,Forest,Water,Non_Wetland,NULL,Water,Forest
12918,Water,Wetland,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
12919,Water,Wetland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
12920,Water,Wetland,Forest,Water,Non_Wetland,Shrubland,Water,Wetland
12921,Water,Wetland,Forest,Water,Non_Wetland,Shrubland,Water,Forest
12922,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
12923,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
12924,Water,Wetland,Forest,Water,Non_Wetland,Bareland,Water,Wetland
12925,Water,Wetland,Forest,Water,Non_Wetland,Water,Shrubland,Forest
12926,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
12927,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Bareland
12928,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
12929,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
12930,Water,Wetland,Forest,Water,Non_Wetland,Water,Forest,Forest
12931,Water,Wetland,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
12932,Water,Wetland,Forest,Water,Non_Wetland,Forest,Water,Wetland
12933,Water,Wetland,Forest,Water,Non_Wetland,Forest,Water,Forest
12934,Water,Bareland,NULL,NULL,Non_Wetland,Water,NULL,Water
12935,Water,Bareland,NULL,NULL,Non_Wetland,Water,Water,Grassland
12936,Water,Bareland,NULL,Non_Water,Non_Wetland,Water,Water,NULL
