Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MGV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MGV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MGV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MGV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MGV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MGV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MGV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MGV_M_R
678,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
679,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
680,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
681,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Water,NULL
682,Bareland,NULL,Water,NULL,Water,Bareland,Water,NULL
683,Bareland,NULL,Water,NULL,Water,Water,Water,NULL
684,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
685,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,NULL
686,Bareland,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
687,Bareland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
688,Bareland,Wetland,Water,NULL,Water,Water,Water,NULL
689,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Water,NULL
690,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Water,NULL
691,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
692,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
693,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
694,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
695,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,NULL
696,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Water,NULL
697,Bareland,Bareland,Wetland,NULL,Wetland,Built-up,Water,NULL
698,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,NULL
699,Bareland,Bareland,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
700,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
701,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Water,NULL
702,Bareland,Bareland,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
703,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
704,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
705,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Water,NULL
706,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Water,NULL
707,Bareland,Bareland,Water,NULL,Water,Bareland,Water,NULL
708,Bareland,Bareland,Water,NULL,Water,Built-up,Water,NULL
709,Bareland,Bareland,Water,NULL,Water,Water,Water,NULL
710,Bareland,Bareland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
711,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
712,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
713,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
714,Bareland,Built-up,Wetland,NULL,Wetland,Bareland,Water,NULL
715,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
716,Bareland,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
717,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
718,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
719,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
720,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
721,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water,Water,NULL
722,Bareland,Water,NULL,NULL,Non_Wetland,Wetland,Water,NULL
723,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
724,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
725,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
726,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
727,Bareland,Water,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
728,Bareland,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
729,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,NULL
730,Bareland,Water,Wetland,NULL,Wetland,Water,Water,NULL
731,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
732,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
733,Bareland,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
734,Bareland,Water,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
735,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
736,Bareland,Water,Built-up,NULL,Non_Wetland,Water,Water,NULL
737,Bareland,Water,Water,NULL,Water,Wetland,Water,NULL
738,Bareland,Water,Water,NULL,Water,Bareland,Water,NULL
739,Bareland,Water,Water,NULL,Water,Water,Water,NULL
740,Bareland,Water,Forest,NULL,Non_Wetland,Wetland,Water,NULL
741,Bareland,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
742,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
743,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
744,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
745,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
746,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
747,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
748,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
749,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,NULL
750,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,NULL
751,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
752,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
753,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,NULL
754,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
755,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
756,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
757,Water,NULL,Water,NULL,Water,Bareland,Water,NULL
758,Water,NULL,Water,NULL,Water,Water,Grassland,NULL
759,Water,NULL,Water,NULL,Water,Water,Water,NULL
760,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,NULL
761,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
762,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,NULL
763,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,NULL
764,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,NULL
765,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
766,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
767,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Water,NULL
768,Water,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
769,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
770,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
771,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,NULL
772,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
773,Water,Wetland,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
774,Water,Wetland,Water,NULL,Water,Wetland,Water,NULL
775,Water,Wetland,Water,NULL,Water,Water,Water,NULL
776,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,NULL
777,Water,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
778,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
779,Water,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,NULL
780,Water,Bareland,Wetland,NULL,Wetland,Bareland,Water,NULL
781,Water,Bareland,Wetland,NULL,Wetland,Built-up,Water,NULL
782,Water,Bareland,Wetland,NULL,Wetland,Water,Wetland,NULL
783,Water,Bareland,Wetland,NULL,Wetland,Water,Water,NULL
784,Water,Bareland,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
785,Water,Bareland,Bareland,NULL,Non_Wetland,Built-up,Water,NULL
786,Water,Bareland,Bareland,NULL,Non_Wetland,Water,Water,NULL
787,Water,Bareland,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
788,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
789,Water,Bareland,Water,NULL,Water,Wetland,Water,NULL
790,Water,Bareland,Water,NULL,Water,Bareland,Water,NULL
791,Water,Bareland,Water,NULL,Water,Built-up,Water,NULL
792,Water,Bareland,Water,NULL,Water,Water,Water,NULL
793,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Water,NULL
794,Water,Bareland,Forest,NULL,Non_Wetland,Water,Water,NULL
795,Water,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
796,Water,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,NULL
797,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
798,Water,Built-up,NULL,NULL,Non_Wetland,Water,Water,NULL
799,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
800,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
801,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
802,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
803,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
804,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
805,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,NULL
806,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
807,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
808,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
809,Water,Built-up,Grassland,NULL,Non_Wetland,Water,Water,NULL
810,Water,Built-up,Grassland,NULL,Non_Wetland,Forest,Water,NULL
811,Water,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,NULL
812,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
813,Water,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,NULL
814,Water,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,NULL
815,Water,Built-up,Wetland,NULL,Wetland,Wetland,Water,NULL
816,Water,Built-up,Wetland,NULL,Wetland,Bareland,Water,NULL
817,Water,Built-up,Wetland,NULL,Wetland,Water,Wetland,NULL
818,Water,Built-up,Wetland,NULL,Wetland,Water,Bareland,NULL
819,Water,Built-up,Wetland,NULL,Wetland,Water,Water,NULL
820,Water,Built-up,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
821,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
822,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
823,Water,Built-up,Bareland,NULL,Non_Wetland,Water,Water,NULL
824,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
825,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
826,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
827,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
828,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
829,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
830,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Water,NULL
831,Water,Built-up,Water,NULL,Water,Wetland,Wetland,NULL
832,Water,Built-up,Water,NULL,Water,Wetland,Water,NULL
833,Water,Built-up,Water,NULL,Water,Built-up,Water,NULL
834,Water,Built-up,Water,NULL,Water,Water,Water,NULL
835,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
836,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
837,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,NULL
838,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
839,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,NULL
840,Water,Built-up,Forest,NULL,Non_Wetland,Water,Water,NULL
841,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,NULL
842,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
843,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
844,Water,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
845,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,NULL
846,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
847,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
848,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,NULL
849,Water,Water,NULL,NULL,Non_Wetland,Built-up,Water,NULL
850,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,NULL
851,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,NULL
852,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,NULL
853,Water,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
854,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,NULL
855,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
856,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,NULL
857,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
858,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
859,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
860,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
861,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
862,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
863,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
864,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
865,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
866,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Water,NULL
867,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
868,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
869,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
870,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
871,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
872,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
873,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,NULL
874,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
875,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
876,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
877,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
878,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
879,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
880,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
881,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
882,Water,Water,Grassland,NULL,Non_Wetland,Built-up,Bareland,NULL
883,Water,Water,Grassland,NULL,Non_Wetland,Built-up,Water,NULL
884,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,NULL
885,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,NULL
886,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
887,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,NULL
888,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,NULL
889,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,NULL
890,Water,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
891,Water,Water,Grassland,NULL,Non_Wetland,Forest,Water,NULL
892,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
893,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
894,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
895,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,NULL
896,Water,Water,Wetland,NULL,Wetland,NULL,Bareland,NULL
897,Water,Water,Wetland,NULL,Wetland,NULL,Water,NULL
898,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,NULL
899,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,NULL
900,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
901,Water,Water,Wetland,NULL,Wetland,Wetland,Bareland,NULL
902,Water,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
903,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,NULL
904,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,NULL
905,Water,Water,Wetland,NULL,Wetland,Bareland,Water,NULL
906,Water,Water,Wetland,NULL,Wetland,Built-up,Water,NULL
907,Water,Water,Wetland,NULL,Wetland,Water,NULL,NULL
908,Water,Water,Wetland,NULL,Wetland,Water,Grassland,NULL
909,Water,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
910,Water,Water,Wetland,NULL,Wetland,Water,Bareland,NULL
911,Water,Water,Wetland,NULL,Wetland,Water,Water,NULL
912,Water,Water,Wetland,NULL,Wetland,Water,Forest,NULL
913,Water,Water,Wetland,NULL,Wetland,Forest,NULL,NULL
914,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,NULL
915,Water,Water,Wetland,NULL,Wetland,Forest,Water,NULL
916,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
917,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,NULL
918,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
919,Water,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,NULL
920,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
921,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
922,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
923,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
924,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
925,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
926,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
927,Water,Water,Bareland,NULL,Non_Wetland,Built-up,Water,NULL
928,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,NULL
929,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
930,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,NULL
931,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
932,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,NULL
933,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,NULL
934,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
935,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
936,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
937,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
938,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Forest,NULL
939,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
940,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
941,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
942,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
943,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
944,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Water,NULL
945,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,NULL
946,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,NULL
947,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
948,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,NULL
949,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,NULL
950,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,NULL
951,Water,Water,Water,NULL,Water,NULL,Grassland,NULL
952,Water,Water,Water,NULL,Water,NULL,Wetland,NULL
953,Water,Water,Water,NULL,Water,NULL,Water,NULL
954,Water,Water,Water,NULL,Water,Wetland,Grassland,NULL
955,Water,Water,Water,NULL,Water,Wetland,Wetland,NULL
956,Water,Water,Water,NULL,Water,Wetland,Bareland,NULL
957,Water,Water,Water,NULL,Water,Wetland,Water,NULL
958,Water,Water,Water,NULL,Water,Bareland,Grassland,NULL
959,Water,Water,Water,NULL,Water,Bareland,Wetland,NULL
960,Water,Water,Water,NULL,Water,Bareland,Water,NULL
961,Water,Water,Water,NULL,Water,Built-up,Water,NULL
962,Water,Water,Water,NULL,Water,Water,NULL,NULL
963,Water,Water,Water,NULL,Water,Water,Grassland,NULL
964,Water,Water,Water,NULL,Water,Water,Wetland,NULL
965,Water,Water,Water,NULL,Water,Water,Bareland,NULL
966,Water,Water,Water,NULL,Water,Water,Water,NULL
967,Water,Water,Water,NULL,Water,Water,Forest,NULL
968,Water,Water,Water,NULL,Water,Forest,Water,NULL
969,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
970,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
971,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,NULL
972,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,NULL
973,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
974,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
975,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
976,Water,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
977,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,NULL
978,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
979,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
980,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
981,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,NULL
982,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
983,Water,Water,Forest,NULL,Non_Wetland,Built-up,Water,NULL
984,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,NULL
985,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,NULL
986,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,NULL
987,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,NULL
988,Water,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
989,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,NULL
990,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
991,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,NULL
992,Water,Forest,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
993,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
994,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
995,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
996,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
997,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
998,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
999,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1000,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1001,Permanent_ice_and_snow,Wetland,Water,NULL,Water,Water,Water,NULL
1002,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,Water,Water,NULL
1003,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
1004,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Water,Water,NULL
1005,Permanent_ice_and_snow,Built-up,Wetland,NULL,Wetland,Bareland,Water,NULL
1006,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
1007,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
1008,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water,Water,NULL
1009,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
1010,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
1011,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
1012,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
1013,Permanent_ice_and_snow,Water,Water,NULL,Water,Bareland,Water,NULL
1014,Permanent_ice_and_snow,Water,Water,NULL,Water,Water,Water,NULL
1015,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
1016,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1017,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1018,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1019,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
1020,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1021,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,NULL
1022,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
1023,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1024,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1025,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
1026,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1027,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1028,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
1029,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1030,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
1031,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
1032,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
1033,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
1034,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
1035,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
1036,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
1037,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,NULL
