Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LEH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LEH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LEH_M_R
16128,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
16129,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
16130,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
16131,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
16132,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
16133,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
16134,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
16135,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
16136,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
16137,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
16138,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
16139,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
16140,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
16141,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
16142,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
16143,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
16144,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
16145,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
16146,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
16147,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
16148,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
16149,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
16150,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
16151,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
16152,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
16153,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
16154,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
16155,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
16156,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
16157,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
16158,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
16159,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
16160,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
16161,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
16162,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
16163,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
16164,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
16165,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
16166,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
16167,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
16168,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
16169,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
16170,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
16171,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
16172,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
16173,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
16174,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
16175,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
16176,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
16177,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
16178,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
16179,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
16180,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
16181,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
16182,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
16183,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
16184,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
16185,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
16186,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
16187,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
16188,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
16189,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
16190,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
16191,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
16192,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
16193,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Water
16194,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
16195,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
16196,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
16197,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
16198,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
16199,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
16200,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Water
16201,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
16202,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
16203,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
16204,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
16205,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Forest
16206,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
16207,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
16208,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
16209,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
16210,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Water
16211,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Forest
16212,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
16213,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Bareland
16214,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Water
16215,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
16216,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
16217,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
16218,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
16219,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
16220,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Water
16221,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
16222,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
16223,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
16224,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
16225,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Built-up
16226,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
16227,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
16228,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
16229,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
16230,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Built-up
16231,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
16232,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,NULL
16233,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
16234,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
16235,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
16236,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
16237,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
16238,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
16239,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Cropland
16240,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Water
16241,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Forest
16242,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
16243,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
16244,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
16245,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
16246,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Built-up
16247,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Water
16248,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
16249,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
16250,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
16251,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
16252,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
16253,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
16254,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
16255,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
16256,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
16257,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Water
16258,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Forest
16259,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
16260,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
16261,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
16262,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
16263,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,NULL
16264,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
16265,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Bareland
16266,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Water
16267,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
16268,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
16269,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
16270,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
16271,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
16272,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
16273,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
16274,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
16275,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
16276,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
16277,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
16278,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
16279,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Water,NULL
16280,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Water
16281,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Forest
16282,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
16283,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
16284,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
16285,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
16286,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Water
16287,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
16288,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
16289,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
16290,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
16291,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
16292,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
16293,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
16294,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
16295,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
16296,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
16297,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
16298,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
16299,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,NULL
16300,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
16301,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Bareland
16302,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Water
16303,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
16304,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
16305,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
16306,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
16307,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
16308,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
16309,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
16310,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
16311,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
16312,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
16313,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Water
16314,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
16315,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
16316,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
16317,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
16318,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
16319,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
16320,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
16321,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
16322,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
16323,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Bareland
16324,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Water
16325,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Forest
16326,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Forest
16327,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
16328,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Forest,Water
16329,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Forest,Forest
16330,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
16331,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Cropland
16332,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
16333,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
16334,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
16335,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
16336,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Bareland,Grassland
16337,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Bareland,Bareland
16338,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Bareland,Forest
16339,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Water,Water
16340,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
16341,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Grassland
16342,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Water
16343,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
16344,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
16345,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
16346,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Shrubland,Forest
16347,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
16348,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Water,Grassland
16349,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Water,Water
16350,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Water,Forest
16351,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Forest,Grassland
16352,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Forest,Water
16353,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Forest,Forest
16354,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,NULL,Forest
16355,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Forest
16356,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Grassland,Forest
16357,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Water,Forest
16358,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Forest,Forest
16359,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
16360,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
16361,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,NULL,Bareland
16362,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,NULL,Water
16363,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,NULL,Forest
16364,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
16365,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Shrubland,Forest
16366,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
16367,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
16368,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
16369,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
16370,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Forest
16371,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Forest,Water
16372,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Forest,Forest
16373,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Shrubland,Forest
16374,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Water,Water
16375,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,NULL,Cropland
16376,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Grassland,Forest
16377,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
16378,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Water
16379,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Forest
16380,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Forest,Water
16381,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Forest,Forest
16382,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Forest
16383,Forest,Forest,Cropland,Water,Non_Wetland,Water,Forest,Forest
16384,Forest,Forest,Cropland,Water,Non_Wetland,Forest,NULL,Grassland
16385,Forest,Forest,Cropland,Water,Non_Wetland,Forest,NULL,Forest
16386,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Shrubland,Forest
16387,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Grassland,Forest
16388,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Water,Water
16389,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Water,Forest
16390,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Forest,Water
16391,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Forest,Forest
16392,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
16393,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
16394,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Forest
16395,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,NULL
16396,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
16397,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
16398,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
16399,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
16400,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Forest
16401,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
16402,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
16403,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
16404,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
16405,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
16406,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Water,Forest
16407,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
16408,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
16409,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
16410,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
16411,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
16412,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
16413,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
16414,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
16415,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
16416,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
16417,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
16418,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
16419,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
16420,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
16421,Forest,Forest,Wetland,NULL,Wetland,Bareland,NULL,Wetland
16422,Forest,Forest,Wetland,NULL,Wetland,Bareland,Shrubland,Bareland
16423,Forest,Forest,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
16424,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
16425,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
16426,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Wetland
16427,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Water
16428,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
16429,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Water
16430,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
16431,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Water
16432,Forest,Forest,Wetland,NULL,Wetland,Water,Shrubland,Water
16433,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
16434,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
16435,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
16436,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
16437,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Water
16438,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
16439,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,NULL
16440,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Water
16441,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
16442,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,NULL
16443,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
16444,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
16445,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
16446,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
16447,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
16448,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
16449,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Water
16450,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Bareland
16451,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
16452,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Water
16453,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
16454,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
16455,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
16456,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
16457,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
16458,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
16459,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
