Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KDB_M_R
11914,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Water
11915,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
11916,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
11917,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
11918,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
11919,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
11920,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
11921,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
11922,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
11923,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
11924,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
11925,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
11926,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
11927,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
11928,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
11929,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
11930,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
11931,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
11932,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
11933,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
11934,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
11935,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
11936,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
11937,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Cropland
11938,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
11939,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11940,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
11941,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
11942,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
11943,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
11944,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Forest
11945,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
11946,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
11947,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
11948,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11949,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
11950,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
11951,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
11952,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
11953,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
11954,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
11955,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
11956,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11957,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
11958,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
11959,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
11960,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
11961,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
11962,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
11963,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
11964,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
11965,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
11966,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
11967,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
11968,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
11969,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
11970,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
11971,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
11972,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
11973,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
11974,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
11975,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
11976,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
11977,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
11978,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
11979,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
11980,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
11981,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
11982,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
11983,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Water
11984,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
11985,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
11986,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
11987,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
11988,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
11989,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
11990,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
11991,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11992,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
11993,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
11994,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11995,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11996,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
11997,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11998,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
11999,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
12000,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
12001,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
12002,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
12003,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
12004,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
12005,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12006,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
12007,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
12008,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
12009,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12010,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12011,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
12012,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
12013,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
12014,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
12015,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
12016,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
12017,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12018,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
12019,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12020,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
12021,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
12022,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
12023,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
12024,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
12025,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
12026,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
12027,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
12028,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
12029,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
12030,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
12031,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
12032,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
12033,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Water
12034,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
12035,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
12036,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
12037,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
12038,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
12039,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
12040,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
12041,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
12042,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
12043,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
12044,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
12045,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
12046,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
12047,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Bareland
12048,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Built-up
12049,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
12050,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
12051,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
12052,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
12053,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
12054,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
12055,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
12056,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
12057,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
12058,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
12059,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
12060,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
12061,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
12062,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
12063,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
12064,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
12065,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
12066,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
12067,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
12068,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
12069,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Bareland
12070,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
12071,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
12072,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
12073,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Bareland
12074,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Built-up
12075,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
12076,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
12077,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
12078,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
12079,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Water
12080,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
12081,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
12082,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Built-up
12083,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
12084,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
12085,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
12086,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
12087,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
12088,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
12089,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12090,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
12091,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
12092,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
12093,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
12094,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12095,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
12096,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
12097,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
12098,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
12099,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
12100,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
12101,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
12102,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
12103,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
12104,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
12105,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
12106,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
12107,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
12108,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
12109,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
12110,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
12111,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
12112,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
12113,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
12114,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
12115,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
12116,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
12117,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12118,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
12119,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
12120,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
12121,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
12122,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
12123,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
12124,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
12125,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Water
12126,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
12127,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
12128,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
12129,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
12130,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
12131,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
12132,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
12133,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
12134,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
12135,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
12136,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
12137,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
12138,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
12139,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
12140,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
12141,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
12142,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
12143,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Built-up,Cropland
12144,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
12145,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
12146,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
12147,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
12148,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
12149,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Built-up
12150,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Water
12151,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
12152,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
12153,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
12154,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
12155,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
12156,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
12157,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12158,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
12159,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,NULL
12160,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
12161,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
12162,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
12163,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
12164,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
12165,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
12166,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12167,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
12168,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
12169,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12170,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
12171,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
12172,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
12173,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
12174,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
12175,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
12176,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Forest
12177,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
12178,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
12179,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Cropland
12180,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
12181,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Water
12182,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
12183,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
12184,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
12185,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
12186,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
12187,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
12188,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Water
12189,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
12190,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
12191,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Water
12192,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
12193,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
12194,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
12195,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
12196,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
12197,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
12198,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
12199,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest,Forest,Cropland
12200,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
12201,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
12202,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
12203,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
12204,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
12205,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Grassland
12206,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Forest
12207,Forest,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Grassland
12208,Forest,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Cropland
12209,Forest,Cropland,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
12210,Forest,Cropland,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
12211,Forest,Cropland,Cropland,Water,Non_Wetland,Wetland,Wetland,Water
12212,Forest,Cropland,Cropland,Water,Non_Wetland,Wetland,Water,Forest
12213,Forest,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Wetland
12214,Forest,Cropland,Cropland,Water,Non_Wetland,Water,Forest,Water
12215,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
12216,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
12217,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
12218,Forest,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Forest
12219,Forest,Cropland,Wetland,NULL,Wetland,NULL,Bareland,Grassland
12220,Forest,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
12221,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
12222,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
12223,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
12224,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
12225,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Water,Forest
12226,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Forest
12227,Forest,Cropland,Wetland,NULL,Wetland,Water,NULL,Wetland
12228,Forest,Cropland,Wetland,NULL,Wetland,Water,Wetland,Water
12229,Forest,Cropland,Wetland,NULL,Wetland,Forest,NULL,Forest
12230,Forest,Cropland,Wetland,NULL,Wetland,Forest,Forest,Forest
12231,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
12232,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
12233,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
