Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NPK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NPK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NPK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NPK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NPK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NPK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NPK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NPK_M_R
3957,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
3958,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Wetland
3959,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
3960,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
3961,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3962,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Wetland
3963,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
3964,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
3965,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,NULL
3966,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
3967,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Wetland
3968,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
3969,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
3970,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Cropland
3971,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
3972,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
3973,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
3974,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3975,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3976,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
3977,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3978,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Cropland
3979,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3980,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3981,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
3982,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
3983,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3984,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3985,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3986,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3987,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3988,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3989,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3990,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3991,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Bareland
3992,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3993,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
3994,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3995,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
3996,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
3997,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
3998,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
3999,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Forest
4000,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4001,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
4002,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,NULL
4003,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4004,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
4005,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4006,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4007,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
4008,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
4009,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4010,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4011,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
4012,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
4013,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4014,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4015,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4016,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Wetland
4017,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4018,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
4019,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
4020,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
4021,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
4022,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Wetland,Wetland
4023,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
4024,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
4025,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Wetland
4026,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland,Grassland,Grassland
4027,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland,Grassland,Wetland
4028,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland,Wetland,Grassland
4029,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland,Wetland,Wetland
4030,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
4031,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Wetland
4032,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
4033,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
4034,Bareland,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
4035,Bareland,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
4036,Bareland,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
4037,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4038,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4039,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4040,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4041,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4042,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
4043,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4044,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Wetland
4045,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
4046,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
4047,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4048,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
4049,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4050,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4051,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4052,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
4053,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
4054,Bareland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
4055,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4056,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4057,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
4058,Bareland,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
4059,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4060,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
4061,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
4062,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4063,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4064,Bareland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
4065,Bareland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
4066,Bareland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
4067,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
4068,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
4069,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
4070,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
4071,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4072,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4073,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4074,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
4075,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4076,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4077,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
4078,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
4079,Bareland,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
4080,Bareland,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
4081,Bareland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
4082,Bareland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
4083,Bareland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
4084,Bareland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4085,Bareland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4086,Bareland,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
4087,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
4088,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
4089,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
4090,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4091,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4092,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Bareland
4093,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4094,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
4095,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
4096,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4097,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
4098,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
4099,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
4100,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4101,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
4102,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
4103,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4104,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
4105,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
4106,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
4107,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
4108,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
4109,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
4110,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
4111,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4112,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
4113,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
4114,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
4115,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
4116,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
4117,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4118,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
4119,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
4120,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
4121,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4122,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
4123,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
4124,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
4125,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
4126,Bareland,NULL,Water,NULL,Water,Grassland,NULL,Bareland
4127,Bareland,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
4128,Bareland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
4129,Bareland,NULL,Water,NULL,Water,Bareland,NULL,Grassland
4130,Bareland,NULL,Water,NULL,Water,Bareland,NULL,Bareland
4131,Bareland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
4132,Bareland,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
4133,Bareland,NULL,Water,NULL,Water,Water,Grassland,Wetland
4134,Bareland,NULL,Water,NULL,Water,Water,Wetland,Wetland
4135,Bareland,NULL,Water,NULL,Water,Water,Wetland,Water
4136,Bareland,NULL,Water,NULL,Water,Water,Wetland,Forest
4137,Bareland,NULL,Water,NULL,Water,Water,Water,Forest
4138,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
4139,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
4140,Bareland,NULL,Water,Non_Water,Water,NULL,Wetland,Wetland
4141,Bareland,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
4142,Bareland,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
4143,Bareland,NULL,Water,Non_Water,Water,Wetland,Grassland,Wetland
4144,Bareland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
4145,Bareland,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
4146,Bareland,NULL,Water,Non_Water,Water,Wetland,Water,Forest
4147,Bareland,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
4148,Bareland,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
4149,Bareland,NULL,Water,Non_Water,Water,Water,Wetland,Forest
4150,Bareland,NULL,Water,Non_Water,Water,Water,Water,Grassland
4151,Bareland,NULL,Water,Non_Water,Water,Water,Water,Wetland
4152,Bareland,NULL,Water,Non_Water,Water,Water,Water,Forest
4153,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
4154,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
4155,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
4156,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
4157,Bareland,NULL,Water,Water,Water,Grassland,Grassland,Grassland
4158,Bareland,NULL,Water,Water,Water,Grassland,Grassland,Bareland
4159,Bareland,NULL,Water,Water,Water,Grassland,Water,Water
4160,Bareland,NULL,Water,Water,Water,Cropland,Grassland,Wetland
4161,Bareland,NULL,Water,Water,Water,Wetland,Grassland,Grassland
4162,Bareland,NULL,Water,Water,Water,Wetland,Grassland,Wetland
4163,Bareland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
4164,Bareland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
4165,Bareland,NULL,Water,Water,Water,Wetland,Water,Wetland
4166,Bareland,NULL,Water,Water,Water,Water,Grassland,Grassland
4167,Bareland,NULL,Water,Water,Water,Water,Grassland,Wetland
4168,Bareland,NULL,Water,Water,Water,Water,Wetland,Grassland
4169,Bareland,NULL,Water,Water,Water,Water,Wetland,Wetland
4170,Bareland,NULL,Water,Water,Water,Water,Wetland,Water
4171,Bareland,NULL,Water,Water,Water,Water,Wetland,Forest
4172,Bareland,NULL,Water,Water,Water,Water,Water,Grassland
4173,Bareland,NULL,Water,Water,Water,Water,Water,Wetland
4174,Bareland,NULL,Water,Water,Water,Water,Water,Water
4175,Bareland,NULL,Water,Water,Water,Water,Water,Forest
4176,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4177,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
4178,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
4179,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4180,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
4181,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4182,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
4183,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4184,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4185,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4186,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4187,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4188,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
4189,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4190,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
4191,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4192,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
4193,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4194,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
4195,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4196,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4197,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
4198,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
4199,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Wetland
4200,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4201,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
4202,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
4203,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Wetland
4204,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
4205,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
4206,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Wetland
4207,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
4208,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
4209,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
4210,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
4211,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
4212,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
4213,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4214,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
4215,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
4216,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4217,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4218,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4219,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
4220,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4221,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4222,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4223,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
4224,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4225,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
4226,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
4227,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
4228,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
4229,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
4230,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4231,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
4232,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4233,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
4234,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4235,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
4236,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4237,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4238,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
4239,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
4240,Bareland,NULL,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
4241,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4242,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4243,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4244,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4245,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
4246,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
4247,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
4248,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
4249,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
4250,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
4251,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
4252,Bareland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
4253,Bareland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
4254,Bareland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
4255,Bareland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
4256,Bareland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
4257,Bareland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
4258,Bareland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
4259,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4260,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
4261,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
4262,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4263,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
4264,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
4265,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4266,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4267,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4268,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4269,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4270,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4271,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4272,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4273,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
4274,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
4275,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Wetland
4276,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4277,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4278,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Wetland
4279,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
4280,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
4281,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
4282,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4283,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
4284,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
4285,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
