Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MQC_M_R
3099,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
3100,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Water
3101,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
3102,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
3103,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
3104,Forest,Wetland,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
3105,Forest,Wetland,NULL,Water,Non_Wetland,NULL,Water,Forest
3106,Forest,Wetland,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
3107,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
3108,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Water
3109,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
3110,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
3111,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Water
3112,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Forest
3113,Forest,Wetland,NULL,Water,Non_Wetland,Water,Grassland,Grassland
3114,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
3115,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Water
3116,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Forest
3117,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Grassland
3118,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Forest
3119,Forest,Wetland,NULL,Water,Non_Wetland,Forest,Wetland,Grassland
3120,Forest,Wetland,NULL,Water,Non_Wetland,Forest,Wetland,Forest
3121,Forest,Wetland,NULL,Water,Non_Wetland,Forest,Forest,Forest
3122,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3123,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3124,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3125,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
3126,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3127,Forest,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
3128,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3129,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3130,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
3131,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3132,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
3133,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
3134,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
3135,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
3136,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3137,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Water,Forest
3138,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3139,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
3140,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3141,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
3142,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
3143,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Water
3144,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
3145,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Grassland
3146,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Wetland
3147,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Water
3148,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Forest
3149,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
3150,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Water,Forest
3151,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3152,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
3153,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
3154,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3155,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3156,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
3157,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3158,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3159,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
3160,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
3161,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
3162,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Grassland,Wetland
3163,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3164,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
3165,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
3166,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
3167,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
3168,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
3169,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Water
3170,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
3171,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
3172,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
3173,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
3174,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
3175,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
3176,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
3177,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
3178,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
3179,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Water
3180,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Forest
3181,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
3182,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Water
3183,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Forest
3184,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Water,Grassland
3185,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Water,Wetland
3186,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Water,Water
3187,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Water,Forest
3188,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
3189,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3190,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Water
3191,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
3192,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Water
3193,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
3194,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
3195,Forest,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Forest
3196,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3197,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Forest
3198,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Forest
3199,Forest,Wetland,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
3200,Forest,Wetland,Wetland,NULL,Wetland,Cropland,Wetland,Forest
3201,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
3202,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Water
3203,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
3204,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3205,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3206,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3207,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3208,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
3209,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3210,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Forest
3211,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
3212,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
3213,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
3214,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
3215,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
3216,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3217,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Water,Forest
3218,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Forest,Forest
3219,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Grassland
3220,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
3221,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
3222,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
3223,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
3224,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
3225,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
3226,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
3227,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
3228,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
3229,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Grassland
3230,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Water
3231,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
3232,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Water
3233,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
3234,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
3235,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3236,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
3237,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
3238,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Water
3239,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3240,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
3241,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Water
3242,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
3243,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3244,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
3245,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
3246,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
3247,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
3248,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3249,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3250,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3251,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3252,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3253,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3254,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
3255,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3256,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
3257,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
3258,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
3259,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
3260,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3261,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3262,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
3263,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3264,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
3265,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
3266,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
3267,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
3268,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Wetland
3269,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
3270,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Water
3271,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
3272,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
3273,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
3274,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Grassland
3275,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Water
3276,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
3277,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Grassland
3278,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Wetland
3279,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Water
3280,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
3281,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3282,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
3283,Forest,Wetland,Wetland,Water,Wetland,Grassland,Forest,Forest
3284,Forest,Wetland,Wetland,Water,Wetland,Wetland,NULL,Grassland
3285,Forest,Wetland,Wetland,Water,Wetland,Wetland,NULL,Forest
3286,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
3287,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Forest
3288,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3289,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3290,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
3291,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
3292,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
3293,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
3294,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
3295,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
3296,Forest,Wetland,Wetland,Water,Wetland,Wetland,Forest,Grassland
3297,Forest,Wetland,Wetland,Water,Wetland,Wetland,Forest,Forest
3298,Forest,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Forest
3299,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Forest
3300,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Grassland
3301,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Forest
3302,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
3303,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
3304,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
3305,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
3306,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
3307,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
3308,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
3309,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
3310,Forest,Wetland,Wetland,Water,Wetland,Water,Forest,Grassland
3311,Forest,Wetland,Wetland,Water,Wetland,Water,Forest,Forest
3312,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Grassland
3313,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Water
3314,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
3315,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Water
3316,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
3317,Forest,Wetland,Wetland,Water,Wetland,Forest,Forest,Forest
3318,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3319,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Water,Forest
3320,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
3321,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
3322,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3323,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3324,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
3325,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Water
3326,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
3327,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
3328,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Water
3329,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3330,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
3331,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
3332,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3333,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
3334,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3335,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
3336,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3337,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3338,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
3339,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
3340,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
3341,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3342,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
3343,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
3344,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
3345,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
3346,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
3347,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
3348,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
3349,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,Wetland,Grassland
3350,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
3351,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
3352,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
3353,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
3354,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
3355,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Water
3356,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Forest
3357,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Grassland,Wetland
3358,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
3359,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
3360,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Water
3361,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Forest
3362,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
3363,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
3364,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
3365,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Forest
3366,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Forest,Grassland
3367,Forest,Wetland,Bareland,Water,Non_Wetland,Forest,Wetland,Grassland
3368,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
3369,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
3370,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3371,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
3372,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
3373,Forest,Wetland,Built-up,Water,Non_Wetland,Water,Wetland,Forest
3374,Forest,Wetland,Built-up,Water,Non_Wetland,Water,Water,Wetland
3375,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
3376,Forest,Wetland,Water,NULL,Water,NULL,Bareland,Forest
3377,Forest,Wetland,Water,NULL,Water,NULL,Water,Water
3378,Forest,Wetland,Water,NULL,Water,NULL,Water,Forest
3379,Forest,Wetland,Water,NULL,Water,Wetland,Grassland,Grassland
3380,Forest,Wetland,Water,NULL,Water,Wetland,Grassland,Wetland
3381,Forest,Wetland,Water,NULL,Water,Wetland,Grassland,Forest
3382,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
3383,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
3384,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Water
3385,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
3386,Forest,Wetland,Water,NULL,Water,Wetland,Water,Grassland
3387,Forest,Wetland,Water,NULL,Water,Wetland,Water,Wetland
3388,Forest,Wetland,Water,NULL,Water,Wetland,Water,Water
3389,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
3390,Forest,Wetland,Water,NULL,Water,Wetland,Forest,Forest
3391,Forest,Wetland,Water,NULL,Water,Water,Wetland,Grassland
3392,Forest,Wetland,Water,NULL,Water,Water,Wetland,Wetland
3393,Forest,Wetland,Water,NULL,Water,Water,Wetland,Water
3394,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
3395,Forest,Wetland,Water,NULL,Water,Water,Water,Grassland
3396,Forest,Wetland,Water,NULL,Water,Water,Water,Wetland
3397,Forest,Wetland,Water,NULL,Water,Water,Water,Water
3398,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
3399,Forest,Wetland,Water,NULL,Water,Water,Forest,Grassland
3400,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Forest
3401,Forest,Wetland,Water,NULL,Water,Forest,Water,Water
3402,Forest,Wetland,Water,NULL,Water,Forest,Water,Forest
3403,Forest,Wetland,Water,Non_Water,Water,NULL,Grassland,Forest
3404,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland,Grassland
3405,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland,Forest
3406,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Forest
3407,Forest,Wetland,Water,Non_Water,Water,Wetland,NULL,Grassland
3408,Forest,Wetland,Water,Non_Water,Water,Wetland,Grassland,Grassland
3409,Forest,Wetland,Water,Non_Water,Water,Wetland,Grassland,Wetland
3410,Forest,Wetland,Water,Non_Water,Water,Wetland,Grassland,Forest
3411,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
3412,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
3413,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
3414,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
3415,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
3416,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
3417,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Water
3418,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
3419,Forest,Wetland,Water,Non_Water,Water,Wetland,Forest,Forest
3420,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
3421,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
3422,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Water
3423,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
3424,Forest,Wetland,Water,Non_Water,Water,Water,Water,Grassland
3425,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
3426,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
3427,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
3428,Forest,Wetland,Water,Non_Water,Water,Water,Forest,Forest
3429,Forest,Wetland,Water,Non_Water,Water,Forest,Wetland,Forest
3430,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Forest
3431,Forest,Wetland,Water,Water,Water,NULL,Wetland,Grassland
3432,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
3433,Forest,Wetland,Water,Water,Water,NULL,Water,Grassland
3434,Forest,Wetland,Water,Water,Water,NULL,Water,Wetland
3435,Forest,Wetland,Water,Water,Water,NULL,Water,Water
3436,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
3437,Forest,Wetland,Water,Water,Water,Wetland,NULL,Grassland
3438,Forest,Wetland,Water,Water,Water,Wetland,NULL,Forest
3439,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Grassland
3440,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Wetland
3441,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Forest
3442,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
3443,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
3444,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Water
3445,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
3446,Forest,Wetland,Water,Water,Water,Wetland,Water,Grassland
3447,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
