Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MYM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MYM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MYM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MYM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MYM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MYM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MYM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MYM_M_R
3954,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3955,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3956,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
3957,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3958,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3959,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3960,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
3961,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
3962,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3963,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3964,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
3965,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3966,Water,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3967,Water,Wetland,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
3968,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3969,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3970,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3971,Water,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3972,Water,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3973,Water,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
3974,Water,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
3975,Water,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
3976,Water,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3977,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3978,Water,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3979,Water,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
3980,Water,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
3981,Water,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Water
3982,Water,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3983,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
3984,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
3985,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
3986,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
3987,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
3988,Water,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Water
3989,Water,Wetland,Wetland,Water,Wetland,Water,Bareland,Forest
3990,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3991,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
3992,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Water
3993,Water,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3994,Water,Wetland,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
3995,Water,Wetland,Water,NULL,Water,Bareland,Bareland,Grassland
3996,Water,Wetland,Water,NULL,Water,Bareland,Bareland,Bareland
3997,Water,Wetland,Water,NULL,Water,Bareland,Bareland,Forest
3998,Water,Wetland,Water,Non_Water,Water,Bareland,Bareland,Grassland
3999,Water,Wetland,Water,Non_Water,Water,Bareland,Bareland,Bareland
4000,Water,Wetland,Water,Non_Water,Water,Bareland,Bareland,Water
4001,Water,Wetland,Water,Water,Water,Bareland,Bareland,Grassland
4002,Water,Wetland,Water,Water,Water,Bareland,Bareland,Water
4003,Water,Wetland,Water,Water,Water,Water,Wetland,Water
4004,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4005,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4006,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
4007,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
4008,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
4009,Water,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4010,Water,Wetland,Forest,NULL,Non_Wetland,Water,Bareland,Forest
4011,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
4012,Water,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4013,Water,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
4014,Water,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
4015,Water,Wetland,Forest,Water,Non_Wetland,Water,Bareland,Water
4016,Water,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4017,Water,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
4018,Water,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
4019,Water,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
4020,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4021,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4022,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
4023,Water,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4024,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4025,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
4026,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
4027,Water,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
4028,Water,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
4029,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4030,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
4031,Water,Bareland,Water,NULL,Water,Bareland,Bareland,Grassland
4032,Water,Bareland,Water,NULL,Water,Bareland,Bareland,Bareland
4033,Water,Bareland,Water,Non_Water,Water,Bareland,Bareland,Grassland
4034,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
4035,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
4036,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4037,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4038,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
4039,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
4040,Water,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
4041,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4042,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4043,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
4044,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
4045,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
4046,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4047,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4048,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
4049,Water,Built-up,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
4050,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4051,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4052,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
4053,Water,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4054,Water,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
4055,Water,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Forest
4056,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4057,Water,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
4058,Water,Built-up,Water,Non_Water,Water,Bareland,Bareland,Bareland
4059,Water,Built-up,Water,Water,Water,Bareland,Bareland,Grassland
4060,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4061,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
4062,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
4063,Water,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
4064,Water,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
4065,Water,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
4066,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Water
4067,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4068,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
4069,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4070,Water,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Water
4071,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
4072,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
4073,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Water
4074,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
4075,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
4076,Water,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4077,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4078,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
4079,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
4080,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4081,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
4082,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4083,Water,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4084,Water,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Water
4085,Water,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
4086,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
4087,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
4088,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
4089,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4090,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4091,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
4092,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4093,Water,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Water
4094,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
4095,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
4096,Water,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4097,Water,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
4098,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4099,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
4100,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
4101,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4102,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
4103,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
4104,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4105,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
4106,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
4107,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
4108,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
4109,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
4110,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
4111,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
4112,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
4113,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
4114,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
4115,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
4116,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
4117,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
4118,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4119,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
4120,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
4121,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
4122,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
4123,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
4124,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
4125,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
4126,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
4127,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
4128,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
4129,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
4130,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4131,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
4132,Water,Water,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
4133,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
4134,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
4135,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4136,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
4137,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
4138,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
4139,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
4140,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4141,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
4142,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4143,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4144,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
4145,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
4146,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
4147,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
4148,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Bareland
4149,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
4150,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
4151,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
4152,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
4153,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
4154,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
4155,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
4156,Water,Water,NULL,Water,Non_Wetland,NULL,Grassland,Water
4157,Water,Water,NULL,Water,Non_Wetland,NULL,Bareland,Water
4158,Water,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
4159,Water,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
4160,Water,Water,NULL,Water,Non_Wetland,Grassland,Bareland,Water
4161,Water,Water,NULL,Water,Non_Wetland,Grassland,Bareland,Forest
4162,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
4163,Water,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Forest
4164,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
4165,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
4166,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Water
4167,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
4168,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
4169,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
4170,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Grassland
4171,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Bareland
4172,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
4173,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Forest
4174,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
4175,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
4176,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Bareland
4177,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Water
4178,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
4179,Water,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
4180,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
4181,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
4182,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
4183,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4184,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
4185,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
4186,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4187,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
4188,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
4189,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4190,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4191,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4192,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4193,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
4194,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4195,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4196,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
4197,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
4198,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4199,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
4200,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
4201,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
4202,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
4203,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
4204,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
4205,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4206,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4207,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
4208,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4209,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4210,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
4211,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
4212,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
4213,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4214,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4215,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
4216,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4217,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
4218,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
4219,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
4220,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
4221,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
4222,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
4223,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4224,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
4225,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
4226,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
4227,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
4228,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
4229,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
4230,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
4231,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
4232,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
4233,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
4234,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
4235,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
4236,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4237,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
4238,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Water
4239,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
4240,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4241,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4242,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
4243,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
4244,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
4245,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
4246,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4247,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
4248,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
4249,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
4250,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Grassland
4251,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
4252,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
4253,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
4254,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
4255,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Bareland,Water
4256,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
4257,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
4258,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
4259,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Bareland
4260,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
4261,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
4262,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
4263,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
4264,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
4265,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
4266,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
4267,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
4268,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
4269,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
4270,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
4271,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Water
4272,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Forest
4273,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
4274,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
4275,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
4276,Water,Water,Grassland,NULL,Non_Wetland,NULL,Bareland,Water
4277,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
4278,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
4279,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4280,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4281,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4282,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4283,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
4284,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
4285,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Water
4286,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
4287,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4288,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4289,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
4290,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4291,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4292,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4293,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
4294,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
4295,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
4296,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
4297,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
4298,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Water
4299,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
