Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LWM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LWM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LWM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LWM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LWM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LWM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LWM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LWM_M_R
2220,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2221,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2222,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2223,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2224,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2225,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2226,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2227,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2228,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2229,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2230,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2231,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2232,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2233,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2234,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2235,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2236,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2237,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2238,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2239,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2240,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2241,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2242,Permanent_ice_and_snow,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2243,Permanent_ice_and_snow,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2244,Permanent_ice_and_snow,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
2245,Permanent_ice_and_snow,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
2246,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2247,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2248,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2249,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2250,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2251,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2252,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2253,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2254,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Grassland
2255,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Bareland
2256,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Water
2257,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
2258,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Grassland
2259,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Bareland
2260,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Water
2261,Permanent_ice_and_snow,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
2262,Permanent_ice_and_snow,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
2263,Permanent_ice_and_snow,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2264,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2265,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2266,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2267,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2268,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2269,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2270,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2271,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2272,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2273,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2274,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2275,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2276,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2277,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2278,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2279,Permanent_ice_and_snow,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2280,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2281,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2282,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2283,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2284,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
2285,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
2286,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2287,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2288,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2289,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2290,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2291,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Grassland
2292,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Bareland
2293,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Water
2294,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
2295,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Forest
2296,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
2297,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
2298,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2299,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2300,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2301,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2302,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2303,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2304,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2305,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2306,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2307,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2308,Permanent_ice_and_snow,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
2309,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2310,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2311,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2312,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2313,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2314,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2315,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2316,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2317,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2318,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2319,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2320,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2321,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2322,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2323,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2324,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
2325,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2326,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2327,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2328,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2329,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
2330,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
2331,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2332,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2333,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Bareland
2334,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Water
2335,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
2336,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
2337,Permanent_ice_and_snow,Water,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2338,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2339,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2340,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2341,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2342,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2343,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
2344,Permanent_ice_and_snow,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
2345,Permanent_ice_and_snow,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
2346,Permanent_ice_and_snow,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2347,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2348,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2349,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2350,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2351,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2352,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2353,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2354,Permanent_ice_and_snow,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2355,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2356,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2357,Permanent_ice_and_snow,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2358,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
2359,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2360,Permanent_ice_and_snow,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
2361,Permanent_ice_and_snow,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2362,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,NULL,Forest
2363,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2364,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2365,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2366,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2367,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2368,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2369,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2370,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2371,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2372,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2373,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2374,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
2375,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2376,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2377,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2378,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2379,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2380,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2381,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
2382,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
2383,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2384,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2385,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2386,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2387,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2388,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2389,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2390,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2391,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2392,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2393,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2394,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2395,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
2396,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2397,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2398,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2399,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2400,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2401,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2402,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
2403,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2404,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2405,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2406,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2407,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2408,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2409,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2410,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2411,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2412,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2413,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2414,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2415,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2416,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2417,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2418,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
2419,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2420,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2421,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2422,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2423,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2424,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2425,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2426,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2427,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
2428,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2429,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2430,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2431,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2432,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2433,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2434,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2435,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2436,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2437,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2438,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
2439,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2440,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Built-up
2441,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2442,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2443,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
2444,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2445,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2446,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
2447,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2448,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
2449,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2450,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2451,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2452,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2453,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2454,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2455,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2456,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2457,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2458,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2459,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2460,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
2461,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2462,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2463,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2464,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2465,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2466,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2467,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2468,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2469,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
2470,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2471,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
2472,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
2473,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
2474,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
2475,Forest,NULL,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
2476,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
2477,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2478,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
2479,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2480,Forest,NULL,Water,Water,Water,NULL,NULL,NULL
2481,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
2482,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
2483,Forest,NULL,Water,Water,Water,NULL,NULL,Water
2484,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
2485,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2486,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2487,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2488,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2489,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2490,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2491,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2492,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2493,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2494,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2495,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2496,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
2497,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2498,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2499,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2500,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2501,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2502,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2503,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2504,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2505,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2506,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2507,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2508,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2509,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2510,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2511,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2512,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2513,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2514,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2515,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2516,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
2517,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2518,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2519,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2520,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2521,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2522,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
