Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LHL_M_R
7668,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
7669,Forest,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,NULL
7670,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
7671,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
7672,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,NULL
7673,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
7674,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
7675,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
7676,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Water
7677,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
7678,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
7679,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
7680,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
7681,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
7682,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
7683,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Forest
7684,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
7685,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
7686,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
7687,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
7688,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
7689,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
7690,Forest,NULL,Wetland,Water,Wetland,NULL,Forest,Forest
7691,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
7692,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
7693,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Water
7694,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
7695,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
7696,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
7697,Forest,NULL,Wetland,Water,Wetland,Shrubland,Forest,Forest
7698,Forest,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Grassland
7699,Forest,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
7700,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
7701,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
7702,Forest,NULL,Wetland,Water,Wetland,Bareland,Shrubland,Water
7703,Forest,NULL,Wetland,Water,Wetland,Bareland,Bareland,Forest
7704,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Water
7705,Forest,NULL,Wetland,Water,Wetland,Water,Shrubland,Grassland
7706,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
7707,Forest,NULL,Wetland,Water,Wetland,Forest,Water,Forest
7708,Forest,NULL,Wetland,Water,Wetland,Forest,Forest,Forest
7709,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7710,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Forest
7711,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7712,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7713,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7714,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7715,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Water
7716,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
7717,Forest,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Forest
7718,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
7719,Forest,NULL,Bareland,Water,Non_Wetland,Shrubland,Forest,Forest
7720,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
7721,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
7722,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7723,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7724,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
7725,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7726,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
7727,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
7728,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
7729,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
7730,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
7731,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
7732,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
7733,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
7734,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
7735,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,NULL
7736,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
7737,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
7738,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
7739,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
7740,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7741,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
7742,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
7743,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
7744,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
7745,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
7746,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
7747,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
7748,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
7749,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
7750,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
7751,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
7752,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
7753,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
7754,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
7755,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
7756,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
7757,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
7758,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
7759,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
7760,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
7761,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
7762,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
7763,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
7764,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
7765,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
7766,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
7767,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,NULL
7768,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
7769,Forest,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Forest,Forest
7770,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Forest,Forest
7771,Forest,NULL,Built-up,Water,Non_Wetland,Shrubland,Shrubland,Forest
7772,Forest,NULL,Water,NULL,Water,Shrubland,NULL,Grassland
7773,Forest,NULL,Water,NULL,Water,Shrubland,NULL,Forest
7774,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,NULL
7775,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
7776,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Water
7777,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
7778,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,NULL
7779,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
7780,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Forest
7781,Forest,NULL,Water,NULL,Water,Shrubland,Wetland,Grassland
7782,Forest,NULL,Water,NULL,Water,Shrubland,Wetland,Forest
7783,Forest,NULL,Water,NULL,Water,Shrubland,Water,NULL
7784,Forest,NULL,Water,NULL,Water,Shrubland,Water,Water
7785,Forest,NULL,Water,NULL,Water,Shrubland,Water,Forest
7786,Forest,NULL,Water,NULL,Water,Shrubland,Forest,NULL
7787,Forest,NULL,Water,NULL,Water,Shrubland,Forest,Bareland
7788,Forest,NULL,Water,NULL,Water,Shrubland,Forest,Forest
7789,Forest,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
7790,Forest,NULL,Water,NULL,Water,Grassland,Forest,Forest
7791,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,NULL
7792,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,Grassland
7793,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,Wetland
7794,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,Water
7795,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,Forest
7796,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
7797,Forest,NULL,Water,NULL,Water,Wetland,Water,NULL
7798,Forest,NULL,Water,NULL,Water,Wetland,Water,Wetland
7799,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
7800,Forest,NULL,Water,NULL,Water,Wetland,Forest,Forest
7801,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,NULL
7802,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Grassland
7803,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Bareland
7804,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Water
7805,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Forest
7806,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
7807,Forest,NULL,Water,NULL,Water,Bareland,Wetland,Forest
7808,Forest,NULL,Water,NULL,Water,Bareland,Bareland,NULL
7809,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
7810,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Forest
7811,Forest,NULL,Water,NULL,Water,Bareland,Water,Bareland
7812,Forest,NULL,Water,NULL,Water,Bareland,Water,Water
7813,Forest,NULL,Water,NULL,Water,Bareland,Water,Forest
7814,Forest,NULL,Water,NULL,Water,Bareland,Forest,Bareland
7815,Forest,NULL,Water,NULL,Water,Bareland,Forest,Water
7816,Forest,NULL,Water,NULL,Water,Bareland,Forest,Forest
7817,Forest,NULL,Water,NULL,Water,Water,NULL,Water
7818,Forest,NULL,Water,NULL,Water,Water,NULL,Forest
7819,Forest,NULL,Water,NULL,Water,Water,Shrubland,Bareland
7820,Forest,NULL,Water,NULL,Water,Water,Shrubland,Water
7821,Forest,NULL,Water,NULL,Water,Water,Shrubland,Forest
7822,Forest,NULL,Water,NULL,Water,Water,Water,Water
7823,Forest,NULL,Water,NULL,Water,Water,Water,Forest
7824,Forest,NULL,Water,NULL,Water,Water,Forest,Water
7825,Forest,NULL,Water,NULL,Water,Water,Forest,Forest
7826,Forest,NULL,Water,NULL,Water,Forest,Shrubland,Forest
7827,Forest,NULL,Water,NULL,Water,Forest,Wetland,Forest
7828,Forest,NULL,Water,NULL,Water,Forest,Bareland,Forest
7829,Forest,NULL,Water,NULL,Water,Forest,Water,Bareland
7830,Forest,NULL,Water,NULL,Water,Forest,Water,Forest
7831,Forest,NULL,Water,NULL,Water,Forest,Forest,Water
7832,Forest,NULL,Water,NULL,Water,Forest,Forest,Forest
7833,Forest,NULL,Water,Non_Water,Water,NULL,Grassland,Grassland
7834,Forest,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Water
7835,Forest,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Forest
7836,Forest,NULL,Water,Non_Water,Water,Shrubland,Water,NULL
7837,Forest,NULL,Water,Non_Water,Water,Shrubland,Water,Grassland
7838,Forest,NULL,Water,Non_Water,Water,Shrubland,Water,Water
7839,Forest,NULL,Water,Non_Water,Water,Shrubland,Water,Forest
7840,Forest,NULL,Water,Non_Water,Water,Shrubland,Forest,Forest
7841,Forest,NULL,Water,Non_Water,Water,Wetland,Shrubland,Wetland
7842,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
7843,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Forest
7844,Forest,NULL,Water,Non_Water,Water,Wetland,Forest,Forest
7845,Forest,NULL,Water,Non_Water,Water,Bareland,Shrubland,Water
7846,Forest,NULL,Water,Non_Water,Water,Bareland,Shrubland,Forest
7847,Forest,NULL,Water,Non_Water,Water,Bareland,Water,Forest
7848,Forest,NULL,Water,Non_Water,Water,Water,Shrubland,Water
7849,Forest,NULL,Water,Non_Water,Water,Water,Water,Water
7850,Forest,NULL,Water,Non_Water,Water,Water,Water,Forest
7851,Forest,NULL,Water,Non_Water,Water,Forest,Shrubland,Forest
7852,Forest,NULL,Water,Non_Water,Water,Forest,Water,Forest
7853,Forest,NULL,Water,Non_Water,Water,Forest,Forest,Water
7854,Forest,NULL,Water,Non_Water,Water,Forest,Forest,Forest
7855,Forest,NULL,Water,Water,Water,NULL,Shrubland,Grassland
7856,Forest,NULL,Water,Water,Water,Shrubland,NULL,Grassland
7857,Forest,NULL,Water,Water,Water,Shrubland,Shrubland,Grassland
7858,Forest,NULL,Water,Water,Water,Shrubland,Shrubland,Water
7859,Forest,NULL,Water,Water,Water,Shrubland,Shrubland,Forest
7860,Forest,NULL,Water,Water,Water,Shrubland,Grassland,Grassland
7861,Forest,NULL,Water,Water,Water,Shrubland,Wetland,NULL
7862,Forest,NULL,Water,Water,Water,Shrubland,Water,NULL
7863,Forest,NULL,Water,Water,Water,Shrubland,Water,Forest
7864,Forest,NULL,Water,Water,Water,Grassland,Shrubland,Forest
7865,Forest,NULL,Water,Water,Water,Wetland,Shrubland,Grassland
7866,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
7867,Forest,NULL,Water,Water,Water,Wetland,Water,Water
7868,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
7869,Forest,NULL,Water,Water,Water,Wetland,Forest,Wetland
7870,Forest,NULL,Water,Water,Water,Bareland,Wetland,Forest
7871,Forest,NULL,Water,Water,Water,Bareland,Water,NULL
7872,Forest,NULL,Water,Water,Water,Bareland,Water,Water
7873,Forest,NULL,Water,Water,Water,Bareland,Water,Forest
7874,Forest,NULL,Water,Water,Water,Bareland,Forest,Bareland
7875,Forest,NULL,Water,Water,Water,Bareland,Forest,Water
7876,Forest,NULL,Water,Water,Water,Bareland,Forest,Forest
7877,Forest,NULL,Water,Water,Water,Water,Shrubland,Forest
7878,Forest,NULL,Water,Water,Water,Water,Water,Water
7879,Forest,NULL,Water,Water,Water,Forest,Water,Forest
7880,Forest,NULL,Water,Water,Water,Forest,Forest,Forest
7881,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
7882,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7883,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
7884,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7885,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
7886,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
7887,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
7888,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
7889,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
7890,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
7891,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
7892,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
7893,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
7894,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
7895,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
7896,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
7897,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
7898,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
7899,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
7900,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
7901,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
7902,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
7903,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
7904,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
7905,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7906,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7907,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
7908,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
7909,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
7910,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
7911,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7912,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
7913,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7914,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
7915,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
7916,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
7917,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
7918,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Cropland
7919,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
7920,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
7921,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
7922,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
7923,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
7924,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
7925,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
7926,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
7927,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Cropland
7928,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Water
7929,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
7930,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
7931,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
7932,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
7933,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Bareland
7934,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
7935,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
7936,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
7937,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7938,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
7939,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
7940,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
7941,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7942,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7943,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
7944,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
7945,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7946,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
7947,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7948,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
7949,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
7950,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
7951,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
7952,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
7953,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
7954,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
7955,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
7956,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
7957,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
7958,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
7959,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
7960,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
7961,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
7962,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
7963,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,NULL
7964,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
7965,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
7966,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
7967,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
7968,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
7969,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
7970,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
7971,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
7972,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
7973,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
7974,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
7975,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
7976,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
7977,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
7978,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
7979,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
7980,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
7981,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
7982,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
7983,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
7984,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
7985,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
7986,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
7987,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
7988,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
7989,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
7990,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
7991,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
7992,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
7993,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7994,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
7995,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
7996,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
7997,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
7998,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
7999,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
8000,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
8001,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
8002,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
8003,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
8004,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
8005,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
8006,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
8007,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
8008,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
8009,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Wetland
8010,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
8011,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
8012,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,NULL
8013,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
8014,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
8015,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
8016,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Water
8017,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
