Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NNK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NNK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NNK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NNK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NNK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NNK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NNK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NNK_M_R
695,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
696,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
697,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
698,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
699,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
700,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
701,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
702,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
703,Water,NULL,Water,NULL,Water,Water,Forest,Grassland
704,Water,NULL,Water,NULL,Water,Forest,Forest,Grassland
705,Water,NULL,Water,NULL,Water,Forest,Forest,Forest
706,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
707,Water,NULL,Water,Water,Water,NULL,NULL,Water
708,Water,NULL,Water,Water,Water,NULL,NULL,Forest
709,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
710,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
711,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
712,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Water
713,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
714,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
715,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Water
716,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
717,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
718,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Water
719,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
720,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
721,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
722,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Water
723,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
724,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
725,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
726,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
727,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
728,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
729,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
730,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
731,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
732,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
733,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
734,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
735,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
736,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
737,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
738,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
739,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
740,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
741,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
742,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
743,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
744,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
745,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
746,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
747,Water,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
748,Water,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
749,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
750,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
751,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
752,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
753,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
754,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
755,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
756,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
757,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
758,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
759,Water,Wetland,Water,NULL,Water,NULL,NULL,Bareland
760,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
761,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
762,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
763,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
764,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
765,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
766,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
767,Water,Wetland,Water,Water,Water,NULL,NULL,Bareland
768,Water,Wetland,Water,Water,Water,NULL,NULL,Water
769,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
770,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
771,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
772,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
773,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
774,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
775,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
776,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
777,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
778,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
779,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
780,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
781,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
782,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
783,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
784,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
785,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
786,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
787,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
788,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
789,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
790,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
791,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
792,Water,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
793,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
794,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
795,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
796,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
797,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
798,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
799,Water,Bareland,Water,NULL,Water,NULL,NULL,Grassland
800,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
801,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
802,Water,Bareland,Water,NULL,Water,NULL,NULL,Forest
803,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
804,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
805,Water,Bareland,Water,Water,Water,NULL,NULL,Water
806,Water,Bareland,Water,Water,Water,NULL,NULL,Forest
807,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
808,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
809,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
810,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
811,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
812,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
813,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
814,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
815,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
816,Water,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
817,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
818,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
819,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
820,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
821,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
822,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
823,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
824,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
825,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
826,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
827,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
828,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
829,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
830,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
831,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
832,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
833,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
834,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
835,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
836,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
837,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
838,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
839,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
840,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
841,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
842,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
843,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
844,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
845,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
846,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
847,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
848,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
849,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
850,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Forest,Water
851,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
852,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
853,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
854,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
855,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
856,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
857,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
858,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
859,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
860,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
861,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
862,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
863,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
864,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
865,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
866,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
867,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
868,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
869,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
870,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
871,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
872,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
873,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
874,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
875,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Water
876,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
877,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
878,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
879,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
880,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
881,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
882,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
883,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
884,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
885,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
886,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
887,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Water
888,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
889,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
890,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
891,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
892,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
893,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
894,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
895,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
896,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
897,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
898,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
899,Water,Water,Wetland,Water,Wetland,Water,Water,Water
900,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
901,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
902,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
903,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
904,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
905,Water,Water,Water,NULL,Water,NULL,NULL,Water
906,Water,Water,Water,NULL,Water,NULL,NULL,Forest
907,Water,Water,Water,NULL,Water,NULL,Water,Water
908,Water,Water,Water,NULL,Water,NULL,Water,Forest
909,Water,Water,Water,NULL,Water,NULL,Forest,Forest
910,Water,Water,Water,NULL,Water,Grassland,Water,Water
911,Water,Water,Water,NULL,Water,Water,Wetland,Water
912,Water,Water,Water,NULL,Water,Water,Wetland,Forest
913,Water,Water,Water,NULL,Water,Water,Water,Water
914,Water,Water,Water,NULL,Water,Water,Water,Forest
915,Water,Water,Water,NULL,Water,Water,Forest,Water
916,Water,Water,Water,NULL,Water,Water,Forest,Forest
917,Water,Water,Water,NULL,Water,Forest,Water,Water
918,Water,Water,Water,NULL,Water,Forest,Water,Forest
919,Water,Water,Water,NULL,Water,Forest,Forest,Water
920,Water,Water,Water,NULL,Water,Forest,Forest,Forest
921,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
922,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
923,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
924,Water,Water,Water,Non_Water,Water,Water,Water,Water
925,Water,Water,Water,Non_Water,Water,Water,Water,Forest
926,Water,Water,Water,Non_Water,Water,Water,Forest,Water
927,Water,Water,Water,Water,Water,NULL,NULL,Grassland
928,Water,Water,Water,Water,Water,NULL,NULL,Wetland
929,Water,Water,Water,Water,Water,NULL,NULL,Bareland
930,Water,Water,Water,Water,Water,NULL,NULL,Water
931,Water,Water,Water,Water,Water,NULL,NULL,Forest
932,Water,Water,Water,Water,Water,NULL,Water,Water
933,Water,Water,Water,Water,Water,NULL,Water,Forest
934,Water,Water,Water,Water,Water,NULL,Forest,Forest
935,Water,Water,Water,Water,Water,Grassland,Water,Water
936,Water,Water,Water,Water,Water,Grassland,Water,Forest
937,Water,Water,Water,Water,Water,Wetland,Wetland,Water
938,Water,Water,Water,Water,Water,Wetland,Water,Forest
939,Water,Water,Water,Water,Water,Water,Wetland,Water
940,Water,Water,Water,Water,Water,Water,Wetland,Forest
941,Water,Water,Water,Water,Water,Water,Water,Water
942,Water,Water,Water,Water,Water,Water,Water,Forest
943,Water,Water,Water,Water,Water,Water,Forest,Water
944,Water,Water,Water,Water,Water,Water,Forest,Forest
945,Water,Water,Water,Water,Water,Forest,Water,Water
946,Water,Water,Water,Water,Water,Forest,Forest,Water
947,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
948,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
949,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
950,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
951,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
952,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
953,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
954,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
955,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
956,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
957,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
958,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
959,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
960,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
961,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
962,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
963,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
964,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
965,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
966,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
967,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
968,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
969,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
970,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
971,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
972,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
973,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
974,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
975,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
976,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
977,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
978,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
979,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
980,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
981,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
982,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
983,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
984,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
985,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
986,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
987,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
988,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
989,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
990,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
991,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
992,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
993,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
994,Water,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
995,Water,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
996,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
997,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
998,Water,Forest,Water,NULL,Water,NULL,NULL,Water
999,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
1000,Water,Forest,Water,NULL,Water,Water,Forest,Forest
1001,Water,Forest,Water,NULL,Water,Forest,Forest,Forest
1002,Water,Forest,Water,Water,Water,NULL,NULL,Water
1003,Water,Forest,Water,Water,Water,Water,Water,Forest
1004,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1005,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1006,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1007,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1008,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1009,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1010,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1011,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1012,Water,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1013,Water,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1014,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1015,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1016,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1017,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1018,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1019,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1020,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1021,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1022,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1023,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1024,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1025,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1026,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1027,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1028,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1029,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1030,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1031,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1032,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1033,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1034,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1035,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1036,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1037,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1038,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1039,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1040,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1041,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1042,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1043,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1044,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
1045,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1046,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1047,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1048,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1049,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1050,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1051,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1052,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1053,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1054,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1055,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1056,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1057,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1058,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1059,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1060,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1061,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1062,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1063,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1064,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1065,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
1066,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1067,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
1068,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1069,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1070,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1071,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1072,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
