Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MPR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MPR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MPR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MPR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MPR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MPR_M_R
857,Cropland,Water,Shrubland,Water,Non_Wetland,Cropland
858,Cropland,Water,Shrubland,Water,Non_Wetland,Forest
859,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
860,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
861,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
862,Cropland,Water,Grassland,Water,Non_Wetland,Bareland
863,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
864,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
865,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
866,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
867,Cropland,Water,Cropland,Non_Water,Non_Wetland,Grassland
868,Cropland,Water,Cropland,Non_Water,Non_Wetland,Forest
869,Cropland,Water,Cropland,Water,Non_Wetland,Forest
870,Cropland,Water,Wetland,Non_Water,Wetland,Forest
871,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
872,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
873,Cropland,Water,Bareland,NULL,Non_Wetland,Water
874,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
875,Cropland,Water,Bareland,Water,Non_Wetland,Bareland
876,Cropland,Water,Built-up,NULL,Non_Wetland,Bareland
877,Cropland,Water,Built-up,NULL,Non_Wetland,Built-up
878,Cropland,Water,Water,NULL,Water,Grassland
879,Cropland,Water,Water,NULL,Water,Bareland
880,Cropland,Water,Water,NULL,Water,Forest
881,Cropland,Water,Water,Non_Water,Water,Forest
882,Cropland,Water,Water,Water,Water,Water
883,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
884,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
885,Cropland,Water,Forest,NULL,Non_Wetland,Forest
886,Cropland,Water,Forest,Water,Non_Wetland,Grassland
887,Cropland,Water,Forest,Water,Non_Wetland,Cropland
888,Cropland,Water,Forest,Water,Non_Wetland,Forest
889,Cropland,Forest,NULL,Water,Non_Wetland,Forest
890,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
891,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
892,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
893,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
894,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
895,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
896,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
897,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
898,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
899,Cropland,Forest,Shrubland,Water,Non_Wetland,Forest
900,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
901,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
902,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
903,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Forest
904,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
905,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
906,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
907,Cropland,Forest,Cropland,NULL,Non_Wetland,Water
908,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
909,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
910,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest
911,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
912,Cropland,Forest,Bareland,NULL,Non_Wetland,Bareland
913,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Cropland
914,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
915,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
916,Cropland,Forest,Water,NULL,Water,Cropland
917,Cropland,Forest,Water,NULL,Water,Forest
918,Cropland,Forest,Water,Non_Water,Water,Bareland
919,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
920,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
921,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
922,Cropland,Forest,Forest,Non_Water,Non_Wetland,Cropland
923,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
924,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
925,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
926,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
927,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
928,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
929,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
930,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
931,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
932,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland
933,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
934,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
935,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
936,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
937,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
938,Wetland,NULL,Wetland,NULL,Wetland,Wetland
939,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
940,Wetland,NULL,Wetland,Water,Wetland,Grassland
941,Wetland,NULL,Wetland,Water,Wetland,Wetland
942,Wetland,NULL,Wetland,Water,Wetland,Forest
943,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
944,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
945,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
946,Wetland,NULL,Bareland,Water,Non_Wetland,Forest
947,Wetland,NULL,Water,NULL,Water,Grassland
948,Wetland,NULL,Water,Water,Water,Grassland
949,Wetland,NULL,Water,Water,Water,Wetland
950,Wetland,NULL,Water,Water,Water,Water
951,Wetland,NULL,Water,Water,Water,Forest
952,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
953,Wetland,NULL,Forest,NULL,Non_Wetland,Water
954,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
955,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
956,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
957,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
958,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
959,Wetland,NULL,Forest,Water,Non_Wetland,Water
960,Wetland,NULL,Forest,Water,Non_Wetland,Forest
961,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
962,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
963,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
964,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
965,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland
966,Wetland,Cropland,Grassland,NULL,Non_Wetland,Water
967,Wetland,Cropland,Grassland,Water,Non_Wetland,Bareland
968,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
969,Wetland,Cropland,Water,Water,Water,Water
970,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
971,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
972,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
973,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
974,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
975,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
976,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
977,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
978,Wetland,Wetland,Wetland,Water,Wetland,Forest
979,Wetland,Wetland,Water,Non_Water,Water,Forest
980,Wetland,Wetland,Water,Water,Water,Forest
981,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
982,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
983,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
984,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
985,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
986,Wetland,Wetland,Forest,Water,Non_Wetland,Forest
987,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
988,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland
989,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
990,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
991,Wetland,Water,Grassland,Water,Non_Wetland,Water
992,Wetland,Water,Wetland,Non_Water,Wetland,Forest
993,Wetland,Water,Wetland,Water,Wetland,Grassland
994,Wetland,Water,Wetland,Water,Wetland,Water
995,Wetland,Water,Water,NULL,Water,Water
996,Wetland,Water,Water,NULL,Water,Forest
997,Wetland,Water,Water,Non_Water,Water,Forest
998,Wetland,Water,Water,Water,Water,Grassland
999,Wetland,Water,Water,Water,Water,Wetland
1000,Wetland,Water,Water,Water,Water,Water
1001,Wetland,Water,Forest,NULL,Non_Wetland,Forest
1002,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland
1003,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
1004,Wetland,Water,Forest,Water,Non_Wetland,Grassland
1005,Wetland,Water,Forest,Water,Non_Wetland,Wetland
1006,Wetland,Water,Forest,Water,Non_Wetland,Water
1007,Wetland,Water,Forest,Water,Non_Wetland,Forest
1008,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1009,Wetland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1010,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
1011,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
1012,Wetland,Forest,Wetland,Water,Wetland,Grassland
1013,Wetland,Forest,Wetland,Water,Wetland,Water
1014,Wetland,Forest,Water,Water,Water,Grassland
1015,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
1016,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1017,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1018,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
1019,Wetland,Forest,Forest,Water,Non_Wetland,Grassland
1020,Wetland,Forest,Forest,Water,Non_Wetland,Wetland
1021,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1022,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1023,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1024,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1025,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
1026,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
1027,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1028,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1029,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1030,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1031,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1032,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1033,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
1034,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1035,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
1036,Bareland,NULL,Shrubland,Water,Non_Wetland,Forest
1037,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
1038,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1039,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1040,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1041,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
1042,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
1043,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
1044,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1045,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1046,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Forest
1047,Bareland,NULL,Grassland,Water,Non_Wetland,Water
1048,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
1049,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1050,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
1051,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1052,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
1053,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
1054,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
1055,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1056,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1057,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
1058,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
1059,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
1060,Bareland,NULL,Cropland,Water,Non_Wetland,Forest
1061,Bareland,NULL,Wetland,NULL,Wetland,Grassland
1062,Bareland,NULL,Wetland,NULL,Wetland,Cropland
1063,Bareland,NULL,Wetland,NULL,Wetland,Bareland
1064,Bareland,NULL,Wetland,NULL,Wetland,Forest
1065,Bareland,NULL,Wetland,Non_Water,Wetland,Forest
1066,Bareland,NULL,Wetland,Water,Wetland,Grassland
1067,Bareland,NULL,Wetland,Water,Wetland,Bareland
1068,Bareland,NULL,Wetland,Water,Wetland,Water
1069,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
1070,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1071,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
1072,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1073,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
1074,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1075,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
1076,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1077,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1078,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Forest
1079,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1080,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1081,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1082,Bareland,NULL,Bareland,Water,Non_Wetland,Forest
1083,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
1084,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1085,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
1086,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1087,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1088,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
1089,Bareland,NULL,Water,NULL,Water,Grassland
1090,Bareland,NULL,Water,NULL,Water,Cropland
1091,Bareland,NULL,Water,NULL,Water,Bareland
1092,Bareland,NULL,Water,NULL,Water,Forest
1093,Bareland,NULL,Water,Non_Water,Water,Bareland
1094,Bareland,NULL,Water,Non_Water,Water,Forest
1095,Bareland,NULL,Water,Water,Water,Grassland
1096,Bareland,NULL,Water,Water,Water,Cropland
1097,Bareland,NULL,Water,Water,Water,Bareland
1098,Bareland,NULL,Water,Water,Water,Forest
1099,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
1100,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1101,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
1102,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1103,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up
1104,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1105,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest
1106,Bareland,NULL,Forest,Water,Non_Wetland,Cropland
1107,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
1108,Bareland,NULL,Forest,Water,Non_Wetland,Water
1109,Bareland,NULL,Forest,Water,Non_Wetland,Forest
1110,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1111,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1112,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1113,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1114,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1115,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1116,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1117,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1118,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1119,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1120,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1121,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1122,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1123,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
1124,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1125,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1126,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
1127,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
1128,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1129,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1130,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1131,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
1132,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
1133,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
1134,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1135,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1136,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland
1137,Bareland,Bareland,Shrubland,Water,Non_Wetland,Cropland
1138,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1139,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
1140,Bareland,Bareland,Shrubland,Water,Non_Wetland,Forest
1141,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
1142,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1143,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1144,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
1145,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
1146,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
1147,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1148,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water
1149,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
1150,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
1151,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1152,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1153,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1154,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
1155,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
1156,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1157,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
1158,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
1159,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
1160,Bareland,Bareland,Cropland,Water,Non_Wetland,Forest
1161,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
1162,Bareland,Bareland,Wetland,NULL,Wetland,Water
1163,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
1164,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1165,Bareland,Bareland,Wetland,Water,Wetland,Water
1166,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
1167,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1168,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1169,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
1170,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1171,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
1172,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1173,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1174,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
1175,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Forest
1176,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
1177,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1178,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1179,Bareland,Bareland,Bareland,Water,Non_Wetland,Forest
1180,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1181,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1182,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
1183,Bareland,Bareland,Water,NULL,Water,Grassland
1184,Bareland,Bareland,Water,NULL,Water,Cropland
1185,Bareland,Bareland,Water,NULL,Water,Bareland
1186,Bareland,Bareland,Water,NULL,Water,Water
1187,Bareland,Bareland,Water,NULL,Water,Forest
1188,Bareland,Bareland,Water,Water,Water,Bareland
1189,Bareland,Bareland,Water,Water,Water,Water
1190,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
1191,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
1192,Bareland,Bareland,Forest,NULL,Non_Wetland,Water
1193,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
1194,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Forest
1195,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland
1196,Bareland,Bareland,Forest,Water,Non_Wetland,Water
1197,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1198,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1199,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1200,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1201,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1202,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Water
1203,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1204,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1205,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1206,Bareland,Built-up,Shrubland,Water,Non_Wetland,Forest
1207,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
1208,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1209,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1210,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1211,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1212,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
1213,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
1214,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1215,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1216,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1217,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1218,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
1219,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1220,Bareland,Built-up,Cropland,Water,Non_Wetland,Cropland
1221,Bareland,Built-up,Cropland,Water,Non_Wetland,Forest
1222,Bareland,Built-up,Wetland,Water,Wetland,Water
1223,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
1224,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1225,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
1226,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1227,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1228,Bareland,Built-up,Bareland,NULL,Non_Wetland,Water
1229,Bareland,Built-up,Bareland,NULL,Non_Wetland,Forest
1230,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
1231,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
1232,Bareland,Built-up,Bareland,Water,Non_Wetland,Water
1233,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1234,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1235,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1236,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest
1237,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland
1238,Bareland,Built-up,Water,NULL,Water,Grassland
1239,Bareland,Built-up,Water,NULL,Water,Bareland
1240,Bareland,Built-up,Water,Water,Water,Water
1241,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
1242,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
1243,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up
1244,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
1245,Bareland,Built-up,Forest,Non_Water,Non_Wetland,Forest
1246,Bareland,Built-up,Forest,Water,Non_Wetland,Forest
1247,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
1248,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1249,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
1250,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1251,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
1252,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
1253,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1254,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1255,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1256,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1257,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
1258,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1259,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1260,Bareland,Water,Shrubland,Water,Non_Wetland,Forest
1261,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
1262,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1263,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
1264,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1265,Bareland,Water,Grassland,NULL,Non_Wetland,Water
1266,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
1267,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
1268,Bareland,Water,Grassland,Non_Water,Non_Wetland,Forest
1269,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1270,Bareland,Water,Grassland,Water,Non_Wetland,Water
1271,Bareland,Water,Grassland,Water,Non_Wetland,Forest
1272,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
1273,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1274,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
1275,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1276,Bareland,Water,Cropland,NULL,Non_Wetland,Built-up
1277,Bareland,Water,Cropland,NULL,Non_Wetland,Water
1278,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1279,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
