Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NNM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NNM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NNM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NNM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NNM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NNM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NNM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NNM_M_R
688,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
689,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
690,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
691,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
692,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
693,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
694,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
695,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
696,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
697,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
698,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
699,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
700,Bareland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
701,Bareland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Water
702,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
703,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
704,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
705,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
706,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
707,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
708,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
709,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
710,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
711,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
712,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
713,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
714,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
715,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
716,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Bareland
717,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
718,Bareland,Wetland,Water,Water,Water,NULL,NULL,Bareland
719,Bareland,Wetland,Water,Water,Water,NULL,NULL,Water
720,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
721,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
722,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
723,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
724,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
725,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
726,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
727,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
728,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
729,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
730,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
731,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
732,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
733,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
734,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
735,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
736,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
737,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
738,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
739,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
740,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
741,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
742,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
743,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
744,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
745,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
746,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
747,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
748,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
749,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
750,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
751,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
752,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
753,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
754,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
755,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
756,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
757,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
758,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
759,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
760,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
761,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
762,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
763,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
764,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
765,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
766,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
767,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
768,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
769,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
770,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
771,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
772,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
773,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
774,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
775,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
776,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
777,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
778,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
779,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
780,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
781,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
782,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
783,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
784,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
785,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
786,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
787,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
788,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
789,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
790,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
791,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
792,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
793,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
794,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
795,Bareland,Bareland,Water,Water,Water,NULL,NULL,Wetland
796,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
797,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
798,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
799,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
800,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
801,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
802,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
803,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
804,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
805,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
806,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
807,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
808,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
809,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
810,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
811,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
812,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
813,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
814,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
815,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
816,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
817,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
818,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
819,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
820,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
821,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
822,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
823,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
824,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
825,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
826,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
827,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
828,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
829,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
830,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
831,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
832,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
833,Bareland,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
834,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
835,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
836,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
837,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
838,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
839,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
840,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
841,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
842,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
843,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
844,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
845,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
846,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
847,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
848,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
849,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
850,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
851,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
852,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
853,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
854,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
855,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
856,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
857,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
858,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
859,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
860,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
861,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
862,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
863,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
864,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
865,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
866,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
867,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
868,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
869,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
870,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
871,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
872,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
873,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
874,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
875,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
876,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
877,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
878,Bareland,Water,Water,Water,Water,NULL,NULL,Water
879,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
880,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
881,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
882,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
883,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
884,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
885,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
886,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
887,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
888,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
889,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
890,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
891,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
892,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
893,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
894,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
895,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
896,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
897,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
898,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
899,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
900,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
901,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
902,Bareland,Forest,Water,NULL,Water,NULL,NULL,Bareland
903,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
904,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
905,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
906,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
907,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
908,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
909,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
910,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
911,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
912,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
913,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
914,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
915,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
916,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
917,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
918,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
919,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
920,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
921,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
922,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
923,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
924,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
925,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
926,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
927,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
928,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
929,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
930,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
931,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
932,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
933,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
934,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
935,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
936,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
937,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
938,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
939,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
940,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
941,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
942,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
943,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
944,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
945,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
946,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
947,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
948,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
949,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
950,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
951,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
952,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
953,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
954,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
955,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
956,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
957,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
958,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
959,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
960,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
961,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
962,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
963,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
964,Water,NULL,Water,NULL,Water,NULL,NULL,NULL
965,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
966,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
967,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
968,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
969,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
970,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
971,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
972,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
973,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
974,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
975,Water,NULL,Water,Water,Water,NULL,NULL,Water
976,Water,NULL,Water,Water,Water,NULL,NULL,Forest
977,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
978,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
979,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
980,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
981,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
982,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
983,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
984,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
985,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
986,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
987,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
988,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
989,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
990,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
991,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
992,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
993,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
994,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
995,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
996,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
997,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
998,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
999,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1000,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1001,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1002,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1003,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1004,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1005,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1006,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1007,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1008,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1009,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1010,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1011,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1012,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1013,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1014,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1015,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1016,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1017,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1018,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1019,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1020,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1021,Water,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1022,Water,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1023,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1024,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1025,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1026,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1027,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1028,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1029,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
1030,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1031,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1032,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1033,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1034,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1035,Water,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1036,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
