Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KXR_M_R
11894,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Forest
11895,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
11896,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
11897,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
11898,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
11899,Forest,Wetland,Water,Water,Water,Water,Water,Water
11900,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
11901,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
11902,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
11903,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
11904,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
11905,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
11906,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
11907,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
11908,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
11909,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
11910,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
11911,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
11912,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
11913,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
11914,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
11915,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
11916,Forest,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Forest
11917,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
11918,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
11919,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
11920,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
11921,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
11922,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
11923,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
11924,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
11925,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
11926,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
11927,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
11928,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
11929,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
11930,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
11931,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
11932,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
11933,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
11934,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
11935,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
11936,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
11937,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
11938,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
11939,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
11940,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
11941,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
11942,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Forest
11943,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
11944,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
11945,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
11946,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Built-up
11947,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
11948,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
11949,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
11950,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
11951,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
11952,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
11953,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
11954,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
11955,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
11956,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
11957,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
11958,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
11959,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
11960,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
11961,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
11962,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
11963,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
11964,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11965,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
11966,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11967,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
11968,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
11969,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
11970,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
11971,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11972,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
11973,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
11974,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
11975,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
11976,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
11977,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
11978,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
11979,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
11980,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
11981,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
11982,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
11983,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
11984,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
11985,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
11986,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
11987,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
11988,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
11989,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11990,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
11991,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
11992,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
11993,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
11994,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Built-up
11995,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
11996,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
11997,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
11998,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
11999,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
12000,Forest,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
12001,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
12002,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
12003,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
12004,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
12005,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
12006,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
12007,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
12008,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
12009,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
12010,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
12011,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
12012,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
12013,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
12014,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
12015,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
12016,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
12017,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
12018,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
12019,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
12020,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
12021,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
12022,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
12023,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
12024,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
12025,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
12026,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12027,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12028,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
12029,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
12030,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12031,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12032,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
12033,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
12034,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
12035,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
12036,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
12037,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
12038,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
12039,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
12040,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
12041,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
12042,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
12043,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
12044,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
12045,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
12046,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
12047,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
12048,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12049,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
12050,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12051,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
12052,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
12053,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
12054,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
12055,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
12056,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
12057,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
12058,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
12059,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
12060,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
12061,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
12062,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
12063,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
12064,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
12065,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12066,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
12067,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
12068,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
12069,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Forest
12070,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
12071,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
12072,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
12073,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
12074,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
12075,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
12076,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
12077,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
12078,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
12079,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
12080,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Built-up
12081,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
12082,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
12083,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
12084,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
12085,Forest,Built-up,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
12086,Forest,Built-up,Wetland,NULL,Wetland,Forest,Forest,Forest
12087,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
12088,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
12089,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
12090,Forest,Built-up,Bareland,NULL,Non_Wetland,Water,NULL,Forest
12091,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
12092,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
12093,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
12094,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
12095,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
12096,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
12097,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
12098,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
12099,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
12100,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
12101,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
12102,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
12103,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
12104,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
12105,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
12106,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
12107,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
12108,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
12109,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
12110,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
12111,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
12112,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
12113,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
12114,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
12115,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
12116,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
12117,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
12118,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
12119,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
12120,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
12121,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
12122,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
12123,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
12124,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
12125,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
12126,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
12127,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
12128,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
12129,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
12130,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
12131,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
12132,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
12133,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
12134,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
12135,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
12136,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
12137,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
12138,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
12139,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
12140,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
12141,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
12142,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
12143,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
12144,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
12145,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
12146,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
12147,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
12148,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
12149,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
12150,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
12151,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
12152,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
12153,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
12154,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,NULL
12155,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
12156,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Cropland
12157,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
12158,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
12159,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Grassland
12160,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Built-up
12161,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
12162,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
12163,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
12164,Forest,Built-up,Water,NULL,Water,NULL,NULL,Grassland
12165,Forest,Built-up,Water,NULL,Water,NULL,NULL,Bareland
12166,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
12167,Forest,Built-up,Water,NULL,Water,NULL,Wetland,Built-up
12168,Forest,Built-up,Water,NULL,Water,NULL,Built-up,Forest
12169,Forest,Built-up,Water,NULL,Water,Grassland,NULL,Forest
12170,Forest,Built-up,Water,NULL,Water,Wetland,NULL,Forest
12171,Forest,Built-up,Water,NULL,Water,Bareland,NULL,Forest
12172,Forest,Built-up,Water,NULL,Water,Bareland,Bareland,Built-up
12173,Forest,Built-up,Water,NULL,Water,Bareland,Bareland,Forest
12174,Forest,Built-up,Water,NULL,Water,Bareland,Built-up,Grassland
12175,Forest,Built-up,Water,NULL,Water,Bareland,Built-up,Built-up
12176,Forest,Built-up,Water,NULL,Water,Built-up,Built-up,Forest
12177,Forest,Built-up,Water,NULL,Water,Built-up,Water,Water
12178,Forest,Built-up,Water,NULL,Water,Forest,NULL,NULL
12179,Forest,Built-up,Water,NULL,Water,Forest,NULL,Forest
12180,Forest,Built-up,Water,NULL,Water,Forest,Built-up,Forest
12181,Forest,Built-up,Water,NULL,Water,Forest,Forest,Forest
12182,Forest,Built-up,Water,Water,Water,NULL,NULL,Forest
12183,Forest,Built-up,Water,Water,Water,Forest,Forest,Forest
12184,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
12185,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
12186,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
12187,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
12188,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
12189,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
12190,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
12191,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
12192,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
12193,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
12194,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
12195,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
12196,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
12197,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
12198,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
12199,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
12200,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
12201,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
12202,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
12203,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
12204,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
12205,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
12206,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
12207,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
12208,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
12209,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
12210,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
12211,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
12212,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
12213,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
12214,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
12215,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
12216,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
12217,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
12218,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
12219,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
12220,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
12221,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Water
