Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NGE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NGE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NGE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NGE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NGE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NGE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NGE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NGE_M_R
1052,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1053,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1054,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1055,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1056,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1057,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1058,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1059,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1060,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1061,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1062,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1063,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1064,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1065,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1066,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1067,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1068,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1069,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1070,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1071,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1072,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1073,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1074,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1075,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1076,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1077,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1078,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1079,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1080,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1081,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1082,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1083,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1084,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1085,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1086,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1087,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1088,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1089,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1090,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1091,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1092,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1093,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1094,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
1095,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
1096,Water,Water,Water,NULL,Water,NULL,NULL,Water
1097,Water,Water,Water,NULL,Water,NULL,NULL,Forest
1098,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1099,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1100,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1101,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1102,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
1103,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1104,Water,Water,Water,Water,Water,NULL,NULL,Wetland
1105,Water,Water,Water,Water,Water,NULL,NULL,Bareland
1106,Water,Water,Water,Water,Water,NULL,NULL,Water
1107,Water,Water,Water,Water,Water,NULL,NULL,Forest
1108,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1109,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1110,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1111,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1112,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1113,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1114,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1115,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1116,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1117,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1118,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1119,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1120,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1121,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1122,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1123,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1124,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1125,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1126,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1127,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1128,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1129,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1130,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1131,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1132,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1133,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1134,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1135,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1136,Water,Forest,Water,NULL,Water,NULL,NULL,Bareland
1137,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
1138,Water,Forest,Water,Water,Water,NULL,NULL,Bareland
1139,Water,Forest,Water,Water,Water,NULL,NULL,Water
1140,Water,Forest,Water,Water,Water,NULL,NULL,Forest
1141,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1142,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1143,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1144,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1145,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1146,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1147,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1148,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1149,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1150,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1151,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1152,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1153,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1154,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1155,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1156,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1157,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1158,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1159,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1160,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1161,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1162,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1163,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1164,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1165,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1166,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Bareland
1167,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Water
1168,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1169,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1170,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1171,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1172,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1173,Permanent_ice_and_snow,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1174,Permanent_ice_and_snow,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1175,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1176,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1177,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1178,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1179,Permanent_ice_and_snow,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
1180,Permanent_ice_and_snow,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1181,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1182,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1183,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1184,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1185,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1186,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1187,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1188,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1189,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Water
1190,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Forest
1191,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1192,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1193,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1194,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1195,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1196,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1197,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1198,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1199,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1200,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1201,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1202,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1203,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1204,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1205,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1206,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1207,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1208,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1209,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1210,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1211,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1212,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1213,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1214,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1215,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1216,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1217,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1218,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1219,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1220,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1221,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1222,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1223,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1224,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1225,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1226,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1227,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1228,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1229,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1230,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1231,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1232,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1233,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1234,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1235,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1236,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1237,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1238,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1239,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1240,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1241,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1242,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1243,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1244,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1245,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1246,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1247,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1248,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1249,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1250,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1251,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1252,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1253,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1254,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1255,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1256,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1257,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1258,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
1259,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
1260,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
1261,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
1262,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1263,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1264,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1265,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
1266,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1267,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
1268,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
1269,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
1270,Forest,NULL,Water,Water,Water,NULL,NULL,Water
1271,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
1272,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1273,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1274,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1275,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1276,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1277,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1278,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1279,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1280,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1281,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1282,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
1283,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1284,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1285,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1286,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1287,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1288,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1289,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1290,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1291,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1292,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1293,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1294,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1295,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1296,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1297,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1298,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1299,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1300,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1301,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1302,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1303,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1304,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1305,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1306,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1307,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1308,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1309,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1310,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1311,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1312,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1313,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1314,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1315,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1316,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1317,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1318,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1319,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1320,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1321,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1322,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1323,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1324,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1325,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1326,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1327,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1328,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1329,Forest,Wetland,Water,NULL,Water,NULL,NULL,Bareland
1330,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
1331,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
1332,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1333,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1334,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1335,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1336,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
1337,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
1338,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
1339,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
1340,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1341,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1342,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1343,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1344,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1345,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1346,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1347,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1348,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1349,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1350,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1351,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1352,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1353,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1354,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1355,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1356,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1357,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1358,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1359,Forest,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1360,Forest,Bareland,Water,NULL,Water,NULL,NULL,Water
1361,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1362,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1363,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1364,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1365,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1366,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1367,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1368,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1369,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1370,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1371,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1372,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1373,Forest,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1374,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1375,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,NULL
1376,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1377,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1378,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1379,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
1380,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1381,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1382,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1383,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1384,Forest,Built-up,Water,NULL,Water,NULL,NULL,Bareland
1385,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
1386,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1387,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1388,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1389,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1390,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1391,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1392,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
