Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NKP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NKP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NKP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NKP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NKP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NKP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NKP_M_R
1149,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,Wetland
1150,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL,Grassland
1151,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL,Forest
1152,Wetland,Wetland,Built-up,Water,Non_Wetland,NULL,Grassland
1153,Wetland,Wetland,Built-up,Water,Non_Wetland,NULL,Wetland
1154,Wetland,Wetland,Water,NULL,Water,NULL,Grassland
1155,Wetland,Wetland,Water,NULL,Water,NULL,Wetland
1156,Wetland,Wetland,Water,NULL,Water,NULL,Water
1157,Wetland,Wetland,Water,NULL,Water,NULL,Forest
1158,Wetland,Wetland,Water,Non_Water,Water,NULL,Grassland
1159,Wetland,Wetland,Water,Non_Water,Water,NULL,Wetland
1160,Wetland,Wetland,Water,Non_Water,Water,NULL,Water
1161,Wetland,Wetland,Water,Non_Water,Water,NULL,Forest
1162,Wetland,Wetland,Water,Water,Water,NULL,Grassland
1163,Wetland,Wetland,Water,Water,Water,NULL,Wetland
1164,Wetland,Wetland,Water,Water,Water,NULL,Water
1165,Wetland,Wetland,Water,Water,Water,NULL,Forest
1166,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL
1167,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
1168,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
1169,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Water
1170,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
1171,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
1172,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland
1173,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
1174,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
1175,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Wetland
1176,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Water
1177,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Forest
1178,Wetland,Bareland,Wetland,Water,Wetland,NULL,Grassland
1179,Wetland,Bareland,Wetland,Water,Wetland,NULL,Bareland
1180,Wetland,Bareland,Wetland,Water,Wetland,NULL,Water
1181,Wetland,Bareland,Water,Water,Water,NULL,Water
1182,Wetland,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland
1183,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
1184,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland
1185,Wetland,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest
1186,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland
1187,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
1188,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland
1189,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1190,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1191,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1192,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
1193,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,Wetland
1194,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,Forest
1195,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1196,Wetland,Water,Wetland,NULL,Wetland,NULL,Wetland
1197,Wetland,Water,Wetland,NULL,Wetland,NULL,Forest
1198,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Grassland
1199,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Wetland
1200,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water
1201,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Forest
1202,Wetland,Water,Wetland,Water,Wetland,NULL,Grassland
1203,Wetland,Water,Wetland,Water,Wetland,NULL,Wetland
1204,Wetland,Water,Wetland,Water,Wetland,NULL,Water
1205,Wetland,Water,Wetland,Water,Wetland,NULL,Forest
1206,Wetland,Water,Water,NULL,Water,NULL,Wetland
1207,Wetland,Water,Water,NULL,Water,NULL,Forest
1208,Wetland,Water,Water,Non_Water,Water,NULL,Wetland
1209,Wetland,Water,Water,Non_Water,Water,NULL,Water
1210,Wetland,Water,Water,Non_Water,Water,NULL,Forest
1211,Wetland,Water,Water,Water,Water,NULL,Grassland
1212,Wetland,Water,Water,Water,Water,NULL,Wetland
1213,Wetland,Water,Water,Water,Water,NULL,Water
1214,Wetland,Water,Water,Water,Water,NULL,Forest
1215,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Wetland
1216,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Bareland
1217,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Forest
1218,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
1219,Wetland,Water,Forest,Water,Non_Wetland,NULL,Wetland
1220,Wetland,Water,Forest,Water,Non_Wetland,NULL,Water
1221,Wetland,Water,Forest,Water,Non_Wetland,NULL,Forest
1222,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL
1223,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
1224,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland
1225,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
1226,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1227,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland
1228,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL
1229,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
1230,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland
1231,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
1232,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1233,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1234,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest
1235,Wetland,Forest,Grassland,Water,Non_Wetland,NULL,Grassland
1236,Wetland,Forest,Grassland,Water,Non_Wetland,NULL,Wetland
1237,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
1238,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
1239,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1240,Wetland,Forest,Cropland,Water,Non_Wetland,NULL,Grassland
1241,Wetland,Forest,Cropland,Water,Non_Wetland,NULL,Forest
1242,Wetland,Forest,Wetland,NULL,Wetland,NULL,Grassland
1243,Wetland,Forest,Wetland,NULL,Wetland,NULL,Wetland
1244,Wetland,Forest,Wetland,NULL,Wetland,NULL,Water
1245,Wetland,Forest,Wetland,NULL,Wetland,NULL,Forest
1246,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
1247,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland
1248,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Forest
1249,Wetland,Forest,Wetland,Water,Wetland,NULL,Grassland
1250,Wetland,Forest,Wetland,Water,Wetland,NULL,Wetland
1251,Wetland,Forest,Wetland,Water,Wetland,NULL,Water
1252,Wetland,Forest,Wetland,Water,Wetland,NULL,Forest
1253,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland
1254,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,Forest
1255,Wetland,Forest,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1256,Wetland,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland
1257,Wetland,Forest,Built-up,NULL,Non_Wetland,NULL,Forest
1258,Wetland,Forest,Water,NULL,Water,NULL,Forest
1259,Wetland,Forest,Water,Non_Water,Water,NULL,Forest
1260,Wetland,Forest,Water,Water,Water,NULL,Grassland
1261,Wetland,Forest,Water,Water,Water,NULL,Wetland
1262,Wetland,Forest,Water,Water,Water,NULL,Forest
1263,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL
1264,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
1265,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
1266,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
1267,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
1268,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland
1269,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
1270,Wetland,Forest,Forest,Water,Non_Wetland,NULL,Grassland
1271,Wetland,Forest,Forest,Water,Non_Wetland,NULL,Wetland
1272,Wetland,Forest,Forest,Water,Non_Wetland,NULL,Forest
1273,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
1274,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland
1275,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up
1276,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland
1277,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Grassland
1278,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Wetland
1279,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
1280,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
1281,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Cropland
1282,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
1283,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
1284,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up
1285,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
1286,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
1287,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1288,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1289,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1290,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1291,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
1292,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
1293,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
1294,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Water
1295,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
1296,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
1297,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Cropland
1298,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
1299,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
1300,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Water
1301,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
1302,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1303,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1304,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
1305,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
1306,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Water
1307,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Forest
1308,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
1309,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland
1310,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
1311,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1312,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland
1313,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
1314,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland
1315,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Bareland
1316,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Forest
1317,Bareland,NULL,Wetland,NULL,Wetland,NULL,Grassland
1318,Bareland,NULL,Wetland,NULL,Wetland,NULL,Wetland
1319,Bareland,NULL,Wetland,NULL,Wetland,NULL,Bareland
1320,Bareland,NULL,Wetland,NULL,Wetland,NULL,Water
1321,Bareland,NULL,Wetland,NULL,Wetland,NULL,Forest
1322,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
1323,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
1324,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Bareland
1325,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Water
1326,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Forest
1327,Bareland,NULL,Wetland,Water,Wetland,NULL,Grassland
1328,Bareland,NULL,Wetland,Water,Wetland,NULL,Cropland
1329,Bareland,NULL,Wetland,Water,Wetland,NULL,Wetland
1330,Bareland,NULL,Wetland,Water,Wetland,NULL,Bareland
1331,Bareland,NULL,Wetland,Water,Wetland,NULL,Water
1332,Bareland,NULL,Wetland,Water,Wetland,NULL,Forest
1333,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
1334,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Cropland
1335,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland
1336,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland
1337,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Water
1338,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Forest
1339,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1340,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland
1341,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Bareland
1342,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Built-up
1343,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Grassland
1344,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Wetland
1345,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Bareland
1346,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Water
1347,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Forest
1348,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
1349,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland
1350,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up
1351,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
1352,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Grassland
1353,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Wetland
1354,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Bareland
1355,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Forest
1356,Bareland,NULL,Water,NULL,Water,NULL,Bareland
1357,Bareland,NULL,Water,Non_Water,Water,NULL,Grassland
1358,Bareland,NULL,Water,Water,Water,NULL,Grassland
1359,Bareland,NULL,Water,Water,Water,NULL,Wetland
1360,Bareland,NULL,Water,Water,Water,NULL,Bareland
1361,Bareland,NULL,Water,Water,Water,NULL,Water
1362,Bareland,NULL,Water,Water,Water,NULL,Forest
1363,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
1364,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
1365,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
1366,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
1367,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water
1368,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
1369,Bareland,NULL,Forest,Water,Non_Wetland,NULL,Grassland
1370,Bareland,NULL,Forest,Water,Non_Wetland,NULL,Wetland
1371,Bareland,NULL,Forest,Water,Non_Wetland,NULL,Bareland
1372,Bareland,NULL,Forest,Water,Non_Wetland,NULL,Forest
1373,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1374,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1375,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland
1376,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland
1377,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
1378,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1379,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,Grassland
1380,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,Wetland
1381,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
1382,Bareland,Cropland,Wetland,NULL,Wetland,NULL,Grassland
1383,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland
1384,Bareland,Cropland,Wetland,Water,Wetland,NULL,Grassland
1385,Bareland,Cropland,Wetland,Water,Wetland,NULL,Wetland
1386,Bareland,Cropland,Wetland,Water,Wetland,NULL,Bareland
1387,Bareland,Cropland,Wetland,Water,Wetland,NULL,Water
1388,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland
1389,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Wetland
1390,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,Grassland
1391,Bareland,Cropland,Water,Water,Water,NULL,Water
1392,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
1393,Bareland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Grassland
1394,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1395,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland
1396,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Built-up
1397,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
1398,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1399,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1400,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
1401,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland
1402,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,Bareland
1403,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
1404,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
1405,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1406,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1407,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,Grassland
1408,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,Wetland
1409,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,Bareland
1410,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
1411,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest
1412,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1413,Bareland,Wetland,Cropland,Water,Non_Wetland,NULL,Grassland
1414,Bareland,Wetland,Cropland,Water,Non_Wetland,NULL,Wetland
1415,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Grassland
1416,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Wetland
1417,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Forest
1418,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
1419,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
1420,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Water
1421,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
1422,Bareland,Wetland,Wetland,Water,Wetland,NULL,Grassland
1423,Bareland,Wetland,Wetland,Water,Wetland,NULL,Wetland
1424,Bareland,Wetland,Wetland,Water,Wetland,NULL,Water
1425,Bareland,Wetland,Wetland,Water,Wetland,NULL,Forest
1426,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,Grassland
1427,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,Wetland
1428,Bareland,Wetland,Water,Water,Water,NULL,Water
1429,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
1430,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
1431,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
1432,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,Grassland
1433,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,Grassland
1434,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,Bareland
1435,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1436,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland
1437,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1438,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1439,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1440,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Grassland
1441,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Wetland
1442,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Bareland
1443,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Water
1444,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Forest
1445,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Grassland
1446,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Forest
1447,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1448,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Forest
1449,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,Grassland
1450,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,Wetland
1451,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,Bareland
1452,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,Water
1453,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland
1454,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1455,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Grassland
1456,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Water
1457,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Grassland
1458,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Wetland
1459,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Bareland
1460,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Water
1461,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Forest
1462,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Grassland
1463,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Wetland
1464,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Bareland
1465,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Built-up
1466,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Water
1467,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Forest
1468,Bareland,Bareland,Wetland,Water,Wetland,NULL,Grassland
1469,Bareland,Bareland,Wetland,Water,Wetland,NULL,Wetland
1470,Bareland,Bareland,Wetland,Water,Wetland,NULL,Bareland
1471,Bareland,Bareland,Wetland,Water,Wetland,NULL,Water
1472,Bareland,Bareland,Wetland,Water,Wetland,NULL,Forest
1473,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Grassland
1474,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Bareland
1475,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1476,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,Bareland
1477,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,Grassland
1478,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,Bareland
1479,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,Forest
1480,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Grassland
1481,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland
1482,Bareland,Bareland,Water,NULL,Water,NULL,Grassland
1483,Bareland,Bareland,Water,NULL,Water,NULL,Bareland
1484,Bareland,Bareland,Water,NULL,Water,NULL,Water
1485,Bareland,Bareland,Water,Non_Water,Water,NULL,Grassland
1486,Bareland,Bareland,Water,Non_Water,Water,NULL,Water
1487,Bareland,Bareland,Water,Non_Water,Water,NULL,Forest
1488,Bareland,Bareland,Water,Water,Water,NULL,Grassland
1489,Bareland,Bareland,Water,Water,Water,NULL,Wetland
1490,Bareland,Bareland,Water,Water,Water,NULL,Bareland
1491,Bareland,Bareland,Water,Water,Water,NULL,Water
1492,Bareland,Bareland,Water,Water,Water,NULL,Forest
1493,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Grassland
1494,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Bareland
1495,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Forest
1496,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,Grassland
1497,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,Forest
1498,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,Grassland
1499,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,Bareland
1500,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,Water
1501,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,Forest
1502,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland
1503,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland
1504,Bareland,Water,NULL,NULL,Non_Wetland,NULL,Forest
1505,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
1506,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
1507,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Water
1508,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
1509,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1510,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1511,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
1512,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Wetland
1513,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Bareland
1514,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Water
1515,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Forest
1516,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
1517,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,Bareland
1518,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,Forest
1519,Bareland,Water,Grassland,Water,Non_Wetland,NULL,Grassland
1520,Bareland,Water,Grassland,Water,Non_Wetland,NULL,Wetland
1521,Bareland,Water,Grassland,Water,Non_Wetland,NULL,Bareland
1522,Bareland,Water,Grassland,Water,Non_Wetland,NULL,Water
1523,Bareland,Water,Grassland,Water,Non_Wetland,NULL,Forest
1524,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Bareland
