Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NUA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NUA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NUA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NUA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NUA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NUA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NUA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NUA_M_R
733,Forest,Wetland,Built-up,NULL,Non_Wetland,Forest,Water,Forest
734,Forest,Wetland,Water,NULL,Water,NULL,Water,Forest
735,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
736,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
737,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
738,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
739,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
740,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
741,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
742,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
743,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
744,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
745,Forest,Wetland,Water,Water,Water,Water,Water,Water
746,Forest,Wetland,Water,Water,Water,Water,Water,Forest
747,Forest,Wetland,Water,Water,Water,Water,Forest,Grassland
748,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
749,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
750,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
751,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
752,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
753,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
754,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
755,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
756,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
757,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
758,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
759,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
760,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
761,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
762,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
763,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
764,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
765,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
766,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
767,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Water,Forest
768,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
769,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
770,Forest,Bareland,Forest,NULL,Non_Wetland,Water,Forest,Forest
771,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
772,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
773,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
774,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
775,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
776,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
777,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
778,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
779,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
780,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
781,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
782,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
783,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
784,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
785,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
786,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
787,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
788,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
789,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
790,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
791,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
792,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
793,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
794,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
795,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
796,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
797,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
798,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
799,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
800,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
801,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
802,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
803,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
804,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
805,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
806,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
807,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
808,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Water,Forest
809,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
810,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
811,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
812,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Forest,Water
813,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
814,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
815,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
816,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
817,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
818,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
819,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
820,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
821,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
822,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
823,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
824,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
825,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Wetland
826,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
827,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
828,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
829,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
830,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Grassland
831,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
832,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
833,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
834,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
835,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
836,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
837,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
838,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
839,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
840,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
841,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
842,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
843,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
844,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
845,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
846,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
847,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
848,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
849,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
850,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
851,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
852,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
853,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
854,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
855,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
856,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
857,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Bareland
858,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
859,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
860,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
861,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
862,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
863,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
864,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
865,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
866,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
867,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
868,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
869,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
870,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
871,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
872,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
873,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
874,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
875,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
876,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
877,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
878,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
879,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
880,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
881,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
882,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
883,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
884,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
885,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
886,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
887,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
888,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
889,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
890,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
891,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
892,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Water
893,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
894,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
895,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
896,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
897,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
898,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
899,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
900,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
901,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
902,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
903,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
904,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
905,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
906,Forest,Water,Wetland,Water,Wetland,Water,Forest,Grassland
907,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
908,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
909,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
910,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
911,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
912,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
913,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
914,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
915,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
916,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
917,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
918,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
919,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
920,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
921,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
922,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
923,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
924,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
925,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
926,Forest,Water,Water,NULL,Water,NULL,Wetland,Bareland
927,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
928,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
929,Forest,Water,Water,NULL,Water,NULL,Water,Water
930,Forest,Water,Water,NULL,Water,NULL,Water,Forest
931,Forest,Water,Water,NULL,Water,NULL,Forest,Water
932,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
933,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
934,Forest,Water,Water,NULL,Water,Wetland,Water,Water
935,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
936,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
937,Forest,Water,Water,NULL,Water,Water,Wetland,Water
938,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
939,Forest,Water,Water,NULL,Water,Water,Water,Grassland
940,Forest,Water,Water,NULL,Water,Water,Water,Wetland
941,Forest,Water,Water,NULL,Water,Water,Water,Bareland
942,Forest,Water,Water,NULL,Water,Water,Water,Water
943,Forest,Water,Water,NULL,Water,Water,Water,Forest
944,Forest,Water,Water,NULL,Water,Water,Forest,Grassland
945,Forest,Water,Water,NULL,Water,Water,Forest,Water
946,Forest,Water,Water,NULL,Water,Water,Forest,Forest
947,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
948,Forest,Water,Water,NULL,Water,Forest,Water,Water
949,Forest,Water,Water,NULL,Water,Forest,Water,Forest
950,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
951,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
952,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
953,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
954,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
955,Forest,Water,Water,Non_Water,Water,NULL,Forest,Water
956,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
957,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
958,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Forest
959,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
960,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
961,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
962,Forest,Water,Water,Non_Water,Water,Water,Water,Water
963,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
964,Forest,Water,Water,Non_Water,Water,Water,Forest,Grassland
965,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
966,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
967,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Water
968,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
969,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
970,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
971,Forest,Water,Water,Non_Water,Water,Forest,Forest,Water
972,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
973,Forest,Water,Water,Water,Water,NULL,Wetland,Water
974,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
975,Forest,Water,Water,Water,Water,NULL,Water,Water
976,Forest,Water,Water,Water,Water,NULL,Water,Forest
977,Forest,Water,Water,Water,Water,NULL,Forest,Grassland
978,Forest,Water,Water,Water,Water,NULL,Forest,Water
979,Forest,Water,Water,Water,Water,NULL,Forest,Forest
980,Forest,Water,Water,Water,Water,Wetland,Grassland,Forest
981,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
982,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
983,Forest,Water,Water,Water,Water,Wetland,Water,Water
984,Forest,Water,Water,Water,Water,Wetland,Water,Forest
985,Forest,Water,Water,Water,Water,Wetland,Forest,Water
986,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
987,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
988,Forest,Water,Water,Water,Water,Water,Wetland,Water
989,Forest,Water,Water,Water,Water,Water,Wetland,Forest
990,Forest,Water,Water,Water,Water,Water,Water,Grassland
991,Forest,Water,Water,Water,Water,Water,Water,Bareland
992,Forest,Water,Water,Water,Water,Water,Water,Water
993,Forest,Water,Water,Water,Water,Water,Water,Forest
994,Forest,Water,Water,Water,Water,Water,Forest,Grassland
995,Forest,Water,Water,Water,Water,Water,Forest,Water
996,Forest,Water,Water,Water,Water,Water,Forest,Forest
997,Forest,Water,Water,Water,Water,Forest,Wetland,Water
998,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
999,Forest,Water,Water,Water,Water,Forest,Water,Water
1000,Forest,Water,Water,Water,Water,Forest,Water,Forest
1001,Forest,Water,Water,Water,Water,Forest,Forest,Water
1002,Forest,Water,Water,Water,Water,Forest,Forest,Forest
1003,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1004,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1005,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1006,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
1007,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1008,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1009,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
1010,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1011,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1012,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1013,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1014,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1015,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1016,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1017,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1018,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
1019,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1020,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1021,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
1022,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1023,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1024,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1025,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1026,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1027,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1028,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
1029,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
1030,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1031,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1032,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1033,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
1034,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1035,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1036,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1037,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1038,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1039,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Grassland
1040,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
1041,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1042,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1043,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
1044,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1045,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1046,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1047,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1048,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1049,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
1050,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1051,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1052,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1053,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1054,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1055,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
1056,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1057,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1058,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1059,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1060,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1061,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
1062,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1063,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1064,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
1065,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1066,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
1067,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1068,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
1069,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
1070,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1071,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Wetland
1072,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
1073,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
1074,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Grassland
1075,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
1076,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
1077,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1078,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1079,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
1080,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
1081,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
1082,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
1083,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1084,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Bareland
1085,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1086,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1087,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
1088,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
1089,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1090,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Grassland
1091,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1092,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1093,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
1094,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1095,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
1096,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
1097,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
1098,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1099,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1100,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
1101,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1102,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1103,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1104,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1105,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1106,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1107,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1108,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1109,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1110,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1111,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1112,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1113,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1114,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
