Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KRC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KRC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KRC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KRC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KRC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KRC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KRC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KRC_M_R
1032,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1033,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1034,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
1035,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1036,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1037,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1038,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1039,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1040,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1041,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1042,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1043,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1044,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1045,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1046,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1047,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1048,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1049,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1050,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1051,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1052,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1053,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1054,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1055,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1056,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1057,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1058,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1059,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1060,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1061,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1062,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1063,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1064,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Built-up
1065,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1066,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1067,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1068,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1069,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1070,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1071,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1072,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1073,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1074,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1075,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1076,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1077,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1078,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1079,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1080,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1081,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1082,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1083,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1084,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1085,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1086,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1087,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1088,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1089,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1090,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1091,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1092,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1093,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1094,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1095,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1096,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,NULL
1097,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1098,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1099,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1100,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1101,Bareland,Cropland,Water,NULL,Water,NULL,NULL,NULL
1102,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1103,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1104,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
1105,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
1106,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Water
1107,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Forest
1108,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1109,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
1110,Bareland,Cropland,Water,Water,Water,NULL,NULL,Grassland
1111,Bareland,Cropland,Water,Water,Water,NULL,NULL,Wetland
1112,Bareland,Cropland,Water,Water,Water,NULL,NULL,Bareland
1113,Bareland,Cropland,Water,Water,Water,NULL,NULL,Water
1114,Bareland,Cropland,Water,Water,Water,NULL,NULL,Forest
1115,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1116,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1117,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1118,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1119,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1120,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1121,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1122,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1123,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1124,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1125,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1126,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1127,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1128,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1129,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1130,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1131,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1132,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1133,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1134,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1135,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1136,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1137,Bareland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1138,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1139,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1140,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1141,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1142,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1143,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1144,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Forest
1145,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
1146,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1147,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1148,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1149,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1150,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1151,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1152,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1153,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1154,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1155,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1156,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1157,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1158,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1159,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1160,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1161,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1162,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1163,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1164,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,NULL
1165,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1166,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1167,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1168,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1169,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1170,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1171,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1172,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1173,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1174,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1175,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1176,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1177,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1178,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1179,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1180,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1181,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1182,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1183,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1184,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1185,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1186,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1187,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1188,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1189,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1190,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1191,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1192,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1193,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1194,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1195,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1196,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1197,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1198,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1199,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1200,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1201,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1202,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1203,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1204,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1205,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1206,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1207,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1208,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1209,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1210,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1211,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1212,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1213,Bareland,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1214,Bareland,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1215,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,NULL
1216,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1217,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
1218,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1219,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1220,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1221,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1222,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1223,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1224,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1225,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1226,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1227,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1228,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Bareland
1229,Bareland,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
1230,Bareland,Built-up,Water,Water,Water,NULL,NULL,Grassland
1231,Bareland,Built-up,Water,Water,Water,NULL,NULL,Bareland
1232,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1233,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1234,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1235,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1236,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1237,Bareland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1238,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1239,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1240,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1241,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1242,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1243,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1244,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1245,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1246,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1247,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1248,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1249,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1250,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1251,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1252,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1253,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1254,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1255,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1256,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1257,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1258,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1259,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1260,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1261,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1262,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1263,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1264,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1265,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1266,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1267,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1268,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1269,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1270,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1271,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
1272,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
1273,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1274,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1275,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
1276,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1277,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1278,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1279,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1280,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1281,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1282,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1283,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1284,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1285,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1286,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1287,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1288,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1289,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1290,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1291,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1292,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1293,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1294,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1295,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1296,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1297,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1298,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1299,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1300,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1301,Bareland,Forest,Water,NULL,Water,NULL,NULL,Bareland
1302,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
1303,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1304,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1305,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1306,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1307,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1308,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1309,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1310,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1311,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1312,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1313,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1314,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1315,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1316,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1317,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1318,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1319,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1320,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1321,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1322,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1323,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1324,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1325,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1326,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1327,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1328,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1329,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1330,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1331,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1332,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1333,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1334,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1335,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1336,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1337,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1338,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1339,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1340,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1341,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1342,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1343,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1344,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1345,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1346,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1347,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1348,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1349,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1350,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1351,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1352,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1353,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1354,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1355,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1356,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1357,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1358,Water,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1359,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1360,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1361,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1362,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1363,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1364,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1365,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1366,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1367,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1368,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1369,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
