Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KMV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KMV_M_R
19612,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Water
19613,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
19614,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
19615,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
19616,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
19617,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
19618,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
19619,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
19620,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
19621,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
19622,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Bareland
19623,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
19624,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
19625,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,NULL
19626,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
19627,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Bareland
19628,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
19629,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,NULL
19630,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
19631,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
19632,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,NULL
19633,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
19634,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Bareland
19635,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Water
19636,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
19637,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
19638,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
19639,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Wetland
19640,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
19641,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
19642,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
19643,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
19644,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
19645,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
19646,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
19647,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
19648,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
19649,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
19650,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
19651,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
19652,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
19653,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
19654,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
19655,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
19656,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
19657,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
19658,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
19659,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
19660,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
19661,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
19662,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
19663,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
19664,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
19665,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
19666,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
19667,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
19668,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
19669,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
19670,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
19671,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
19672,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
19673,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
19674,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
19675,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
19676,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
19677,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
19678,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
19679,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
19680,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Water
19681,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
19682,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
19683,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
19684,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
19685,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
19686,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
19687,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
19688,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
19689,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
19690,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
19691,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
19692,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
19693,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,NULL
19694,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
19695,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
19696,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
19697,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
19698,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
19699,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,NULL
19700,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
19701,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Bareland
19702,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
19703,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
19704,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,NULL
19705,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
19706,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
19707,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
19708,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
19709,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Bareland
19710,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
19711,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
19712,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Built-up,NULL
19713,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Built-up,Grassland
19714,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,NULL
19715,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
19716,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,Cropland
19717,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
19718,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
19719,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
19720,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
19721,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Bareland
19722,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Water
19723,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Forest
19724,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
19725,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
19726,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
19727,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
19728,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
19729,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
19730,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
19731,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
19732,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Bareland
19733,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
19734,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
19735,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
19736,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
19737,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
19738,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
19739,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,NULL
19740,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
19741,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
19742,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
19743,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Cropland
19744,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
19745,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
19746,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
19747,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Water,NULL
19748,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
19749,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Bareland
19750,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Forest
19751,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
19752,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
19753,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
19754,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
19755,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
19756,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
19757,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
19758,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
19759,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
19760,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
19761,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
19762,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
19763,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
19764,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Bareland
19765,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
19766,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
19767,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
19768,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
19769,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
19770,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
19771,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,NULL
19772,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
19773,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
19774,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,NULL
19775,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
19776,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,NULL
19777,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
19778,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
19779,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
19780,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,NULL
19781,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
19782,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
19783,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
19784,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
19785,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
19786,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
19787,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
19788,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
19789,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
19790,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
19791,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
19792,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
19793,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
19794,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
19795,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Built-up,Forest
19796,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,NULL
19797,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
19798,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Bareland
19799,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Forest
19800,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
19801,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
19802,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
19803,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
19804,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
19805,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
19806,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
19807,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
19808,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
19809,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
19810,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Bareland
19811,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
19812,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
19813,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
19814,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
19815,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
19816,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
19817,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
19818,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,NULL
19819,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
19820,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Bareland
19821,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
19822,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
19823,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
19824,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
19825,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Forest
19826,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,NULL
19827,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
19828,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Cropland
19829,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
19830,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Bareland
19831,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
19832,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
19833,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
19834,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,Bareland
19835,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
19836,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
19837,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
19838,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Cropland
19839,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
19840,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
19841,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
19842,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
19843,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,NULL
19844,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
19845,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
19846,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Forest,NULL
19847,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
19848,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
19849,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
19850,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
19851,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Water
19852,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
19853,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
19854,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
19855,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
19856,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,NULL
19857,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
19858,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
19859,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
19860,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
19861,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
19862,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
19863,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Bareland
19864,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
19865,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
19866,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,NULL
19867,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
19868,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Forest
19869,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,NULL
19870,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
19871,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
19872,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
19873,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,NULL
19874,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
19875,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Built-up,Grassland
19876,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,NULL
19877,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
19878,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
19879,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
19880,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
19881,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
19882,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Forest,Grassland
19883,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Forest,Bareland
19884,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,NULL
19885,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
19886,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
19887,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
19888,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
19889,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
19890,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,NULL
19891,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
19892,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
19893,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
19894,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Water,NULL
19895,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Water,Grassland
19896,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
19897,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,NULL
19898,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Grassland
19899,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
19900,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
19901,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
19902,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
19903,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
19904,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
19905,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
19906,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Water,Forest
19907,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
19908,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Forest
19909,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
19910,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
19911,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Water
19912,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Forest
19913,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
19914,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,NULL
19915,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
19916,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,NULL
19917,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
19918,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Forest,Grassland
19919,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
19920,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Wetland
19921,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Shrubland,NULL
19922,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
19923,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
19924,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Forest
19925,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Water,NULL
19926,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
19927,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Forest
19928,Forest,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
19929,Forest,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
19930,Forest,NULL,Cropland,Water,Non_Wetland,Water,Shrubland,Bareland
19931,Forest,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
19932,Forest,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
19933,Forest,NULL,Cropland,Water,Non_Wetland,Water,Wetland,Water
19934,Forest,NULL,Cropland,Water,Non_Wetland,Water,Water,NULL
19935,Forest,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
19936,Forest,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
