Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NQH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NQH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NQH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NQH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NQH_M_R
9516,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
9517,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Bareland
9518,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
9519,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
9520,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
9521,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
9522,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
9523,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
9524,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
9525,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
9526,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
9527,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
9528,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
9529,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
9530,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9531,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
9532,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9533,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
9534,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9535,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
9536,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
9537,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9538,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
9539,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
9540,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
9541,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
9542,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
9543,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
9544,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
9545,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
9546,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
9547,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
9548,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
9549,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
9550,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
9551,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
9552,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
9553,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
9554,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
9555,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
9556,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
9557,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
9558,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
9559,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
9560,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
9561,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
9562,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
9563,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Wetland
9564,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
9565,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Water
9566,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
9567,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
9568,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
9569,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
9570,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
9571,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
9572,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
9573,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
9574,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
9575,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9576,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9577,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9578,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
9579,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Built-up
9580,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9581,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
9582,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
9583,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
9584,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
9585,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9586,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
9587,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
9588,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9589,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9590,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9591,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
9592,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
9593,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
9594,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
9595,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
9596,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
9597,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
9598,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
9599,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
9600,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
9601,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
9602,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
9603,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
9604,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
9605,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
9606,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
9607,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
9608,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
9609,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
9610,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
9611,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Wetland
9612,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
9613,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
9614,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
9615,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
9616,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
9617,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
9618,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
9619,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
9620,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
9621,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Bareland
9622,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Water
9623,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
9624,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
9625,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Wetland
9626,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
9627,Water,NULL,Shrubland,Water,Non_Wetland,Cropland,Grassland,Grassland
9628,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
9629,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
9630,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
9631,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
9632,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
9633,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
9634,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
9635,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
9636,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
9637,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
9638,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
9639,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
9640,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Wetland
9641,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Water
9642,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
9643,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
9644,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Wetland
9645,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
9646,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
9647,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
9648,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
9649,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
9650,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
9651,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
9652,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
9653,Water,NULL,Shrubland,Water,Non_Wetland,Built-up,Forest,Grassland
9654,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
9655,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
9656,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
9657,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
9658,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
9659,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
9660,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
9661,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Water
9662,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
9663,Water,NULL,Shrubland,Water,Non_Wetland,Water,Built-up,Bareland
9664,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
9665,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
9666,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
9667,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
9668,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
9669,Water,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
9670,Water,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Wetland
9671,Water,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Water
9672,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
9673,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
9674,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
9675,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Forest
9676,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
9677,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
9678,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
9679,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9680,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
9681,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
9682,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
9683,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9684,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
9685,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
9686,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
9687,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Water
9688,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
9689,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
9690,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
9691,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
9692,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
9693,Water,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9694,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
9695,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9696,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
9697,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
9698,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9699,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9700,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
9701,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
9702,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
9703,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
9704,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
9705,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
9706,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
9707,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9708,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
9709,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9710,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
9711,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
9712,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Water
9713,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
9714,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
9715,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
9716,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
9717,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
9718,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Water
9719,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
9720,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
9721,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
9722,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Water
9723,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
9724,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
9725,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Wetland
9726,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Water
9727,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Forest
9728,Water,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
9729,Water,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Wetland
9730,Water,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Water
9731,Water,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
9732,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
9733,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
9734,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
9735,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9736,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9737,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9738,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Water,Grassland
9739,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9740,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
9741,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9742,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9743,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
9744,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
9745,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
9746,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
9747,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Water
9748,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
9749,Water,NULL,Grassland,Water,Non_Wetland,NULL,Grassland,Wetland
9750,Water,NULL,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
9751,Water,NULL,Grassland,Water,Non_Wetland,NULL,Water,Water
9752,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
9753,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Water
9754,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
9755,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
9756,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
9757,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
9758,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Wetland
9759,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Water
9760,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Grassland
9761,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Water
9762,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
9763,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Wetland
9764,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
9765,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
9766,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
9767,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
9768,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
9769,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Forest,Grassland
9770,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Forest,Wetland
9771,Water,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
9772,Water,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Water
9773,Water,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
9774,Water,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
9775,Water,NULL,Grassland,Water,Non_Wetland,Built-up,Forest,Grassland
9776,Water,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
9777,Water,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Wetland
9778,Water,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Water
9779,Water,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
9780,Water,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
9781,Water,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Water
9782,Water,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Forest
9783,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
9784,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Wetland
9785,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Water
9786,Water,NULL,Grassland,Water,Non_Wetland,Water,Forest,Grassland
9787,Water,NULL,Grassland,Water,Non_Wetland,Water,Forest,Wetland
9788,Water,NULL,Grassland,Water,Non_Wetland,Water,Forest,Water
9789,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9790,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9791,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
9792,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
9793,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9794,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
9795,Water,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Water
9796,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
9797,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
9798,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
9799,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Water
9800,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
9801,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
9802,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Water
9803,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
9804,Water,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
9805,Water,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
9806,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
9807,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
9808,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Built-up
9809,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
9810,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
9811,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
9812,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
9813,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
9814,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
9815,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
9816,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Water
9817,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
9818,Water,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
9819,Water,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
9820,Water,NULL,Wetland,NULL,Wetland,Grassland,Forest,Water
9821,Water,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
9822,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
9823,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
9824,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
9825,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Built-up
9826,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
9827,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
9828,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
9829,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
9830,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
9831,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
9832,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
9833,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
9834,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
9835,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
9836,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
9837,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
9838,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
9839,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
9840,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Water
9841,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
9842,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
9843,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
9844,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
9845,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
9846,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
9847,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
9848,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
9849,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
9850,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
9851,Water,NULL,Wetland,NULL,Wetland,Water,Water,NULL
9852,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
9853,Water,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
9854,Water,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
9855,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
9856,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
9857,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
