Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MUR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MUR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MUR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MUR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MUR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MUR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MUR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MUR_M_R
3458,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
3459,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
3460,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
3461,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
3462,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
3463,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
3464,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
3465,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
3466,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
3467,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
3468,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
3469,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
3470,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
3471,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
3472,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
3473,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
3474,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
3475,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3476,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3477,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3478,Water,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3479,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3480,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3481,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
3482,Water,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
3483,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
3484,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
3485,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
3486,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3487,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3488,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3489,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3490,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
3491,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
3492,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
3493,Water,Forest,Wetland,Water,Wetland,Wetland,Grassland,Grassland
3494,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3495,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3496,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
3497,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
3498,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
3499,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
3500,Water,Forest,Wetland,Water,Wetland,Water,Water,Forest
3501,Water,Forest,Water,NULL,Water,Water,Grassland,Grassland
3502,Water,Forest,Water,NULL,Water,Water,Water,Grassland
3503,Water,Forest,Water,NULL,Water,Water,Water,Forest
3504,Water,Forest,Water,Water,Water,Wetland,Wetland,Grassland
3505,Water,Forest,Water,Water,Water,Wetland,Wetland,Wetland
3506,Water,Forest,Water,Water,Water,Wetland,Water,Grassland
3507,Water,Forest,Water,Water,Water,Wetland,Water,Wetland
3508,Water,Forest,Water,Water,Water,Wetland,Water,Forest
3509,Water,Forest,Water,Water,Water,Water,Wetland,Grassland
3510,Water,Forest,Water,Water,Water,Water,Wetland,Wetland
3511,Water,Forest,Water,Water,Water,Water,Wetland,Forest
3512,Water,Forest,Water,Water,Water,Water,Water,Wetland
3513,Water,Forest,Water,Water,Water,Water,Water,Forest
3514,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3515,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
3516,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3517,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3518,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3519,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3520,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
3521,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3522,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3523,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3524,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
3525,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3526,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3527,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3528,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
3529,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3530,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
3531,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3532,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3533,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3534,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3535,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3536,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
3537,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3538,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3539,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
3540,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
3541,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3542,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
3543,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
3544,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3545,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
3546,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3547,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
3548,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3549,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
3550,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3551,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
3552,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
3553,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
3554,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
3555,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Water
3556,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
3557,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
3558,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
3559,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3560,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
3561,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3562,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3563,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3564,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
3565,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3566,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3567,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
3568,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
3569,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3570,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
3571,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3572,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3573,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3574,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
3575,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
3576,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3577,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
3578,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
3579,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
3580,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
3581,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
3582,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
3583,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3584,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3585,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3586,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3587,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
3588,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3589,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3590,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
3591,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
3592,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3593,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3594,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
3595,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
3596,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3597,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3598,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3599,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3600,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
3601,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
3602,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
3603,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
3604,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
3605,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
3606,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
3607,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
3608,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
3609,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
3610,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
3611,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Forest
3612,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
3613,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
3614,Forest,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Forest
3615,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
3616,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
3617,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
3618,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Forest,Forest
3619,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
3620,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Wetland
3621,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
3622,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
3623,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
3624,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
3625,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
3626,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
3627,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Forest
3628,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Forest,Grassland
3629,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Forest,Forest
3630,Forest,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
3631,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
3632,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Wetland
3633,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Forest
3634,Forest,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
3635,Forest,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
3636,Forest,NULL,NULL,Water,Non_Wetland,Water,Water,Forest
3637,Forest,NULL,NULL,Water,Non_Wetland,Water,Forest,Grassland
3638,Forest,NULL,NULL,Water,Non_Wetland,Water,Forest,Forest
3639,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3640,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3641,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3642,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3643,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3644,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3645,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3646,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3647,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3648,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3649,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
3650,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3651,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3652,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3653,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3654,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3655,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
3656,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
3657,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3658,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3659,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3660,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
3661,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3662,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
3663,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3664,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3665,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3666,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3667,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3668,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3669,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3670,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3671,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
3672,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3673,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
3674,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
3675,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3676,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3677,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3678,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3679,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3680,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3681,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3682,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3683,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3684,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
3685,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
3686,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3687,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3688,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3689,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3690,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3691,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3692,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
3693,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
3694,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
3695,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
3696,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3697,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3698,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
3699,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
3700,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3701,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
3702,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3703,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
3704,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3705,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3706,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3707,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3708,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
3709,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
3710,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
3711,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
3712,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
3713,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
3714,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3715,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
3716,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
3717,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
3718,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
3719,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
3720,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
3721,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3722,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
3723,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3724,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3725,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3726,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3727,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3728,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3729,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3730,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3731,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3732,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
3733,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
3734,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3735,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3736,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
3737,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
3738,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3739,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3740,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3741,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3742,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3743,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3744,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
3745,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
3746,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
3747,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
3748,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
3749,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
3750,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3751,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3752,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3753,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
3754,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3755,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3756,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
3757,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3758,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3759,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3760,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
3761,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
3762,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
3763,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Water,Wetland
3764,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
3765,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3766,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3767,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Water,Forest
3768,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
3769,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3770,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3771,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3772,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3773,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3774,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3775,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
3776,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
3777,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
3778,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
3779,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
3780,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
3781,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
3782,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
3783,Forest,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
3784,Forest,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
3785,Forest,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
3786,Forest,NULL,Grassland,Water,Non_Wetland,Water,Water,Wetland
3787,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3788,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3789,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
3790,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
3791,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
3792,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
3793,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3794,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
3795,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
