Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LHC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LHC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LHC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LHC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LHC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LHC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LHC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LHC_M_R
2753,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
2754,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2755,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2756,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
2757,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
2758,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
2759,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
2760,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Forest
2761,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2762,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2763,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2764,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2765,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2766,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2767,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2768,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2769,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2770,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2771,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2772,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2773,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2774,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2775,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
2776,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2777,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
2778,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2779,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2780,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
2781,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2782,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2783,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2784,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
2785,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2786,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2787,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2788,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2789,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2790,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
2791,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
2792,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
2793,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
2794,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
2795,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
2796,Forest,NULL,Water,Non_Water,Water,NULL,NULL,NULL
2797,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2798,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
2799,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
2800,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
2801,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2802,Forest,NULL,Water,Water,Water,NULL,NULL,NULL
2803,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
2804,Forest,NULL,Water,Water,Water,NULL,NULL,Cropland
2805,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
2806,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
2807,Forest,NULL,Water,Water,Water,NULL,NULL,Water
2808,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
2809,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2810,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2811,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2812,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2813,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2814,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2815,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2816,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2817,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2818,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2819,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2820,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2821,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2822,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2823,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2824,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
2825,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2826,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2827,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2828,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2829,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2830,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2831,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2832,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2833,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2834,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2835,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2836,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2837,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2838,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,NULL
2839,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2840,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2841,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2842,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
2843,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2844,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2845,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2846,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2847,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2848,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2849,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2850,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2851,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2852,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2853,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2854,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2855,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2856,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2857,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2858,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
2859,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
2860,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2861,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2862,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2863,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2864,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2865,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2866,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
2867,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
2868,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2869,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
2870,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2871,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2872,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
2873,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2874,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2875,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2876,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2877,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,NULL
2878,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
2879,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
2880,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
2881,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
2882,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
2883,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2884,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2885,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2886,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2887,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2888,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2889,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2890,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2891,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2892,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2893,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,NULL
2894,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2895,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
2896,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2897,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2898,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2899,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2900,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2901,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
2902,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
2903,Forest,Cropland,Water,Water,Water,NULL,NULL,Grassland
2904,Forest,Cropland,Water,Water,Water,NULL,NULL,Water
2905,Forest,Cropland,Water,Water,Water,NULL,NULL,Forest
2906,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2907,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2908,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2909,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2910,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2911,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2912,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2913,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2914,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2915,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2916,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2917,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,NULL
2918,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2919,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2920,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2921,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2922,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
2923,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2924,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2925,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2926,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2927,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2928,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2929,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2930,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2931,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2932,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2933,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2934,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2935,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2936,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2937,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2938,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,NULL
2939,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2940,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
2941,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2942,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2943,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
2944,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
2945,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2946,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2947,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2948,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2949,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2950,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2951,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2952,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2953,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2954,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2955,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2956,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2957,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2958,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2959,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2960,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2961,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2962,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2963,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2964,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2965,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2966,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2967,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2968,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2969,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2970,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2971,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2972,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2973,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2974,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2975,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2976,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2977,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2978,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
2979,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
2980,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2981,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
2982,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2983,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2984,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2985,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2986,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2987,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2988,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2989,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2990,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2991,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2992,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2993,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2994,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2995,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2996,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2997,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
2998,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2999,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Water
3000,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
3001,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
3002,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
3003,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Cropland
3004,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
3005,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
3006,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
3007,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
3008,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
3009,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3010,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
3011,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3012,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
3013,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
3014,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3015,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
3016,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
3017,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
3018,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
3019,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
3020,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
3021,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
3022,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
3023,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
3024,Forest,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
3025,Forest,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
3026,Forest,Wetland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
3027,Forest,Wetland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
3028,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
3029,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3030,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
3031,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
3032,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3033,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
3034,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3035,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
3036,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3037,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3038,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3039,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3040,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
3041,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
3042,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,NULL
3043,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
3044,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
3045,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
3046,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
3047,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
3048,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
3049,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3050,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3051,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
3052,Forest,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
3053,Forest,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Water
3054,Forest,Wetland,Water,NULL,Water,NULL,NULL,NULL
3055,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
3056,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
3057,Forest,Wetland,Water,NULL,Water,NULL,NULL,Bareland
3058,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
3059,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
3060,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,NULL
3061,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
3062,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Cropland
3063,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
3064,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
3065,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
3066,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
3067,Forest,Wetland,Water,Water,Water,NULL,NULL,NULL
3068,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
3069,Forest,Wetland,Water,Water,Water,NULL,NULL,Cropland
3070,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
3071,Forest,Wetland,Water,Water,Water,NULL,NULL,Bareland
3072,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
3073,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
3074,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3075,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3076,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3077,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3078,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3079,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
3080,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3081,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
3082,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3083,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
3084,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
3085,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
3086,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
3087,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3088,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,NULL
3089,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3090,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
3091,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
