Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MXS_M_R
2549,Water,NULL,Bareland,Water,Non_Wetland,Cropland,Built-up,Grassland
2550,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
2551,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Forest
2552,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
2553,Water,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2554,Water,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
2555,Water,NULL,Bareland,Water,Non_Wetland,Water,Bareland,Forest
2556,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
2557,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
2558,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
2559,Water,NULL,Built-up,NULL,Non_Wetland,Cropland,Wetland,Grassland
2560,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
2561,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Bareland
2562,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
2563,Water,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Wetland
2564,Water,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
2565,Water,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Wetland
2566,Water,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
2567,Water,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Wetland
2568,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
2569,Water,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Wetland
2570,Water,NULL,Built-up,Water,Non_Wetland,Water,Water,Wetland
2571,Water,NULL,Water,NULL,Water,Wetland,Water,Wetland
2572,Water,NULL,Water,NULL,Water,Water,Wetland,Grassland
2573,Water,NULL,Water,NULL,Water,Water,Bareland,Water
2574,Water,NULL,Water,NULL,Water,Water,Water,Water
2575,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
2576,Water,NULL,Water,Non_Water,Water,Wetland,Water,Forest
2577,Water,NULL,Water,Non_Water,Water,Water,Water,Wetland
2578,Water,NULL,Water,Non_Water,Water,Water,Water,Water
2579,Water,NULL,Water,Water,Water,Cropland,Water,Grassland
2580,Water,NULL,Water,Water,Water,Cropland,Water,Forest
2581,Water,NULL,Water,Water,Water,Wetland,Wetland,Wetland
2582,Water,NULL,Water,Water,Water,Wetland,Wetland,Water
2583,Water,NULL,Water,Water,Water,Wetland,Bareland,Grassland
2584,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
2585,Water,NULL,Water,Water,Water,Wetland,Water,Wetland
2586,Water,NULL,Water,Water,Water,Wetland,Water,Water
2587,Water,NULL,Water,Water,Water,Wetland,Water,Forest
2588,Water,NULL,Water,Water,Water,Water,Wetland,Grassland
2589,Water,NULL,Water,Water,Water,Water,Wetland,Wetland
2590,Water,NULL,Water,Water,Water,Water,Wetland,Water
2591,Water,NULL,Water,Water,Water,Water,Water,Grassland
2592,Water,NULL,Water,Water,Water,Water,Water,Wetland
2593,Water,NULL,Water,Water,Water,Water,Water,Bareland
2594,Water,NULL,Water,Water,Water,Water,Water,Water
2595,Water,NULL,Water,Water,Water,Water,Water,Forest
2596,Water,Cropland,Wetland,NULL,Wetland,Water,Water,Grassland
2597,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
2598,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2599,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
2600,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
2601,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Water
2602,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
2603,Water,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2604,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2605,Water,Wetland,Shrubland,Water,Non_Wetland,Cropland,Wetland,Grassland
2606,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
2607,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Water
2608,Water,Wetland,Wetland,NULL,Wetland,Cropland,Water,Grassland
2609,Water,Wetland,Wetland,NULL,Wetland,Cropland,Water,Wetland
2610,Water,Wetland,Wetland,NULL,Wetland,Cropland,Water,Forest
2611,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2612,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2613,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
2614,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2615,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
2616,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
2617,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
2618,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
2619,Water,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2620,Water,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2621,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
2622,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
2623,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
2624,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
2625,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
2626,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
2627,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
2628,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
2629,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Water
2630,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2631,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2632,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2633,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2634,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
2635,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2636,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2637,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
2638,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2639,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2640,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2641,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
2642,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2643,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
2644,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
2645,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
2646,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
2647,Water,Wetland,Wetland,Water,Wetland,Cropland,Wetland,Grassland
2648,Water,Wetland,Wetland,Water,Wetland,Cropland,Water,Grassland
2649,Water,Wetland,Wetland,Water,Wetland,Cropland,Water,Water
2650,Water,Wetland,Wetland,Water,Wetland,Cropland,Forest,Forest
2651,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2652,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2653,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
2654,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
2655,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
2656,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
2657,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
2658,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
2659,Water,Wetland,Wetland,Water,Wetland,Wetland,Forest,Forest
2660,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
2661,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
2662,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
2663,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
2664,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
2665,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
2666,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
2667,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
2668,Water,Wetland,Wetland,Water,Wetland,Water,Forest,Grassland
2669,Water,Wetland,Wetland,Water,Wetland,Water,Forest,Forest
2670,Water,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
2671,Water,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
2672,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2673,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
2674,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
2675,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
2676,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Forest
2677,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
2678,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
2679,Water,Wetland,Water,NULL,Water,Wetland,Water,Water
2680,Water,Wetland,Water,NULL,Water,Water,Wetland,Grassland
2681,Water,Wetland,Water,NULL,Water,Water,Water,Wetland
2682,Water,Wetland,Water,NULL,Water,Water,Water,Water
2683,Water,Wetland,Water,NULL,Water,Water,Water,Forest
2684,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
2685,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Water
2686,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
2687,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
2688,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
2689,Water,Wetland,Water,Water,Water,NULL,Water,Forest
2690,Water,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
2691,Water,Wetland,Water,Water,Water,Wetland,Wetland,Forest
2692,Water,Wetland,Water,Water,Water,Wetland,Water,Grassland
2693,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
2694,Water,Wetland,Water,Water,Water,Wetland,Water,Water
2695,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
2696,Water,Wetland,Water,Water,Water,Water,Wetland,Grassland
2697,Water,Wetland,Water,Water,Water,Water,Wetland,Wetland
2698,Water,Wetland,Water,Water,Water,Water,Wetland,Water
2699,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
2700,Water,Wetland,Water,Water,Water,Water,Water,Grassland
2701,Water,Wetland,Water,Water,Water,Water,Water,Wetland
2702,Water,Wetland,Water,Water,Water,Water,Water,Bareland
2703,Water,Wetland,Water,Water,Water,Water,Water,Water
2704,Water,Wetland,Water,Water,Water,Water,Water,Forest
2705,Water,Wetland,Water,Water,Water,Forest,Wetland,Forest
2706,Water,Wetland,Water,Water,Water,Forest,Water,Forest
2707,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2708,Water,Bareland,NULL,NULL,Non_Wetland,Water,Water,Water
2709,Water,Bareland,NULL,Non_Water,Non_Wetland,Cropland,Wetland,Water
2710,Water,Bareland,NULL,Water,Non_Wetland,Water,Water,Water
2711,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2712,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
2713,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
2714,Water,Bareland,Shrubland,NULL,Non_Wetland,Water,NULL,Water
2715,Water,Bareland,Shrubland,Water,Non_Wetland,Cropland,Water,Forest
2716,Water,Bareland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
2717,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
2718,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Water
2719,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
2720,Water,Bareland,Shrubland,Water,Non_Wetland,Built-up,Built-up,Forest
2721,Water,Bareland,Shrubland,Water,Non_Wetland,Built-up,Water,Water
2722,Water,Bareland,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
2723,Water,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Bareland
2724,Water,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Water
2725,Water,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Forest
2726,Water,Bareland,Shrubland,Water,Non_Wetland,Water,Forest,Forest
2727,Water,Bareland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2728,Water,Bareland,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
2729,Water,Bareland,Grassland,Water,Non_Wetland,Water,Water,Water
2730,Water,Bareland,Grassland,Water,Non_Wetland,Water,Water,Forest
2731,Water,Bareland,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
2732,Water,Bareland,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
2733,Water,Bareland,Wetland,NULL,Wetland,Cropland,Water,Grassland
2734,Water,Bareland,Wetland,NULL,Wetland,Cropland,Water,Bareland
2735,Water,Bareland,Wetland,NULL,Wetland,Cropland,Water,Water
2736,Water,Bareland,Wetland,NULL,Wetland,Wetland,Water,Grassland
2737,Water,Bareland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2738,Water,Bareland,Wetland,NULL,Wetland,Bareland,Water,Grassland
2739,Water,Bareland,Wetland,NULL,Wetland,Bareland,Water,Water
2740,Water,Bareland,Wetland,NULL,Wetland,Water,Wetland,Water
2741,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Grassland
2742,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Wetland
2743,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Bareland
2744,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Water
2745,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Forest
2746,Water,Bareland,Wetland,Non_Water,Wetland,Cropland,Water,Water
2747,Water,Bareland,Wetland,Non_Water,Wetland,Cropland,Water,Forest
2748,Water,Bareland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2749,Water,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Forest
2750,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Wetland
2751,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Bareland
2752,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
2753,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Forest
2754,Water,Bareland,Wetland,Water,Wetland,Grassland,Bareland,Forest
2755,Water,Bareland,Wetland,Water,Wetland,Cropland,Wetland,Grassland
2756,Water,Bareland,Wetland,Water,Wetland,Cropland,Wetland,Water
2757,Water,Bareland,Wetland,Water,Wetland,Cropland,Water,Grassland
2758,Water,Bareland,Wetland,Water,Wetland,Cropland,Water,Water
2759,Water,Bareland,Wetland,Water,Wetland,Cropland,Water,Forest
2760,Water,Bareland,Wetland,Water,Wetland,Wetland,Water,Grassland
2761,Water,Bareland,Wetland,Water,Wetland,Wetland,Water,Wetland
2762,Water,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
2763,Water,Bareland,Wetland,Water,Wetland,Wetland,Water,Forest
2764,Water,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
2765,Water,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Water
2766,Water,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Forest
2767,Water,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Forest
2768,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Grassland
2769,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Bareland
2770,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
2771,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Forest
2772,Water,Bareland,Wetland,Water,Wetland,Built-up,Built-up,Bareland
2773,Water,Bareland,Wetland,Water,Wetland,Built-up,Built-up,Water
2774,Water,Bareland,Wetland,Water,Wetland,Built-up,Built-up,Forest
2775,Water,Bareland,Wetland,Water,Wetland,Built-up,Water,Bareland
2776,Water,Bareland,Wetland,Water,Wetland,Built-up,Water,Water
2777,Water,Bareland,Wetland,Water,Wetland,Built-up,Water,Forest
2778,Water,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
2779,Water,Bareland,Wetland,Water,Wetland,Water,Wetland,Wetland
2780,Water,Bareland,Wetland,Water,Wetland,Water,Wetland,Bareland
2781,Water,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
2782,Water,Bareland,Wetland,Water,Wetland,Water,Wetland,Forest
2783,Water,Bareland,Wetland,Water,Wetland,Water,Bareland,Forest
2784,Water,Bareland,Wetland,Water,Wetland,Water,Built-up,Water
2785,Water,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
2786,Water,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
2787,Water,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
2788,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
2789,Water,Bareland,Wetland,Water,Wetland,Water,Water,Forest
2790,Water,Bareland,Wetland,Water,Wetland,Water,Forest,Water
2791,Water,Bareland,Wetland,Water,Wetland,Water,Forest,Forest
2792,Water,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Bareland
2793,Water,Bareland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
2794,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2795,Water,Bareland,Bareland,NULL,Non_Wetland,Water,Water,Water
2796,Water,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
2797,Water,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
2798,Water,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Water
2799,Water,Bareland,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2800,Water,Bareland,Bareland,Water,Non_Wetland,Water,Water,Grassland
2801,Water,Bareland,Bareland,Water,Non_Wetland,Water,Water,Bareland
2802,Water,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
2803,Water,Bareland,Bareland,Water,Non_Wetland,Water,Water,Forest
2804,Water,Bareland,Built-up,NULL,Non_Wetland,Water,Water,Water
2805,Water,Bareland,Built-up,Non_Water,Non_Wetland,Cropland,Water,Grassland
2806,Water,Bareland,Built-up,Water,Non_Wetland,Water,Water,Water
2807,Water,Bareland,Water,NULL,Water,Bareland,Water,Water
2808,Water,Bareland,Water,NULL,Water,Bareland,Water,Forest
2809,Water,Bareland,Water,NULL,Water,Water,Water,Grassland
2810,Water,Bareland,Water,NULL,Water,Water,Water,Wetland
2811,Water,Bareland,Water,NULL,Water,Water,Water,Water
2812,Water,Bareland,Water,Non_Water,Water,Water,Water,Grassland
2813,Water,Bareland,Water,Non_Water,Water,Water,Water,Water
2814,Water,Bareland,Water,Water,Water,Cropland,Wetland,Grassland
2815,Water,Bareland,Water,Water,Water,Cropland,Water,Forest
2816,Water,Bareland,Water,Water,Water,Wetland,Water,Grassland
2817,Water,Bareland,Water,Water,Water,Wetland,Water,Wetland
2818,Water,Bareland,Water,Water,Water,Wetland,Water,Water
2819,Water,Bareland,Water,Water,Water,Wetland,Water,Forest
2820,Water,Bareland,Water,Water,Water,Bareland,Wetland,Forest
2821,Water,Bareland,Water,Water,Water,Bareland,Water,Grassland
2822,Water,Bareland,Water,Water,Water,Bareland,Water,Wetland
2823,Water,Bareland,Water,Water,Water,Bareland,Water,Water
2824,Water,Bareland,Water,Water,Water,Bareland,Water,Forest
2825,Water,Bareland,Water,Water,Water,Built-up,Built-up,Water
2826,Water,Bareland,Water,Water,Water,Built-up,Water,Water
2827,Water,Bareland,Water,Water,Water,Built-up,Water,Forest
2828,Water,Bareland,Water,Water,Water,Water,Bareland,Water
2829,Water,Bareland,Water,Water,Water,Water,Water,Grassland
2830,Water,Bareland,Water,Water,Water,Water,Water,Wetland
2831,Water,Bareland,Water,Water,Water,Water,Water,Bareland
2832,Water,Bareland,Water,Water,Water,Water,Water,Water
2833,Water,Bareland,Water,Water,Water,Water,Water,Forest
2834,Water,Bareland,Water,Water,Water,Water,Forest,Forest
2835,Water,Bareland,Forest,Water,Non_Wetland,Water,Wetland,Forest
2836,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2837,Water,Built-up,Shrubland,Water,Non_Wetland,Cropland,Wetland,Grassland
2838,Water,Built-up,Shrubland,Water,Non_Wetland,Built-up,Water,Forest
2839,Water,Built-up,Shrubland,Water,Non_Wetland,Water,Built-up,Grassland
2840,Water,Built-up,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
2841,Water,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2842,Water,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
2843,Water,Built-up,Wetland,NULL,Wetland,Wetland,Water,Forest
2844,Water,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Forest
2845,Water,Built-up,Wetland,NULL,Wetland,Built-up,Water,Bareland
2846,Water,Built-up,Wetland,NULL,Wetland,Water,Bareland,Forest
2847,Water,Built-up,Wetland,Water,Wetland,Cropland,Wetland,Grassland
2848,Water,Built-up,Wetland,Water,Wetland,Cropland,Water,Forest
2849,Water,Built-up,Wetland,Water,Wetland,Wetland,Water,Grassland
2850,Water,Built-up,Wetland,Water,Wetland,Wetland,Water,Forest
2851,Water,Built-up,Wetland,Water,Wetland,Bareland,Water,Bareland
2852,Water,Built-up,Wetland,Water,Wetland,Bareland,Water,Forest
2853,Water,Built-up,Wetland,Water,Wetland,Built-up,Bareland,Grassland
2854,Water,Built-up,Wetland,Water,Wetland,Built-up,Water,Forest
2855,Water,Built-up,Wetland,Water,Wetland,Water,Bareland,Grassland
2856,Water,Built-up,Wetland,Water,Wetland,Water,Water,Wetland
2857,Water,Built-up,Wetland,Water,Wetland,Water,Water,Water
2858,Water,Built-up,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
2859,Water,Built-up,Water,NULL,Water,Built-up,Water,Water
2860,Water,Built-up,Water,NULL,Water,Water,Water,Water
2861,Water,Built-up,Water,Water,Water,Bareland,Built-up,Water
2862,Water,Built-up,Water,Water,Water,Built-up,Water,Water
2863,Water,Built-up,Water,Water,Water,Water,Water,Water
2864,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2865,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
2866,Water,Water,NULL,NULL,Non_Wetland,Cropland,Wetland,Water
2867,Water,Water,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
2868,Water,Water,NULL,NULL,Non_Wetland,Cropland,Water,Water
2869,Water,Water,NULL,NULL,Non_Wetland,Cropland,Water,Forest
2870,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2871,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
2872,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2873,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2874,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
2875,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2876,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
2877,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
2878,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2879,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2880,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
2881,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
2882,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2883,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
2884,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
2885,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Water
2886,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
2887,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2888,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
2889,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
2890,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
2891,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2892,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
2893,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
2894,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
2895,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
2896,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
2897,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
2898,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
2899,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
2900,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
2901,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2902,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
2903,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
2904,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
2905,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
2906,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
2907,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2908,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
2909,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
2910,Water,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
2911,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
2912,Water,Water,NULL,Water,Non_Wetland,Cropland,Wetland,Forest
2913,Water,Water,NULL,Water,Non_Wetland,Cropland,Water,Forest
2914,Water,Water,NULL,Water,Non_Wetland,Cropland,Forest,Forest
2915,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
2916,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
2917,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
2918,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
2919,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Forest
2920,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
2921,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
2922,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
2923,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
