Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MNU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MNU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MNU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MNU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MNU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MNU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MNU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MNU_M_R
2371,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2372,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2373,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
2374,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
2375,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2376,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
2377,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
2378,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2379,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2380,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2381,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2382,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2383,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
2384,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2385,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Built-up
2386,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
2387,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Built-up
2388,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
2389,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
2390,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Bareland
2391,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Built-up
2392,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Forest
2393,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Built-up
2394,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Built-up
2395,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
2396,Forest,NULL,Cropland,Water,Non_Wetland,Water,Water,Bareland
2397,Forest,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
2398,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
2399,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
2400,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2401,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
2402,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
2403,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
2404,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
2405,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
2406,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2407,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
2408,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
2409,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2410,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2411,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2412,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2413,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2414,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
2415,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
2416,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2417,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Bareland
2418,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
2419,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
2420,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2421,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2422,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2423,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2424,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2425,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2426,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2427,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
2428,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
2429,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
2430,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2431,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
2432,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
2433,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
2434,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
2435,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
2436,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
2437,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
2438,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
2439,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
2440,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
2441,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
2442,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
2443,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2444,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,NULL
2445,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2446,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2447,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
2448,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2449,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
2450,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2451,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
2452,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
2453,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2454,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2455,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2456,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2457,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
2458,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
2459,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2460,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
2461,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2462,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
2463,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
2464,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2465,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
2466,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Water
2467,Forest,NULL,Wetland,Water,Wetland,NULL,Forest,Water
2468,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2469,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
2470,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
2471,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
2472,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
2473,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
2474,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Bareland
2475,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Water
2476,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
2477,Forest,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
2478,Forest,NULL,Wetland,Water,Wetland,Grassland,Forest,Water
2479,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
2480,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2481,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2482,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
2483,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
2484,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
2485,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
2486,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
2487,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
2488,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
2489,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
2490,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
2491,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Water
2492,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
2493,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
2494,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
2495,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
2496,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
2497,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Water
2498,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
2499,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
2500,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Grassland
2501,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
2502,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2503,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
2504,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2505,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2506,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2507,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2508,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2509,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
2510,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2511,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2512,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2513,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2514,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
2515,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
2516,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
2517,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
2518,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
2519,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2520,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2521,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
2522,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
2523,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2524,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2525,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2526,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
2527,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
2528,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2529,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
2530,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
2531,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2532,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
2533,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
2534,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
2535,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
2536,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2537,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
2538,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2539,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2540,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
2541,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2542,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2543,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
2544,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
2545,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Bareland
2546,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Water
2547,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Forest
2548,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2549,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
2550,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
2551,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
2552,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Forest
2553,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
2554,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2555,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2556,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2557,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
2558,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2559,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2560,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
2561,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
2562,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
2563,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2564,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
2565,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
2566,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
2567,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Bareland
2568,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
2569,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
2570,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
2571,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
2572,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
2573,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
2574,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
2575,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
2576,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
2577,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
2578,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
2579,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Built-up
2580,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
2581,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Bareland
2582,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
2583,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
2584,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Forest,Bareland
2585,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Forest,Built-up
2586,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Forest,Forest
2587,Forest,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
2588,Forest,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Water
2589,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
2590,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Water
2591,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
2592,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Water
2593,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Forest
2594,Forest,NULL,Water,NULL,Water,Grassland,Water,Forest
2595,Forest,NULL,Water,NULL,Water,Grassland,Forest,Bareland
2596,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
2597,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
2598,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
2599,Forest,NULL,Water,NULL,Water,Water,Wetland,Water
2600,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
2601,Forest,NULL,Water,NULL,Water,Water,Water,Grassland
2602,Forest,NULL,Water,NULL,Water,Water,Water,Wetland
2603,Forest,NULL,Water,NULL,Water,Water,Water,Forest
2604,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Forest
2605,Forest,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
2606,Forest,NULL,Water,Water,Water,NULL,Wetland,Water
2607,Forest,NULL,Water,Water,Water,NULL,Wetland,Forest
2608,Forest,NULL,Water,Water,Water,NULL,Water,Water
2609,Forest,NULL,Water,Water,Water,Grassland,Grassland,Bareland
2610,Forest,NULL,Water,Water,Water,Grassland,Wetland,Grassland
2611,Forest,NULL,Water,Water,Water,Grassland,Wetland,Wetland
2612,Forest,NULL,Water,Water,Water,Grassland,Wetland,Water
2613,Forest,NULL,Water,Water,Water,Grassland,Wetland,Forest
2614,Forest,NULL,Water,Water,Water,Grassland,Water,Grassland
2615,Forest,NULL,Water,Water,Water,Grassland,Water,Water
2616,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
2617,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
2618,Forest,NULL,Water,Water,Water,Wetland,Wetland,Water
2619,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
2620,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
2621,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
2622,Forest,NULL,Water,Water,Water,Wetland,Water,Water
2623,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
2624,Forest,NULL,Water,Water,Water,Bareland,Water,Water
2625,Forest,NULL,Water,Water,Water,Water,Grassland,Wetland
2626,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
2627,Forest,NULL,Water,Water,Water,Water,Wetland,Wetland
2628,Forest,NULL,Water,Water,Water,Water,Wetland,Water
2629,Forest,NULL,Water,Water,Water,Water,Water,Grassland
2630,Forest,NULL,Water,Water,Water,Water,Water,Wetland
2631,Forest,NULL,Water,Water,Water,Water,Water,Water
2632,Forest,NULL,Water,Water,Water,Water,Water,Forest
2633,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2634,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2635,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2636,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2637,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2638,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2639,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2640,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2641,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2642,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2643,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2644,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2645,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
2646,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
2647,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2648,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2649,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2650,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
2651,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Built-up
2652,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2653,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2654,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2655,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2656,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2657,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2658,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2659,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
2660,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
2661,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2662,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2663,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2664,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2665,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2666,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2667,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2668,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2669,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2670,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2671,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2672,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2673,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2674,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2675,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2676,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2677,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2678,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Bareland
2679,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2680,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Built-up
2681,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2682,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2683,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Built-up
2684,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
2685,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
2686,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2687,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Built-up
2688,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
2689,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2690,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2691,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2692,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2693,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2694,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2695,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
2696,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2697,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,NULL
2698,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2699,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2700,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2701,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2702,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
2703,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2704,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2705,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
2706,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
2707,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Water
2708,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2709,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
2710,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2711,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Bareland,Forest
2712,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
2713,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2714,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
2715,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
2716,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2717,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
