Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LLQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LLQ_M_R
13920,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
13921,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
13922,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Grassland
13923,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Bareland
13924,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
13925,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
13926,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
13927,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
13928,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
13929,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
13930,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
13931,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Water
13932,Water,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
13933,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Forest
13934,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
13935,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
13936,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
13937,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
13938,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Bareland,Forest
13939,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
13940,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
13941,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
13942,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
13943,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
13944,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
13945,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
13946,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
13947,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
13948,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
13949,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
13950,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
13951,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
13952,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Forest,Water
13953,Water,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
13954,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
13955,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
13956,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
13957,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
13958,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
13959,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
13960,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
13961,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
13962,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Built-up
13963,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
13964,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
13965,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
13966,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Water
13967,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
13968,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
13969,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
13970,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
13971,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
13972,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
13973,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
13974,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
13975,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
13976,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
13977,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Water
13978,Water,Water,Shrubland,Water,Non_Wetland,Water,Built-up,Bareland
13979,Water,Water,Shrubland,Water,Non_Wetland,Water,Built-up,Water
13980,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
13981,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
13982,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Built-up
13983,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
13984,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
13985,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
13986,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Bareland
13987,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
13988,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
13989,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Grassland
13990,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Forest
13991,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
13992,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Water
13993,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
13994,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
13995,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
13996,Water,Water,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
13997,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
13998,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
13999,Water,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Water
14000,Water,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
14001,Water,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
14002,Water,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Water
14003,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
14004,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14005,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
14006,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
14007,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
14008,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
14009,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
14010,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
14011,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
14012,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
14013,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
14014,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Water
14015,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
14016,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
14017,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
14018,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Water
14019,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
14020,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
14021,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
14022,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
14023,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
14024,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
14025,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
14026,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
14027,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
14028,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
14029,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
14030,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
14031,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
14032,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Water
14033,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
14034,Water,Water,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
14035,Water,Water,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
14036,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
14037,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
14038,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
14039,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
14040,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
14041,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
14042,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
14043,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
14044,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
14045,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
14046,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
14047,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Wetland
14048,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
14049,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Built-up
14050,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Water
14051,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
14052,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
14053,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Water
14054,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
14055,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
14056,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Bareland
14057,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Water
14058,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Forest
14059,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,NULL
14060,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
14061,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
14062,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
14063,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Water
14064,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
14065,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
14066,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
14067,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
14068,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
14069,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Water
14070,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
14071,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
14072,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Wetland
14073,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Bareland
14074,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
14075,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
14076,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,NULL
14077,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
14078,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Wetland
14079,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Bareland
14080,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
14081,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
14082,Water,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
14083,Water,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
14084,Water,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
14085,Water,Water,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
14086,Water,Water,Grassland,NULL,Non_Wetland,Forest,Water,Water
14087,Water,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
14088,Water,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Water
14089,Water,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
14090,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
14091,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Water
14092,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
14093,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Grassland
14094,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Water
14095,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
14096,Water,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Water,Forest
14097,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
14098,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Water
14099,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
14100,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
14101,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
14102,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Water
14103,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
14104,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
14105,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Wetland
14106,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Water
14107,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
14108,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
14109,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Water
14110,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
14111,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
14112,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Water
14113,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
14114,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
14115,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
14116,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
14117,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
14118,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
14119,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
14120,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
14121,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Water
14122,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
14123,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
14124,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Water
14125,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
14126,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
14127,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Water
14128,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
14129,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Water
14130,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
14131,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
14132,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Water
14133,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Forest
14134,Water,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Bareland
14135,Water,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Forest
14136,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
14137,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Water
14138,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
14139,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
14140,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
14141,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
14142,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
14143,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
14144,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Bareland
14145,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
14146,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
14147,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Grassland
14148,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
14149,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
14150,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Water
14151,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
14152,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
14153,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
14154,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,Forest,Grassland
14155,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,Forest,Water
14156,Water,Water,Grassland,Water,Non_Wetland,NULL,Water,Water
14157,Water,Water,Grassland,Water,Non_Wetland,NULL,Water,Forest
14158,Water,Water,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
14159,Water,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
14160,Water,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Water
14161,Water,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
14162,Water,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
14163,Water,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Water
14164,Water,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
14165,Water,Water,Grassland,Water,Non_Wetland,Grassland,Bareland,Water
14166,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
14167,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Water
14168,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Forest
14169,Water,Water,Grassland,Water,Non_Wetland,Grassland,Forest,Grassland
14170,Water,Water,Grassland,Water,Non_Wetland,Grassland,Forest,Water
14171,Water,Water,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
14172,Water,Water,Grassland,Water,Non_Wetland,Wetland,NULL,Grassland
14173,Water,Water,Grassland,Water,Non_Wetland,Wetland,NULL,Water
14174,Water,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
14175,Water,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Water
14176,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
14177,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
14178,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
14179,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
14180,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
14181,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
14182,Water,Water,Grassland,Water,Non_Wetland,Wetland,Forest,Grassland
14183,Water,Water,Grassland,Water,Non_Wetland,Wetland,Forest,Water
14184,Water,Water,Grassland,Water,Non_Wetland,Wetland,Forest,Forest
14185,Water,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
14186,Water,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Water
14187,Water,Water,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
14188,Water,Water,Grassland,Water,Non_Wetland,Bareland,Wetland,Water
14189,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
14190,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Water
14191,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Forest
14192,Water,Water,Grassland,Water,Non_Wetland,Bareland,Forest,Grassland
14193,Water,Water,Grassland,Water,Non_Wetland,Bareland,Forest,Bareland
14194,Water,Water,Grassland,Water,Non_Wetland,Bareland,Forest,Water
14195,Water,Water,Grassland,Water,Non_Wetland,Water,NULL,Grassland
14196,Water,Water,Grassland,Water,Non_Wetland,Water,NULL,Water
14197,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
14198,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Bareland
14199,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Water
14200,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Forest
14201,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
14202,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
14203,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
14204,Water,Water,Grassland,Water,Non_Wetland,Water,Bareland,Bareland
14205,Water,Water,Grassland,Water,Non_Wetland,Water,Bareland,Forest
14206,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
14207,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Wetland
14208,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Bareland
14209,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
14210,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
14211,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Grassland
14212,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Wetland
14213,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Bareland
14214,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
14215,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Forest
14216,Water,Water,Grassland,Water,Non_Wetland,Forest,Water,Forest
14217,Water,Water,Grassland,Water,Non_Wetland,Forest,Forest,Water
14218,Water,Water,Grassland,Water,Non_Wetland,Forest,Forest,Forest
14219,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
14220,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
14221,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
14222,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14223,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
14224,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
14225,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
14226,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
14227,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
14228,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
14229,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
14230,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
14231,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
14232,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
14233,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
14234,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
14235,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
14236,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
14237,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
14238,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
14239,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
14240,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
14241,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
14242,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
14243,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
14244,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
14245,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
14246,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
14247,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
14248,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
14249,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
14250,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
14251,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Water
14252,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
14253,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
14254,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
14255,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
14256,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
14257,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
14258,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
14259,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Water
14260,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
14261,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
14262,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Wetland
14263,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
14264,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
14265,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
14266,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
14267,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
14268,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
14269,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Forest
14270,Water,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
