Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KDE_M_R
11591,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
11592,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
11593,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,NULL
11594,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
11595,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
11596,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
11597,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
11598,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
11599,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
11600,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
11601,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
11602,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
11603,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
11604,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
11605,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
11606,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
11607,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
11608,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
11609,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
11610,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
11611,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
11612,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
11613,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
11614,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
11615,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
11616,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
11617,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
11618,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
11619,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
11620,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
11621,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
11622,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
11623,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
11624,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
11625,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Built-up
11626,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
11627,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
11628,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
11629,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
11630,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
11631,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Water
11632,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
11633,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
11634,Forest,NULL,Water,NULL,Water,NULL,Grassland,Grassland
11635,Forest,NULL,Water,NULL,Water,NULL,Wetland,Grassland
11636,Forest,NULL,Water,NULL,Water,NULL,Forest,Grassland
11637,Forest,NULL,Water,NULL,Water,Grassland,Forest,Grassland
11638,Forest,NULL,Water,NULL,Water,Wetland,NULL,Grassland
11639,Forest,NULL,Water,NULL,Water,Wetland,NULL,Wetland
11640,Forest,NULL,Water,NULL,Water,Wetland,NULL,Water
11641,Forest,NULL,Water,NULL,Water,Wetland,NULL,Forest
11642,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
11643,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
11644,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
11645,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Water
11646,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
11647,Forest,NULL,Water,NULL,Water,Wetland,Water,Wetland
11648,Forest,NULL,Water,NULL,Water,Wetland,Water,Water
11649,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
11650,Forest,NULL,Water,NULL,Water,Wetland,Forest,Wetland
11651,Forest,NULL,Water,NULL,Water,Bareland,NULL,Water
11652,Forest,NULL,Water,NULL,Water,Bareland,NULL,Forest
11653,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Water
11654,Forest,NULL,Water,NULL,Water,Bareland,Wetland,Grassland
11655,Forest,NULL,Water,NULL,Water,Bareland,Wetland,Water
11656,Forest,NULL,Water,NULL,Water,Water,Wetland,Water
11657,Forest,NULL,Water,NULL,Water,Forest,NULL,Water
11658,Forest,NULL,Water,NULL,Water,Forest,NULL,Forest
11659,Forest,NULL,Water,NULL,Water,Forest,Wetland,Forest
11660,Forest,NULL,Water,NULL,Water,Forest,Water,Forest
11661,Forest,NULL,Water,NULL,Water,Forest,Forest,Forest
11662,Forest,NULL,Water,Non_Water,Water,NULL,Wetland,Grassland
11663,Forest,NULL,Water,Non_Water,Water,NULL,Water,NULL
11664,Forest,NULL,Water,Non_Water,Water,NULL,Water,Wetland
11665,Forest,NULL,Water,Non_Water,Water,NULL,Water,Water
11666,Forest,NULL,Water,Non_Water,Water,Grassland,NULL,Grassland
11667,Forest,NULL,Water,Non_Water,Water,Wetland,NULL,Wetland
11668,Forest,NULL,Water,Non_Water,Water,Wetland,NULL,Forest
11669,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,NULL
11670,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
11671,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
11672,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
11673,Forest,NULL,Water,Non_Water,Water,Wetland,Bareland,Forest
11674,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
11675,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Water
11676,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Forest
11677,Forest,NULL,Water,Non_Water,Water,Wetland,Forest,Wetland
11678,Forest,NULL,Water,Non_Water,Water,Bareland,NULL,Grassland
11679,Forest,NULL,Water,Non_Water,Water,Bareland,Wetland,Grassland
11680,Forest,NULL,Water,Non_Water,Water,Bareland,Wetland,Bareland
11681,Forest,NULL,Water,Non_Water,Water,Forest,Wetland,Forest
11682,Forest,NULL,Water,Water,Water,NULL,Water,Water
11683,Forest,NULL,Water,Water,Water,Wetland,NULL,Grassland
11684,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
11685,Forest,NULL,Water,Water,Water,Wetland,Wetland,Water
11686,Forest,NULL,Water,Water,Water,Wetland,Water,Water
11687,Forest,NULL,Water,Water,Water,Bareland,NULL,Water
11688,Forest,NULL,Water,Water,Water,Bareland,Wetland,Water
11689,Forest,NULL,Water,Water,Water,Bareland,Wetland,Forest
11690,Forest,NULL,Water,Water,Water,Bareland,Water,Water
11691,Forest,NULL,Water,Water,Water,Bareland,Forest,Water
11692,Forest,NULL,Water,Water,Water,Water,NULL,Wetland
11693,Forest,NULL,Water,Water,Water,Water,NULL,Water
11694,Forest,NULL,Water,Water,Water,Water,Wetland,Water
11695,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
11696,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
11697,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
11698,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
11699,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
11700,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
11701,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
11702,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
11703,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
11704,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
11705,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
11706,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
11707,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
11708,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
11709,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
11710,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
11711,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
11712,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
11713,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Water
11714,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
11715,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
11716,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
11717,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
11718,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
11719,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
11720,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
11721,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
11722,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
11723,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
11724,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
11725,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11726,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11727,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11728,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
11729,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11730,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
11731,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
11732,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
11733,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
11734,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
11735,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
11736,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
11737,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
11738,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
11739,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
11740,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
11741,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
11742,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
11743,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
11744,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11745,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11746,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
11747,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
11748,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
11749,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
11750,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
11751,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
11752,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
11753,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
11754,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
11755,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
11756,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
11757,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
11758,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
11759,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
11760,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
11761,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
11762,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
11763,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
11764,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
11765,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
11766,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
11767,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
11768,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
11769,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
11770,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Built-up
11771,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Water
11772,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
11773,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
11774,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
11775,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
11776,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
11777,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
11778,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
11779,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
11780,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
11781,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
11782,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
11783,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
11784,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
11785,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Built-up
11786,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
11787,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
11788,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
11789,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
11790,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
11791,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
11792,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
11793,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
11794,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
11795,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
11796,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
11797,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
11798,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Water
11799,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
11800,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
11801,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
11802,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
11803,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
11804,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
11805,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Water
11806,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
11807,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
11808,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11809,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
11810,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
11811,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
11812,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
11813,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
11814,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
11815,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
11816,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Cropland
11817,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
11818,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Built-up
11819,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
11820,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
11821,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
11822,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
11823,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
11824,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Water
11825,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
11826,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
11827,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
11828,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
11829,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
11830,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
11831,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
11832,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
11833,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
11834,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
11835,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
11836,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
11837,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Bareland
11838,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
11839,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
11840,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
11841,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
11842,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
11843,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
11844,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
11845,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Bareland
11846,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
11847,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
11848,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
11849,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
11850,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
11851,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
11852,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
11853,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
11854,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
11855,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
11856,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
11857,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Water
11858,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
11859,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
11860,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
11861,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
11862,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
11863,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
11864,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
11865,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
11866,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Bareland,Wetland
11867,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,NULL
11868,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
11869,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
11870,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
11871,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
11872,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
11873,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland,Grassland,Wetland
11874,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,NULL
11875,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
11876,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
11877,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Water
11878,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
11879,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
11880,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,NULL
11881,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
11882,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
11883,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
11884,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
11885,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
11886,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
11887,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
11888,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Bareland,NULL
11889,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Forest
11890,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
11891,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
11892,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
11893,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
11894,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
11895,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,NULL
11896,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
11897,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
11898,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
11899,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Forest
11900,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
11901,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
11902,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
11903,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
11904,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
11905,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
11906,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
11907,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
11908,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Grassland
11909,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
11910,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Bareland,Forest
11911,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
11912,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
11913,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
11914,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
11915,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Forest
11916,Forest,NULL,Forest,Water,Non_Wetland,NULL,Water,Water
11917,Forest,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Forest
11918,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,NULL
11919,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
11920,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
11921,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Water
11922,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
11923,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Water
11924,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
11925,Forest,NULL,Forest,Water,Non_Wetland,Water,NULL,Water
11926,Forest,NULL,Forest,Water,Non_Wetland,Forest,NULL,Grassland
11927,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
11928,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
11929,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
11930,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
11931,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
11932,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
11933,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
