Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KQR_M_R
12309,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
12310,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
12311,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
12312,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
12313,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
12314,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
12315,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
12316,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Wetland
12317,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
12318,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
12319,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
12320,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
12321,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
12322,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Wetland
12323,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
12324,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
12325,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
12326,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
12327,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
12328,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
12329,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
12330,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Bareland
12331,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
12332,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
12333,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
12334,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
12335,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
12336,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
12337,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
12338,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Grassland
12339,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
12340,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
12341,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
12342,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
12343,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
12344,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
12345,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
12346,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
12347,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
12348,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
12349,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
12350,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
12351,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
12352,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Water
12353,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
12354,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
12355,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
12356,Forest,NULL,Shrubland,Water,Non_Wetland,Built-up,Built-up,Grassland
12357,Forest,NULL,Shrubland,Water,Non_Wetland,Built-up,Built-up,Wetland
12358,Forest,NULL,Shrubland,Water,Non_Wetland,Built-up,Built-up,Water
12359,Forest,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Wetland
12360,Forest,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
12361,Forest,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Forest
12362,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
12363,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Water
12364,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
12365,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
12366,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
12367,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Forest
12368,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Grassland
12369,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
12370,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Grassland,Grassland
12371,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Grassland,Forest
12372,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Water,Water
12373,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,Grassland
12374,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,Water
12375,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
12376,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
12377,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
12378,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
12379,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
12380,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
12381,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
12382,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Forest
12383,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
12384,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
12385,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
12386,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
12387,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
12388,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12389,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
12390,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
12391,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
12392,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
12393,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
12394,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12395,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
12396,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
12397,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
12398,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
12399,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
12400,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
12401,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
12402,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
12403,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
12404,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Water,Forest
12405,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
12406,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
12407,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
12408,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
12409,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
12410,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
12411,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
12412,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
12413,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
12414,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
12415,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
12416,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
12417,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
12418,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
12419,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
12420,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
12421,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
12422,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
12423,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
12424,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
12425,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
12426,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
12427,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
12428,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
12429,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
12430,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
12431,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
12432,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Wetland
12433,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
12434,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
12435,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
12436,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
12437,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
12438,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
12439,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
12440,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Wetland
12441,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
12442,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
12443,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12444,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12445,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
12446,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
12447,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
12448,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
12449,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
12450,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12451,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12452,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
12453,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
12454,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
12455,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
12456,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
12457,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
12458,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
12459,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
12460,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
12461,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12462,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
12463,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
12464,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12465,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
12466,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
12467,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
12468,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
12469,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
12470,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
12471,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
12472,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
12473,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
12474,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
12475,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
12476,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
12477,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
12478,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
12479,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Wetland
12480,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
12481,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
12482,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Wetland
12483,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
12484,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Wetland
12485,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
12486,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
12487,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
12488,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
12489,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
12490,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
12491,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
12492,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
12493,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
12494,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
12495,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
12496,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
12497,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
12498,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
12499,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
12500,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
12501,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
12502,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
12503,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12504,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
12505,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
12506,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
12507,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12508,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
12509,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
12510,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
12511,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
12512,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
12513,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
12514,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
12515,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
12516,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
12517,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
12518,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
12519,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
12520,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
12521,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
12522,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
12523,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
12524,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12525,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
12526,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
12527,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
12528,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
12529,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
12530,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
12531,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
12532,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
12533,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
12534,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
12535,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
12536,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
12537,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
12538,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
12539,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Forest
12540,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
12541,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
12542,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
12543,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
12544,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
12545,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
12546,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
12547,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Forest
12548,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
12549,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
12550,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
12551,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
12552,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
12553,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
12554,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12555,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
12556,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
12557,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
12558,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
12559,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
12560,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
12561,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Wetland
12562,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
12563,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12564,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
12565,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
12566,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
12567,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12568,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
12569,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
12570,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
12571,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
12572,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
12573,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
12574,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
12575,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
12576,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Wetland
12577,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
12578,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
12579,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Forest
12580,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
12581,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
12582,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
12583,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
12584,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
12585,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
12586,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
12587,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
12588,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Forest,Wetland
12589,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
12590,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
12591,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
12592,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
12593,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
12594,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
12595,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
12596,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
12597,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
12598,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
12599,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Wetland
12600,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
12601,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Water,Forest
12602,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
12603,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Wetland
12604,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
12605,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
12606,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Forest
12607,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Forest
12608,Forest,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
12609,Forest,NULL,Cropland,Water,Non_Wetland,Water,NULL,Forest
12610,Forest,NULL,Cropland,Water,Non_Wetland,Water,Water,Forest
12611,Forest,NULL,Cropland,Water,Non_Wetland,Water,Forest,Wetland
12612,Forest,NULL,Cropland,Water,Non_Wetland,Forest,NULL,Wetland
12613,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
12614,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
12615,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
12616,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
12617,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
12618,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
12619,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
12620,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
12621,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
12622,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
12623,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
12624,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Water
12625,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
12626,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
12627,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
12628,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
12629,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
12630,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
12631,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
12632,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
12633,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
12634,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
12635,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
12636,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
12637,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
12638,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
12639,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
