Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LFK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LFK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LFK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LFK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LFK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LFK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LFK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LFK_M_R
12722,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Wetland,Forest
12723,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,NULL
12724,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Grassland
12725,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
12726,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
12727,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
12728,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
12729,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
12730,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
12731,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Grassland
12732,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
12733,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
12734,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
12735,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
12736,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Wetland
12737,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
12738,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
12739,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
12740,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
12741,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Water
12742,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
12743,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
12744,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
12745,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
12746,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
12747,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
12748,Forest,Forest,Wetland,NULL,Wetland,Grassland,Built-up,Forest
12749,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
12750,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
12751,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
12752,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
12753,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
12754,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
12755,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
12756,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
12757,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
12758,Forest,Forest,Wetland,NULL,Wetland,Bareland,NULL,Forest
12759,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
12760,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
12761,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
12762,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Water
12763,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
12764,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
12765,Forest,Forest,Wetland,NULL,Wetland,Bareland,Built-up,Forest
12766,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Grassland
12767,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
12768,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
12769,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Water
12770,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
12771,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
12772,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Water
12773,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
12774,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
12775,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Bareland
12776,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
12777,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
12778,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Grassland
12779,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
12780,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
12781,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
12782,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
12783,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Wetland
12784,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Bareland
12785,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
12786,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
12787,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Grassland
12788,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
12789,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
12790,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
12791,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
12792,Forest,Forest,Wetland,NULL,Wetland,Forest,Built-up,Forest
12793,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Grassland
12794,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
12795,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
12796,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
12797,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
12798,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
12799,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
12800,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
12801,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
12802,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
12803,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
12804,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
12805,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
12806,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
12807,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Water
12808,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
12809,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
12810,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
12811,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
12812,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
12813,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
12814,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
12815,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
12816,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Water
12817,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
12818,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
12819,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Water
12820,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
12821,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
12822,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
12823,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
12824,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
12825,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
12826,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
12827,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
12828,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
12829,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
12830,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
12831,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
12832,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
12833,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
12834,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
12835,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Water
12836,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
12837,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
12838,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Forest
12839,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
12840,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
12841,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
12842,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
12843,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
12844,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
12845,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Grassland
12846,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
12847,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
12848,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
12849,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
12850,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
12851,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
12852,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland,Forest
12853,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
12854,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
12855,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
12856,Forest,Forest,Wetland,Water,Wetland,NULL,Bareland,Forest
12857,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
12858,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
12859,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
12860,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Grassland
12861,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Water
12862,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
12863,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Grassland
12864,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Forest
12865,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
12866,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
12867,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
12868,Forest,Forest,Wetland,Water,Wetland,Grassland,Bareland,Water
12869,Forest,Forest,Wetland,Water,Wetland,Grassland,Bareland,Forest
12870,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
12871,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Water
12872,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
12873,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Grassland
12874,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
12875,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Forest
12876,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
12877,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
12878,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
12879,Forest,Forest,Wetland,Water,Wetland,Bareland,Grassland,Grassland
12880,Forest,Forest,Wetland,Water,Wetland,Bareland,Grassland,Forest
12881,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
12882,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Water
12883,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Forest
12884,Forest,Forest,Wetland,Water,Wetland,Bareland,Bareland,Forest
12885,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
12886,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Bareland
12887,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Water
12888,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
12889,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Grassland
12890,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Forest
12891,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Forest
12892,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
12893,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
12894,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
12895,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
12896,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
12897,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
12898,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Water
12899,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
12900,Forest,Forest,Wetland,Water,Wetland,Forest,Grassland,Forest
12901,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Water
12902,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
12903,Forest,Forest,Wetland,Water,Wetland,Forest,Bareland,Forest
12904,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Grassland
12905,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Water
12906,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
12907,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Grassland
12908,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Water
12909,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
12910,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Grassland,Forest
12911,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
12912,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Water,Forest
12913,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Forest,Forest
12914,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
12915,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
12916,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Forest
12917,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Forest
12918,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Forest
12919,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Water,Grassland
12920,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water,Grassland,Grassland
12921,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water,Grassland,Forest
12922,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Forest
12923,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,Forest
12924,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water,Forest,Forest
12925,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Grassland,Forest
12926,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Wetland,Forest
12927,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Forest
12928,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
12929,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,Water,Forest
12930,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water,Grassland,Grassland
12931,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
12932,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
12933,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
12934,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
12935,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
12936,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
12937,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
12938,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
12939,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Bareland
12940,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
12941,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12942,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
12943,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
12944,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
12945,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
12946,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
12947,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12948,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
12949,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
12950,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
12951,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
12952,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
12953,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
12954,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
12955,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
12956,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12957,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
12958,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
12959,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
12960,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
12961,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
12962,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
12963,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
12964,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
12965,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Water
12966,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
12967,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
12968,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
12969,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
12970,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
12971,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
12972,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
12973,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
12974,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Water
12975,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
12976,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
12977,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Water
12978,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
12979,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
12980,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
12981,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
12982,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
12983,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
12984,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Built-up,Forest
12985,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
12986,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
12987,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
12988,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Forest
12989,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
12990,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
12991,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
12992,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12993,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
12994,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Water
12995,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
12996,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
12997,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
12998,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Forest
12999,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
13000,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Water
13001,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
13002,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
13003,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
13004,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
13005,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
13006,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Forest
13007,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
13008,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Grassland,Wetland
13009,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
13010,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
13011,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
13012,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
13013,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Grassland,Forest
13014,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
13015,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
13016,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
13017,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Grassland
13018,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Water
13019,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
13020,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Forest
13021,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Forest,Forest
13022,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
13023,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Grassland,Forest
13024,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
13025,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
13026,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Bareland,Grassland
13027,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
13028,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Forest
13029,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Forest,Forest
13030,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
13031,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Grassland,Forest
13032,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
13033,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
13034,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
13035,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
13036,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
13037,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Water
13038,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Forest
13039,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Forest,Grassland
13040,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Forest,Forest
13041,Forest,Forest,Bareland,Water,Non_Wetland,Water,Grassland,Forest
13042,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Forest
13043,Forest,Forest,Bareland,Water,Non_Wetland,Water,Forest,Water
13044,Forest,Forest,Bareland,Water,Non_Wetland,Water,Forest,Forest
13045,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
13046,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Water,Forest
13047,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Grassland
13048,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Forest
13049,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
13050,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
13051,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
13052,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Water
13053,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
13054,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
13055,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Water,Forest
13056,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
13057,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
13058,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
13059,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
13060,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
13061,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
13062,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
13063,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
13064,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
13065,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
