Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MGS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MGS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MGS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MGS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MGS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MGS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MGS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MGS_M_R
4540,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4541,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4542,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4543,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
4544,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
4545,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Grassland
4546,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Forest
4547,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Water,Water
4548,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Water,Forest
4549,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Forest,Forest
4550,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Forest
4551,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Water,Forest
4552,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Grassland
4553,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Forest
4554,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Grassland
4555,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Forest
4556,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Water,Forest
4557,Forest,Built-up,Wetland,NULL,Wetland,Water,Wetland,Forest
4558,Forest,Built-up,Wetland,NULL,Wetland,Forest,Wetland,Forest
4559,Forest,Built-up,Wetland,NULL,Wetland,Forest,Built-up,Forest
4560,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4561,Forest,Built-up,Wetland,Water,Wetland,Wetland,Bareland,Forest
4562,Forest,Built-up,Wetland,Water,Wetland,Wetland,Water,Forest
4563,Forest,Built-up,Wetland,Water,Wetland,Built-up,Wetland,Grassland
4564,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,Forest
4565,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Wetland,Grassland
4566,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
4567,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
4568,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
4569,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Built-up,Forest
4570,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4571,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
4572,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4573,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
4574,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
4575,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Built-up,Forest
4576,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
4577,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
4578,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
4579,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
4580,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
4581,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4582,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
4583,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
4584,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
4585,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up,Grassland,Forest
4586,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up,Wetland,Grassland
4587,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up,Wetland,Forest
4588,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up,Bareland,Grassland
4589,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up,Bareland,Forest
4590,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up,Water,Forest
4591,Forest,Built-up,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
4592,Forest,Built-up,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
4593,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
4594,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
4595,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest,Bareland,Built-up
4596,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
4597,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Built-up,Wetland,Grassland
4598,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Built-up,Wetland,Forest
4599,Forest,Built-up,Bareland,Water,Non_Wetland,Built-up,Water,Water
4600,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
4601,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
4602,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4603,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4604,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
4605,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4606,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
4607,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
4608,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
4609,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
4610,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
4611,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
4612,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
4613,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
4614,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
4615,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
4616,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
4617,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
4618,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
4619,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
4620,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4621,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
4622,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
4623,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
4624,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4625,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
4626,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
4627,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
4628,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
4629,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
4630,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
4631,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
4632,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
4633,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
4634,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
4635,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
4636,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
4637,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
4638,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
4639,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4640,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
4641,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Grassland
4642,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Forest
4643,Forest,Built-up,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
4644,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
4645,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
4646,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Wetland,Grassland
4647,Forest,Built-up,Water,NULL,Water,Grassland,Bareland,Grassland
4648,Forest,Built-up,Water,NULL,Water,Wetland,Forest,Forest
4649,Forest,Built-up,Water,NULL,Water,Bareland,Grassland,Forest
4650,Forest,Built-up,Water,NULL,Water,Bareland,Wetland,Forest
4651,Forest,Built-up,Water,NULL,Water,Bareland,Bareland,Grassland
4652,Forest,Built-up,Water,NULL,Water,Bareland,Forest,Grassland
4653,Forest,Built-up,Water,NULL,Water,Built-up,Wetland,Grassland
4654,Forest,Built-up,Water,NULL,Water,Built-up,Bareland,Grassland
4655,Forest,Built-up,Water,NULL,Water,Built-up,Bareland,Forest
4656,Forest,Built-up,Water,NULL,Water,Water,Grassland,Grassland
4657,Forest,Built-up,Water,NULL,Water,Water,Grassland,Forest
4658,Forest,Built-up,Water,NULL,Water,Water,Water,Forest
4659,Forest,Built-up,Water,NULL,Water,Water,Forest,Forest
4660,Forest,Built-up,Water,Non_Water,Water,Wetland,Wetland,Forest
4661,Forest,Built-up,Water,Non_Water,Water,Built-up,Wetland,Forest
4662,Forest,Built-up,Water,Non_Water,Water,Built-up,Bareland,Grassland
4663,Forest,Built-up,Water,Water,Water,Built-up,Wetland,Grassland
4664,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4665,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4666,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
4667,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4668,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4669,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4670,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4671,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4672,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
4673,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
4674,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4675,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4676,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
4677,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4678,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4679,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4680,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4681,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
4682,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
4683,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
4684,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4685,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
4686,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4687,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4688,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4689,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Built-up
4690,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
4691,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
4692,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
4693,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
4694,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
4695,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
4696,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Forest
4697,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
4698,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4699,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
4700,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
4701,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
4702,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
4703,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
4704,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
4705,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
4706,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
4707,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4708,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Water,Forest
4709,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4710,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4711,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4712,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
4713,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
4714,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Built-up
4715,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4716,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4717,Forest,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4718,Forest,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Wetland,Grassland
4719,Forest,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Wetland,Forest
4720,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
4721,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4722,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
4723,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
4724,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4725,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4726,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4727,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4728,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4729,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
4730,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4731,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
4732,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
4733,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
4734,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
4735,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
4736,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
4737,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4738,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
4739,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
4740,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
4741,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
4742,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4743,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
4744,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
4745,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
4746,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
4747,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4748,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
4749,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4750,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
4751,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
4752,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
4753,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
4754,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
4755,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
4756,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
4757,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
4758,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
4759,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
4760,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
4761,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
4762,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
4763,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
4764,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
4765,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
4766,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
4767,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
4768,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
4769,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4770,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
4771,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4772,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4773,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4774,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4775,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4776,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4777,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4778,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
4779,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
4780,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
4781,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
4782,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
4783,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
4784,Forest,Water,Shrubland,NULL,Non_Wetland,Built-up,Water,Water
4785,Forest,Water,Shrubland,NULL,Non_Wetland,Built-up,Water,Forest
4786,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
4787,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
4788,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
4789,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4790,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4791,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
4792,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
4793,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
4794,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
4795,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
4796,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
4797,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
4798,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
4799,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
4800,Forest,Water,Shrubland,Water,Non_Wetland,Built-up,Water,Forest
4801,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
4802,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
4803,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
4804,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
4805,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
4806,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
4807,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4808,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4809,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
4810,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
4811,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4812,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4813,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
4814,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
4815,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
4816,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
4817,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
4818,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
4819,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Water
4820,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
4821,Forest,Water,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
4822,Forest,Water,Grassland,NULL,Non_Wetland,Built-up,Wetland,Water
4823,Forest,Water,Grassland,NULL,Non_Wetland,Built-up,Water,Forest
4824,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
4825,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
4826,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
4827,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
4828,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
4829,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
4830,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
4831,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
4832,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4833,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4834,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4835,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
4836,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4837,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4838,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
4839,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
4840,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4841,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
4842,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
4843,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
4844,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
4845,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
4846,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
4847,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
4848,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
4849,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
4850,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
4851,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
4852,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
4853,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
4854,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Wetland,Forest
4855,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
4856,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
4857,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
4858,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
4859,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
4860,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
4861,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
4862,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
4863,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
4864,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
4865,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
4866,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
4867,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
4868,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4869,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
4870,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4871,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
4872,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
4873,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
4874,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4875,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4876,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
