Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MQS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MQS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MQS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MQS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MQS_M_R
863,Cropland,Built-up,Water,Non_Water,Water,Bareland
864,Cropland,Built-up,Water,Non_Water,Water,Forest
865,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
866,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
867,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
868,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
869,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
870,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
871,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Grassland
872,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Forest
873,Cropland,Built-up,Forest,Water,Non_Wetland,Forest
874,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
875,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
876,Cropland,Water,Shrubland,NULL,Non_Wetland,Built-up
877,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
878,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
879,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Forest
880,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland
881,Cropland,Water,Shrubland,Water,Non_Wetland,Water
882,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
883,Cropland,Water,Grassland,Non_Water,Non_Wetland,Grassland
884,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
885,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
886,Cropland,Water,Cropland,NULL,Non_Wetland,Water
887,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
888,Cropland,Water,Cropland,Non_Water,Non_Wetland,Grassland
889,Cropland,Water,Cropland,Water,Non_Wetland,Bareland
890,Cropland,Water,Cropland,Water,Non_Wetland,Water
891,Cropland,Water,Cropland,Water,Non_Wetland,Forest
892,Cropland,Water,Wetland,NULL,Wetland,Grassland
893,Cropland,Water,Wetland,NULL,Wetland,Water
894,Cropland,Water,Wetland,Non_Water,Wetland,Grassland
895,Cropland,Water,Wetland,Non_Water,Wetland,Bareland
896,Cropland,Water,Wetland,Water,Wetland,Grassland
897,Cropland,Water,Wetland,Water,Wetland,Bareland
898,Cropland,Water,Wetland,Water,Wetland,Water
899,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
900,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
901,Cropland,Water,Bareland,Water,Non_Wetland,Water
902,Cropland,Water,Water,NULL,Water,Bareland
903,Cropland,Water,Water,NULL,Water,Water
904,Cropland,Water,Water,NULL,Water,Forest
905,Cropland,Water,Water,Water,Water,Bareland
906,Cropland,Water,Water,Water,Water,Water
907,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
908,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
909,Cropland,Water,Forest,NULL,Non_Wetland,Water
910,Cropland,Water,Forest,NULL,Non_Wetland,Forest
911,Cropland,Water,Forest,Water,Non_Wetland,Bareland
912,Cropland,Water,Forest,Water,Non_Wetland,Water
913,Cropland,Water,Forest,Water,Non_Wetland,Forest
914,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
915,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
916,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
917,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
918,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
919,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
920,Cropland,Forest,Shrubland,Water,Non_Wetland,Water
921,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
922,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
923,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
924,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
925,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
926,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
927,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up
928,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
929,Cropland,Forest,Cropland,Water,Non_Wetland,Grassland
930,Cropland,Forest,Wetland,Water,Wetland,Water
931,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
932,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
933,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL
934,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
935,Cropland,Forest,Built-up,NULL,Non_Wetland,Built-up
936,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
937,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
938,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
939,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
940,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland
941,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
942,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
943,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland
944,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
945,Cropland,Forest,Forest,Water,Non_Wetland,Bareland
946,Cropland,Forest,Forest,Water,Non_Wetland,Forest
947,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
948,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
949,Wetland,NULL,Shrubland,NULL,Non_Wetland,Built-up
950,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
951,Wetland,NULL,Water,Water,Water,Water
952,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
953,Wetland,Bareland,Shrubland,Water,Non_Wetland,Water
954,Wetland,Bareland,Cropland,Water,Non_Wetland,Water
955,Wetland,Bareland,Water,Water,Water,Water
956,Wetland,Bareland,Forest,Water,Non_Wetland,Water
957,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
958,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Forest
959,Wetland,Built-up,Forest,NULL,Non_Wetland,Forest
960,Wetland,Built-up,Forest,Water,Non_Wetland,Bareland
961,Wetland,Built-up,Forest,Water,Non_Wetland,Water
962,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
963,Wetland,Water,Shrubland,Water,Non_Wetland,Water
964,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
965,Wetland,Water,Wetland,Water,Wetland,Water
966,Wetland,Water,Water,NULL,Water,Built-up
967,Wetland,Water,Water,NULL,Water,Water
968,Wetland,Water,Water,Water,Water,Water
969,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
970,Wetland,Water,Forest,Water,Non_Wetland,Water
971,Wetland,Water,Forest,Water,Non_Wetland,Forest
972,Wetland,Forest,Shrubland,Water,Non_Wetland,Forest
973,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
974,Wetland,Forest,Forest,Water,Non_Wetland,Forest
975,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
976,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
977,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
978,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
979,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
980,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
981,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
982,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
983,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
984,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
985,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
986,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
987,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
988,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
989,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
990,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
991,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
992,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
993,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
994,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
995,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
996,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
997,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
998,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
999,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
1000,Bareland,NULL,Wetland,NULL,Wetland,Water
1001,Bareland,NULL,Wetland,Water,Wetland,Grassland
1002,Bareland,NULL,Wetland,Water,Wetland,Bareland
1003,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1004,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
1005,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1006,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
1007,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1008,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
1009,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Forest
1010,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1011,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1012,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
1013,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1014,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1015,Bareland,NULL,Water,NULL,Water,Grassland
1016,Bareland,NULL,Water,NULL,Water,Bareland
1017,Bareland,NULL,Water,Non_Water,Water,Bareland
1018,Bareland,NULL,Water,Water,Water,Grassland
1019,Bareland,NULL,Water,Water,Water,Bareland
1020,Bareland,NULL,Water,Water,Water,Water
1021,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
1022,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1023,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1024,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up
1025,Bareland,NULL,Forest,NULL,Non_Wetland,Water
1026,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1027,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
1028,Bareland,NULL,Forest,Water,Non_Wetland,Water
1029,Bareland,NULL,Forest,Water,Non_Wetland,Forest
1030,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1031,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1032,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1033,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1034,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1035,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1036,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1037,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1038,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1039,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1040,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1041,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1042,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1043,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
1044,Bareland,Cropland,Water,NULL,Water,Grassland
1045,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1046,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
1047,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1048,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1049,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1050,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
1051,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
1052,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
1053,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1054,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland
1055,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1056,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
1057,Bareland,Bareland,Shrubland,Water,Non_Wetland,Forest
1058,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1059,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
1060,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1061,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
1062,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
1063,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1064,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Forest
1065,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
1066,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
1067,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1068,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1069,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
1070,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
1071,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1072,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1073,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
1074,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
1075,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
1076,Bareland,Bareland,Cropland,Water,Non_Wetland,Forest
1077,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
1078,Bareland,Bareland,Wetland,NULL,Wetland,Water
1079,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland
1080,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
1081,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
1082,Bareland,Bareland,Wetland,Non_Water,Wetland,Forest
1083,Bareland,Bareland,Wetland,Water,Wetland,Grassland
1084,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1085,Bareland,Bareland,Wetland,Water,Wetland,Water
1086,Bareland,Bareland,Wetland,Water,Wetland,Forest
1087,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1088,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1089,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1090,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
1091,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1092,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1093,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
1094,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
1095,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1096,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1097,Bareland,Bareland,Bareland,Water,Non_Wetland,Forest
1098,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1099,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1100,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
1101,Bareland,Bareland,Water,NULL,Water,Grassland
1102,Bareland,Bareland,Water,NULL,Water,Bareland
1103,Bareland,Bareland,Water,NULL,Water,Water
1104,Bareland,Bareland,Water,NULL,Water,Forest
1105,Bareland,Bareland,Water,Non_Water,Water,Grassland
1106,Bareland,Bareland,Water,Non_Water,Water,Water
1107,Bareland,Bareland,Water,Non_Water,Water,Forest
1108,Bareland,Bareland,Water,Water,Water,Grassland
1109,Bareland,Bareland,Water,Water,Water,Bareland
1110,Bareland,Bareland,Water,Water,Water,Water
1111,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
1112,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
1113,Bareland,Bareland,Forest,NULL,Non_Wetland,Water
1114,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
1115,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland
1116,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water
1117,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Forest
1118,Bareland,Bareland,Forest,Water,Non_Wetland,Grassland
1119,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland
1120,Bareland,Bareland,Forest,Water,Non_Wetland,Water
1121,Bareland,Bareland,Forest,Water,Non_Wetland,Forest
1122,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1123,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1124,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1125,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1126,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1127,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1128,Bareland,Built-up,Shrubland,Water,Non_Wetland,Grassland
1129,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1130,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1131,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1132,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1133,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
1134,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
1135,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
1136,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1137,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1138,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1139,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1140,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
1141,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
1142,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
1143,Bareland,Built-up,Cropland,Water,Non_Wetland,Forest
1144,Bareland,Built-up,Wetland,Water,Wetland,Grassland
1145,Bareland,Built-up,Wetland,Water,Wetland,Bareland
1146,Bareland,Built-up,Wetland,Water,Wetland,Forest
1147,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
1148,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1149,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
1150,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1151,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1152,Bareland,Built-up,Bareland,NULL,Non_Wetland,Forest
1153,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
1154,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Forest
1155,Bareland,Built-up,Bareland,Water,Non_Wetland,Grassland
1156,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
1157,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1158,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1159,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1160,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1161,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest
1162,Bareland,Built-up,Water,NULL,Water,Grassland
1163,Bareland,Built-up,Water,NULL,Water,Cropland
1164,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
1165,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland
1166,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
1167,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up
1168,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
1169,Bareland,Built-up,Forest,Non_Water,Non_Wetland,Cropland
1170,Bareland,Built-up,Forest,Water,Non_Wetland,Grassland
1171,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
1172,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
1173,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1174,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1175,Bareland,Water,Shrubland,NULL,Non_Wetland,Built-up
1176,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
1177,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
1178,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1179,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
1180,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1181,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1182,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1183,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
1184,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1185,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water
1186,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1187,Bareland,Water,Grassland,Water,Non_Wetland,Water
1188,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1189,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1190,Bareland,Water,Cropland,NULL,Non_Wetland,Built-up
1191,Bareland,Water,Cropland,NULL,Non_Wetland,Water
1192,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1193,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1194,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water
1195,Bareland,Water,Cropland,Non_Water,Non_Wetland,Forest
1196,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
1197,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
1198,Bareland,Water,Cropland,Water,Non_Wetland,Water
1199,Bareland,Water,Wetland,NULL,Wetland,Grassland
1200,Bareland,Water,Wetland,NULL,Wetland,Bareland
1201,Bareland,Water,Wetland,NULL,Wetland,Water
1202,Bareland,Water,Wetland,NULL,Wetland,Forest
1203,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
1204,Bareland,Water,Wetland,Water,Wetland,Grassland
1205,Bareland,Water,Wetland,Water,Wetland,Bareland
1206,Bareland,Water,Wetland,Water,Wetland,Water
1207,Bareland,Water,Wetland,Water,Wetland,Forest
1208,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1209,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1210,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1211,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1212,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1213,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1214,Bareland,Water,Bareland,Water,Non_Wetland,Water
1215,Bareland,Water,Bareland,Water,Non_Wetland,Forest
1216,Bareland,Water,Built-up,NULL,Non_Wetland,Built-up
1217,Bareland,Water,Built-up,Non_Water,Non_Wetland,Built-up
1218,Bareland,Water,Water,NULL,Water,Grassland
1219,Bareland,Water,Water,NULL,Water,Bareland
1220,Bareland,Water,Water,NULL,Water,Water
1221,Bareland,Water,Water,NULL,Water,Forest
1222,Bareland,Water,Water,Non_Water,Water,Water
1223,Bareland,Water,Water,Water,Water,Grassland
1224,Bareland,Water,Water,Water,Water,Bareland
1225,Bareland,Water,Water,Water,Water,Water
1226,Bareland,Water,Water,Water,Water,Forest
1227,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1228,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1229,Bareland,Water,Forest,NULL,Non_Wetland,Built-up
1230,Bareland,Water,Forest,NULL,Non_Wetland,Water
1231,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1232,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland
1233,Bareland,Water,Forest,Non_Water,Non_Wetland,Forest
1234,Bareland,Water,Forest,Water,Non_Wetland,Grassland
1235,Bareland,Water,Forest,Water,Non_Wetland,Bareland
1236,Bareland,Water,Forest,Water,Non_Wetland,Built-up
1237,Bareland,Water,Forest,Water,Non_Wetland,Water
1238,Bareland,Water,Forest,Water,Non_Wetland,Forest
1239,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
1240,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1241,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1242,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
1243,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1244,Bareland,Forest,Shrubland,Water,Non_Wetland,Grassland
1245,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1246,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
1247,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1248,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
1249,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
1250,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1251,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Forest
1252,Bareland,Forest,Wetland,Water,Wetland,Bareland
1253,Bareland,Forest,Wetland,Water,Wetland,Water
1254,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
1255,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
1256,Bareland,Forest,Bareland,NULL,Non_Wetland,Built-up
1257,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
1258,Bareland,Forest,Built-up,NULL,Non_Wetland,Built-up
1259,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
1260,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1261,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
1262,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1263,Bareland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1264,Bareland,Forest,Forest,Non_Water,Non_Wetland,Forest
1265,Water,NULL,NULL,NULL,Non_Wetland,NULL
1266,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1267,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1268,Water,NULL,NULL,NULL,Non_Wetland,Water
1269,Water,NULL,NULL,NULL,Non_Wetland,Forest
1270,Water,NULL,NULL,Non_Water,Non_Wetland,Water
1271,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1272,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1273,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1274,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1275,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1276,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
1277,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1278,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1279,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1280,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1281,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
1282,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1283,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1284,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
1285,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1286,Water,NULL,Shrubland,Water,Non_Wetland,Water
1287,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1288,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1289,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
