Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MLE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MLE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MLE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MLE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MLE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MLE_M_R
703,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
704,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
705,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,NULL
706,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
707,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
708,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
709,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
710,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
711,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
712,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
713,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
714,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
715,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
716,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
717,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
718,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
719,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
720,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
721,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
722,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
723,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
724,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
725,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
726,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
727,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
728,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Water,NULL
729,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
730,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
731,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,NULL
732,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
733,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
734,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,NULL
735,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,NULL
736,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
737,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
738,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
739,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
740,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,NULL
741,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
742,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
743,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
744,Forest,NULL,Wetland,NULL,Wetland,Water,Water,NULL
745,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,NULL
746,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,NULL
747,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
748,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,NULL
749,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
750,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
751,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
752,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,NULL
753,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
754,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
755,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
756,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
757,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,NULL
758,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
759,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
760,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
761,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
762,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
763,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
764,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
765,Forest,NULL,Water,NULL,Water,NULL,Wetland,NULL
766,Forest,NULL,Water,NULL,Water,Grassland,Water,NULL
767,Forest,NULL,Water,NULL,Water,Wetland,Wetland,NULL
768,Forest,NULL,Water,NULL,Water,Wetland,Water,NULL
769,Forest,NULL,Water,NULL,Water,Water,Wetland,NULL
770,Forest,NULL,Water,NULL,Water,Water,Water,NULL
771,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
772,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
773,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
774,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
775,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
776,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
777,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
778,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
779,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
780,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
781,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
782,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
783,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
784,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
785,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
786,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
787,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
788,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
789,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,NULL
790,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
791,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
792,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
793,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
794,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
795,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,NULL
796,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
797,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
798,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
799,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
800,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,NULL
801,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,NULL
802,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,NULL
803,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
804,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Water,NULL
805,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
806,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
807,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
808,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
809,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
810,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
811,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
812,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
813,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
814,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Water,NULL
815,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
816,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
817,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
818,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,NULL
819,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
820,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
821,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,NULL
822,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
823,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,NULL
824,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
825,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,NULL
826,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,NULL
827,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
828,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
829,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,NULL
830,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,NULL
831,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
832,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
833,Forest,Wetland,Wetland,NULL,Wetland,Forest,Grassland,NULL
834,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,NULL
835,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,NULL
836,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Grassland,NULL
837,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
838,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Water,NULL
839,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
840,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
841,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
842,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
843,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
844,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,NULL
845,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Grassland,NULL
846,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
847,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Water,NULL
848,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
849,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Water,NULL
850,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
851,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
852,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
853,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Water,NULL
854,Forest,Wetland,Water,NULL,Water,NULL,Wetland,NULL
855,Forest,Wetland,Water,NULL,Water,NULL,Water,NULL
856,Forest,Wetland,Water,NULL,Water,Grassland,Water,NULL
857,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,NULL
858,Forest,Wetland,Water,NULL,Water,Wetland,Water,NULL
859,Forest,Wetland,Water,NULL,Water,Water,Wetland,NULL
860,Forest,Wetland,Water,NULL,Water,Water,Water,NULL
861,Forest,Wetland,Water,NULL,Water,Forest,Wetland,NULL
862,Forest,Wetland,Water,NULL,Water,Forest,Water,NULL
863,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
864,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
865,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,NULL
866,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
867,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
868,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
869,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
870,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
871,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
872,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
873,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,NULL
874,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
875,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
876,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,NULL
877,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
878,Forest,Bareland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
879,Forest,Bareland,NULL,NULL,Non_Wetland,Wetland,Water,NULL
880,Forest,Bareland,NULL,NULL,Non_Wetland,Water,Water,NULL
881,Forest,Bareland,Wetland,NULL,Wetland,NULL,Wetland,NULL
882,Forest,Bareland,Wetland,NULL,Wetland,Wetland,Grassland,NULL
883,Forest,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
884,Forest,Bareland,Wetland,NULL,Wetland,Wetland,Water,NULL
885,Forest,Bareland,Wetland,NULL,Wetland,Water,Wetland,NULL
886,Forest,Bareland,Wetland,NULL,Wetland,Water,Water,NULL
887,Forest,Bareland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
888,Forest,Bareland,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
889,Forest,Bareland,Built-up,NULL,Non_Wetland,Grassland,Water,NULL
890,Forest,Bareland,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
891,Forest,Bareland,Water,NULL,Water,Wetland,Water,NULL
892,Forest,Bareland,Water,NULL,Water,Bareland,Water,NULL
893,Forest,Bareland,Water,NULL,Water,Water,Water,NULL
894,Forest,Bareland,Water,NULL,Water,Forest,Water,NULL
895,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,Water,NULL
896,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
897,Forest,Bareland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
898,Forest,Bareland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
899,Forest,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
900,Forest,Bareland,Forest,NULL,Non_Wetland,Water,Water,NULL
901,Forest,Bareland,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
902,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
903,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
904,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
905,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
906,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,NULL
907,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
908,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
909,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
910,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
911,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
912,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
913,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
914,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
915,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
916,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
917,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,NULL
918,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
919,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
920,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
921,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
922,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
923,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,NULL
924,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,NULL
925,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,NULL
926,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,NULL
927,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,NULL
928,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
929,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,NULL
930,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
931,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Bareland,NULL
932,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
933,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
934,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
935,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
936,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
937,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
938,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
939,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
940,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,NULL
941,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
942,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
943,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
944,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
945,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,NULL
946,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,NULL
947,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
948,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
949,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,NULL
950,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
951,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
952,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,NULL
953,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
954,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,NULL
955,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
956,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,NULL
957,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
958,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,NULL
959,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
960,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
961,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
962,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
963,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
964,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
965,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
966,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
967,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
968,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
969,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
970,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
971,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
972,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,NULL
973,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
974,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
975,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
976,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
977,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
978,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
979,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,NULL
980,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,NULL
981,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
982,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,NULL
983,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
984,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,NULL
985,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland,NULL
986,Forest,Water,Wetland,NULL,Wetland,NULL,Water,NULL
987,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,NULL
988,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,NULL
989,Forest,Water,Wetland,NULL,Wetland,Grassland,Bareland,NULL
990,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,NULL
991,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
992,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
993,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,NULL
994,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,NULL
995,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,NULL
996,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
997,Forest,Water,Wetland,NULL,Wetland,Water,Water,NULL
998,Forest,Water,Wetland,NULL,Wetland,Water,Forest,NULL
999,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,NULL
1000,Forest,Water,Wetland,NULL,Wetland,Forest,Water,NULL
1001,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,NULL
1002,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
1003,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,NULL
1004,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
1005,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,NULL
1006,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1007,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Bareland,NULL
1008,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
1009,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
1010,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
1011,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
1012,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
1013,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,NULL
1014,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
1015,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,NULL
1016,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
1017,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,NULL
1018,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
1019,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
1020,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
1021,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,NULL
1022,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Wetland,NULL
1023,Forest,Water,Water,NULL,Water,NULL,Wetland,NULL
1024,Forest,Water,Water,NULL,Water,NULL,Water,NULL
1025,Forest,Water,Water,NULL,Water,Wetland,Wetland,NULL
1026,Forest,Water,Water,NULL,Water,Wetland,Water,NULL
1027,Forest,Water,Water,NULL,Water,Bareland,Water,NULL
1028,Forest,Water,Water,NULL,Water,Water,Wetland,NULL
1029,Forest,Water,Water,NULL,Water,Water,Water,NULL
1030,Forest,Water,Water,NULL,Water,Water,Forest,NULL
1031,Forest,Water,Water,NULL,Water,Forest,Wetland,NULL
1032,Forest,Water,Water,NULL,Water,Forest,Water,NULL
1033,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1034,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1035,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,NULL
1036,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1037,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,NULL
1038,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1039,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
1040,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1041,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1042,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,NULL
1043,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
1044,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,NULL
1045,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1046,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,NULL
1047,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1048,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
1049,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1050,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
1051,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,NULL
1052,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
1053,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1054,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1055,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
