Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MHA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MHA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MHA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MHA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MHA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MHA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MHA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MHA_M_R
4805,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4806,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4807,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
4808,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Water
4809,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
4810,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
4811,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4812,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
4813,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
4814,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4815,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
4816,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4817,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4818,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4819,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4820,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4821,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4822,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4823,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
4824,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
4825,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Bareland
4826,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Built-up
4827,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
4828,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
4829,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4830,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4831,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
4832,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Water
4833,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
4834,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
4835,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Forest
4836,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
4837,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
4838,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
4839,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
4840,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
4841,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
4842,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
4843,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
4844,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
4845,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4846,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4847,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4848,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4849,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4850,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4851,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4852,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
4853,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4854,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
4855,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
4856,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
4857,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4858,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4859,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
4860,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Water
4861,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
4862,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
4863,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4864,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
4865,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4866,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
4867,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4868,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland,NULL,Grassland
4869,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland,Grassland,Grassland
4870,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Forest
4871,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4872,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4873,Bareland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
4874,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4875,Bareland,NULL,Wetland,NULL,Wetland,Cropland,NULL,Grassland
4876,Bareland,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
4877,Bareland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
4878,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
4879,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
4880,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
4881,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
4882,Bareland,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
4883,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
4884,Bareland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
4885,Bareland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
4886,Bareland,NULL,Wetland,Water,Wetland,Cropland,Grassland,Grassland
4887,Bareland,NULL,Wetland,Water,Wetland,Cropland,Water,Water
4888,Bareland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
4889,Bareland,NULL,Wetland,Water,Wetland,Water,Grassland,Water
4890,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
4891,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Cropland
4892,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
4893,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
4894,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
4895,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Forest
4896,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4897,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Bareland
4898,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,Forest,Grassland
4899,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
4900,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
4901,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4902,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4903,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4904,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
4905,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
4906,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4907,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Water
4908,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
4909,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
4910,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland,Grassland,Bareland
4911,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4912,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
4913,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4914,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
4915,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
4916,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
4917,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
4918,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
4919,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Built-up
4920,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Forest
4921,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4922,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
4923,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
4924,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4925,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
4926,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4927,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
4928,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
4929,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
4930,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
4931,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
4932,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4933,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
4934,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
4935,Bareland,NULL,Water,Non_Water,Water,Cropland,NULL,Grassland
4936,Bareland,NULL,Water,Water,Water,Bareland,Forest,Water
4937,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4938,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
4939,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4940,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4941,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4942,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
4943,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4944,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4945,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4946,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
4947,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
4948,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
4949,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
4950,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
4951,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Bareland
4952,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
4953,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
4954,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
4955,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
4956,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4957,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
4958,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
4959,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
4960,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4961,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
4962,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
4963,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4964,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
4965,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
4966,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
4967,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4968,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
4969,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4970,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4971,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4972,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
4973,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4974,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4975,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
4976,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4977,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4978,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
4979,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4980,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4981,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
4982,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4983,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
4984,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
4985,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
4986,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
4987,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
4988,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
4989,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
4990,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
4991,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
4992,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Cropland
4993,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Forest
4994,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
4995,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
4996,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
4997,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Bareland
4998,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
4999,Bareland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
5000,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5001,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
5002,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
5003,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
5004,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
5005,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5006,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
5007,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5008,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5009,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
5010,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
5011,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
5012,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
5013,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
5014,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
5015,Bareland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
5016,Bareland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
5017,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
5018,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5019,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
5020,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5021,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
5022,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5023,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Cropland,NULL,Grassland
5024,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5025,Bareland,Cropland,NULL,Water,Non_Wetland,Cropland,Forest,Grassland
5026,Bareland,Cropland,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
5027,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5028,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
5029,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
5030,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5031,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5032,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5033,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5034,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5035,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
5036,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5037,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5038,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
5039,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
5040,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
5041,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
5042,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
5043,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5044,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5045,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5046,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
5047,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
5048,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
5049,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
5050,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
5051,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
5052,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
5053,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
5054,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
5055,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5056,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5057,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
5058,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
5059,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
5060,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
5061,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5062,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5063,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5064,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5065,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5066,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5067,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5068,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
5069,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5070,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
5071,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
5072,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
5073,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
5074,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
5075,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
5076,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5077,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
5078,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5079,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5080,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
5081,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
5082,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
5083,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
5084,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
5085,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
5086,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
5087,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
5088,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
5089,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
5090,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
5091,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
5092,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5093,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5094,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
5095,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
5096,Bareland,Cropland,Shrubland,Water,Non_Wetland,Cropland,NULL,Grassland
5097,Bareland,Cropland,Shrubland,Water,Non_Wetland,Cropland,Grassland,Grassland
5098,Bareland,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
5099,Bareland,Cropland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
5100,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
5101,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
5102,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
5103,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
5104,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5105,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
5106,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5107,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5108,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5109,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5110,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
5111,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5112,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
5113,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5114,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
5115,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
5116,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
5117,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
5118,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
5119,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Bareland
5120,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Built-up
