Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KUV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KUV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KUV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KUV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KUV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KUV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KUV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KUV_M_R
680,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
681,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
682,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
683,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
684,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
685,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
686,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
687,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
688,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
689,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
690,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
691,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
692,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
693,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
694,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
695,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
696,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
697,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
698,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
699,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
700,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
701,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
702,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
703,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
704,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
705,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
706,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
707,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
708,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
709,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Forest
710,Bareland,Cropland,Water,Water,Water,NULL,NULL,Bareland
711,Bareland,Cropland,Water,Water,Water,NULL,NULL,Forest
712,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
713,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
714,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
715,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
716,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
717,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
718,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
719,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
720,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
721,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
722,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
723,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
724,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
725,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
726,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
727,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
728,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
729,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
730,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
731,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
732,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
733,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
734,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
735,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
736,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
737,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
738,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
739,Bareland,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
740,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
741,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
742,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
743,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
744,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
745,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Forest
746,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
747,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
748,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
749,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
750,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
751,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
752,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
753,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
754,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
755,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
756,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
757,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
758,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
759,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
760,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
761,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
762,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
763,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
764,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
765,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
766,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
767,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
768,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
769,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
770,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
771,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
772,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
773,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
774,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
775,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
776,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
777,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
778,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
779,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
780,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
781,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
782,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
783,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
784,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
785,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
786,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
787,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
788,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
789,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
790,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
791,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
792,Water,NULL,Water,NULL,Water,NULL,NULL,Water
793,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
794,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
795,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
796,Water,NULL,Water,Water,Water,NULL,NULL,Water
797,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
798,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
799,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
800,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
801,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
802,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
803,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
804,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
805,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
806,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
807,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
808,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
809,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
810,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
811,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
812,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
813,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
814,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
815,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
816,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
817,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
818,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
819,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
820,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
821,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
822,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
823,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
824,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
825,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
826,Water,Cropland,Water,NULL,Water,NULL,NULL,Wetland
827,Water,Cropland,Water,NULL,Water,NULL,NULL,Bareland
828,Water,Cropland,Water,NULL,Water,NULL,NULL,Water
829,Water,Cropland,Water,NULL,Water,NULL,NULL,Forest
830,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
831,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
832,Water,Cropland,Water,Water,Water,NULL,NULL,Grassland
833,Water,Cropland,Water,Water,Water,NULL,NULL,Water
834,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
835,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
836,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
837,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
838,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
839,Water,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Water
840,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
841,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
842,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
843,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
844,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
845,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
846,Water,Built-up,Water,NULL,Water,NULL,NULL,Wetland
847,Water,Built-up,Water,NULL,Water,NULL,NULL,Bareland
848,Water,Built-up,Water,NULL,Water,NULL,NULL,Water
849,Water,Built-up,Water,NULL,Water,NULL,NULL,Forest
850,Water,Built-up,Water,Water,Water,NULL,NULL,Water
851,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
852,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
853,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
854,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
855,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
856,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
857,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
858,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
859,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
860,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
861,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
862,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
863,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
864,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
865,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
866,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
867,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
868,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
869,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
870,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
871,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
872,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
873,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
874,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
875,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
876,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
877,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
878,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
879,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
880,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
881,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
882,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
883,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
884,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
885,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
886,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
887,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
888,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
889,Water,Water,Water,NULL,Water,NULL,NULL,Water
890,Water,Water,Water,NULL,Water,NULL,NULL,Forest
891,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
892,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
893,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
894,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
895,Water,Water,Water,Water,Water,NULL,NULL,Wetland
896,Water,Water,Water,Water,Water,NULL,NULL,Bareland
897,Water,Water,Water,Water,Water,NULL,NULL,Water
898,Water,Water,Water,Water,Water,NULL,NULL,Forest
899,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
900,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
901,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
902,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
903,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
904,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
905,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
906,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
907,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
908,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
909,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
910,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
911,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
912,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
913,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
914,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
915,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
916,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
917,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
918,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
919,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
920,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
921,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
922,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
923,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
924,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
925,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
926,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
927,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
928,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
929,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
930,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
931,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
932,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
933,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
934,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
935,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
936,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
937,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
938,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
939,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
940,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
941,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
942,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
943,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
944,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
945,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
946,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
947,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
948,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
949,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
950,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
951,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
952,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
953,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
954,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
955,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
956,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
957,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
958,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
959,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
960,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
961,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
962,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
963,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
964,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
965,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
966,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
967,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
968,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
969,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
970,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
971,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
972,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
973,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
974,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
975,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
976,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
977,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
978,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
979,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
980,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
981,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
982,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
983,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
984,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
985,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
986,Forest,NULL,Water,NULL,Water,NULL,NULL,Cropland
987,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
988,Forest,NULL,Water,NULL,Water,NULL,NULL,Built-up
989,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
990,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
991,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
992,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
993,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
994,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
995,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
996,Forest,NULL,Water,Water,Water,NULL,NULL,Water
997,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
998,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
999,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1000,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1001,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1002,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1003,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1004,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1005,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1006,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1007,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1008,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1009,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1010,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1011,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1012,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1013,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1014,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1015,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1016,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1017,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1018,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1019,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1020,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1021,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1022,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1023,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1024,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1025,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1026,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1027,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1028,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1029,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1030,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1031,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1032,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1033,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1034,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1035,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1036,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
